fold_id,ticker,feature_group,n_rows_future_detected,max_future_date_detected,context
2024Q4,HAS,valuation,4,2025-12-28,valuation_input:HAS
2024Q4,HBAN,sentiment,4,2026-04-01,rec_df:HBAN
2024Q4,HBAN,sentiment,0,,mspr_df:HBAN
2024Q4,HBAN,insider,311,2026-04-01,insider_df:HBAN
2024Q4,HBAN,sentiment,4,2025-12-31,eps_df:HBAN
2024Q4,HBAN,technical,283,2026-04-02,prices_df:HBAN
2024Q4,HBAN,fundamental,3,2025-12-31,consolidated_df:HBAN
2024Q4,HBAN,valuation,3,2025-12-31,valuation_input:HBAN
2024Q4,HCA,sentiment,4,2026-04-01,rec_df:HCA
2024Q4,HCA,sentiment,0,,mspr_df:HCA
2024Q4,HCA,insider,105,2026-02-18,insider_df:HCA
2024Q4,HCA,sentiment,4,2025-12-31,eps_df:HCA
2024Q4,HCA,technical,283,2026-04-02,prices_df:HCA
2024Q4,HCA,fundamental,4,2025-12-31,consolidated_df:HCA
2024Q4,HCA,valuation,4,2025-12-31,valuation_input:HCA
2024Q4,HD,sentiment,4,2026-04-01,rec_df:HD
2024Q4,HD,sentiment,0,,mspr_df:HD
2024Q4,HD,insider,238,2026-03-25,insider_df:HD
2024Q4,HD,sentiment,4,2026-03-31,eps_df:HD
2024Q4,HD,technical,283,2026-04-02,prices_df:HD
2024Q4,HD,fundamental,4,2026-02-01,consolidated_df:HD
2024Q4,HD,valuation,4,2026-02-01,valuation_input:HD
2024Q4,HIG,sentiment,4,2026-04-01,rec_df:HIG
2024Q4,HIG,sentiment,0,,mspr_df:HIG
2024Q4,HIG,insider,218,2026-03-10,insider_df:HIG
2024Q4,HIG,sentiment,4,2025-12-31,eps_df:HIG
2024Q4,HIG,technical,283,2026-04-02,prices_df:HIG
2024Q4,HIG,fundamental,4,2025-12-31,consolidated_df:HIG
2024Q4,HIG,valuation,4,2025-12-31,valuation_input:HIG
2024Q4,HII,sentiment,4,2026-04-01,rec_df:HII
2024Q4,HII,sentiment,0,,mspr_df:HII
2024Q4,HII,insider,373,2026-04-01,insider_df:HII
2024Q4,HII,sentiment,4,2025-12-31,eps_df:HII
2024Q4,HII,technical,283,2026-04-02,prices_df:HII
2024Q4,HII,fundamental,4,2025-12-31,consolidated_df:HII
2024Q4,HII,valuation,4,2025-12-31,valuation_input:HII
2024Q4,HLT,sentiment,4,2026-04-01,rec_df:HLT
2024Q4,HLT,sentiment,0,,mspr_df:HLT
2024Q4,HLT,insider,104,2026-03-31,insider_df:HLT
2024Q4,HLT,sentiment,4,2025-12-31,eps_df:HLT
2024Q4,HLT,technical,283,2026-04-02,prices_df:HLT
2024Q4,HLT,fundamental,4,2025-12-31,consolidated_df:HLT
2024Q4,HLT,valuation,4,2025-12-31,valuation_input:HLT
2024Q4,HOLX,sentiment,4,2026-04-01,rec_df:HOLX
2024Q4,HOLX,sentiment,0,,mspr_df:HOLX
2024Q4,HOLX,insider,78,2026-02-27,insider_df:HOLX
2024Q4,HOLX,sentiment,4,2025-12-31,eps_df:HOLX
2024Q4,HOLX,technical,283,2026-04-02,prices_df:HOLX
2024Q4,HOLX,fundamental,4,2025-12-27,consolidated_df:HOLX
2024Q4,HOLX,valuation,4,2025-12-27,valuation_input:HOLX
2024Q4,HON,sentiment,4,2026-04-01,rec_df:HON
2024Q4,HON,sentiment,0,,mspr_df:HON
2024Q4,HON,insider,255,2026-04-01,insider_df:HON
2024Q4,HON,sentiment,4,2025-12-31,eps_df:HON
2024Q4,HON,technical,283,2026-04-02,prices_df:HON
2024Q4,HON,fundamental,4,2025-12-31,consolidated_df:HON
2024Q4,HON,valuation,4,2025-12-31,valuation_input:HON
2024Q4,HPE,sentiment,4,2026-04-01,rec_df:HPE
2024Q4,HPE,sentiment,0,,mspr_df:HPE
2024Q4,HPE,insider,288,2026-04-01,insider_df:HPE
2024Q4,HPE,sentiment,4,2026-03-31,eps_df:HPE
2024Q4,HPE,technical,283,2026-04-02,prices_df:HPE
2024Q4,HPE,fundamental,4,2026-01-31,consolidated_df:HPE
2024Q4,HPE,valuation,4,2026-01-31,valuation_input:HPE
2024Q4,HPQ,sentiment,4,2026-04-01,rec_df:HPQ
2024Q4,HPQ,sentiment,0,,mspr_df:HPQ
2024Q4,HPQ,insider,113,2026-04-01,insider_df:HPQ
2024Q4,HPQ,sentiment,4,2026-03-31,eps_df:HPQ
2024Q4,HPQ,technical,283,2026-04-02,prices_df:HPQ
2024Q4,HPQ,fundamental,4,2026-01-31,consolidated_df:HPQ
2024Q4,HPQ,valuation,4,2026-01-31,valuation_input:HPQ
2024Q4,HRL,sentiment,4,2026-04-01,rec_df:HRL
2024Q4,HRL,sentiment,0,,mspr_df:HRL
2024Q4,HRL,insider,72,2026-03-31,insider_df:HRL
2024Q4,HRL,sentiment,4,2026-03-31,eps_df:HRL
2024Q4,HRL,technical,283,2026-04-02,prices_df:HRL
2024Q4,HRL,fundamental,4,2026-01-25,consolidated_df:HRL
2024Q4,HRL,valuation,4,2026-01-25,valuation_input:HRL
2024Q4,HSIC,sentiment,4,2026-04-01,rec_df:HSIC
2024Q4,HSIC,sentiment,0,,mspr_df:HSIC
2024Q4,HSIC,insider,140,2026-03-19,insider_df:HSIC
2024Q4,HSIC,sentiment,4,2025-12-31,eps_df:HSIC
2024Q4,HSIC,technical,283,2026-04-02,prices_df:HSIC
2024Q4,HSIC,fundamental,4,2025-12-27,consolidated_df:HSIC
2024Q4,HSIC,valuation,4,2025-12-27,valuation_input:HSIC
2024Q4,HSY,sentiment,4,2026-04-01,rec_df:HSY
2024Q4,HSY,sentiment,0,,mspr_df:HSY
2024Q4,HSY,insider,263,2026-04-02,insider_df:HSY
2024Q4,HSY,sentiment,4,2025-12-31,eps_df:HSY
2024Q4,HSY,technical,283,2026-04-02,prices_df:HSY
2024Q4,HSY,fundamental,4,2025-12-31,consolidated_df:HSY
2024Q4,HSY,valuation,4,2025-12-31,valuation_input:HSY
2024Q4,HUBB,sentiment,4,2026-04-01,rec_df:HUBB
2024Q4,HUBB,sentiment,0,,mspr_df:HUBB
2024Q4,HUBB,insider,145,2026-02-17,insider_df:HUBB
2024Q4,HUBB,sentiment,4,2025-12-31,eps_df:HUBB
2024Q4,HUBB,technical,283,2026-04-02,prices_df:HUBB
2024Q4,HUBB,fundamental,4,2025-12-31,consolidated_df:HUBB
2024Q4,HUBB,valuation,4,2025-12-31,valuation_input:HUBB
2024Q4,HUM,sentiment,4,2026-04-01,rec_df:HUM
2024Q4,HUM,sentiment,0,,mspr_df:HUM
2024Q4,HUM,insider,110,2026-04-01,insider_df:HUM
2024Q4,HUM,sentiment,4,2025-12-31,eps_df:HUM
2024Q4,HUM,technical,283,2026-04-02,prices_df:HUM
2024Q4,HUM,fundamental,4,2025-12-31,consolidated_df:HUM
2024Q4,HUM,valuation,4,2025-12-31,valuation_input:HUM
2024Q4,HWM,sentiment,4,2026-04-01,rec_df:HWM
2024Q4,HWM,sentiment,0,,mspr_df:HWM
2024Q4,HWM,insider,56,2026-02-26,insider_df:HWM
2024Q4,HWM,sentiment,4,2025-12-31,eps_df:HWM
2024Q4,HWM,technical,283,2026-04-02,prices_df:HWM
2024Q4,HWM,fundamental,4,2025-12-31,consolidated_df:HWM
2024Q4,HWM,valuation,4,2025-12-31,valuation_input:HWM
2024Q4,IBM,sentiment,4,2026-04-01,rec_df:IBM
2024Q4,IBM,sentiment,0,,mspr_df:IBM
2024Q4,IBM,insider,272,2026-03-31,insider_df:IBM
2024Q4,IBM,sentiment,4,2025-12-31,eps_df:IBM
2024Q4,IBM,technical,283,2026-04-02,prices_df:IBM
2024Q4,IBM,fundamental,4,2025-12-31,consolidated_df:IBM
2024Q4,IBM,valuation,4,2025-12-31,valuation_input:IBM
2024Q4,ICE,sentiment,4,2026-04-01,rec_df:ICE
2024Q4,ICE,sentiment,0,,mspr_df:ICE
2024Q4,ICE,insider,283,2026-03-10,insider_df:ICE
2024Q4,ICE,sentiment,4,2025-12-31,eps_df:ICE
2024Q4,ICE,technical,283,2026-04-02,prices_df:ICE
2024Q4,ICE,fundamental,4,2025-12-31,consolidated_df:ICE
2024Q4,ICE,valuation,4,2025-12-31,valuation_input:ICE
2024Q4,IDXX,sentiment,4,2026-04-01,rec_df:IDXX
2024Q4,IDXX,sentiment,0,,mspr_df:IDXX
2024Q4,IDXX,insider,300,2026-03-03,insider_df:IDXX
2024Q4,IDXX,sentiment,4,2025-12-31,eps_df:IDXX
2024Q4,IDXX,technical,283,2026-04-02,prices_df:IDXX
2024Q4,IDXX,fundamental,4,2025-12-31,consolidated_df:IDXX
2024Q4,IDXX,valuation,4,2025-12-31,valuation_input:IDXX
2024Q4,IEX,sentiment,4,2026-04-01,rec_df:IEX
2024Q4,IEX,sentiment,0,,mspr_df:IEX
2024Q4,IEX,insider,42,2026-02-23,insider_df:IEX
2024Q4,IEX,sentiment,4,2025-12-31,eps_df:IEX
2024Q4,IEX,technical,283,2026-04-02,prices_df:IEX
2024Q4,IEX,fundamental,4,2025-12-31,consolidated_df:IEX
2024Q4,IEX,valuation,4,2025-12-31,valuation_input:IEX
2024Q4,IFF,sentiment,4,2026-04-01,rec_df:IFF
2024Q4,IFF,sentiment,0,,mspr_df:IFF
2024Q4,IFF,insider,195,2026-04-01,insider_df:IFF
2024Q4,IFF,sentiment,4,2025-12-31,eps_df:IFF
2024Q4,IFF,technical,283,2026-04-02,prices_df:IFF
2024Q4,IFF,fundamental,4,2025-12-31,consolidated_df:IFF
2024Q4,IFF,valuation,4,2025-12-31,valuation_input:IFF
2024Q4,INCY,sentiment,4,2026-04-01,rec_df:INCY
2024Q4,INCY,sentiment,0,,mspr_df:INCY
2024Q4,INCY,insider,235,2026-03-31,insider_df:INCY
2024Q4,INCY,sentiment,4,2025-12-31,eps_df:INCY
2024Q4,INCY,technical,283,2026-04-02,prices_df:INCY
2024Q4,INCY,fundamental,4,2025-12-31,consolidated_df:INCY
2024Q4,INCY,valuation,4,2025-12-31,valuation_input:INCY
2024Q4,INTC,sentiment,4,2026-04-01,rec_df:INTC
2024Q4,INTC,sentiment,0,,mspr_df:INTC
2024Q4,INTC,insider,181,2026-03-02,insider_df:INTC
2024Q4,INTC,sentiment,4,2025-12-31,eps_df:INTC
2024Q4,INTC,technical,283,2026-04-02,prices_df:INTC
2024Q4,INTC,fundamental,4,2025-12-27,consolidated_df:INTC
2024Q4,INTC,valuation,4,2025-12-27,valuation_input:INTC
2024Q4,INTU,sentiment,4,2026-04-01,rec_df:INTU
2024Q4,INTU,sentiment,0,,mspr_df:INTU
2024Q4,INTU,insider,813,2026-04-01,insider_df:INTU
2024Q4,INTU,sentiment,4,2026-03-31,eps_df:INTU
2024Q4,INTU,technical,283,2026-04-02,prices_df:INTU
2024Q4,INTU,fundamental,4,2026-01-31,consolidated_df:INTU
2024Q4,INTU,valuation,4,2026-01-31,valuation_input:INTU
2024Q4,INVH,sentiment,4,2026-04-01,rec_df:INVH
2024Q4,INVH,sentiment,0,,mspr_df:INVH
2024Q4,INVH,insider,87,2026-03-01,insider_df:INVH
2024Q4,INVH,sentiment,4,2025-12-31,eps_df:INVH
2024Q4,INVH,technical,283,2026-04-02,prices_df:INVH
2024Q4,INVH,fundamental,4,2025-12-31,consolidated_df:INVH
2024Q4,INVH,valuation,4,2025-12-31,valuation_input:INVH
2024Q4,IP,sentiment,4,2026-04-01,rec_df:IP
2024Q4,IP,sentiment,0,,mspr_df:IP
2024Q4,IP,insider,104,2026-04-01,insider_df:IP
2024Q4,IP,sentiment,4,2025-12-31,eps_df:IP
2024Q4,IP,technical,283,2026-04-02,prices_df:IP
2024Q4,IP,fundamental,4,2025-12-31,consolidated_df:IP
2024Q4,IP,valuation,4,2025-12-31,valuation_input:IP
2024Q4,IQV,sentiment,4,2026-04-01,rec_df:IQV
2024Q4,IQV,sentiment,0,,mspr_df:IQV
2024Q4,IQV,insider,80,2026-02-13,insider_df:IQV
2024Q4,IQV,sentiment,4,2025-12-31,eps_df:IQV
2024Q4,IQV,technical,283,2026-04-02,prices_df:IQV
2024Q4,IQV,fundamental,4,2025-12-31,consolidated_df:IQV
2024Q4,IQV,valuation,4,2025-12-31,valuation_input:IQV
2024Q4,IR,sentiment,4,2026-04-01,rec_df:IR
2024Q4,IR,sentiment,0,,mspr_df:IR
2024Q4,IR,insider,337,2026-03-02,insider_df:IR
2024Q4,IR,sentiment,4,2025-12-31,eps_df:IR
2024Q4,IR,technical,283,2026-04-02,prices_df:IR
2024Q4,IR,fundamental,4,2025-12-31,consolidated_df:IR
2024Q4,IR,valuation,4,2025-12-31,valuation_input:IR
2024Q4,IRM,sentiment,4,2026-04-01,rec_df:IRM
2024Q4,IRM,sentiment,0,,mspr_df:IRM
2024Q4,IRM,insider,274,2026-04-01,insider_df:IRM
2024Q4,IRM,sentiment,4,2025-12-31,eps_df:IRM
2024Q4,IRM,technical,283,2026-04-02,prices_df:IRM
2024Q4,IRM,fundamental,4,2025-12-31,consolidated_df:IRM
2024Q4,IRM,valuation,4,2025-12-31,valuation_input:IRM
2024Q4,ISRG,sentiment,4,2026-04-01,rec_df:ISRG
2024Q4,ISRG,sentiment,0,,mspr_df:ISRG
2024Q4,ISRG,insider,549,2026-03-10,insider_df:ISRG
2024Q4,ISRG,sentiment,4,2025-12-31,eps_df:ISRG
2024Q4,ISRG,technical,283,2026-04-02,prices_df:ISRG
2024Q4,ISRG,fundamental,4,2025-12-31,consolidated_df:ISRG
2024Q4,ISRG,valuation,4,2025-12-31,valuation_input:ISRG
2024Q4,IT,sentiment,4,2026-04-01,rec_df:IT
2024Q4,IT,sentiment,0,,mspr_df:IT
2024Q4,IT,insider,379,2026-04-01,insider_df:IT
2024Q4,IT,sentiment,4,2025-12-31,eps_df:IT
2024Q4,IT,technical,283,2026-04-02,prices_df:IT
2024Q4,IT,fundamental,4,2025-12-31,consolidated_df:IT
2024Q4,IT,valuation,4,2025-12-31,valuation_input:IT
2024Q4,ITW,sentiment,4,2026-04-01,rec_df:ITW
2024Q4,ITW,sentiment,0,,mspr_df:ITW
2024Q4,ITW,insider,118,2026-02-13,insider_df:ITW
2024Q4,ITW,sentiment,4,2025-12-31,eps_df:ITW
2024Q4,ITW,technical,283,2026-04-02,prices_df:ITW
2024Q4,ITW,fundamental,4,2025-12-31,consolidated_df:ITW
2024Q4,ITW,valuation,4,2025-12-31,valuation_input:ITW
2024Q4,IVZ,sentiment,4,2026-04-01,rec_df:IVZ
2024Q4,IVZ,sentiment,0,,mspr_df:IVZ
2024Q4,IVZ,insider,139,2026-03-13,insider_df:IVZ
2024Q4,IVZ,sentiment,4,2025-12-31,eps_df:IVZ
2024Q4,IVZ,technical,283,2026-04-02,prices_df:IVZ
2024Q4,IVZ,fundamental,4,2025-12-31,consolidated_df:IVZ
2024Q4,IVZ,valuation,4,2025-12-31,valuation_input:IVZ
2024Q4,J,sentiment,4,2026-04-01,rec_df:J
2024Q4,J,sentiment,0,,mspr_df:J
2024Q4,J,insider,75,2026-03-06,insider_df:J
2024Q4,J,sentiment,4,2025-12-31,eps_df:J
2024Q4,J,technical,283,2026-04-02,prices_df:J
2024Q4,J,fundamental,4,2025-12-26,consolidated_df:J
2024Q4,J,valuation,4,2025-12-26,valuation_input:J
2024Q4,JBHT,sentiment,4,2026-04-01,rec_df:JBHT
2024Q4,JBHT,sentiment,0,,mspr_df:JBHT
2024Q4,JBHT,insider,343,2026-03-31,insider_df:JBHT
2024Q4,JBHT,sentiment,4,2025-12-31,eps_df:JBHT
2024Q4,JBHT,technical,283,2026-04-02,prices_df:JBHT
2024Q4,JBHT,fundamental,4,2025-12-31,consolidated_df:JBHT
2024Q4,JBHT,valuation,4,2025-12-31,valuation_input:JBHT
2024Q4,JBL,sentiment,4,2026-04-01,rec_df:JBL
2024Q4,JBL,sentiment,0,,mspr_df:JBL
2024Q4,JBL,insider,265,2026-04-01,insider_df:JBL
2024Q4,JBL,sentiment,4,2026-03-31,eps_df:JBL
2024Q4,JBL,technical,283,2026-04-02,prices_df:JBL
2024Q4,JBL,fundamental,4,2025-11-30,consolidated_df:JBL
2024Q4,JBL,valuation,4,2025-11-30,valuation_input:JBL
2024Q4,JCI,sentiment,4,2026-04-01,rec_df:JCI
2024Q4,JCI,sentiment,0,,mspr_df:JCI
2024Q4,JCI,insider,173,2026-03-12,insider_df:JCI
2024Q4,JCI,sentiment,4,2025-12-31,eps_df:JCI
2024Q4,JCI,technical,283,2026-04-02,prices_df:JCI
2024Q4,JCI,fundamental,4,2025-12-31,consolidated_df:JCI
2024Q4,JCI,valuation,4,2025-12-31,valuation_input:JCI
2024Q4,JKHY,sentiment,4,2026-04-01,rec_df:JKHY
2024Q4,JKHY,sentiment,0,,mspr_df:JKHY
2024Q4,JKHY,insider,111,2026-02-12,insider_df:JKHY
2024Q4,JKHY,sentiment,4,2025-12-31,eps_df:JKHY
2024Q4,JKHY,technical,283,2026-04-02,prices_df:JKHY
2024Q4,JKHY,fundamental,4,2025-12-31,consolidated_df:JKHY
2024Q4,JKHY,valuation,4,2025-12-31,valuation_input:JKHY
2024Q4,JNJ,sentiment,4,2026-04-01,rec_df:JNJ
2024Q4,JNJ,sentiment,0,,mspr_df:JNJ
2024Q4,JNJ,insider,312,2026-03-10,insider_df:JNJ
2024Q4,JNJ,sentiment,4,2025-12-31,eps_df:JNJ
2024Q4,JNJ,technical,283,2026-04-02,prices_df:JNJ
2024Q4,JNJ,fundamental,4,2025-12-28,consolidated_df:JNJ
2024Q4,JNJ,valuation,4,2025-12-28,valuation_input:JNJ
2024Q4,JPM,sentiment,4,2026-04-01,rec_df:JPM
2024Q4,JPM,sentiment,0,,mspr_df:JPM
2024Q4,JPM,insider,274,2026-03-31,insider_df:JPM
2024Q4,JPM,sentiment,4,2025-12-31,eps_df:JPM
2024Q4,JPM,technical,283,2026-04-02,prices_df:JPM
2024Q4,JPM,fundamental,4,2025-12-31,consolidated_df:JPM
2024Q4,JPM,valuation,4,2025-12-31,valuation_input:JPM
2024Q4,KDP,sentiment,4,2026-04-01,rec_df:KDP
2024Q4,KDP,sentiment,0,,mspr_df:KDP
2024Q4,KDP,insider,251,2026-03-05,insider_df:KDP
2024Q4,KDP,sentiment,4,2025-12-31,eps_df:KDP
2024Q4,KDP,technical,283,2026-04-02,prices_df:KDP
2024Q4,KDP,fundamental,4,2025-12-31,consolidated_df:KDP
2024Q4,KDP,valuation,4,2025-12-31,valuation_input:KDP
2024Q4,KEY,sentiment,4,2026-04-01,rec_df:KEY
2024Q4,KEY,sentiment,0,,mspr_df:KEY
2024Q4,KEY,insider,303,2026-04-01,insider_df:KEY
2024Q4,KEY,sentiment,4,2025-12-31,eps_df:KEY
2024Q4,KEY,technical,283,2026-04-02,prices_df:KEY
2024Q4,KEY,fundamental,4,2025-12-31,consolidated_df:KEY
2024Q4,KEY,valuation,4,2025-12-31,valuation_input:KEY
2024Q4,KEYS,sentiment,4,2026-04-01,rec_df:KEYS
2024Q4,KEYS,sentiment,0,,mspr_df:KEYS
2024Q4,KEYS,insider,150,2026-03-30,insider_df:KEYS
2024Q4,KEYS,sentiment,4,2026-03-31,eps_df:KEYS
2024Q4,KEYS,technical,283,2026-04-02,prices_df:KEYS
2024Q4,KEYS,fundamental,4,2026-01-31,consolidated_df:KEYS
2024Q4,KEYS,valuation,4,2026-01-31,valuation_input:KEYS
2024Q4,KHC,sentiment,4,2026-04-01,rec_df:KHC
2024Q4,KHC,sentiment,0,,mspr_df:KHC
2024Q4,KHC,insider,119,2026-03-03,insider_df:KHC
2024Q4,KHC,sentiment,4,2025-12-31,eps_df:KHC
2024Q4,KHC,technical,283,2026-04-02,prices_df:KHC
2024Q4,KHC,fundamental,4,2025-12-27,consolidated_df:KHC
2024Q4,KHC,valuation,4,2025-12-27,valuation_input:KHC
2024Q4,KKR,sentiment,4,2026-04-01,rec_df:KKR
2024Q4,KKR,sentiment,0,,mspr_df:KKR
2024Q4,KKR,insider,45,2026-03-04,insider_df:KKR
2024Q4,KKR,sentiment,4,2025-12-31,eps_df:KKR
2024Q4,KKR,technical,283,2026-04-02,prices_df:KKR
2024Q4,KKR,fundamental,4,2025-12-31,consolidated_df:KKR
2024Q4,KKR,valuation,4,2025-12-31,valuation_input:KKR
2024Q4,KLAC,sentiment,4,2026-04-01,rec_df:KLAC
2024Q4,KLAC,sentiment,0,,mspr_df:KLAC
2024Q4,KLAC,insider,98,2026-02-05,insider_df:KLAC
2024Q4,KLAC,sentiment,4,2025-12-31,eps_df:KLAC
2024Q4,KLAC,technical,283,2026-04-02,prices_df:KLAC
2024Q4,KLAC,fundamental,4,2025-12-31,consolidated_df:KLAC
2024Q4,KLAC,valuation,4,2025-12-31,valuation_input:KLAC
2024Q4,KMB,sentiment,4,2026-04-01,rec_df:KMB
2024Q4,KMB,sentiment,0,,mspr_df:KMB
2024Q4,KMB,insider,148,2026-02-09,insider_df:KMB
2024Q4,KMB,sentiment,4,2025-12-31,eps_df:KMB
2024Q4,KMB,technical,283,2026-04-02,prices_df:KMB
2024Q4,KMB,fundamental,4,2025-12-31,consolidated_df:KMB
2024Q4,KMB,valuation,4,2025-12-31,valuation_input:KMB
2024Q4,KMI,sentiment,4,2026-04-01,rec_df:KMI
2024Q4,KMI,sentiment,0,,mspr_df:KMI
2024Q4,KMI,insider,73,2026-03-16,insider_df:KMI
2024Q4,KMI,sentiment,4,2025-12-31,eps_df:KMI
2024Q4,KMI,technical,283,2026-04-02,prices_df:KMI
2024Q4,KMI,fundamental,4,2025-12-31,consolidated_df:KMI
2024Q4,KMI,valuation,4,2025-12-31,valuation_input:KMI
2024Q4,KMX,sentiment,4,2026-04-01,rec_df:KMX
2024Q4,KMX,sentiment,0,,mspr_df:KMX
2024Q4,KMX,insider,68,2026-03-22,insider_df:KMX
2024Q4,KMX,sentiment,4,2025-12-31,eps_df:KMX
2024Q4,KMX,technical,283,2026-04-02,prices_df:KMX
2024Q4,KMX,fundamental,4,2025-11-30,consolidated_df:KMX
2024Q4,KMX,valuation,4,2025-11-30,valuation_input:KMX
2024Q4,KO,sentiment,4,2026-04-01,rec_df:KO
2024Q4,KO,sentiment,0,,mspr_df:KO
2024Q4,KO,insider,171,2026-04-01,insider_df:KO
2024Q4,KO,sentiment,4,2025-12-31,eps_df:KO
2024Q4,KO,technical,283,2026-04-02,prices_df:KO
2024Q4,KO,fundamental,4,2025-12-31,consolidated_df:KO
2024Q4,KO,valuation,4,2025-12-31,valuation_input:KO
2024Q4,KR,sentiment,4,2026-04-01,rec_df:KR
2024Q4,KR,sentiment,0,,mspr_df:KR
2024Q4,KR,insider,317,2026-03-31,insider_df:KR
2024Q4,KR,sentiment,4,2026-03-31,eps_df:KR
2024Q4,KR,technical,283,2026-04-02,prices_df:KR
2024Q4,KR,fundamental,4,2026-01-31,consolidated_df:KR
2024Q4,KR,valuation,4,2026-01-31,valuation_input:KR
2024Q4,L,sentiment,0,,rec_df:L
2024Q4,L,sentiment,0,,mspr_df:L
2024Q4,L,insider,238,2026-03-31,insider_df:L
2024Q4,L,sentiment,4,2025-12-31,eps_df:L
2024Q4,L,technical,283,2026-04-02,prices_df:L
2024Q4,L,fundamental,4,2025-12-31,consolidated_df:L
2024Q4,L,valuation,4,2025-12-31,valuation_input:L
2024Q4,LDOS,sentiment,4,2026-04-01,rec_df:LDOS
2024Q4,LDOS,sentiment,0,,mspr_df:LDOS
2024Q4,LDOS,insider,292,2026-03-31,insider_df:LDOS
2024Q4,LDOS,sentiment,4,2025-12-31,eps_df:LDOS
2024Q4,LDOS,technical,283,2026-04-02,prices_df:LDOS
2024Q4,LDOS,fundamental,4,2026-01-02,consolidated_df:LDOS
2024Q4,LDOS,valuation,4,2026-01-02,valuation_input:LDOS
2024Q4,LEN,sentiment,4,2026-04-01,rec_df:LEN
2024Q4,LEN,sentiment,0,,mspr_df:LEN
2024Q4,LEN,insider,61,2026-03-16,insider_df:LEN
2024Q4,LEN,sentiment,4,2026-03-31,eps_df:LEN
2024Q4,LEN,technical,283,2026-04-02,prices_df:LEN
2024Q4,LEN,fundamental,4,2025-11-30,consolidated_df:LEN
2024Q4,LEN,valuation,4,2025-11-30,valuation_input:LEN
2024Q4,LH,sentiment,4,2026-04-01,rec_df:LH
2024Q4,LH,sentiment,0,,mspr_df:LH
2024Q4,LH,insider,271,2026-03-27,insider_df:LH
2024Q4,LH,sentiment,4,2025-12-31,eps_df:LH
2024Q4,LH,technical,283,2026-04-02,prices_df:LH
2024Q4,LH,fundamental,4,2025-12-31,consolidated_df:LH
2024Q4,LH,valuation,4,2025-12-31,valuation_input:LH
2024Q4,LHX,sentiment,4,2026-04-01,rec_df:LHX
2024Q4,LHX,sentiment,0,,mspr_df:LHX
2024Q4,LHX,insider,149,2026-04-01,insider_df:LHX
2024Q4,LHX,sentiment,4,2025-12-31,eps_df:LHX
2024Q4,LHX,technical,283,2026-04-02,prices_df:LHX
2024Q4,LHX,fundamental,4,2026-01-02,consolidated_df:LHX
2024Q4,LHX,valuation,4,2026-01-02,valuation_input:LHX
2024Q4,LII,sentiment,4,2026-04-01,rec_df:LII
2024Q4,LII,sentiment,0,,mspr_df:LII
2024Q4,LII,insider,145,2026-03-13,insider_df:LII
2024Q4,LII,sentiment,4,2025-12-31,eps_df:LII
2024Q4,LII,technical,283,2026-04-02,prices_df:LII
2024Q4,LII,fundamental,4,2025-12-31,consolidated_df:LII
2024Q4,LII,valuation,4,2025-12-31,valuation_input:LII
2024Q4,LIN,sentiment,4,2026-04-01,rec_df:LIN
2024Q4,LIN,sentiment,0,,mspr_df:LIN
2024Q4,LIN,insider,401,2026-04-01,insider_df:LIN
2024Q4,LIN,sentiment,4,2025-12-31,eps_df:LIN
2024Q4,LIN,technical,283,2026-04-02,prices_df:LIN
2024Q4,LIN,fundamental,4,2025-12-31,consolidated_df:LIN
2024Q4,LIN,valuation,4,2025-12-31,valuation_input:LIN
2024Q4,LKQ,sentiment,4,2026-04-01,rec_df:LKQ
2024Q4,LKQ,sentiment,0,,mspr_df:LKQ
2024Q4,LKQ,insider,104,2026-03-02,insider_df:LKQ
2024Q4,LKQ,sentiment,4,2025-12-31,eps_df:LKQ
2024Q4,LKQ,technical,283,2026-04-02,prices_df:LKQ
2024Q4,LKQ,fundamental,4,2025-12-31,consolidated_df:LKQ
2024Q4,LKQ,valuation,4,2025-12-31,valuation_input:LKQ
2024Q4,LLY,sentiment,4,2026-04-01,rec_df:LLY
2024Q4,LLY,sentiment,0,,mspr_df:LLY
2024Q4,LLY,insider,601,2026-03-16,insider_df:LLY
2024Q4,LLY,sentiment,4,2025-12-31,eps_df:LLY
2024Q4,LLY,technical,283,2026-04-02,prices_df:LLY
2024Q4,LLY,fundamental,4,2025-12-31,consolidated_df:LLY
2024Q4,LLY,valuation,4,2025-12-31,valuation_input:LLY
2024Q4,LMT,sentiment,4,2026-04-01,rec_df:LMT
2024Q4,LMT,sentiment,0,,mspr_df:LMT
2024Q4,LMT,insider,179,2026-03-31,insider_df:LMT
2024Q4,LMT,sentiment,4,2025-12-31,eps_df:LMT
2024Q4,LMT,technical,283,2026-04-02,prices_df:LMT
2024Q4,LMT,fundamental,4,2025-12-31,consolidated_df:LMT
2024Q4,LMT,valuation,4,2025-12-31,valuation_input:LMT
2024Q4,LOW,sentiment,4,2026-04-01,rec_df:LOW
2024Q4,LOW,sentiment,0,,mspr_df:LOW
2024Q4,LOW,insider,147,2026-04-01,insider_df:LOW
2024Q4,LOW,sentiment,4,2026-03-31,eps_df:LOW
2024Q4,LOW,technical,283,2026-04-02,prices_df:LOW
2024Q4,LOW,fundamental,4,2026-01-30,consolidated_df:LOW
2024Q4,LOW,valuation,4,2026-01-30,valuation_input:LOW
2024Q4,LRCX,sentiment,4,2026-04-01,rec_df:LRCX
