fold_id,ticker,feature_group,n_rows_future_detected,max_future_date_detected,context
2024Q4,A,sentiment,4,2026-04-01,rec_df:A
2024Q4,A,sentiment,10,2026-03-01,mspr_df:A
2024Q4,A,insider,102,2026-03-31,insider_df:A
2024Q4,A,sentiment,4,2026-03-31,eps_df:A
2024Q4,A,technical,283,2026-04-02,prices_df:A
2024Q4,A,fundamental,4,2026-01-31,consolidated_df:A
2024Q4,A,valuation,4,2026-01-31,valuation_input:A
2024Q4,AAPL,sentiment,4,2026-04-01,rec_df:AAPL
2024Q4,AAPL,sentiment,9,2026-04-01,mspr_df:AAPL
2024Q4,AAPL,insider,151,2026-04-02,insider_df:AAPL
2024Q4,AAPL,sentiment,4,2025-12-31,eps_df:AAPL
2024Q4,AAPL,technical,283,2026-04-02,prices_df:AAPL
2024Q4,AAPL,fundamental,4,2025-12-27,consolidated_df:AAPL
2024Q4,AAPL,valuation,4,2025-12-27,valuation_input:AAPL
2024Q4,ABBV,sentiment,4,2026-04-01,rec_df:ABBV
2024Q4,ABBV,sentiment,8,2026-03-01,mspr_df:ABBV
2024Q4,ABBV,insider,144,2026-03-31,insider_df:ABBV
2024Q4,ABBV,sentiment,4,2025-12-31,eps_df:ABBV
2024Q4,ABBV,technical,283,2026-04-02,prices_df:ABBV
2024Q4,ABBV,fundamental,4,2025-12-31,consolidated_df:ABBV
2024Q4,ABBV,valuation,4,2025-12-31,valuation_input:ABBV
2024Q4,ABT,sentiment,4,2026-04-01,rec_df:ABT
2024Q4,ABT,sentiment,10,2026-03-01,mspr_df:ABT
2024Q4,ABT,insider,122,2026-03-31,insider_df:ABT
2024Q4,ABT,sentiment,4,2025-12-31,eps_df:ABT
2024Q4,ABT,technical,283,2026-04-02,prices_df:ABT
2024Q4,ABT,fundamental,4,2025-12-31,consolidated_df:ABT
2024Q4,ABT,valuation,4,2025-12-31,valuation_input:ABT
2024Q4,ACGL,sentiment,4,2026-04-01,rec_df:ACGL
2024Q4,ACGL,sentiment,8,2026-03-01,mspr_df:ACGL
2024Q4,ACGL,insider,121,2026-03-11,insider_df:ACGL
2024Q4,ACGL,sentiment,4,2025-12-31,eps_df:ACGL
2024Q4,ACGL,technical,283,2026-04-02,prices_df:ACGL
2024Q4,ACGL,fundamental,4,2025-12-31,consolidated_df:ACGL
2024Q4,ACGL,valuation,4,2025-12-31,valuation_input:ACGL
2024Q4,ACN,sentiment,4,2026-04-01,rec_df:ACN
2024Q4,ACN,sentiment,13,2026-03-01,mspr_df:ACN
2024Q4,ACN,insider,406,2026-03-05,insider_df:ACN
2024Q4,ACN,sentiment,4,2026-03-31,eps_df:ACN
2024Q4,ACN,technical,283,2026-04-02,prices_df:ACN
2024Q4,ACN,fundamental,5,2026-02-28,consolidated_df:ACN
2024Q4,ACN,valuation,5,2026-02-28,valuation_input:ACN
2024Q4,ADBE,sentiment,4,2026-04-01,rec_df:ADBE
2024Q4,ADBE,sentiment,10,2026-03-01,mspr_df:ADBE
2024Q4,ADBE,insider,416,2026-03-15,insider_df:ADBE
2024Q4,ADBE,sentiment,4,2026-03-31,eps_df:ADBE
2024Q4,ADBE,technical,283,2026-04-02,prices_df:ADBE
2024Q4,ADBE,fundamental,5,2026-02-27,consolidated_df:ADBE
2024Q4,ADBE,valuation,5,2026-02-27,valuation_input:ADBE
2024Q4,ADI,sentiment,4,2026-04-01,rec_df:ADI
2024Q4,ADI,sentiment,14,2026-04-01,mspr_df:ADI
2024Q4,ADI,insider,298,2026-04-01,insider_df:ADI
2024Q4,ADI,sentiment,4,2026-03-31,eps_df:ADI
2024Q4,ADI,technical,283,2026-04-02,prices_df:ADI
2024Q4,ADI,fundamental,4,2026-01-31,consolidated_df:ADI
2024Q4,ADI,valuation,4,2026-01-31,valuation_input:ADI
2024Q4,ADM,sentiment,4,2026-04-01,rec_df:ADM
2024Q4,ADM,sentiment,12,2026-04-01,mspr_df:ADM
2024Q4,ADM,insider,183,2026-04-01,insider_df:ADM
2024Q4,ADM,sentiment,4,2025-12-31,eps_df:ADM
2024Q4,ADM,technical,283,2026-04-02,prices_df:ADM
2024Q4,ADM,fundamental,4,2025-12-31,consolidated_df:ADM
2024Q4,ADM,valuation,4,2025-12-31,valuation_input:ADM
2024Q4,ADP,sentiment,4,2026-04-01,rec_df:ADP
2024Q4,ADP,sentiment,12,2026-03-01,mspr_df:ADP
2024Q4,ADP,insider,183,2026-03-16,insider_df:ADP
2024Q4,ADP,sentiment,4,2025-12-31,eps_df:ADP
2024Q4,ADP,technical,283,2026-04-02,prices_df:ADP
2024Q4,ADP,fundamental,4,2025-12-31,consolidated_df:ADP
2024Q4,ADP,valuation,4,2025-12-31,valuation_input:ADP
2024Q4,ADSK,sentiment,4,2026-04-01,rec_df:ADSK
2024Q4,ADSK,sentiment,8,2026-03-01,mspr_df:ADSK
2024Q4,ADSK,insider,74,2026-03-24,insider_df:ADSK
2024Q4,ADSK,sentiment,4,2026-03-31,eps_df:ADSK
2024Q4,ADSK,technical,283,2026-04-02,prices_df:ADSK
2024Q4,ADSK,fundamental,4,2026-01-31,consolidated_df:ADSK
2024Q4,ADSK,valuation,4,2026-01-31,valuation_input:ADSK
2024Q4,AEE,sentiment,4,2026-04-01,rec_df:AEE
2024Q4,AEE,sentiment,10,2026-03-01,mspr_df:AEE
2024Q4,AEE,insider,98,2026-03-05,insider_df:AEE
2024Q4,AEE,sentiment,4,2025-12-31,eps_df:AEE
2024Q4,AEE,technical,283,2026-04-02,prices_df:AEE
2024Q4,AEE,fundamental,4,2025-12-31,consolidated_df:AEE
2024Q4,AEE,valuation,4,2025-12-31,valuation_input:AEE
2024Q4,AES,sentiment,4,2026-04-01,rec_df:AES
2024Q4,AES,sentiment,3,2026-02-01,mspr_df:AES
2024Q4,AES,insider,114,2026-02-24,insider_df:AES
2024Q4,AES,sentiment,3,2025-09-30,eps_df:AES
2024Q4,AES,technical,283,2026-04-02,prices_df:AES
2024Q4,AES,fundamental,4,2025-12-31,consolidated_df:AES
2024Q4,AES,valuation,4,2025-12-31,valuation_input:AES
2024Q4,AFL,sentiment,4,2026-04-01,rec_df:AFL
2024Q4,AFL,sentiment,9,2026-04-01,mspr_df:AFL
2024Q4,AFL,insider,132,2026-04-01,insider_df:AFL
2024Q4,AFL,sentiment,4,2025-12-31,eps_df:AFL
2024Q4,AFL,technical,283,2026-04-02,prices_df:AFL
2024Q4,AFL,fundamental,4,2025-12-31,consolidated_df:AFL
2024Q4,AFL,valuation,4,2025-12-31,valuation_input:AFL
2024Q4,AIG,sentiment,4,2026-04-01,rec_df:AIG
2024Q4,AIG,sentiment,13,2026-04-01,mspr_df:AIG
2024Q4,AIG,insider,261,2026-04-01,insider_df:AIG
2024Q4,AIG,sentiment,4,2025-12-31,eps_df:AIG
2024Q4,AIG,technical,283,2026-04-02,prices_df:AIG
2024Q4,AIG,fundamental,4,2025-12-31,consolidated_df:AIG
2024Q4,AIG,valuation,4,2025-12-31,valuation_input:AIG
2024Q4,AIZ,sentiment,4,2026-04-01,rec_df:AIZ
2024Q4,AIZ,sentiment,8,2026-04-01,mspr_df:AIZ
2024Q4,AIZ,insider,117,2026-04-01,insider_df:AIZ
2024Q4,AIZ,sentiment,4,2025-12-31,eps_df:AIZ
2024Q4,AIZ,technical,283,2026-04-02,prices_df:AIZ
2024Q4,AIZ,fundamental,4,2025-12-31,consolidated_df:AIZ
2024Q4,AIZ,valuation,4,2025-12-31,valuation_input:AIZ
2024Q4,AJG,sentiment,4,2026-04-01,rec_df:AJG
2024Q4,AJG,sentiment,11,2026-03-01,mspr_df:AJG
2024Q4,AJG,insider,343,2026-03-31,insider_df:AJG
2024Q4,AJG,sentiment,4,2025-12-31,eps_df:AJG
2024Q4,AJG,technical,283,2026-04-02,prices_df:AJG
2024Q4,AJG,fundamental,4,2025-12-31,consolidated_df:AJG
2024Q4,AJG,valuation,4,2025-12-31,valuation_input:AJG
2024Q4,AKAM,sentiment,4,2026-04-01,rec_df:AKAM
2024Q4,AKAM,sentiment,11,2026-03-01,mspr_df:AKAM
2024Q4,AKAM,insider,474,2026-03-16,insider_df:AKAM
2024Q4,AKAM,sentiment,4,2025-12-31,eps_df:AKAM
2024Q4,AKAM,technical,283,2026-04-02,prices_df:AKAM
2024Q4,AKAM,fundamental,4,2025-12-31,consolidated_df:AKAM
2024Q4,AKAM,valuation,4,2025-12-31,valuation_input:AKAM
2024Q4,ALB,sentiment,4,2026-04-01,rec_df:ALB
2024Q4,ALB,sentiment,8,2026-04-01,mspr_df:ALB
2024Q4,ALB,insider,131,2026-04-01,insider_df:ALB
2024Q4,ALB,sentiment,4,2025-12-31,eps_df:ALB
2024Q4,ALB,technical,283,2026-04-02,prices_df:ALB
2024Q4,ALB,fundamental,4,2025-12-31,consolidated_df:ALB
2024Q4,ALB,valuation,4,2025-12-31,valuation_input:ALB
2024Q4,ALGN,sentiment,4,2026-04-01,rec_df:ALGN
2024Q4,ALGN,sentiment,3,2025-08-01,mspr_df:ALGN
2024Q4,ALGN,insider,101,2026-02-20,insider_df:ALGN
2024Q4,ALGN,sentiment,4,2025-12-31,eps_df:ALGN
2024Q4,ALGN,technical,283,2026-04-02,prices_df:ALGN
2024Q4,ALGN,fundamental,4,2025-12-31,consolidated_df:ALGN
2024Q4,ALGN,valuation,4,2025-12-31,valuation_input:ALGN
2024Q4,ALL,sentiment,4,2026-04-01,rec_df:ALL
2024Q4,ALL,sentiment,9,2025-11-01,mspr_df:ALL
2024Q4,ALL,insider,318,2026-04-01,insider_df:ALL
2024Q4,ALL,sentiment,4,2025-12-31,eps_df:ALL
2024Q4,ALL,technical,283,2026-04-02,prices_df:ALL
2024Q4,ALL,fundamental,4,2025-12-31,consolidated_df:ALL
2024Q4,ALL,valuation,4,2025-12-31,valuation_input:ALL
2024Q4,ALLE,sentiment,4,2026-04-01,rec_df:ALLE
2024Q4,ALLE,sentiment,5,2025-08-01,mspr_df:ALLE
2024Q4,ALLE,insider,159,2026-03-11,insider_df:ALLE
2024Q4,ALLE,sentiment,4,2025-12-31,eps_df:ALLE
2024Q4,ALLE,technical,283,2026-04-02,prices_df:ALLE
2024Q4,ALLE,fundamental,4,2025-12-31,consolidated_df:ALLE
2024Q4,ALLE,valuation,4,2025-12-31,valuation_input:ALLE
2024Q4,AMAT,sentiment,4,2026-04-01,rec_df:AMAT
2024Q4,AMAT,sentiment,0,,mspr_df:AMAT
2024Q4,AMAT,insider,75,2026-04-01,insider_df:AMAT
2024Q4,AMAT,sentiment,4,2026-03-31,eps_df:AMAT
2024Q4,AMAT,technical,283,2026-04-02,prices_df:AMAT
2024Q4,AMAT,fundamental,4,2026-01-25,consolidated_df:AMAT
2024Q4,AMAT,valuation,4,2026-01-25,valuation_input:AMAT
2024Q4,AMCR,sentiment,4,2026-04-01,rec_df:AMCR
2024Q4,AMCR,sentiment,0,,mspr_df:AMCR
2024Q4,AMCR,insider,146,2026-02-27,insider_df:AMCR
2024Q4,AMCR,sentiment,4,2025-12-31,eps_df:AMCR
2024Q4,AMCR,technical,283,2026-04-02,prices_df:AMCR
2024Q4,AMCR,fundamental,4,2025-12-31,consolidated_df:AMCR
2024Q4,AMCR,valuation,4,2025-12-31,valuation_input:AMCR
2024Q4,AMD,sentiment,4,2026-04-01,rec_df:AMD
2024Q4,AMD,sentiment,0,,mspr_df:AMD
2024Q4,AMD,insider,288,2026-03-16,insider_df:AMD
2024Q4,AMD,sentiment,4,2025-12-31,eps_df:AMD
2024Q4,AMD,technical,283,2026-04-02,prices_df:AMD
2024Q4,AMD,fundamental,4,2025-12-27,consolidated_df:AMD
2024Q4,AMD,valuation,4,2025-12-27,valuation_input:AMD
2024Q4,AME,sentiment,4,2026-04-01,rec_df:AME
2024Q4,AME,sentiment,0,,mspr_df:AME
2024Q4,AME,insider,219,2026-03-24,insider_df:AME
2024Q4,AME,sentiment,4,2025-12-31,eps_df:AME
2024Q4,AME,technical,283,2026-04-02,prices_df:AME
2024Q4,AME,fundamental,4,2025-12-31,consolidated_df:AME
2024Q4,AME,valuation,4,2025-12-31,valuation_input:AME
2024Q4,AMGN,sentiment,4,2026-04-01,rec_df:AMGN
2024Q4,AMGN,sentiment,0,,mspr_df:AMGN
2024Q4,AMGN,insider,150,2026-03-16,insider_df:AMGN
2024Q4,AMGN,sentiment,4,2025-12-31,eps_df:AMGN
2024Q4,AMGN,technical,283,2026-04-02,prices_df:AMGN
2024Q4,AMGN,fundamental,4,2025-12-31,consolidated_df:AMGN
2024Q4,AMGN,valuation,4,2025-12-31,valuation_input:AMGN
2024Q4,AMP,sentiment,4,2026-04-01,rec_df:AMP
2024Q4,AMP,sentiment,0,,mspr_df:AMP
2024Q4,AMP,insider,117,2026-02-10,insider_df:AMP
2024Q4,AMP,sentiment,4,2025-12-31,eps_df:AMP
2024Q4,AMP,technical,283,2026-04-02,prices_df:AMP
2024Q4,AMP,fundamental,4,2025-12-31,consolidated_df:AMP
2024Q4,AMP,valuation,4,2025-12-31,valuation_input:AMP
2024Q4,AMT,sentiment,4,2026-04-01,rec_df:AMT
2024Q4,AMT,sentiment,0,,mspr_df:AMT
2024Q4,AMT,insider,107,2026-03-11,insider_df:AMT
2024Q4,AMT,sentiment,4,2025-12-31,eps_df:AMT
2024Q4,AMT,technical,283,2026-04-02,prices_df:AMT
2024Q4,AMT,fundamental,4,2025-12-31,consolidated_df:AMT
2024Q4,AMT,valuation,4,2025-12-31,valuation_input:AMT
2024Q4,AMZN,sentiment,4,2026-04-01,rec_df:AMZN
2024Q4,AMZN,sentiment,0,,mspr_df:AMZN
2024Q4,AMZN,insider,369,2026-04-01,insider_df:AMZN
2024Q4,AMZN,sentiment,4,2025-12-31,eps_df:AMZN
2024Q4,AMZN,technical,283,2026-04-02,prices_df:AMZN
2024Q4,AMZN,fundamental,4,2025-12-31,consolidated_df:AMZN
2024Q4,AMZN,valuation,4,2025-12-31,valuation_input:AMZN
2024Q4,ANET,sentiment,4,2026-04-01,rec_df:ANET
2024Q4,ANET,sentiment,0,,mspr_df:ANET
2024Q4,ANET,insider,747,2026-04-01,insider_df:ANET
2024Q4,ANET,sentiment,4,2025-12-31,eps_df:ANET
2024Q4,ANET,technical,283,2026-04-02,prices_df:ANET
2024Q4,ANET,fundamental,4,2025-12-31,consolidated_df:ANET
2024Q4,ANET,valuation,4,2025-12-31,valuation_input:ANET
2024Q4,AON,sentiment,4,2026-04-01,rec_df:AON
2024Q4,AON,sentiment,0,,mspr_df:AON
2024Q4,AON,insider,130,2026-03-13,insider_df:AON
2024Q4,AON,sentiment,4,2025-12-31,eps_df:AON
2024Q4,AON,technical,283,2026-04-02,prices_df:AON
2024Q4,AON,fundamental,4,2025-12-31,consolidated_df:AON
2024Q4,AON,valuation,4,2025-12-31,valuation_input:AON
2024Q4,AOS,sentiment,4,2026-04-01,rec_df:AOS
2024Q4,AOS,sentiment,0,,mspr_df:AOS
2024Q4,AOS,insider,78,2026-03-04,insider_df:AOS
2024Q4,AOS,sentiment,4,2025-12-31,eps_df:AOS
2024Q4,AOS,technical,283,2026-04-02,prices_df:AOS
2024Q4,AOS,fundamental,4,2025-12-31,consolidated_df:AOS
2024Q4,AOS,valuation,4,2025-12-31,valuation_input:AOS
2024Q4,APA,sentiment,4,2026-04-01,rec_df:APA
2024Q4,APA,sentiment,0,,mspr_df:APA
2024Q4,APA,insider,334,2026-03-31,insider_df:APA
2024Q4,APA,sentiment,4,2025-12-31,eps_df:APA
2024Q4,APA,technical,283,2026-04-02,prices_df:APA
2024Q4,APA,fundamental,4,2025-12-31,consolidated_df:APA
2024Q4,APA,valuation,4,2025-12-31,valuation_input:APA
2024Q4,APD,sentiment,4,2026-04-01,rec_df:APD
2024Q4,APD,sentiment,0,,mspr_df:APD
2024Q4,APD,insider,88,2026-03-31,insider_df:APD
2024Q4,APD,sentiment,4,2025-12-31,eps_df:APD
2024Q4,APD,technical,283,2026-04-02,prices_df:APD
2024Q4,APD,fundamental,4,2025-12-31,consolidated_df:APD
2024Q4,APD,valuation,4,2025-12-31,valuation_input:APD
2024Q4,APH,sentiment,4,2026-04-01,rec_df:APH
2024Q4,APH,sentiment,0,,mspr_df:APH
2024Q4,APH,insider,162,2026-02-18,insider_df:APH
2024Q4,APH,sentiment,4,2025-12-31,eps_df:APH
2024Q4,APH,technical,283,2026-04-02,prices_df:APH
2024Q4,APH,fundamental,4,2025-12-31,consolidated_df:APH
2024Q4,APH,valuation,4,2025-12-31,valuation_input:APH
2024Q4,APTV,sentiment,4,2026-04-01,rec_df:APTV
2024Q4,APTV,sentiment,0,,mspr_df:APTV
2024Q4,APTV,insider,88,2026-03-03,insider_df:APTV
2024Q4,APTV,sentiment,4,2025-12-31,eps_df:APTV
2024Q4,APTV,technical,283,2026-04-02,prices_df:APTV
2024Q4,APTV,fundamental,4,2025-12-31,consolidated_df:APTV
2024Q4,APTV,valuation,4,2025-12-31,valuation_input:APTV
2024Q4,ARE,sentiment,4,2026-04-01,rec_df:ARE
2024Q4,ARE,sentiment,0,,mspr_df:ARE
2024Q4,ARE,insider,172,2026-03-31,insider_df:ARE
2024Q4,ARE,sentiment,4,2025-12-31,eps_df:ARE
2024Q4,ARE,technical,283,2026-04-02,prices_df:ARE
2024Q4,ARE,fundamental,4,2025-12-31,consolidated_df:ARE
2024Q4,ARE,valuation,4,2025-12-31,valuation_input:ARE
2024Q4,ATO,sentiment,4,2026-04-01,rec_df:ATO
2024Q4,ATO,sentiment,0,,mspr_df:ATO
2024Q4,ATO,insider,89,2026-04-01,insider_df:ATO
2024Q4,ATO,sentiment,4,2025-12-31,eps_df:ATO
2024Q4,ATO,technical,283,2026-04-02,prices_df:ATO
2024Q4,ATO,fundamental,4,2025-12-31,consolidated_df:ATO
2024Q4,ATO,valuation,4,2025-12-31,valuation_input:ATO
2024Q4,AVB,sentiment,4,2026-04-01,rec_df:AVB
2024Q4,AVB,sentiment,0,,mspr_df:AVB
2024Q4,AVB,insider,94,2026-03-02,insider_df:AVB
2024Q4,AVB,sentiment,4,2025-12-31,eps_df:AVB
2024Q4,AVB,technical,283,2026-04-02,prices_df:AVB
2024Q4,AVB,fundamental,4,2025-12-31,consolidated_df:AVB
2024Q4,AVB,valuation,4,2025-12-31,valuation_input:AVB
2024Q4,AVGO,sentiment,4,2026-04-01,rec_df:AVGO
2024Q4,AVGO,sentiment,0,,mspr_df:AVGO
2024Q4,AVGO,insider,351,2026-03-25,insider_df:AVGO
2024Q4,AVGO,sentiment,4,2026-03-31,eps_df:AVGO
2024Q4,AVGO,technical,283,2026-04-02,prices_df:AVGO
2024Q4,AVGO,fundamental,4,2026-02-01,consolidated_df:AVGO
2024Q4,AVGO,valuation,4,2026-02-01,valuation_input:AVGO
2024Q4,AVY,sentiment,4,2026-04-01,rec_df:AVY
2024Q4,AVY,sentiment,0,,mspr_df:AVY
2024Q4,AVY,insider,408,2026-03-12,insider_df:AVY
2024Q4,AVY,sentiment,4,2025-12-31,eps_df:AVY
2024Q4,AVY,technical,283,2026-04-02,prices_df:AVY
2024Q4,AVY,fundamental,4,2025-12-31,consolidated_df:AVY
2024Q4,AVY,valuation,4,2025-12-31,valuation_input:AVY
2024Q4,AWK,sentiment,4,2026-04-01,rec_df:AWK
2024Q4,AWK,sentiment,0,,mspr_df:AWK
2024Q4,AWK,insider,64,2026-02-17,insider_df:AWK
2024Q4,AWK,sentiment,4,2025-12-31,eps_df:AWK
2024Q4,AWK,technical,283,2026-04-02,prices_df:AWK
2024Q4,AWK,fundamental,4,2025-12-31,consolidated_df:AWK
2024Q4,AWK,valuation,4,2025-12-31,valuation_input:AWK
2024Q4,AXON,sentiment,4,2026-04-01,rec_df:AXON
2024Q4,AXON,sentiment,0,,mspr_df:AXON
2024Q4,AXON,insider,331,2026-04-01,insider_df:AXON
2024Q4,AXON,sentiment,4,2025-12-31,eps_df:AXON
2024Q4,AXON,technical,283,2026-04-02,prices_df:AXON
2024Q4,AXON,fundamental,4,2025-12-31,consolidated_df:AXON
2024Q4,AXON,valuation,4,2025-12-31,valuation_input:AXON
2024Q4,AXP,sentiment,4,2026-04-01,rec_df:AXP
2024Q4,AXP,sentiment,0,,mspr_df:AXP
2024Q4,AXP,insider,182,2026-03-31,insider_df:AXP
2024Q4,AXP,sentiment,4,2025-12-31,eps_df:AXP
2024Q4,AXP,technical,283,2026-04-02,prices_df:AXP
2024Q4,AXP,fundamental,4,2025-12-31,consolidated_df:AXP
2024Q4,AXP,valuation,4,2025-12-31,valuation_input:AXP
2024Q4,AZO,sentiment,4,2026-04-01,rec_df:AZO
2024Q4,AZO,sentiment,0,,mspr_df:AZO
2024Q4,AZO,insider,207,2026-03-31,insider_df:AZO
2024Q4,AZO,sentiment,4,2026-03-31,eps_df:AZO
2024Q4,AZO,technical,283,2026-04-02,prices_df:AZO
2024Q4,AZO,fundamental,5,2026-02-14,consolidated_df:AZO
2024Q4,AZO,valuation,5,2026-02-14,valuation_input:AZO
2024Q4,BA,sentiment,4,2026-04-01,rec_df:BA
2024Q4,BA,sentiment,0,,mspr_df:BA
2024Q4,BA,insider,160,2026-04-01,insider_df:BA
2024Q4,BA,sentiment,4,2025-12-31,eps_df:BA
2024Q4,BA,technical,283,2026-04-02,prices_df:BA
2024Q4,BA,fundamental,4,2025-12-31,consolidated_df:BA
2024Q4,BA,valuation,4,2025-12-31,valuation_input:BA
2024Q4,BAC,sentiment,4,2026-04-01,rec_df:BAC
2024Q4,BAC,sentiment,0,,mspr_df:BAC
2024Q4,BAC,insider,886,2026-03-15,insider_df:BAC
2024Q4,BAC,sentiment,4,2025-12-31,eps_df:BAC
2024Q4,BAC,technical,283,2026-04-02,prices_df:BAC
2024Q4,BAC,fundamental,4,2025-12-31,consolidated_df:BAC
2024Q4,BAC,valuation,4,2025-12-31,valuation_input:BAC
2024Q4,BALL,sentiment,4,2026-04-01,rec_df:BALL
2024Q4,BALL,sentiment,0,,mspr_df:BALL
2024Q4,BALL,insider,169,2026-03-04,insider_df:BALL
2024Q4,BALL,sentiment,4,2025-12-31,eps_df:BALL
2024Q4,BALL,technical,283,2026-04-02,prices_df:BALL
2024Q4,BALL,fundamental,4,2025-12-31,consolidated_df:BALL
2024Q4,BALL,valuation,4,2025-12-31,valuation_input:BALL
2024Q4,BAX,sentiment,4,2026-04-01,rec_df:BAX
2024Q4,BAX,sentiment,0,,mspr_df:BAX
2024Q4,BAX,insider,76,2026-03-06,insider_df:BAX
2024Q4,BAX,sentiment,4,2025-12-31,eps_df:BAX
2024Q4,BAX,technical,283,2026-04-02,prices_df:BAX
2024Q4,BAX,fundamental,4,2025-12-31,consolidated_df:BAX
2024Q4,BAX,valuation,4,2025-12-31,valuation_input:BAX
2024Q4,BBY,sentiment,4,2026-04-01,rec_df:BBY
2024Q4,BBY,sentiment,0,,mspr_df:BBY
2024Q4,BBY,insider,72,2026-03-23,insider_df:BBY
2024Q4,BBY,sentiment,4,2026-03-31,eps_df:BBY
2024Q4,BBY,technical,283,2026-04-02,prices_df:BBY
2024Q4,BBY,fundamental,4,2026-01-31,consolidated_df:BBY
2024Q4,BBY,valuation,4,2026-01-31,valuation_input:BBY
2024Q4,BDX,sentiment,4,2026-04-01,rec_df:BDX
2024Q4,BDX,sentiment,0,,mspr_df:BDX
2024Q4,BDX,insider,88,2026-03-26,insider_df:BDX
2024Q4,BDX,sentiment,4,2025-12-31,eps_df:BDX
2024Q4,BDX,technical,283,2026-04-02,prices_df:BDX
2024Q4,BDX,fundamental,4,2025-12-31,consolidated_df:BDX
2024Q4,BDX,valuation,4,2025-12-31,valuation_input:BDX
2024Q4,BEN,sentiment,4,2026-04-01,rec_df:BEN
2024Q4,BEN,sentiment,0,,mspr_df:BEN
2024Q4,BEN,insider,68,2026-04-01,insider_df:BEN
2024Q4,BEN,sentiment,4,2025-12-31,eps_df:BEN
2024Q4,BEN,technical,283,2026-04-02,prices_df:BEN
2024Q4,BEN,fundamental,4,2025-12-31,consolidated_df:BEN
2024Q4,BEN,valuation,4,2025-12-31,valuation_input:BEN
2024Q4,BF-B,sentiment,4,2026-04-01,rec_df:BF-B
2024Q4,BF-B,sentiment,0,,mspr_df:BF-B
2024Q4,BF-B,insider,0,,insider_df:BF-B
2024Q4,BF-B,sentiment,4,2026-03-31,eps_df:BF-B
2024Q4,BF-B,technical,283,2026-04-02,prices_df:BF-B
2024Q4,BF-B,fundamental,0,,consolidated_df:BF-B
2024Q4,BF-B,valuation,0,,valuation_input:BF-B
2024Q4,BG,sentiment,4,2026-04-01,rec_df:BG
2024Q4,BG,sentiment,0,,mspr_df:BG
2024Q4,BG,insider,159,2026-03-15,insider_df:BG
2024Q4,BG,sentiment,4,2025-12-31,eps_df:BG
2024Q4,BG,technical,283,2026-04-02,prices_df:BG
2024Q4,BG,fundamental,4,2025-12-31,consolidated_df:BG
2024Q4,BG,valuation,4,2025-12-31,valuation_input:BG
2024Q4,BIIB,sentiment,4,2026-04-01,rec_df:BIIB
2024Q4,BIIB,sentiment,0,,mspr_df:BIIB
2024Q4,BIIB,insider,128,2026-04-01,insider_df:BIIB
2024Q4,BIIB,sentiment,4,2025-12-31,eps_df:BIIB
2024Q4,BIIB,technical,283,2026-04-02,prices_df:BIIB
2024Q4,BIIB,fundamental,4,2025-12-31,consolidated_df:BIIB
2024Q4,BIIB,valuation,4,2025-12-31,valuation_input:BIIB
2024Q4,BK,sentiment,4,2026-04-01,rec_df:BK
2024Q4,BK,sentiment,0,,mspr_df:BK
2024Q4,BK,insider,110,2026-04-01,insider_df:BK
2024Q4,BK,sentiment,4,2025-12-31,eps_df:BK
2024Q4,BK,technical,283,2026-04-02,prices_df:BK
2024Q4,BK,fundamental,4,2025-12-31,consolidated_df:BK
2024Q4,BK,valuation,4,2025-12-31,valuation_input:BK
2024Q4,BKNG,sentiment,4,2026-04-01,rec_df:BKNG
2024Q4,BKNG,sentiment,0,,mspr_df:BKNG
2024Q4,BKNG,insider,512,2026-03-16,insider_df:BKNG
2024Q4,BKNG,sentiment,4,2025-12-31,eps_df:BKNG
2024Q4,BKNG,technical,283,2026-04-02,prices_df:BKNG
2024Q4,BKNG,fundamental,4,2025-12-31,consolidated_df:BKNG
2024Q4,BKNG,valuation,4,2025-12-31,valuation_input:BKNG
2024Q4,BKR,sentiment,4,2026-04-01,rec_df:BKR
2024Q4,BKR,sentiment,0,,mspr_df:BKR
2024Q4,BKR,insider,156,2026-03-16,insider_df:BKR
2024Q4,BKR,sentiment,4,2025-12-31,eps_df:BKR
2024Q4,BKR,technical,283,2026-04-02,prices_df:BKR
2024Q4,BKR,fundamental,4,2025-12-31,consolidated_df:BKR
2024Q4,BKR,valuation,4,2025-12-31,valuation_input:BKR
2024Q4,BLDR,sentiment,4,2026-04-01,rec_df:BLDR
2024Q4,BLDR,sentiment,0,,mspr_df:BLDR
2024Q4,BLDR,insider,156,2026-03-15,insider_df:BLDR
2024Q4,BLDR,sentiment,4,2025-12-31,eps_df:BLDR
2024Q4,BLDR,technical,283,2026-04-02,prices_df:BLDR
2024Q4,BLDR,fundamental,4,2025-12-31,consolidated_df:BLDR
2024Q4,BLDR,valuation,4,2025-12-31,valuation_input:BLDR
2024Q4,BLK,sentiment,4,2026-04-01,rec_df:BLK
2024Q4,BLK,sentiment,0,,mspr_df:BLK
2024Q4,BLK,insider,202,2026-03-31,insider_df:BLK
2024Q4,BLK,sentiment,4,2025-12-31,eps_df:BLK
2024Q4,BLK,technical,283,2026-04-02,prices_df:BLK
2024Q4,BLK,fundamental,4,2025-12-31,consolidated_df:BLK
2024Q4,BLK,valuation,4,2025-12-31,valuation_input:BLK
2024Q4,BMY,sentiment,4,2026-04-01,rec_df:BMY
2024Q4,BMY,sentiment,0,,mspr_df:BMY
