strategy_name,final_value_usd,total_return_pct,total_fees_usd,max_drawdown,sharpe,availability_flag,pct_folds_positive
strategy_main,678.6326947669727,-0.3152103553813108,80.0,-0.33206532594539817,-1.9165178453623444,True,0.2
benchmark,1072.3222291156278,0.07446902036510838,2.0,-0.1890220618428401,0.22123006951186133,True,
ew_universe,64.71196570010308,-0.8800431895077728,920.0,-0.881171445045681,-0.9917788753977702,True,
momentum_12m,1400.1187869400121,0.4128214775473307,80.0,-0.31137469838711657,0.8592230779926733,True,
value_combined,960.6359647852663,-0.030648587953577056,80.0,-0.20650697771160423,-0.19708365293664298,True,
random_topn_mean,966.857009961962,-0.02437110184281699,0.0,-0.16826328349546182,-0.2671130375640092,True,
