date,equity_usd,cash_usd,positions_value_usd
2025-02-14,991.0089910089911,-1.4210854715202004e-14,991.0089910089911
2025-02-18,1000.1530923428585,-1.4210854715202004e-14,1000.1530923428585
2025-02-19,1006.4036642249134,-1.4210854715202004e-14,1006.4036642249134
2025-02-20,1004.5470159157672,-1.4210854715202004e-14,1004.5470159157672
2025-02-21,980.1074881372208,-1.4210854715202004e-14,980.1074881372208
2025-02-24,983.0065531900775,-1.4210854715202004e-14,983.0065531900775
2025-02-25,971.7884828977303,-1.4210854715202004e-14,971.7884828977303
2025-02-26,971.8636708265581,-1.4210854715202004e-14,971.8636708265581
2025-02-27,961.8609532573183,75.6660598910676,886.1948933662508
2025-02-28,973.4325093675722,75.6660598910676,897.7664494765046
2025-03-03,947.4835413321521,172.0090998155377,775.4744415166144
2025-03-04,939.9895292980386,172.0090998155377,767.9804294825009
2025-03-05,946.998189859918,172.0090998155377,774.9890900443804
2025-03-06,926.9975585364746,172.0090998155377,754.9884587209368
2025-03-07,941.9400349140149,172.0090998155377,769.9309350984772
2025-03-10,925.6223731604664,274.98629443078454,650.6360787296819
2025-03-11,908.811850145597,274.98629443078454,633.8255557148124
2025-03-12,906.8688616385255,274.98629443078454,631.8825672077409
2025-03-13,892.352791040475,274.98629443078454,617.3664966096906
2025-03-14,908.0552757649848,274.98629443078454,633.0689813342002
2025-03-17,918.5282173094067,274.98629443078454,643.5419228786222
2025-03-18,920.2873874436007,274.98629443078454,645.3010930128162
2025-03-19,927.8070785798302,274.98629443078454,652.8207841490457
2025-03-20,923.1016614573975,274.98629443078454,648.1153670266131
2025-03-21,924.4775653857571,274.98629443078454,649.4912709549725
2025-03-24,934.1713006093817,274.98629443078454,659.1850061785971
2025-03-25,938.4183707987197,274.98629443078454,663.4320763679351
2025-03-26,942.2368877483398,274.98629443078454,667.2505933175552
2025-03-27,935.6871399438553,274.98629443078454,660.7008455130707
2025-03-28,915.9328956648251,274.98629443078454,640.9466012340405
2025-03-31,918.2732938409158,274.98629443078454,643.2869994101312
2025-04-01,914.0549399607403,274.98629443078454,639.0686455299558
2025-04-02,920.5656028147075,274.98629443078454,645.579308383923
2025-04-03,864.7900304994783,388.7783611562396,476.01166934323874
2025-04-04,829.9187978317234,586.9154725999111,243.00332523181225
2025-04-07,823.2306881012826,708.1077669560196,115.12292114526294
2025-04-08,821.2039017281063,708.1077669560196,113.0961347720866
2025-04-09,836.1002282926133,708.1077669560196,127.99246133659365
2025-04-10,831.2499883675506,708.1077669560196,123.14222141153095
2025-04-11,834.4717665705313,708.1077669560196,126.36399961451157
2025-04-14,835.9655018886561,708.1077669560196,127.85773493263655
2025-04-15,836.5629888652976,708.1077669560196,128.45522190927795
2025-04-16,834.3604673479429,708.1077669560196,126.25270039192326
2025-04-17,835.1688436482069,708.1077669560196,127.06107669218729
2025-04-21,828.8951588873863,708.1077669560196,120.78739193136667
2025-04-22,832.0115013668163,708.1077669560196,123.9037344107967
2025-04-23,836.5278436241141,708.1077669560196,128.42007666809442
2025-04-24,840.4115536635869,708.1077669560196,132.30378670756724
2025-04-25,841.4308103492128,708.1077669560196,133.32304339319313
2025-04-28,840.7805965725354,708.1077669560196,132.6728296165157
2025-04-29,841.9931520846707,708.1077669560196,133.88538512865102
2025-04-30,840.7220152117224,708.1077669560196,132.61424825570268
2025-05-01,841.137921421669,708.1077669560196,133.03015446564945
2025-05-02,841.2960750069949,708.1077669560196,133.1883080509753
2025-05-05,841.2433571452196,708.1077669560196,133.13559018920003
2025-05-06,841.5421006335404,708.1077669560196,133.43433367752073
2025-05-07,842.0575880062607,708.1077669560196,133.94982105024107
2025-05-08,854.1714786973635,708.1077669560196,146.06371174134378
2025-05-09,856.1338291489498,708.1077669560196,148.02606219293008
2025-05-12,859.4610520137417,708.1077669560196,151.353285057722
2025-05-13,860.5330176228821,708.1077669560196,152.42525066686247
2025-05-14,858.7815475566576,708.1077669560196,150.67378060063805
2025-05-15,858.3363506663044,708.1077669560196,150.22858371028477
2025-05-16,859.4683676120711,859.4683676120711,0.0
2025-05-19,853.9343323714079,-8.526512829121202e-14,853.934332371408
2025-05-20,850.4134739124371,-8.526512829121202e-14,850.4134739124372
2025-05-21,810.1287882225082,103.29380352319781,706.8349846993104
2025-05-22,790.8284774808664,175.5295305059194,615.298946974947
2025-05-23,789.1689754245824,175.5295305059194,613.639444918663
2025-05-27,799.1530029043079,175.5295305059194,623.6234723983885
2025-05-28,789.4527003838491,175.5295305059194,613.9231698779297
