year,strategy_main,benchmark,ew_universe,momentum_12m,value_combined,random_topn_mean
2025,-0.22050813528454938,0.11952810410355164,-0.8800431895077728,0.10776958788034574,-0.010244373046297883,-0.009798737779423194
2026,-0.12184195525282793,-0.04206329191874458,0.0,0.21500480676486888,-0.028277045682529978,-0.02297509478605919
