fold,train_years,train_start,test_start,test_period,test_end,strategy_cumulative_return,benchmark_cumulative_return,alpha,strategy_sharpe,benchmark_sharpe,excess_sharpe,strategy_sortino,strategy_max_drawdown,strategy_calmar,strategy_volatility,n_stocks
2024Q4,5,2019-12-31,2025-02-14,2025-02-14 -> 2025-05-14,2025-05-14,-0.0162,-0.0363,0.0202,-0.0112,-0.4336,0.4224,-0.0158,-0.2614,-0.2489,0.4588,8
2025Q1,5,2020-03-31,2025-05-15,2025-05-15 -> 2025-08-15,2025-08-15,0.0412,0.0901,-0.0488,0.5685,2.9582,-2.3897,0.9354,-0.1261,1.3915,0.284,8
2025Q2,5,2020-06-30,2025-08-14,2025-08-14 -> 2025-11-14,2025-11-14,-0.1522,0.0411,-0.1932,-2.4589,1.0798,-3.5387,-3.571,-0.1639,-2.8848,0.2624,8
2025Q3,5,2020-09-30,2025-11-14,2025-11-14 -> 2026-02-13,2026-02-13,0.1745,0.0152,0.1593,2.935,0.2458,2.6893,5.0208,-0.0438,21.5594,0.2212,8
2025Q4,5,2020-12-31,2026-02-14,2026-02-14 -> 2026-04-02,2026-04-02,-0.1142,-0.0381,-0.0761,-3.6809,-2.054,-1.6269,-5.2913,-0.1572,-3.9124,0.2608,8
