,strategy,benchmark
2025-04-30,-0.011987600524038565,0.00147999135976562
2025-05-01,0.0037119340888701054,0.006299102138585644
2025-05-02,0.025819850863526516,0.01472657412963474
2025-05-05,-0.010532508992398944,-0.006381597588933863
2025-05-06,-0.003691201865999934,-0.007693239651855532
2025-05-07,0.008431502430412378,0.00434635623313584
2025-05-08,0.04689138692642933,0.005799775094835535
2025-05-09,0.009671776573743572,-0.0007114809122162891
2025-05-12,0.04622908207936604,0.032558782749008364
2025-05-13,0.009009441350819948,0.0072482009835321826
2025-05-14,-0.00046090648958341143,0.001024415597859818
2025-05-16,0.009988367157828356,0.007005272294898557
2025-05-19,-0.006268359680476865,0.0008761131291423752
2025-05-20,-0.0051406199415263195,-0.0038802294486252054
2025-05-21,-0.046190901983005773,-0.01613513066101424
2025-05-22,-0.03039380319145843,-0.00044487103794299543
2025-05-23,0.008528439284353267,-0.006708297825321674
2025-05-27,0.014866521391395163,0.0204590558452733
2025-05-28,-0.0203041702466213,-0.005571225417268844
2025-05-29,0.0017662895791614541,0.004011194261904327
2025-05-30,0.0004926657416836637,-8.118516130162234e-05
2025-06-02,0.020431884850270157,0.0041020419271569075
2025-06-03,0.015379945532443089,0.005800290454605506
2025-06-04,-0.004031300431195962,7.36874595066439e-05
2025-06-05,-0.006959662592795459,-0.005277383403094138
2025-06-06,0.016056566858699446,0.010280683010067904
2025-06-09,0.022255803867528977,0.0009199480792858594
2025-06-10,0.017955008890140275,0.00548298940767844
2025-06-11,-0.011359389325079319,-0.002743888954607865
2025-06-12,-0.004542530929116155,0.0038224199557175265
2025-06-13,-0.012065420620348776,-0.011296379879250695
2025-06-16,0.009699385419182622,0.009392659896159117
2025-06-17,-0.04223404682167765,-0.008352184790166306
2025-06-18,0.014299338749489066,-0.0003092402101070313
2025-06-20,-0.0034915546904861158,-0.002178658486505891
2025-06-23,-0.0028971142903980356,0.009606504133156335
2025-06-24,0.04704192016331474,0.01112172017970181
2025-06-25,-0.004850080219218405,-3.2861029504172024e-06
2025-06-26,0.03975491216276092,0.008020121275230219
2025-06-27,-0.011183802534818939,0.005218970885222163
2025-06-30,-0.007008550048260428,0.005164427424532603
2025-07-01,0.022240024267943047,-0.001118531087121899
2025-07-02,0.02318196404672965,0.004745096791088033
2025-07-03,0.012205068621512199,0.008338955206607324
2025-07-07,-0.0030819889003582423,-0.007862297279128794
2025-07-08,0.011500873560576313,-0.0007158868810946961
2025-07-09,0.030938398215071303,0.0060621034026635545
2025-07-10,0.014161529343132915,0.0027462050044453346
2025-07-11,-0.01569385176773825,-0.0032975229626984737
2025-07-14,-0.003347008856781448,0.001407413809457303
2025-07-15,-0.015544437021063607,-0.003956298214731202
2025-07-16,-0.00583585656332784,0.003193657417327689
2025-07-17,0.007458181361322253,0.00537376740890938
2025-07-18,-4.886034289122536e-05,-9.048620868445933e-05
2025-07-21,0.00595613651625978,0.001399134882868358
2025-07-22,0.019597250922840957,0.0006375316336257875
2025-07-23,-0.012506533978677573,0.007811886951519131
2025-07-24,-0.01496781139587373,0.0006982236416543941
2025-07-25,0.012470664338372742,0.00397432777929585
2025-07-28,-0.008661441868859868,0.00017685810881817865
2025-07-29,-0.026800355689485016,-0.002959442388724254
2025-07-30,-0.0184232475359091,-0.0012494327466496813
2025-07-31,-0.013940864247196304,-0.0036948193411530106
2025-08-01,-0.02293323577297701,-0.015992133140148468
2025-08-04,0.00469022325068277,0.01473710033091602
2025-08-05,-0.006479702368211949,-0.004857865996303334
2025-08-06,-0.017885346236688675,0.007281907295092482
2025-08-07,0.010027627732499997,-0.0007974800154801898
2025-08-08,0.001610779199175534,0.007799715348974834
2025-08-11,-0.006662031853390109,-0.0025041278217863283
2025-08-12,0.018867936014561822,0.01134543584661274
2025-08-13,0.020494209866233945,0.0032300788824048965
2025-08-14,-0.012488705969338347,0.00030309080129242716
2025-08-15,0.020664524920133813,-0.0028971350972291088
2025-08-15,-0.009008828813387888,-0.0028971350972291088
2025-08-18,0.0025229000102423194,-0.00010076318078544588
2025-08-19,-0.010702413349767532,-0.005858103118756786
2025-08-20,-0.013654955810247388,-0.0024316693228262354
2025-08-21,-0.0001940738793495319,-0.004004181529308926
2025-08-22,0.043970411970963255,0.015186444876893468
2025-08-25,-0.008868438495401382,-0.004266385548063467
2025-08-26,-0.004346846191733177,0.004133995191134998
2025-08-27,0.010504557155869692,0.0023909843081744153
2025-08-28,0.004910008022496751,0.0031567194195349924
2025-08-29,-0.006583125074474698,-0.00639818429357164
2025-09-02,-0.014947229464068568,-0.006922279936861564
2025-09-03,-0.010450218755572567,0.0051000736279842585
2025-09-04,0.020379728759327198,0.008346486409699372
2025-09-05,0.005343964828691638,-0.003165152978388819
2025-09-08,0.005529472720191338,0.0021059789159529885
2025-09-09,-0.011279597976235093,0.0026881536531127015
2025-09-10,-0.048553423476616585,0.002983469943562689
2025-09-11,0.04097588018063627,0.008485890387959882
2025-09-12,-0.019695475876615957,-0.00048276131466740146
2025-09-15,0.003628025343182917,0.004706619226962694
2025-09-16,-0.0017498958334935207,-0.0012879303382402618
2025-09-17,-0.007348546877241811,-0.0009701681605103207
2025-09-18,0.03796276690127986,0.004789119185128365
2025-09-19,-0.004101584767795625,0.004885418870829605
2025-09-22,0.0014337213452450788,0.004410046474333074
2025-09-23,-0.010691808590335247,-0.005502159197012135
2025-09-24,-0.022091321546454275,-0.002846617843333288
2025-09-25,-0.006570838393385858,-0.0050090613431266195
2025-09-26,0.006558223474787907,0.005901836747171263
2025-09-29,0.0034474105012826215,0.00263554421636214
2025-09-30,-0.006012249722333053,0.0040908483833717035
2025-10-01,-0.009961758226026792,0.003399920834961989
2025-10-02,-0.0027924818608101474,0.0006183547238911569
2025-10-03,0.012513949045746438,6.551280273581206e-05
2025-10-06,-0.00862880698186666,0.0036465919796933033
2025-10-07,-0.013627714235352207,-0.0038114057910215715
2025-10-08,0.00431124021271845,0.0058276636405680815
2025-10-09,-0.008366626139779666,-0.002755570407195318
2025-10-10,-0.05141559075102426,-0.02711167321141361
2025-10-13,0.01781534841872124,0.015598671787557583
2025-10-14,0.017857287028134747,-0.0015643266604626893
2025-10-15,-0.0013789583550037157,0.004026001159503689
2025-10-16,-0.028693945757661304,-0.006294387099829435
2025-10-17,0.004388919494500643,0.0052707155502571545
2025-10-20,0.017528308272751238,0.010672270853256949
2025-10-21,0.01471043536750971,3.2696450934288634e-05
2025-10-22,-0.007414974638805498,-0.005337539220865439
2025-10-23,-0.002061049026032729,0.0058273934429324825
2025-10-24,-0.009920106726581925,0.00790242258787388
2025-10-27,0.008702535142366628,0.012290050865671143
2025-10-28,-0.010440958480225894,0.0022879438603986557
2025-10-29,-0.026461308908990535,-4.3578255173426506e-05
2025-10-30,-0.00357325947206021,-0.00990481243951924
2025-10-31,0.0073266745760734815,0.0026179217059763005
2025-11-03,-0.004024550485698224,0.0017207127269924793
2025-11-04,-0.02220145651211639,-0.011736830084583816
2025-11-05,0.0014327175809459866,0.0036535556982648654
2025-11-06,-0.015301556005579758,-0.011178189042419073
2025-11-07,0.0036702263011819903,0.0012618418007710464
2025-11-10,0.007406631761157748,0.01540101862170995
2025-11-11,-6.424519477499745e-06,0.002075350517340535
2025-11-12,0.006515361358721722,0.0006295171887717999
2025-11-13,-0.019812511581360628,-0.01655685496159698
2025-11-14,-0.004518721141919665,-0.0005017255648851471
2025-11-17,-0.02027449051858975,-0.00916226617680782
2025-11-18,0.0029344849666602716,-0.008256436690967983
2025-11-19,-0.001782520633689601,0.0037538357962292324
2025-11-20,-0.020967704183274836,-0.015567283563270418
2025-11-21,0.02962328610217717,0.009823035415319481
2025-11-24,-0.009798884509130381,0.015467217001293498
2025-11-25,0.021584953094623993,0.009061696817220577
2025-11-26,0.0054129125966037315,0.006906711511012631
2025-11-28,0.007511072512955745,0.005354773163420257
2025-12-01,0.0032328704271661064,-0.005323329342915684
2025-12-02,0.00921177466539376,0.002457235261999813
2025-12-03,0.015552445427156782,0.0029797912994984355
2025-12-04,0.002791191480311193,0.0010803218396737702
2025-12-05,0.02373243095996433,0.001936641757662061
2025-12-08,-0.0023995255073472393,-0.003477255626794018
2025-12-09,0.0029775910908969535,-0.0008763589340257116
2025-12-10,0.01386390835690863,0.00674955693920154
2025-12-11,0.004584801383593653,0.002079350841514227
2025-12-12,-0.00780199110348684,-0.010663649289958
2025-12-15,-0.006036775642910273,-0.0015965630269072495
2025-12-16,-0.015181772199763736,-0.0023839179519623555
2025-12-17,0.008266753974314823,-0.011592143912241393
2025-12-18,0.0018531712874746008,0.007934262269941872
2025-12-19,0.002490320802840163,0.008818059450332205
2025-12-22,0.009281891113700477,0.006436496360377575
2025-12-23,-0.00548643289978458,0.004550388765703239
2025-12-24,0.0021933812484737835,0.0032214822012188726
2025-12-26,-0.0013021249106325366,-0.00030436354912266594
2025-12-29,0.002326732247539545,-0.00349205148036813
2025-12-30,-0.001660483550976774,-0.0013756671519022934
2025-12-31,-0.011653952898058206,-0.007357666300846111
2026-01-02,0.009678079106621568,0.0018947067188299638
2026-01-05,0.021572150433682363,0.006354126864826393
2026-01-06,0.001760375619797797,0.006196712678341321
2026-01-07,-0.01388995579659673,-0.003439923431013958
2026-01-08,0.02524252113309395,7.65482590914246e-05
2026-01-09,0.012347698155181573,0.006475487031883276
2026-01-12,-0.007698938244930007,0.001577633215136931
2026-01-13,0.009869525392847332,-0.0019391230550597216
2026-01-14,0.003535400290610304,-0.005333360445499591
2026-01-15,-0.003146724124006136,0.0025799262171273263
2026-01-16,-0.008875307215521457,-0.0006423023039563436
2026-01-20,-0.018740324380130347,-0.02062675805627745
2026-01-21,0.03147419907069949,0.011587741323274559
2026-01-22,0.008342508338396974,0.005487502192628835
2026-01-23,-0.002747548784400128,0.0003268698377891788
2026-01-26,0.0042270066078420486,0.005006083031276365
2026-01-27,-0.0006945725329545845,0.004081896177137168
2026-01-28,-0.01298182125923742,-8.172305219089626e-05
2026-01-29,-0.005002665303561376,-0.001292631274007694
2026-01-30,0.014013454415268663,-0.004301899620894223
2026-02-02,-0.01282285941120221,0.00539126612916796
2026-02-03,-0.02661481905437628,-0.008403983020698336
2026-02-04,0.02218308537940158,-0.005072391906223106
2026-02-05,-0.002431712244122284,-0.012251015567674717
2026-02-06,0.03940778084681863,0.0196957966973359
2026-02-09,0.008391341006476706,0.004691086716887227
2026-02-10,0.013531395259784489,-0.003303712975458173
2026-02-11,0.006300511914360365,-4.895607156218951e-05
2026-02-12,-0.029140843949514963,-0.01566101212770199
2026-02-13,0.01467747098325781,0.0004990891480125548
2026-02-18,0.020090392898150605,0.005566070147410729
2026-02-19,-0.01629514159004366,-0.0028221256867719813
2026-02-20,0.0018050709190136171,0.006939724763506794
2026-02-23,-0.025286719770229907,-0.010385652247284827
2026-02-24,0.016615901399925595,0.0076516140863223114
2026-02-25,0.012013613161906411,0.008136355657339944
2026-02-26,0.011475739009100809,-0.005365580569328343
2026-02-27,-0.019092888059650745,-0.00433935281103115
2026-03-02,-0.0021142564608402736,0.0003983547353176853
2026-03-03,-0.0035127217465786152,-0.009444031095625416
2026-03-04,0.0034900193646239547,0.007756049264286302
2026-03-05,-0.005878379754011455,-0.005646704863891072
2026-03-06,-0.023117478687279567,-0.013276795812569242
2026-03-09,0.006678634914083587,0.008304161513105202
2026-03-10,-0.016073000624345447,-0.0021351198877325173
2026-03-11,-0.012400982676143457,-0.0008376012017449197
2026-03-12,-0.03437196331275682,-0.015227676506708532
2026-03-13,-0.004174638035339349,-0.006059115470564369
2026-03-16,0.014504716752794532,0.010130883162251969
2026-03-17,0.007950848148311975,0.0024942548757938
2026-03-18,-0.008784966720853653,-0.013607567880073446
2026-03-19,0.006046516977394078,-0.002748797741878972
2026-03-20,-0.01082918443266226,-0.015138182356779217
2026-03-23,0.014721587116471362,0.011453200463990454
2026-03-24,-0.02217719369831726,-0.0037425745042546366
2026-03-25,0.0013734630779435979,0.005419124381509377
2026-03-26,-0.01562274334537812,-0.017406172392416708
2026-03-27,-0.044194594888313274,-0.01672184352107431
2026-03-30,0.000993966000359652,-0.003945748828622642
2026-03-31,0.02815871272281268,0.02913114047102594
2026-04-01,0.007748375660911376,0.007168516684867399
2026-04-02,-0.006547518773792697,0.0011208758485563575
