fold_id,final_score,label,regime_adjusted_score,tp_level,sl_level,tp_sl_outcome,confidence,ev,ticker,date,sector,strategy,tp_pct,sl_pct,max_holding_days,rr_ratio,risk_benefit_score,sim_entry_date,sim_actual_entry_date,entry_price,tp_price,sl_price,sim_outcome,sim_days_to_outcome,sim_outcome_date
2025Q1,0.17857328407824327,0,0.20411463934781582,0.08732441642760431,0.05402002125477266,SL,0.17857328407824327,-0.028779680831638007,A,2025-03-31,Life Sciences Tools & Services,conservative,0.08732441642760431,0.05402002125477266,91,1.6165194755433239,-0.04041040947270394,2025-05-15,2025-05-15,112.4000015258789,122.21526606558812,106.32815105441445,TP,56,2025-07-10
2025Q1,0.6628968399265147,0,0.6849962667687635,0.05736085423416817,0.05266438437152233,SL,0.6628968399265147,0.020270998612350672,AAPL,2025-03-31,Technology,conservative,0.05736085423416817,0.05266438437152233,91,1.0891773428796674,0.025790676713880054,2025-05-15,2025-05-15,211.4499969482422,223.57894940100562,200.31411303360275,SL,8,2025-05-23
2025Q1,0.363939081744908,0,0.38603850858715677,0.07690457655596523,0.0469788121919386,SL,0.363939081744908,-0.0018928054475790095,ABBV,2025-03-31,Technology,conservative,0.07690457655596523,0.0469788121919386,91,1.6370055556483778,-0.0026674387059410975,2025-05-15,2025-05-15,181.67999267578125,195.65201558120307,173.14488242083294,TP,81,2025-08-04
2025Q1,0.39323985648941673,0,0.4353602876862821,0.0713523669547408,0.06739835415973015,NONE,0.39323985648941673,-0.012836040500872517,ABT,2025-03-31,Health Care,conservative,0.0713523669547408,0.06739835415973015,91,1.05866631083661,-0.01623331141157452,2025-05-15,2025-05-15,133.35000610351562,142.86484467243062,124.36243516494869,SL,63,2025-07-17
2025Q1,0.5588556515596558,0,0.5838584713172785,0.08435258076420483,0.055148420470714825,SL,0.5588556515596558,0.02281250246765055,ACGL,2025-03-31,Financials,conservative,0.08435258076420483,0.055148420470714825,91,1.5295556979550873,0.0315357507511529,2025-05-15,2025-05-15,93.54000091552734,101.43034139743817,88.3814176142068,SL,48,2025-07-02
2025Q1,0.25875703140253675,0,0.2808564582447855,0.07305727635737423,0.05164401853431329,SL,0.25875703140253675,-0.01937668165608791,ACN,2025-03-31,Technology,conservative,0.07305727635737423,0.05164401853431329,91,1.4146319057033403,-0.026229399680427555,2025-05-15,2025-05-15,323.2099914550781,346.82283312227634,306.5181286658968,SL,34,2025-06-18
2025Q1,0.7428142736361608,0,0.7649137004784096,0.05441907250338244,0.10039117034433916,SL,0.7428142736361608,0.014604087748028825,ADBE,2025-03-31,Technology,conservative,0.05441907250338244,0.10039117034433916,91,0.5420703067483565,0.016583198329367298,2025-05-15,2025-05-15,404.69000244140625,426.71285702565916,364.06269946966,SL,57,2025-07-11
2025Q1,0.17728898011351912,0,0.19938840695576787,0.10094364717111724,0.04309016738113971,SL,0.17728898011351912,-0.017554559297310323,ADI,2025-03-31,Technology,conservative,0.10094364717111724,0.04309016738113971,91,2.3426144131271034,-0.02783545020380371,2025-05-15,2025-05-15,227.1199951171875,250.04631576980273,217.33335651198425,SL,7,2025-05-22
2025Q1,0.6243467944437288,0,0.6988030626656769,0.07207279334802205,0.06951957972334388,SL,0.6243467944437288,0.018883164521443983,ADM,2025-03-31,Consumer Staples,conservative,0.07207279334802205,0.06951957972334388,91,1.0367265399882852,0.02377733397603052,2025-05-15,2025-05-15,48.86000061035156,52.38147733732566,45.463273902637596,TP,32,2025-06-16
2025Q1,0.16394364488873153,0,0.21102265762196007,0.06630462163585263,0.04625542750401691,SL,0.16394364488873153,-0.02780192277917197,ADP,2025-03-31,Professional Services,conservative,0.06630462163585263,0.04625542750401691,91,1.4334452239165794,-0.037765056135047374,2025-05-15,2025-05-15,315.8500061035156,336.792321251891,301.24022904405115,SL,41,2025-06-25
2025Q1,0.4039633265572009,0,0.42606275339944966,0.04795991628881959,0.08546767150404098,SL,0.4039633265572009,-0.03156781928473405,ADSK,2025-03-31,Technology,conservative,0.04795991628881959,0.08546767150404098,91,0.5611468692762035,-0.03599636502511042,2025-05-15,2025-05-15,295.7799987792969,309.9655827606591,270.50037100616225,TP,47,2025-07-01
