fold_id,datetime,action,ticker,raw_price,exec_price,shares,notional_usd,fee_usd,slippage_pct,entry_date_requested,entry_date_used,exit_date_requested,exit_date_used,reason,tp_pct,sl_pct,tp_sl_outcome,days_to_outcome
2025Q1,2025-05-15,BUY,AES,12.399999618530273,12.412399618148802,10.30584408149186,127.92025514181067,1.0,0.001,2025-05-15,2025-05-15,2025-08-15,2025-08-14,rebalance_entry,0.24395268120190156,0.15,SL,6.0
2025Q1,2025-05-15,BUY,CZR,30.309999465942383,30.34030946540832,4.216181620944093,127.92025514181067,1.0,0.001,2025-05-15,2025-05-15,2025-08-15,2025-08-14,rebalance_entry,0.25,0.15,SL,21.0
2025Q1,2025-05-15,BUY,ENPH,49.72999954223633,49.77972954177856,1.9286776968156227,96.00905412074208,1.0,0.001,2025-05-15,2025-05-15,2025-08-15,2025-08-14,rebalance_entry,0.25,0.15,SL,7.0
2025Q1,2025-05-15,BUY,FCX,38.470001220703125,38.50847122192383,3.3218731121422054,127.92025514181066,1.0,0.001,2025-05-15,2025-05-15,2025-08-15,2025-08-14,rebalance_entry,0.25,0.15,NONE,91.0
2025Q1,2025-05-15,BUY,MRNA,23.649999618530273,23.6736496181488,3.679950293384782,87.11785385779521,1.0,0.001,2025-05-15,2025-05-15,2025-08-15,2025-08-14,rebalance_entry,0.25,0.15,TP,48.0
2025Q1,2025-05-15,BUY,NUE,115.45999908447266,115.57545908355712,1.1068115684431648,127.92025514181067,1.0,0.001,2025-05-15,2025-05-15,2025-08-15,2025-08-14,rebalance_entry,0.21043128023656152,0.15,TP,56.0
2025Q1,2025-05-15,BUY,SMCI,43.959999084472656,44.00395908355713,0.6531272304364037,28.740183924480498,1.0,0.001,2025-05-15,2025-05-15,2025-08-15,2025-08-14,rebalance_entry,0.24411712690293572,0.10444797280344797,TP,74.0
2025Q1,2025-05-15,BUY,UBER,90.16000366210938,90.25016366577148,1.4173963785322867,127.92025514181067,1.0,0.001,2025-05-15,2025-05-15,2025-08-15,2025-08-14,rebalance_entry,0.25,0.15,NONE,91.0
2025Q1,2025-05-21,SELL,AES,10.130000114440918,10.119870114326478,10.30584408149186,104.2938035231979,1.0,0.001,2025-05-15,2025-05-15,2025-08-15,2025-05-21,sl_hit,0.24395268120190156,0.15,SL,6.0
2025Q1,2025-05-22,SELL,ENPH,38.0099983215332,37.97198832321167,1.9286776968156227,73.2357269827216,1.0,0.001,2025-05-15,2025-05-15,2025-08-15,2025-05-22,sl_hit,0.25,0.15,SL,7.0
2025Q1,2025-06-05,SELL,CZR,25.6299991607666,25.604369161605835,4.216181620944093,107.95267067503023,1.0,0.001,2025-05-15,2025-05-15,2025-08-15,2025-06-05,sl_hit,0.25,0.15,SL,21.0
2025Q1,2025-07-02,SELL,MRNA,30.280000686645508,30.249720685958863,3.679950293384782,111.31746851310203,1.0,0.001,2025-05-15,2025-05-15,2025-08-15,2025-07-02,tp_hit,0.25,0.15,TP,48.0
2025Q1,2025-07-10,SELL,NUE,143.30999755859375,143.16668756103516,1.1068115684431648,158.45854600824185,1.0,0.001,2025-05-15,2025-05-15,2025-08-15,2025-07-10,tp_hit,0.21043128023656152,0.15,TP,56.0
2025Q1,2025-07-28,SELL,SMCI,60.04999923706055,59.98994923782349,0.6531272304364037,39.1810693997201,1.0,0.001,2025-05-15,2025-05-15,2025-08-15,2025-07-28,tp_hit,0.24411712690293572,0.10444797280344797,TP,74.0
2025Q1,2025-08-14,SELL,FCX,42.279998779296875,42.237718780517575,3.3218731121422054,140.3083423352252,1.0,0.001,2025-05-15,2025-05-15,2025-08-15,2025-08-14,time_exit,0.25,0.15,NONE,91.0
2025Q1,2025-08-14,SELL,UBER,91.4000015258789,91.30860152435302,1.4173963785322867,129.4204811294656,1.0,0.001,2025-05-15,2025-05-15,2025-08-15,2025-08-14,time_exit,0.25,0.15,NONE,91.0
