ticker,weight,score,rank
CZR,0.15,0.7964964100682017,1
AES,0.15,0.7767823581182272,2
FCX,0.15,0.7624527712959639,3
NUE,0.15,0.8325681658733237,4
ENPH,0.112871,0.7387191186475088,5
UBER,0.15,0.7301543667192841,6
SMCI,0.034603,0.7024558594341452,7
MRNA,0.102526,0.7216190653272062,8
