report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-12-31,43202502000.0,3683126000.0,4106321000.0,43202502000.0,9197089000.0,11920318000.0,,532569000.0,,,94932000.0,234633000.0,-268842000.0,43240000.0,1.3199999999999998,-354757515.0,-1067922000.0,,,11920318000.0,0.897,13.0531,1.4166,1.3199999999999998,94932000.0,0.025511659178246507,0.005431004898744059,,,0.002197372735495736,0.004495438289369523,,1.2960968410765623,0.8969405947562307,,846673000.0,1301181000.0,1301181000.0,569284000.0,4.76,4.76,9.161152829621706,2.2856447748399744,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2013-03-31,42792973000.0,3322873000.0,3896420000.0,42792973000.0,9213076000.0,11729134000.0,,262931000.0,,,394045000.0,161400000.0,147961000.0,116536000.0,0.9,178413287.0,543989000.0,,,11729134000.0,,9.5692,1.384,0.9,394045000.0,0.017518579028328866,0.0037716472748925392,,,0.009208170696623484,0.018815826982921096,,1.2730964120994985,0.852801546034565,,1159756000.0,1752083000.0,1752083000.0,579891000.0,6.52,6.52,6.694394044117773,3.0214005735560647,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2013-06-30,43262285000.0,3591722000.0,3983954000.0,43262285000.0,9274517000.0,12094752000.0,,311372000.0,,,740557000.0,325123000.0,296939000.0,189648000.0,1.82,178534201.0,1115905000.0,,,12094752000.0,,12.6143,1.4665,1.82,740557000.0,0.03505551825502072,0.007515160144684914,,,0.01711784294333968,0.034655233176202706,,1.3040842989451633,0.901547056015205,,1271561000.0,2206513000.0,2206513000.0,600343000.0,7.14,7.14,5.48138714795698,3.6754205512515346,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2013-09-30,43324126000.0,3489590000.0,3439028000.0,43324126000.0,9408451000.0,12275492000.0,,365332000.0,,,1129452000.0,564973000.0,447990000.0,214202000.0,3.16,178520063.0,2199459000.0,,,12275492000.0,,12.7876,1.2784,3.16,1129452000.0,0.060049523561317375,0.013040609290075465,,,0.026069816157399228,0.05208702125808023,,1.304730396108775,1.0147024100995978,,1286129000.0,2358986000.0,2358986000.0,624048000.0,7.199999999999999,7.199999999999999,5.2037154947083195,3.7801355023972514,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2013-12-31,43406446000.0,3929691000.0,4060572000.0,43406446000.0,9632466000.0,12139149000.0,,739126000.0,,,-909055000.0,-339594000.0,-288853000.0,-294405000.0,-1.8900000000000006,-356897151.0,-670134000.0,,,12139149000.0,0.9677,15.4501,1.2408,-1.8900000000000006,-909055000.0,-0.03525514650142549,-0.007823584543180523,,,-0.02094285719683201,-0.04175413721030801,,1.2602327379094824,0.9677678415750294,,711902000.0,1354999000.0,1354999000.0,604037000.0,3.9899999999999993,3.9899999999999993,8.958788161467277,2.243238410892048,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2014-03-31,43876769000.0,4193316000.0,3917461000.0,43876769000.0,9948428000.0,12198641000.0,,908483000.0,,,739877000.0,401174000.0,155531000.0,216966000.0,2.24,179055967.0,767157000.0,,,12198641000.0,,12.3801,1.2772,2.24,739877000.0,0.040325365977418745,0.009143198306146927,,,0.016862613562087948,0.03340744547280726,,1.226187795699984,1.0704167827069624,,951676000.0,1700831000.0,1700831000.0,611607000.0,5.33,5.33,7.172165253337927,2.780921408682373,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2014-06-30,44150747000.0,4245133000.0,4128069000.0,44150747000.0,10062468000.0,11936105000.0,,650068000.0,,,1194354000.0,590557000.0,311342000.0,345709000.0,3.29,179547020.0,1528563000.0,,,11936105000.0,,14.8046,1.5362,3.29,1194354000.0,0.05868908104850619,0.013375923175206979,,,0.027051728026255138,0.05429233978040303,,1.1862005424514146,1.0283580531236276,,1217110000.0,2154628000.0,2154628000.0,626010000.0,6.799999999999999,6.799999999999999,5.539752105699916,3.4418427820641844,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2014-09-30,44541649000.0,4264539000.0,4453567000.0,44541649000.0,10149035000.0,11634662000.0,,1068509000.0,,,1687216000.0,820594000.0,467160000.0,507474000.0,4.56,179867018.0,2891489000.0,,,11634662000.0,,14.0777,1.4292,4.56,1687216000.0,0.08085438664858284,0.018423071853491547,,,0.037879513621060595,0.07745315223582112,,1.146381109139933,0.9575558198630446,,1472731000.0,2712392000.0,2712392000.0,645180000.0,8.2,8.2,4.289447100566584,4.204085681515236,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2014-12-31,46527854000.0,4389633000.0,3848891000.0,46527854000.0,10007725000.0,12500109000.0,,1422026000.0,,,-1614558000.0,-871604000.0,-306526000.0,-480552000.0,-4.87,-358173120.0,-1297648000.0,,,12500109000.0,1.1406,16.3252,1.6039,-4.87,-1614558000.0,-0.08709312056436402,-0.018732950804049547,,,-0.034700891212390755,-0.0717331574419822,,1.2490460119557643,1.1404929367965992,,940721000.0,2006889000.0,2006889000.0,627507000.0,5.22,5.22,6.228600087000327,3.1981938050093466,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2015-03-31,46377533000.0,4139985000.0,3765425000.0,46377533000.0,10133979000.0,12307540000.0,,1180546000.0,,,542769000.0,298050000.0,160220000.0,150471000.0,1.65,180480523.0,610958000.0,,,12307540000.0,,16.3196,1.4352,1.65,542769000.0,0.029410954966454933,0.006426603157179577,,,0.011703274514407655,0.024185929660109014,,1.2144824851127085,1.0994734990074162,,837597000.0,1809781000.0,1809781000.0,632196000.0,4.629999999999999,4.629999999999999,6.8005686875925875,2.862689735461787,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2015-06-30,46265651000.0,4085050000.0,3998371000.0,46265651000.0,10158196000.0,12092042000.0,,910370000.0,,,920152000.0,446892000.0,320036000.0,250252000.0,2.48,180298233.0,1338361000.0,,,12092042000.0,,15.4993,1.3168,2.48,920152000.0,0.043993244469785774,0.009659261035795216,,,0.019888448127532023,0.04135470371148389,,1.1903729756740271,1.0216785786011353,,693932000.0,1535579000.0,1535579000.0,640890000.0,3.8199999999999994,3.8199999999999994,7.874581509645547,2.396010235765888,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2015-09-30,45041605000.0,4117346000.0,3453826000.0,45041605000.0,9157125000.0,13052547000.0,,1040598000.0,,,-44864000.0,-276135000.0,484096000.0,-117412000.0,-1.54,179442172.0,2349645000.0,,,13052547000.0,,,1.2163,-1.54,-44864000.0,-0.030155207010934108,-0.006130665192770107,,,-0.000996056867866942,-0.002020020826962235,,1.425397927843073,1.192111588713502,,-402797000.0,-196501000.0,-196501000.0,657826000.0,-2.2800000000000002,-2.2800000000000002,-66.42483753263342,-0.29871272950597877,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2015-12-31,44647681000.0,4067412000.0,3089958000.0,44647681000.0,9256791000.0,13111556000.0,,1350961000.0,,,-1717222000.0,-645369000.0,-320883000.0,-926238000.0,-3.58,-361044572.0,-1007780000.0,,,13111556000.0,1.3162,,1.2902,-3.58,-1717222000.0,-0.06971843698318349,-0.014454703705663907,,,-0.03846161685306791,-0.07677017886033331,,1.4164256274123506,1.3163324550042428,,-176562000.0,-299165000.0,-299165000.0,643469000.0,-0.9900000000000002,-0.9900000000000002,-43.82717229622449,-0.4649252722353369,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2016-03-31,45933882000.0,4001195000.0,3839348000.0,45933882000.0,9360947000.0,13500140000.0,,1091651000.0,,,498218000.0,229966000.0,164129000.0,139945000.0,1.28,178976380.0,532821000.0,947778000.0,-414957000.0,13500140000.0,,,1.5352,1.28,498218000.0,0.024566531569936247,0.005006456889491726,,,0.01084641615964442,0.021793276933857082,,1.4421767370331229,1.0421548137860908,,-244646000.0,-343716000.0,-343716000.0,647378000.0,-1.36,-1.36,-39.27701939973699,-0.5309355585145,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2016-06-30,45877042000.0,3851928000.0,4021843000.0,45877042000.0,9757787000.0,13112072000.0,,996099000.0,,,940477000.0,797280000.0,334629000.0,-109027000.0,4.45,179233209.0,1252080000.0,947903000.0,304177000.0,13112072000.0,,74.7789,1.5968,4.45,940477000.0,0.08170705099424695,0.017378626982968954,,,0.020499948536350707,0.04112299074515501,,1.343754685360523,0.957751956006239,,105742000.0,-323391000.0,-323391000.0,661971000.0,0.6100000000000003,0.6100000000000003,-40.54556867692669,-0.4885274430450881,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2016-09-30,47738181000.0,4340035000.0,3451747000.0,47738181000.0,10069062000.0,13861703000.0,,1307434000.0,,,1712536000.0,1185449000.0,501824000.0,148879000.0,6.6,179490060.0,2252395000.0,949329000.0,1303066000.0,13861703000.0,,10.5023,1.54,6.6,1712536000.0,0.11773182050125423,0.0248323035182258,,,0.03587350762275588,0.07156210844074562,,1.3766627914298273,1.2573444693368314,,1567326000.0,1434009000.0,1434009000.0,679699000.0,8.75,8.75,9.66639888592052,2.1097706484782233,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2016-12-31,45904434000.0,3684268000.0,3200096000.0,45904434000.0,8081809000.0,14467655000.0,,1187844000.0,,,-4037696000.0,-2796313000.0,-334212000.0,-997056000.0,-15.59,-358799649.0,-1038597000.0,,,14467655000.0,1.1513,,1.4524,-15.59,-4037696000.0,-0.34600087678389824,-0.06091596728978294,,,-0.08795873618657404,-0.1790595111262955,,1.790150571487151,1.1512992110236693,,-583618000.0,-886465000.0,-886465000.0,666370000.0,-3.26,-3.26,-16.32061615517815,-1.3302894788180741,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2017-03-31,45318206000.0,3397491000.0,3879043000.0,45318206000.0,8057189000.0,13927204000.0,,1083062000.0,,,174803000.0,82605000.0,162047000.0,7763000.0,0.46,179842053.0,529393000.0,0.0,529393000.0,13927204000.0,,,1.5301,0.46,174803000.0,0.010252334902408271,0.001822777362369552,,,0.0038572356549153777,0.007951231585061275,,1.728543788658799,0.8758580402434312,,-730979000.0,-1209880000.0,-1209880000.0,664288000.0,-4.08,-4.08,-11.511227559757993,-1.821318464280553,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2017-06-30,46007037000.0,3599344000.0,4240530000.0,46007037000.0,8370856000.0,14307759000.0,,934495000.0,,,318312000.0,492528000.0,324901000.0,-329350000.0,2.74,180000000.0,819683000.0,0.0,819683000.0,14307759000.0,,,1.5101,2.74,318312000.0,0.05883842703780832,0.010705492727123461,,,0.00691876766591163,0.014035777758033283,,1.7092348739483751,0.8487957873190379,,-1035731000.0,-1832045000.0,-1832045000.0,654560000.0,-5.790000000000001,-5.790000000000001,-7.809720285255002,-2.7988954412124176,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2017-09-30,46398442000.0,3471231000.0,4460871000.0,46398442000.0,8690237000.0,13977522000.0,,546291000.0,,,1047781000.0,890700000.0,491800000.0,-87555000.0,4.94,180200000.0,1712751000.0,0.0,1712751000.0,13977522000.0,,,1.4765,4.94,1047781000.0,0.10249432783018461,0.019196765270695942,,,0.022582245326254705,0.04622340479268374,,1.608416663435071,0.7781509485479405,,-1330480000.0,-2496800000.0,-2496800000.0,644536000.0,-7.45,-7.45,-5.598174463313041,-3.873794481611578,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2017-12-31,46707149000.0,3285331000.0,5036207000.0,46707149000.0,7992515000.0,14315259000.0,,781273000.0,,,-281214000.0,-1054221000.0,-316405000.0,951712000.0,-5.860000000000001,-359542053.0,-438327000.0,,,14315259000.0,0.6523,35.0035,1.5809,-5.860000000000001,-281214000.0,-0.13190103490578373,-0.022570870253716405,,,-0.006020791378210646,-0.012606098663183516,,1.7910831571789356,0.6523423282641083,,411612000.0,1259682000.0,1259682000.0,662343000.0,2.2799999999999994,2.2799999999999994,11.364184770442064,1.901857496795467,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2018-03-31,47281525000.0,3655734000.0,5232672000.0,47281525000.0,7974943000.0,15591628000.0,,1205596000.0,,,335664000.0,132761000.0,169658000.0,43663000.0,0.73,181431968.0,557393000.0,,,15591628000.0,,30.1103,1.4779,0.73,335664000.0,0.016647266319019458,0.0028078832059668128,,,0.0070992634015083055,0.014243226135868472,,1.9550770456917372,0.6986361843432953,,461768000.0,1420543000.0,1420543000.0,669954000.0,2.5499999999999994,2.5499999999999994,10.97582262557346,2.120359009723056,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2018-06-30,47622649000.0,3534450000.0,6232073000.0,47622649000.0,8022461000.0,14857686000.0,,812787000.0,,,427260000.0,378181000.0,347304000.0,-236933000.0,2.08,182208328.0,1079923000.0,,,14857686000.0,,51.3417,1.6382,2.08,427260000.0,0.047140272791603474,0.007941200414953817,,,0.008971781473138969,0.01867383107285106,,1.8520109976227992,0.5671387353774578,,347421000.0,1529491000.0,1529491000.0,692357000.0,1.8899999999999992,1.8899999999999992,9.714137579103113,2.2091074402367563,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2018-09-30,48471172000.0,3694546000.0,5750563000.0,48471172000.0,8412712000.0,15780827000.0,1946677000.0,987981000.0,,8496970000.0,698297000.0,914600000.0,527371000.0,-519937000.0,5.01,182692325.0,1859504000.0,,,17727504000.0,,32.4734,1.5114,5.01,698297000.0,0.10871642818629712,0.018868947505539992,0.10763836991303959,0.08218188365970458,0.014406439357397837,0.026713513002340913,0.08218188365970458,2.107228204174825,0.6424668332474577,,371321000.0,1180007000.0,1180007000.0,727928000.0,1.9599999999999986,1.9599999999999986,15.023219353783494,1.6210490597971228,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2018-12-31,48275066000.0,2958064000.0,5443544000.0,48275066000.0,8844305000.0,15518303000.0,1942339000.0,480975000.0,,2512482000.0,-991856000.0,-576881000.0,-336985000.0,-323619000.0,-3.1900000000000004,-362932621.0,-1111573000.0,,,17460642000.0,0.5434,18.0752,1.6342,-3.1900000000000004,-991856000.0,-0.06522626707242683,-0.011949874910580133,-0.22960602304812533,-0.39477138542684087,-0.020545927373770964,-0.03770606342601641,-0.39477138542684087,1.9742243172301273,0.5434077505389872,,848661000.0,469365000.0,469365000.0,707348000.0,4.63,4.63,37.20056246204979,0.6635559865865175,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2019-03-31,49605381000.0,3407776000.0,4861083000.0,49605381000.0,8970367000.0,17167886000.0,1942322000.0,983496000.0,,2609584000.0,283254000.0,254537000.0,183544000.0,42771000.0,1.32,192234191.0,501189000.0,,,19110208000.0,,18.2465,1.9097,1.32,283254000.0,0.02837531619386364,0.0051312376776221115,0.09753930128326967,0.10854373723934543,0.005710146647195392,0.010087186604975148,0.10854373723934543,2.130370808685977,0.701032259683696,,970437000.0,416955000.0,416955000.0,721234000.0,5.22,5.22,45.83278291422336,0.5781133446287889,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2019-06-30,50565745000.0,3283508000.0,4522608000.0,50565745000.0,9797503000.0,17204288000.0,1635462000.0,635909000.0,,5275792000.0,622029000.0,490961000.0,367845000.0,44229000.0,2.54,193243287.0,1053090000.0,,,18839750000.0,,19.8352,2.0548,2.54,622029000.0,0.050110829259251054,0.00970935956743048,0.09305920324379732,0.11790248743695733,0.012301390991075084,0.021720973027685303,0.11790248743695733,1.922913419878514,0.7260209153656474,18894828000.0,1083217000.0,611724000.0,611724000.0,741775000.0,5.68,5.68,30.797794430167855,0.8246759462101041,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2019-09-30,50506268000.0,3661672000.0,5103046000.0,50506268000.0,10035061000.0,16938014000.0,1917788000.0,955831000.0,,8416367000.0,1141957000.0,856201000.0,554483000.0,73430000.0,4.38,195685851.0,2117947000.0,,,18855802000.0,,28.9399,2.445,4.38,1141957000.0,0.08532095619548302,0.016952371139360368,0.10173047349289782,0.1356828902541916,0.022610203549389158,0.03952657973560707,0.1356828902541916,1.878992265218916,0.7175463438895122,18814225000.0,1024818000.0,1055384000.0,1055384000.0,768887000.0,5.05,5.05,17.86629511154234,1.3726126205801372,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2019-12-31,51723912000.0,3045992000.0,5620463000.0,51723912000.0,10223675000.0,17078643000.0,1946727000.0,425722000.0,,-5423070000.0,-656743000.0,-360473000.0,-363447000.0,-330255000.0,-1.9400000000000004,-384164045.0,-855599000.0,,,19025370000.0,0.542,18.9614,2.4894,-1.9400000000000004,-656743000.0,-0.035258652099171776,-0.006969175108023538,0.06647028343724126,0.12110170069720656,-0.01269708679420845,-0.0224534852334495,0.12110170069720656,1.8609130278495747,0.5419468111434947,10878673000.0,1241226000.0,1390497000.0,1390497000.0,742425000.0,6.3,6.3,13.68242434180009,1.8729124153954946,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2020-06-30,53365302000.0,3546996000.0,6115901000.0,53365302000.0,10425988000.0,18278358000.0,1946219000.0,935468000.0,,4839967000.0,839067000.0,479247000.0,394801000.0,17921000.0,2.39,200891134.0,1448307000.0,,,20224577000.0,,15.0558,2.0111,2.39,839067000.0,0.04596657889880556,0.008980498227106445,0.09901865033377294,0.1733621324277624,0.015723081638327467,0.02737525393088186,0.1733621324277624,1.9398235447806003,0.5799629523107062,13109056000.0,1465936000.0,1946310000.0,1946310000.0,953682000.0,7.369999999999999,7.369999999999999,10.391241374703927,2.0408375118750275,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2020-09-30,56070251000.0,4062805000.0,6875526000.0,56070251000.0,10771839000.0,19612664000.0,1398205000.0,1239664000.0,,7743534000.0,1617084000.0,1000366000.0,591532000.0,167366000.0,4.98,200957465.0,2370166000.0,,,21010869000.0,,14.0547,2.1472,4.98,1617084000.0,0.09286863645102754,0.01784129698295804,0.12918726772556302,0.20883023177789367,0.028840320333147786,0.050879364967893866,0.20883023177789367,1.9505368581910665,0.5909082446928424,15576798000.0,1975341000.0,2941365000.0,2941365000.0,1177369000.0,9.809999999999999,9.809999999999999,7.14323757847122,2.498252459509296,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2020-12-31,58239212000.0,4559899000.0,7060506000.0,58239212000.0,10926142000.0,21205761000.0,1627489000.0,1759099000.0,,10113636000.0,1769195000.0,1388334000.0,785663000.0,-121506000.0,6.9,201102220.0,2689866000.0,,,22833250000.0,0.6458,14.2119,2.1799,6.9,1769195000.0,0.1270653447484025,0.023838475012333615,0.13727347909297902,0.17493164673911538,0.030378072423095284,0.05240600897077767,0.17493164673911538,2.0897815532692143,0.6458317576672267,17274067000.0,2507474000.0,3568603000.0,3568603000.0,1408549000.0,12.33,12.33,6.398372136099196,2.5335313148495366,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2021-03-31,58667628000.0,4788554000.0,4511906000.0,58667628000.0,11017176000.0,24075456000.0,1027629000.0,1742656000.0,,2844838000.0,507997000.0,334565000.0,199873000.0,65942000.0,1.66,201059665.0,-49565000.0,,,25103085000.0,,12.3268,2.0677,1.66,507997000.0,0.030367582400426387,0.0057027190531718785,0.11760423616388702,0.17856798875718055,0.008658897884877842,0.014064045661242593,0.17856798875718055,2.278540798476851,1.0613151071853004,25541975000.0,3202512000.0,4733343000.0,4733343000.0,1971869000.0,15.93,15.93,5.303457830966401,2.400434815903085,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
2021-06-30,55949283000.0,3794706000.0,3804540000.0,55949283000.0,10887947000.0,24211966000.0,866245000.0,686881000.0,,5666907000.0,676205000.0,328600000.0,413250000.0,47526000.0,1.63,201400000.0,746547000.0,,,25078211000.0,,15.9282,1.9743,1.63,676205000.0,0.030180161604386944,0.0058731762478529,0.05798577601502901,0.11932523332392785,0.012086035132925653,0.01880114634429399,0.11932523332392785,2.3033002456753326,0.9974151934268006,26368915000.0,3051865000.0,4570481000.0,4570481000.0,1990318000.0,15.17,15.17,5.486996007641209,2.296357165035939,0.55197525,115.3151,75.57,3.66837,52048.55,29.3508,2.3953,4.0386
