report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-05-31,11917658000.0,8843390000.0,5829054000.0,,2996630000.0,,573000.0,4312111000.0,,17261005000.0,2201211000.0,1335174000.0,11061000.0,647579000.0,2.0,768992565.0,1840015000.0,136613000.0,349730000.0,1703402000.0,573000.0,,16.7347,1.1686,2.0,2550941000.0,0.44555851072705005,0.11203325351340003,0.07735204294303837,0.1275250774795558,0.18470164188299412,0.7344217258557395,0.09868498386971095,0.1477863542707971,0.000191214797956371,1.5171226754804468,,,,,,,,,,,1.2591819,326.73,188.73,6.49871,119920.21,15.756,5.1906,1.6956
2010-08-31,12835253000.0,9563625000.0,6567604000.0,,2835746000.0,,143000.0,4838292000.0,,23094078000.0,2914845000.0,1780656000.0,14677000.0,853910000.0,2.66,766047794.0,3091620000.0,238215000.0,474688000.0,2853405000.0,143000.0,1.4562,14.797,1.1409,2.66,3389533000.0,0.6279321208599078,0.13873166348960944,0.07710444209983183,0.12621612345814368,0.2270968090773123,1.027841710306715,0.12355570116286954,0.14677065696236066,5.042764761018794e-05,1.4561817369013113,,,,,,,,,,,1.2591819,326.73,188.73,6.49871,119920.21,15.756,5.1906,1.6956
2010-11-30,12868874000.0,9469710000.0,6446851000.0,,2909396000.0,,332000.0,4160452000.0,,6478193000.0,826935000.0,534714000.0,4736000.0,239072000.0,0.81,742961409.0,106399000.0,75483000.0,120059000.0,30916000.0,332000.0,,16.4588,1.2922,0.81,946994000.0,0.18378866266400312,0.04155095465228737,0.08254060970397147,0.12764902188002117,0.06425853575068029,0.2841966671798876,0.0047723184536181615,0.14618181335443386,0.0001141130323957275,1.4688892297960663,,,,,,,,,,,1.2591819,326.73,188.73,6.49871,119920.21,15.756,5.1906,1.6956
2011-02-28,13893673000.0,10279277000.0,6617096000.0,,3592907000.0,,422000.0,4677544000.0,,12974486000.0,1598512000.0,1037731000.0,8243000.0,447469000.0,1.56,742912682.0,707503000.0,154058000.0,241143000.0,553445000.0,422000.0,,18.5454,1.477,1.56,1839655000.0,0.2888276818743151,0.07469090426987882,0.07998243629843987,0.12320426412267893,0.11505323322349677,0.44485545297967427,0.042656410435064636,0.14179020271014975,0.00011745363851610966,1.5534423257574017,59807762000.0,4688275000.0,7541503000.0,5141168000.0,8727123000.0,38717000.0,7.03,7.03,4.83549962570712e-05,194.78531394477878,1.2591819,326.73,188.73,6.49871,119920.21,15.756,5.1906,1.6956
2011-05-31,14903969000.0,11147260000.0,7372666000.0,,3713803000.0,,4621000.0,5256684000.0,,20178841000.0,2547928000.0,1665744000.0,11070000.0,706249000.0,2.49,743609589.0,2060463000.0,266739000.0,371916000.0,1793724000.0,4621000.0,,19.4335,1.5773,2.49,2919844000.0,0.44852782982834577,0.11176512779917887,0.08254904233597955,0.12626731138820113,0.1709563405559955,0.6852171780302623,0.08889132928893191,0.14469830056146435,0.0012442770927806348,1.51197138185834,62725598000.0,5018845000.0,7888220000.0,5231490000.0,9096026000.0,38726000.0,7.5200000000000005,7.5200000000000005,0.0005080240535812013,203.69312606517585,1.2591819,326.73,188.73,6.49871,119920.21,15.756,5.1906,1.6956
2011-08-31,15731510000.0,11471183000.0,7906589000.0,15731510000.0,3878951000.0,,4419000.0,5701078000.0,,-12278606000.0,-1502918000.0,-960512000.0,-9049000.0,-434008000.0,-1.4600000000000004,-1487299140.0,567374000.0,-92566000.0,-219862000.0,474808000.0,4419000.0,1.4508,16.6551,1.3869,-1.4600000000000004,-1722780000.0,-0.24762158635156772,-0.061056567360666586,0.07822646968230758,0.12240135402992815,-0.09553552074784938,-0.3870138565215264,-0.03866953626494734,0.1403074583548002,0.0011392255277264394,1.4508384083199468,27352914000.0,2277677000.0,3470457000.0,2852893000.0,3983713000.0,15000000.0,3.4,3.4,0.0011092666565086391,231.3638,1.2591819,326.73,188.73,6.49871,119920.21,15.756,5.1906,1.6956
2011-11-30,15290845000.0,10992719000.0,7575125000.0,15290845000.0,3766360000.0,1620000.0,4762000.0,5091906000.0,,7589108000.0,981138000.0,642086000.0,4158000.0,281270000.0,0.96,730114347.0,475258000.0,80875000.0,132625000.0,394383000.0,6382000.0,,17.1479,1.4369,0.96,1113763000.0,0.17047918945613272,0.04199153153406499,0.08460625412103767,0.12928238733722067,0.06416506085831097,0.26005965952614835,0.051966976883185745,0.14675809067416093,0.0016944742403806328,1.4511600798666688,28463829000.0,2385049000.0,3624660000.0,3216360000.0,4150482000.0,14422000.0,3.55,3.55,0.0015376527352726744,251.32852586326445,1.2591819,326.73,188.73,6.49871,119920.21,15.756,5.1906,1.6956
2012-02-29,15808096000.0,11554680000.0,7537851000.0,15808096000.0,4468553000.0,1201000.0,4653000.0,5568746000.0,,14848936000.0,1870437000.0,1286009000.0,8378000.0,465620000.0,1.93,729608665.0,1333071000.0,166254000.0,279635000.0,1166817000.0,5854000.0,,16.6143,1.4359,1.93,2150072000.0,0.28779092471321255,0.08135128987070929,0.08660613797513841,0.12596437886189288,0.11832146009234762,0.418030143435767,0.0785791655375173,0.1447963679013769,0.0013100437658454538,1.5328878217412363,30338279000.0,2633327000.0,3896585000.0,3829732000.0,4460899000.0,14557000.0,3.92,3.92,0.0013122915358540958,267.67774953630556,1.2591819,326.73,188.73,6.49871,119920.21,15.756,5.1906,1.6956
2012-05-31,15535915000.0,11458026000.0,7593067000.0,15535915000.0,4106004000.0,49000.0,5381000.0,5628659000.0,,22489726000.0,2931198000.0,1975228000.0,11875000.0,769242000.0,2.96,729183064.0,2548661000.0,256716000.0,414636000.0,2291945000.0,5430000.0,,15.5565,1.3568,2.96,3345834000.0,0.48105846949978615,0.12713947006017992,0.08782801533464658,0.13033498051510276,0.18867237623274843,0.7129381135632968,0.10191075693852383,0.1487716657819664,0.0013224536556710612,1.5090115759547493,32649164000.0,2942811000.0,4279855000.0,4327953000.0,4886889000.0,15362000.0,4.39,4.39,0.001111136348707736,278.6001171722432,1.2591819,326.73,188.73,6.49871,119920.21,15.756,5.1906,1.6956
2012-08-31,16665415000.0,12587931000.0,8109205000.0,16665415000.0,4145833000.0,22000.0,11000.0,6640526000.0,,-15149785000.0,-1911225000.0,-1349813000.0,-9350000.0,-436891000.0,-2.01,-1462489624.0,-100138000.0,-131871000.0,-233351000.0,-232009000.0,33000.0,1.5523,16.7118,1.4331,-2.01,-2144576000.0,-0.325583061353412,-0.08099486271418983,0.08909783208144538,0.1261552556686448,-0.11468211262665826,-0.46099536260940416,0.015314342744798029,0.14155818052863456,7.959799634958764e-06,1.5523014894801648,29777985000.0,2553510000.0,3871548000.0,3621136000.0,4465093000.0,15061000.0,3.84,3.84,7.390663531532266e-06,257.05783148529315,1.2591819,326.73,188.73,6.49871,119920.21,15.756,5.1906,1.6956
2012-11-30,16408020000.0,12013526000.0,7977359000.0,16408020000.0,4506633000.0,19000.0,13000.0,5678892000.0,,7668036000.0,1048674000.0,698817000.0,4549000.0,280425000.0,1.06,716368102.0,-108815000.0,86547000.0,139924000.0,-195362000.0,32000.0,,18.0175,1.5752,1.06,1188598000.0,0.15506410218005326,0.042589965151188264,0.09113376619515089,0.1367591388459835,0.0639122819206705,0.23269402096672373,-0.025477449505975195,0.1550068361703049,7.10064476073379e-06,1.5059527846245857,29856913000.0,2610241000.0,3939084000.0,3031391000.0,4539928000.0,15452000.0,3.9400000000000004,3.9400000000000004,7.048569933267664e-06,254.92389334713954,1.2591819,326.73,188.73,6.49871,119920.21,15.756,5.1906,1.6956
2013-02-28,16358730000.0,12016949000.0,7365474000.0,16358730000.0,5452349000.0,16000.0,13000.0,5636086000.0,,15161356000.0,2213206000.0,1800619000.0,8190000.0,274676000.0,2.71,714977392.0,525409000.0,176788000.0,297190000.0,348621000.0,29000.0,,16.8684,1.72,2.71,2510396000.0,0.3302464680819221,0.11007083068184388,0.11876371744057722,0.145976784662269,0.13529204284195656,0.4059157307141948,0.022994051455555824,0.1655785933659232,5.318808462187582e-06,1.631524189753436,30169333000.0,3124851000.0,4281853000.0,2213195000.0,4900252000.0,15264000.0,4.720000000000001,4.720000000000001,5.918062989413606e-06,280.51971960167714,1.2591819,326.73,188.73,6.49871,119920.21,15.756,5.1906,1.6956
2013-05-31,16523758000.0,12078919000.0,7630622000.0,,5324867000.0,,0.0,5938085000.0,,22869291000.0,3355177000.0,2610878000.0,11778000.0,547198000.0,3.0,714990587.0,2027618000.0,267364000.0,439321000.0,1760254000.0,0.0,,17.8694,1.8897,3.0,3794498000.0,0.4903179741390724,0.15800751862863158,0.11416523581776103,0.14671101959391744,0.20305169078365828,0.6300959254005781,0.07697020427961672,0.1659211035444868,0.0,1.5829533948870746,30548898000.0,3760501000.0,4705832000.0,1681504000.0,5348916000.0,15167000.0,4.760000000000001,4.760000000000001,0.0,310.2678182897079,1.2591819,326.73,188.73,6.49871,119920.21,15.756,5.1906,1.6956
2013-08-31,16867049000.0,11844178000.0,8160990000.0,,4960186000.0,,0.0,5631885000.0,,-15304398000.0,-2278377000.0,-1828436000.0,-10482000.0,-317524000.0,-2.7699999999999996,-1433572465.0,858916000.0,-161106000.0,-283407000.0,697810000.0,0.0,1.4513,15.3583,1.6583,-2.7699999999999996,-2561784000.0,-0.3686224669800689,-0.10840283916884334,0.11947127877881901,0.1488707363726427,-0.13507857835712697,-0.45933297662627975,-0.045595390292385234,0.1673887466857566,0.0,1.4513163231421677,30394285000.0,3281878000.0,4338680000.0,2611323000.0,4931708000.0,14035000.0,4.000000000000001,4.000000000000001,0.0,309.132882080513,1.2591819,326.73,188.73,6.49871,119920.21,15.756,5.1906,1.6956
2013-11-30,16515938000.0,11291459000.0,7828743000.0,,4927831000.0,,0.0,4527198000.0,,7799696000.0,1091099000.0,751846000.0,3658000.0,271931000.0,1.0,697974850.0,181233000.0,58959000.0,145327000.0,122274000.0,0.0,,15.5428,1.698,1.0,1236426000.0,0.152571384854716,0.04552245231242694,0.09639426972538417,0.13988993930019836,0.06606339888173472,0.22141566949028893,0.0156767648380142,0.1585223321524326,0.0,1.442308043577366,30525945000.0,3334907000.0,4381105000.0,2928959000.0,4979536000.0,13144000.0,3.940000000000001,3.940000000000001,0.0,333.3159616555082,1.2591819,326.73,188.73,6.49871,119920.21,15.756,5.1906,1.6956
