report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-12-31,69306000000.0,5842000000.0,9189000000.0,69306000000.0,,23969000000.0,0.0,438000000.0,,-1209000000.0,-828000000.0,-423000000.0,-1.9700000000000006,-845800000.0,-1620000000.0,-697000000.0,23969000000.0,0.6358,19.89,2.5073,-1.9700000000000006,-1906000000.0,,-0.011947017574235996,,,-0.01744437711020691,-0.050440151862822816,,,0.6357601480030471,,1908000000.0,3241000000.0,5404000000.0,4.470000000000001,4.470000000000001,4.435418208734271,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2014-03-31,70331000000.0,6141000000.0,10292000000.0,70331000000.0,18160000000.0,23824000000.0,,488000000.0,,738000000.0,430000000.0,153000000.0,0.98,438200000.0,1017000000.0,463000000.0,23824000000.0,,20.5606,2.6867,0.98,1201000000.0,0.0236784140969163,0.006113946908191267,,,0.010493239112198035,0.017578125,,1.3118942731277532,0.596677030703459,,2066000000.0,3545000000.0,5752000000.0,4.8100000000000005,4.8100000000000005,4.141863699582754,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2014-06-30,71590000000.0,6099000000.0,9690000000.0,71590000000.0,18429000000.0,25049000000.0,500000000.0,622000000.0,,1690000000.0,921000000.0,444000000.0,2.1,439300000.0,2448000000.0,1076000000.0,25549000000.0,,23.3765,2.8179,2.1,2766000000.0,0.049975581963210156,0.012864925268892304,,,0.023606648973320297,0.03842830506162172,,1.3863476043192795,0.6294117647058823,,2104000000.0,3820000000.0,6185000000.0,4.83,4.83,4.130800323362975,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2014-09-30,72193000000.0,5633000000.0,9572000000.0,72193000000.0,19144000000.0,24853000000.0,500000000.0,485000000.0,,2853000000.0,1581000000.0,723000000.0,3.6,439600000.0,3968000000.0,1859000000.0,25353000000.0,,21.8569,2.5495,3.6,4712000000.0,0.08258462181362307,0.021899630158048564,,,0.039519066945548735,0.0641166820235072,,1.3243313832010029,0.5884872544922691,,2104000000.0,4072000000.0,6773000000.0,4.71,4.71,3.743245238446774,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2014-12-31,74929000000.0,6944000000.0,9663000000.0,74929000000.0,19916000000.0,24367000000.0,,577000000.0,,-897000000.0,-467000000.0,-144000000.0,-1.08,-877000000.0,-1933000000.0,-847000000.0,24367000000.0,0.7186,19.1469,2.8442,-1.08,-1744000000.0,-0.023448483631251255,-0.006232566829932336,,,-0.011971332861775815,-0.020256080211367794,,1.2234886523398272,0.7186174066025044,,2465000000.0,4384000000.0,6935000000.0,5.6000000000000005,5.6000000000000005,3.513626532083634,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2015-03-31,74929000000.0,6297000000.0,9386000000.0,74929000000.0,20235000000.0,24264000000.0,625000000.0,469000000.0,,1129000000.0,650000000.0,286000000.0,1.45,448800000.0,1181000000.0,547000000.0,24889000000.0,,17.5121,2.847,1.45,1676000000.0,0.032122559920929085,0.008674878885344793,,,0.01506759732546811,0.025019945040333304,,1.2299975290338523,0.6708928190922651,,2685000000.0,4775000000.0,7410000000.0,6.070000000000001,6.070000000000001,3.358839406207827,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2015-06-30,77201000000.0,6346000000.0,9421000000.0,77201000000.0,21338000000.0,25235000000.0,950000000.0,551000000.0,,2276000000.0,1366000000.0,560000000.0,3.04,449000000.0,2934000000.0,1284000000.0,26185000000.0,,15.2301,2.6828,3.04,3560000000.0,0.06401724622738776,0.017694071320319686,,,0.029481483400474087,0.04789259937293521,,1.2271534351860531,0.6736015285001592,,3130000000.0,5361000000.0,8204000000.0,7.010000000000001,7.010000000000001,3.1917357386640663,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2015-09-30,79963000000.0,6657000000.0,10371000000.0,79963000000.0,22318000000.0,25604000000.0,1137000000.0,1181000000.0,,3757000000.0,2245000000.0,981000000.0,4.97,451300000.0,4513000000.0,2082000000.0,26741000000.0,,14.3577,2.7279,4.97,5839000000.0,0.10059145084685008,0.028075484911771694,,,0.046984230206470495,0.0765812593000265,,1.1981808405771126,0.6418860283482789,,3794000000.0,6265000000.0,9331000000.0,8.38,8.38,2.865823598756832,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2015-12-31,82479000000.0,6795000000.0,10107000000.0,82479000000.0,22574000000.0,26681000000.0,,571000000.0,,-2530000000.0,-1509000000.0,-599000000.0,-3.4000000000000012,-895100000.0,-2512000000.0,-1082000000.0,26681000000.0,0.6723,17.3856,2.8904,-3.4000000000000012,-3612000000.0,-0.06684681491981927,-0.01829556614410941,,,-0.03067447471477588,-0.05136534361993706,,1.181934969433862,0.672306322350846,,2752000000.0,4632000000.0,7463000000.0,6.059999999999999,6.059999999999999,3.575103845638483,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2016-03-31,84637000000.0,7096000000.0,10587000000.0,84637000000.0,22912000000.0,27791000000.0,912000000.0,628000000.0,,1234000000.0,636000000.0,259000000.0,1.37,462900000.0,1545000000.0,537000000.0,28703000000.0,,19.8212,3.3727,1.37,1771000000.0,0.027758379888268157,0.007514444037477699,,,0.014579911858879685,0.023907778746488424,,1.2527496508379887,0.6702559743081137,,2738000000.0,4737000000.0,7558000000.0,5.979999999999999,5.979999999999999,3.7976978036517597,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2016-06-30,85420000000.0,6512000000.0,11336000000.0,85420000000.0,23174000000.0,27001000000.0,800000000.0,730000000.0,,2403000000.0,1193000000.0,461000000.0,2.57,464000000.0,3270000000.0,1279000000.0,27801000000.0,,23.3584,3.784,2.57,3682000000.0,0.05148010701648399,0.013966284242566143,,,0.0281315851088738,0.047140755272192254,,1.199663415897126,0.5744530698659139,,2565000000.0,4864000000.0,7680000000.0,5.509999999999998,5.509999999999998,3.619921875,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2016-09-30,87864000000.0,6747000000.0,10456000000.0,87864000000.0,23907000000.0,28195000000.0,490000000.0,681000000.0,,3682000000.0,1946000000.0,879000000.0,4.19,464700000.0,5294000000.0,2262000000.0,28685000000.0,,23.3005,3.5938,4.19,5944000000.0,0.08139875350315808,0.022147864882090505,,,0.041905672402804336,0.07001064800730149,,1.1998577822395113,0.6452754399387911,,2266000000.0,4789000000.0,7785000000.0,4.7299999999999995,4.7299999999999995,3.684649967886962,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2016-12-31,89993000000.0,7409000000.0,10919000000.0,89993000000.0,24341000000.0,27818000000.0,,1292000000.0,,-2711000000.0,-863000000.0,-216000000.0,,-925800000.0,-3773000000.0,-1001000000.0,27818000000.0,0.6785,19.0895,3.5381,,-3712000000.0,-0.03545458280267861,-0.009589634749369396,,,-0.030124565243963418,-0.051975689717977724,,1.1428454048724375,0.6785419910248192,,2912000000.0,4608000000.0,7685000000.0,,,3.6197787898503577,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2017-03-31,91205000000.0,5827000000.0,9761000000.0,91205000000.0,25497000000.0,28539000000.0,250000000.0,600000000.0,,2405000000.0,1583000000.0,675000000.0,3.37,470200000.0,1364000000.0,619000000.0,28789000000.0,,15.6668,3.7905,3.37,3024000000.0,0.06208573557673452,0.01735650457759991,,,0.02636916835699797,0.04430239840842943,,1.1291132290073342,0.5969675238192809,,3859000000.0,5779000000.0,8938000000.0,,,3.2209666592078765,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2017-06-30,92890000000.0,5947000000.0,8950000000.0,92890000000.0,25926000000.0,30392000000.0,255000000.0,642000000.0,,3690000000.0,2376000000.0,964000000.0,5.05,471000000.0,3165000000.0,1505000000.0,30647000000.0,,16.0807,4.0544,5.05,5195000000.0,0.09164545244156445,0.02557864140381096,,,0.03972440521046399,0.06522546090891415,,1.1820951940137314,0.6644692737430168,,5042000000.0,7066000000.0,10451000000.0,,,2.9324466558224094,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2017-09-30,96781000000.0,7027000000.0,11604000000.0,,26398000000.0,30345000000.0,255000000.0,1381000000.0,,5090000000.0,3223000000.0,1329000000.0,6.0,472000000.0,5160000000.0,2576000000.0,30600000000.0,,16.5016,4.2164,6.0,7666000000.0,0.12209258277142208,0.033301991093293105,,,0.0525929676279435,0.08930137899575424,,1.1591787256610349,0.6055670458462599,,6319000000.0,8474000000.0,12173000000.0,,,2.5137599605684713,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2017-12-31,97827000000.0,7157000000.0,11232000000.0,97827000000.0,28208000000.0,31463000000.0,,1714000000.0,,-5859000000.0,-1804000000.0,-3621000000.0,-3.039999999999999,-940700000.0,-3276000000.0,-2343000000.0,31463000000.0,0.6387,13.5602,4.3635,-3.039999999999999,-8202000000.0,-0.06395348837209303,-0.01844071677553232,,,-0.05989144101321721,-0.09818839972515962,,1.1153927963698242,0.6371972934472935,,5378000000.0,5326000000.0,7683000000.0,11.380000000000003,11.380000000000003,4.095145125601978,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2018-03-31,94284000000.0,5612000000.0,9579000000.0,94284000000.0,32706000000.0,28062000000.0,5000000.0,550000000.0,,1047000000.0,4428000000.0,1249000000.0,9.32,474300000.0,1290000000.0,857000000.0,28067000000.0,,9.3032,4.5678,9.32,1904000000.0,0.13538800220143093,0.046964490263459335,,,0.011104747359042893,0.01722804534908594,,0.8581605821561793,0.5858649128301493,,8223000000.0,3968000000.0,6563000000.0,17.330000000000002,17.330000000000002,4.276550358067957,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2018-06-30,95490000000.0,5885000000.0,10184000000.0,95490000000.0,33021000000.0,28356000000.0,205000000.0,478000000.0,,2209000000.0,5223000000.0,1479000000.0,10.95,474700000.0,2933000000.0,1688000000.0,28561000000.0,,9.7013,4.8286,10.95,3897000000.0,0.15817207231761607,0.054696826892868367,,,0.023133312388731803,0.03587087135851385,,0.8649344356621543,0.5778672427336999,,11070000000.0,2487000000.0,5265000000.0,23.230000000000004,23.230000000000004,5.424691358024691,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2018-09-30,98603000000.0,8349000000.0,12807000000.0,98603000000.0,34252000000.0,27048000000.0,430000000.0,497000000.0,,3179000000.0,6229000000.0,1605000000.0,13.03,475600000.0,5225000000.0,2819000000.0,27478000000.0,,9.5309,4.8618,13.03,5998000000.0,0.1818579936937989,0.06317252010587913,,,0.0322403983651613,0.05149846104001296,,0.8022305266845732,0.6519091122042633,,14076000000.0,576000000.0,3597000000.0,30.26,30.26,7.63914373088685,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2018-12-31,103702000000.0,6393000000.0,17563000000.0,103702000000.0,34144000000.0,26782000000.0,5465000000.0,638000000.0,,-2155000000.0,-9242000000.0,-2757000000.0,-19.419999999999995,-947600000.0,-2855000000.0,-1453000000.0,32247000000.0,0.364,12.5379,5.0855,-19.419999999999995,-3608000000.0,-0.2706771321462043,-0.08912074984089025,,,-0.020780698540047444,-0.03245921887002756,,0.944441190253046,0.3640038717758925,,6638000000.0,4280000000.0,8191000000.0,13.880000000000003,13.880000000000003,3.9368819435966302,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2019-03-31,109029000000.0,8222000000.0,17926000000.0,109029000000.0,34226000000.0,29883000000.0,5415000000.0,972000000.0,,1135000000.0,680000000.0,74000000.0,1.41,481800000.0,1597000000.0,772000000.0,35298000000.0,,31.733,5.4647,1.41,1907000000.0,0.019867936656343132,0.006236872758623852,,,0.010410074383879519,0.016325297738910304,,1.0313212177876467,0.45866339395291755,,2890000000.0,4368000000.0,8194000000.0,5.970000000000006,5.970000000000006,4.307786185013424,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2019-06-30,110552000000.0,7471000000.0,14412000000.0,110552000000.0,34910000000.0,33947000000.0,715000000.0,1019000000.0,,2882000000.0,1914000000.0,198000000.0,3.97,482300000.0,3281000000.0,1952000000.0,34662000000.0,,29.3709,5.628,3.97,4834000000.0,0.054826697221426524,0.01731311961791736,,,0.026069180114335334,0.04142471109066866,,0.9928960183328559,0.5183874548986955,,-419000000.0,5041000000.0,9131000000.0,-1.0099999999999936,-1.0099999999999936,3.7960792903296463,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2019-09-30,114222000000.0,7679000000.0,13314000000.0,114222000000.0,36592000000.0,36144000000.0,240000000.0,1131000000.0,,4476000000.0,2794000000.0,256000000.0,5.78,483500000.0,6243000000.0,3247000000.0,36384000000.0,,35.5653,6.3369,5.78,7723000000.0,0.07635548753825973,0.02446113708392429,,,0.03918684666701686,0.06133523350142513,,0.9943156974202011,0.5767613038906414,,-3854000000.0,6338000000.0,10856000000.0,-8.259999999999991,-8.259999999999991,3.3515106853352985,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2019-12-31,117691000000.0,7408000000.0,13853000000.0,117691000000.0,37005000000.0,37543000000.0,400000000.0,600000000.0,,-3140000000.0,-1619000000.0,-80000000.0,-3.4000000000000004,,-2966000000.0,-1755000000.0,37943000000.0,0.5348,31.4124,6.4167,-3.4000000000000004,-4895000000.0,-0.043750844480475615,-0.01375636199879345,,,-0.026680035006924913,-0.041895714361957624,,1.025347925955952,0.5347578141918718,,3769000000.0,5353000000.0,9569000000.0,7.7600000000000025,7.7600000000000025,3.9652001254049534,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2020-03-31,120637000000.0,9725000000.0,13722000000.0,120637000000.0,36403000000.0,41116000000.0,,3335000000.0,,1981000000.0,421000000.0,-235000000.0,0.86,,1894000000.0,848000000.0,41116000000.0,,33.5626,6.4163,0.86,2829000000.0,0.011564980908166909,0.0034898082677785425,,,0.016421164319404494,0.025555025219623575,,1.1294673515919018,0.7087159306223583,,3510000000.0,6199000000.0,10491000000.0,7.210000000000003,7.210000000000003,3.9191688113621197,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2020-06-30,121961000000.0,7581000000.0,12365000000.0,121961000000.0,37073000000.0,42667000000.0,,1009000000.0,,3167000000.0,1695000000.0,-51000000.0,3.45,,3792000000.0,1829000000.0,42667000000.0,,33.1265,6.5632,3.45,4996000000.0,0.04572060529226121,0.013897885389591755,,,0.025967317421142826,0.039716578881364435,,1.150891484368678,0.613101496158512,,3291000000.0,6484000000.0,10653000000.0,6.690000000000003,6.690000000000003,4.005162864920679,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2020-09-30,126382000000.0,9026000000.0,15712000000.0,126382000000.0,37287000000.0,42794000000.0,,1961000000.0,,4176000000.0,2924000000.0,79000000.0,5.94,,6631000000.0,3108000000.0,42794000000.0,,34.8564,7.6268,5.94,7284000000.0,0.07841875184380616,0.023136206105299807,,,0.03304268012849931,0.052147200959028986,,1.147692225172312,0.5744653767820774,,3421000000.0,6184000000.0,10214000000.0,6.850000000000002,6.850000000000002,4.189739573134913,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2020-12-31,127684000000.0,7382000000.0,15558000000.0,82755000000.0,36513000000.0,41944000000.0,,1105000000.0,,-4208000000.0,-2121000000.0,251000000.0,-8.77,,-4334000000.0,-1733000000.0,41944000000.0,0.4745,51.7613,8.5658,-8.77,-5941000000.0,-0.05808889984389122,-0.016611321700447983,,,-0.03295636101625889,-0.05363447493531488,,1.1487415441075781,0.4744825813086515,,2919000000.0,5116000000.0,9168000000.0,1.480000000000004,1.480000000000004,4.575043630017452,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2021-03-31,132441000000.0,8237000000.0,15783000000.0,86711000000.0,37378000000.0,46065000000.0,,1462000000.0,,669000000.0,1666000000.0,250000000.0,0.84,,1292000000.0,749000000.0,46065000000.0,,35.6074,8.5316,0.84,1418000000.0,0.04457167317673498,0.012579186203668049,,,0.0050513058644981535,0.00801744903706722,,1.232409438707261,0.5218906418298169,,4164000000.0,3804000000.0,7757000000.0,1.460000000000003,1.460000000000003,5.938507154827898,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2021-06-30,135013000000.0,8061000000.0,16818000000.0,89899000000.0,36932000000.0,47559000000.0,,884000000.0,,1179000000.0,1922000000.0,111000000.0,0.98,,2727000000.0,910000000.0,47559000000.0,,45.6955,8.4301,0.98,2089000000.0,0.052041589949095635,0.014235666195107138,,,0.00873249242665521,0.013954148962611402,,1.287745044947471,0.4793078844095612,,4391000000.0,1816000000.0,4850000000.0,-1.0099999999999971,-1.0099999999999971,9.805979381443299,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2021-12-31,140912000000.0,9288000000.0,17437000000.0,95243000000.0,37202000000.0,50960000000.0,,639000000.0,,2913000000.0,3573000000.0,348000000.0,1.81,,5358000000.0,2266000000.0,50960000000.0,0.5327,51.2692,10.732,1.81,5179000000.0,0.09604322348260846,0.02535625070966277,,,0.020672476439196095,0.03304144642816633,,1.369818826944788,0.5326604347078052,,5040000000.0,553000000.0,2745000000.0,-5.139999999999997,-5.139999999999997,18.56466302367942,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
2022-03-31,144945000000.0,10988000000.0,22423000000.0,100693000000.0,35887000000.0,50974000000.0,,1477000000.0,,-775000000.0,-451000000.0,-359000000.0,-0.23,,1962000000.0,885000000.0,50974000000.0,,114.2945,10.2515,-0.23,110000000.0,-0.012567224900381754,-0.0031115250612301216,,,-0.005346855703887682,-0.00892230114781087,,1.4204029314236353,0.49003255585782457,,6710000000.0,3986000000.0,8796000000.0,3.400000000000002,3.400000000000002,5.795134151887221,0.7474789,95.91,61.72,10.53351,194079.89,28.3992,3.0617,7.0798
