report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2010-06-30,2731070000.0,1081086000.0,317148000.0,,1197490000.0,784959000.0,324123000.0,1172753000.0,352638000.0,182899000.0,145059000.0,11920000.0,41031000.0,1.57,92152000.0,134144000.0,33930000.0,48411000.0,100214000.0,784959000.0,,1.6157,13.9858,1.57,231310000.0,0.12113587587370249,0.05311434712402099,0.12369100739882993,0.30069247318062714,0.15595696621539232,0.06696972248972015,0.09225911990674161,0.08545192380663277,0.1972367582943723,0.6555035950195827,3.408774452306179,,,,,,,,,,,,1.4951549,206.0,49.4303,1.80798,19239.738,1.7462,3.7412
2010-09-30,2936660000.0,1212062000.0,347744000.0,,1382735000.0,755552000.0,424673000.0,1757789000.0,549461000.0,303462000.0,238748000.0,18059000.0,68917000.0,2.59,92129000.0,275732000.0,50006000.0,71486000.0,225726000.0,755552000.0,,1.8452,14.1932,2.59,374948000.0,0.1726635978694399,0.08129916299469465,0.1358229002457064,0.31258643671111835,0.17263846798449645,0.10333576239673643,0.14191827383321323,0.12841473009559168,0.21330660278338298,0.5464185111391554,3.485500828195454,,,,,,,,,,,,1.4951549,206.0,49.4303,1.80798,19239.738,1.7462,3.7412
2010-12-31,3068081000.0,1348198000.0,364177000.0,,1416074000.0,851927000.0,529650000.0,2362764000.0,745922000.0,414848000.0,323720000.0,25533000.0,92719000.0,3.51,92184000.0,331309000.0,75478000.0,95578000.0,255831000.0,851927000.0,3.7033,2.1618,15.7746,3.51,510426000.0,0.22860387239649904,0.10551220779373165,0.13700902840910054,0.31569890179467774,0.17557741695742782,0.1352141615557086,0.1829134995972224,0.10827615453765166,0.2160291929282823,0.6016119214108867,3.7020404912995604,,,,,,,,,,,,1.4951549,206.0,49.4303,1.80798,19239.738,1.7462,3.7412
2011-03-31,3139881000.0,1346374000.0,381611000.0,,1596109000.0,758597000.0,441013000.0,696530000.0,233016000.0,142362000.0,106580000.0,9592000.0,32172000.0,1.15,92517000.0,46556000.0,31894000.0,23004000.0,14662000.0,758597000.0,,2.2098,14.9224,1.15,165366000.0,0.06677488818119565,0.03394396157051812,0.15301566335979785,0.3345383544140238,0.20438746356940835,0.045339934857403834,0.06045850309975003,0.021050062452442824,0.23741403816059609,0.47527894398189596,3.5281320507008447,5989836000.0,814107000.0,1043571000.0,1881037000.0,596433000.0,1282050000.0,65104000.0,8.82,8.82,0.5917062517062517,16.029291594986482,1.4951549,206.0,49.4303,1.80798,19239.738,1.7462,3.7412
2011-06-30,3292347000.0,1455696000.0,394413000.0,,1726028000.0,758867000.0,490715000.0,1438638000.0,484965000.0,291457000.0,220739000.0,18866000.0,62326000.0,2.38,92656000.0,146170000.0,67627000.0,47310000.0,78543000.0,758867000.0,,2.4139,15.8826,2.38,338767000.0,0.12788842359451874,0.06704609204315341,0.15343609719748819,0.33710009050226675,0.2025923130071637,0.08852560194900477,0.11729147509250894,0.05459538813794714,0.23547758365898858,0.43966088615016674,3.6907911250389818,6255721000.0,889787000.0,1152129000.0,2013364000.0,574762000.0,1389507000.0,72050000.0,9.629999999999999,9.629999999999999,0.5461411853268822,15.990687022900763,1.4951549,206.0,49.4303,1.80798,19239.738,1.7462,3.7412
2011-09-30,3269055000.0,1449354000.0,402394000.0,3269055000.0,1587571000.0,878384000.0,481258000.0,2161615000.0,742977000.0,451766000.0,336837000.0,28576000.0,100423000.0,3.66,92090000.0,285467000.0,127111000.0,71926000.0,158356000.0,878384000.0,,1.3397,8.785,3.66,523692000.0,0.21217129816556235,0.10303803392723586,0.15582654635538706,0.3437138435845421,0.20899466371208564,0.1381946770549899,0.1832012344101981,0.07325818890042861,0.24226885916317198,0.5532880104259904,3.601828059066487,6659547000.0,987876000.0,1300433000.0,2206880000.0,507392000.0,1538251000.0,82567000.0,10.7,10.7,0.5710277451469233,15.750033306284593,1.4951549,206.0,49.4303,1.80798,19239.738,1.7462,3.7412
2011-12-31,3203824000.0,1355620000.0,401178000.0,3203824000.0,1591277000.0,749257000.0,469416000.0,-1427778000.0,-483899000.0,-297745000.0,-227876000.0,-19460000.0,-64907000.0,-2.42,-185741000.0,9166000.0,-36058000.0,-45487000.0,-26892000.0,749257000.0,3.3815,1.6314,10.7274,-2.42,-343232000.0,-0.14320322608822977,-0.07112625412631905,0.1596018428635264,0.33891753479882725,0.20853732162843244,-0.09293425606400352,-0.12721242246427525,0.018834860881733716,0.24039591589168624,0.47085265481748306,3.3790985547562427,2869005000.0,436280000.0,587840000.0,977059000.0,224669000.0,684593000.0,37574000.0,4.77,4.77,1.0944561221046665,15.644860808005536,1.4951549,206.0,49.4303,1.80798,19239.738,1.7462,3.7412
2012-03-31,3363499000.0,1469556000.0,433362000.0,3363499000.0,1722937000.0,742199000.0,519359000.0,711704000.0,247887000.0,148146000.0,108043000.0,8734000.0,35466000.0,1.2,89947000.0,123544000.0,54784000.0,24235000.0,68760000.0,742199000.0,,2.014,13.0828,1.2,172381000.0,0.06270861906152111,0.03212220369323731,0.15180889808122477,0.3483006980430066,0.20815676179984938,0.04404520411630864,0.06009648149229901,0.0966131987455459,0.2422088396299585,0.43077547234750896,3.3910587453445387,2884179000.0,437743000.0,593624000.0,991930000.0,278767000.0,691608000.0,36716000.0,4.82,4.82,1.0731498189725972,16.167992156008278,1.4951549,206.0,49.4303,1.80798,19239.738,1.7462,3.7412
2012-06-30,3302707000.0,1451675000.0,413303000.0,3302707000.0,1705690000.0,742252000.0,461751000.0,1396598000.0,490572000.0,200593000.0,145775000.0,17220000.0,50213000.0,1.62,89999000.0,184909000.0,126623000.0,49449000.0,58286000.0,742252000.0,,1.8989,14.1305,1.62,250042000.0,0.08546394714162597,0.04413803585967511,0.1043786400954319,0.351262138424944,0.14362973454064806,0.06073593570365158,0.08194352643976043,0.04173427142241361,0.17903648723541063,0.4351623096811261,3.5123746984657744,2842139000.0,362779000.0,502760000.0,997537000.0,258510000.0,602883000.0,35070000.0,4.0600000000000005,4.0600000000000005,1.2311708905376333,14.335899629312802,1.4951549,206.0,49.4303,1.80798,19239.738,1.7462,3.7412
2012-09-30,3362655000.0,1386852000.0,382512000.0,3362655000.0,1808354000.0,701162000.0,402642000.0,2057824000.0,705329000.0,329029000.0,245036000.0,25134000.0,76804000.0,2.72,89959000.0,306482000.0,218708000.0,74428000.0,87774000.0,701162000.0,,1.7056,12.6345,2.72,403457000.0,0.1355022302049267,0.07286980079728667,0.11907529506896605,0.34275477397483944,0.1598917108557389,0.09784798024180298,0.13111253325342417,0.042653793521700595,0.19606001290683753,0.38773492358244016,3.62564311707868,2738348000.0,270978000.0,380023000.0,959889000.0,187928000.0,482648000.0,31628000.0,3.12,3.12,1.452739884967927,12.01539774883015,1.4951549,206.0,49.4303,1.80798,19239.738,1.7462,3.7412
