report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_ps_ttm
2020-01-03,18547000000.0,13571000000.0,4713000000.0,9870000000.0,8677000000.0,3719000000.0,12649000000.0,1876000000.0,1580000000.0,311000000.0,3656000000.0,146000000.0,133000000.0,5.68,644000000.0,905000000.0,86000000.0,307000000.0,819000000.0,3719000000.0,,4.3627,6.4575,5.68,618000000.0,0.42134378241327647,0.19712082816628027,1.9488272921108742,0.8422174840085288,0.1657782515991471,0.0167682104922629,0.025088738302678285,0.43656716417910446,0.3294243070362473,0.4286043563443587,2.8794822830468916,,4655000000.0,706000000.0,1790000000.0,,1123000000.0,185000000.0,7.029999999999999,7.029999999999999,3.31166518254675,3.8162162162162163,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2020-04-03,7735000000.0,3079000000.0,2622000000.0,7725000000.0,10000000.0,3465000000.0,2177000000.0,-1891000000.0,-1516000000.0,-350000000.0,-606000000.0,-94000000.0,-44000000.0,-0.9299999999999997,-1286000000.0,-2272000000.0,-122000000.0,-355000000.0,-2394000000.0,3465000000.0,1.1743,2.8251,4.4101,-0.9299999999999997,-705000000.0,-60.6,-0.07834518422753717,0.3204653622421999,0.8016922263352724,0.1850872554204125,-0.04524886877828054,-0.10071942446043165,1.2659968270756214,0.372818614489688,346.5,1.1742944317315027,2490000000.0,3887000000.0,355000000.0,2097000000.0,,716000000.0,196000000.0,6.05,6.05,4.839385474860335,1.8112244897959184,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2020-07-03,6405000000.0,1950000000.0,2548000000.0,6908000000.0,-503000000.0,2841000000.0,1073000000.0,614000000.0,528000000.0,120000000.0,118000000.0,40000000.0,-50000000.0,0.19,614000000.0,170000000.0,1000000.0,46000000.0,169000000.0,2841000000.0,,2.9503,4.7838,0.19,166000000.0,-0.2345924453280318,0.018423106947697113,0.19218241042345277,0.8599348534201955,0.19543973941368079,0.01873536299765808,0.05132591958939264,0.2752442996742671,0.2703583061889251,-5.648111332007952,0.7653061224489796,1857000000.0,3979000000.0,318000000.0,1650000000.0,-976000000.0,567000000.0,187000000.0,6.2,6.2,5.01058201058201,1.7005347593582887,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2020-10-02,6313000000.0,1792000000.0,1748000000.0,6789000000.0,-476000000.0,3556000000.0,1009000000.0,1240000000.0,1064000000.0,350000000.0,182000000.0,77000000.0,15000000.0,0.3,607000000.0,57000000.0,3000000.0,85000000.0,54000000.0,3556000000.0,,3.7296,4.9155,0.3,435000000.0,-0.38235294117647056,0.028829399651512752,0.14677419354838708,0.8580645161290322,0.28225806451612906,0.05544115317598606,0.11363636363636363,0.043548387096774194,0.35080645161290325,-7.470588235294118,1.0251716247139588,1839000000.0,3350000000.0,431000000.0,1656000000.0,-1352000000.0,514000000.0,169000000.0,5.239999999999999,5.239999999999999,6.918287937743191,2.5502958579881656,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2021-01-01,6357000000.0,1848000000.0,1821000000.0,6849000000.0,-492000000.0,3542000000.0,1046000000.0,1879000000.0,1616000000.0,630000000.0,360000000.0,109000000.0,95000000.0,0.6,604000000.0,350000000.0,5000000.0,113000000.0,345000000.0,3542000000.0,,20.8006,4.9311,0.6,743000000.0,-0.7317073170731707,0.056630486078338836,0.19159127195316658,0.8600319318786589,0.33528472591804154,0.09910335063709297,0.20655737704918034,0.1836083022884513,0.3954230973922299,-7.199186991869919,1.014827018121911,1842000000.0,54000000.0,750000000.0,1692000000.0,-1826000000.0,639000000.0,132000000.0,0.15999999999999936,0.15999999999999936,5.543035993740219,5.681818181818182,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2021-04-02,6361000000.0,1538000000.0,2136000000.0,6861000000.0,-500000000.0,3288000000.0,933000000.0,-1182000000.0,-1019000000.0,-204000000.0,-106000000.0,-82000000.0,116000000.0,-0.16999999999999982,-1225000000.0,129000000.0,-3000000.0,-94000000.0,126000000.0,3288000000.0,0.72,23.213,5.0412,-0.16999999999999982,-298000000.0,0.212,-0.016664046533563907,0.08967851099830795,0.862098138747885,0.17258883248730963,-0.032070429177802236,-0.07317073170731707,-0.1065989847715736,0.2521150592216582,-6.576,0.7200374531835206,2551000000.0,554000000.0,896000000.0,2189000000.0,694000000.0,1046000000.0,144000000.0,0.9199999999999992,0.9199999999999992,3.1434034416826004,6.222222222222222,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2021-07-02,6565000000.0,1786000000.0,2221000000.0,7062000000.0,-497000000.0,3422000000.0,1230000000.0,686000000.0,584000000.0,287000000.0,181000000.0,32000000.0,71000000.0,0.31,591000000.0,258000000.0,1000000.0,36000000.0,257000000.0,3422000000.0,,25.5665,6.0139,0.31,323000000.0,-0.3641851106639839,0.02757044935262757,0.26384839650145775,0.8513119533527697,0.41836734693877553,0.04371667936024372,0.09811965811965812,0.3746355685131195,0.4708454810495627,-6.885311871227364,0.8041422782530392,2623000000.0,617000000.0,1063000000.0,2245000000.0,782000000.0,1203000000.0,136000000.0,1.0399999999999994,1.0399999999999994,2.8445552784704904,7.8161764705882355,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2021-10-01,6733000000.0,1950000000.0,2814000000.0,6965000000.0,-232000000.0,2779000000.0,1526000000.0,1378000000.0,1176000000.0,574000000.0,514000000.0,63000000.0,171000000.0,0.87,591000000.0,318000000.0,2000000.0,71000000.0,316000000.0,2779000000.0,,16.7824,5.5296,0.87,645000000.0,-2.2155172413793105,0.07634041289172731,0.37300435413642963,0.8534107402031931,0.41654571843251087,0.08525174513589781,0.2253631723596388,0.22931785195936139,0.4680696661828737,-11.97844827586207,0.6929637526652452,2761000000.0,949000000.0,1287000000.0,2357000000.0,1044000000.0,1413000000.0,122000000.0,1.6099999999999992,1.6099999999999992,1.9667374380750178,10.549180327868852,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2021-12-31,6873000000.0,2157000000.0,2883000000.0,6971000000.0,-98000000.0,2757000000.0,1771000000.0,2080000000.0,1773000000.0,876000000.0,716000000.0,95000000.0,230000000.0,1.21,591000000.0,648000000.0,4000000.0,108000000.0,644000000.0,2757000000.0,,16.6118,5.493,1.21,984000000.0,-7.3061224489795915,0.10417576022115524,0.34423076923076923,0.8524038461538461,0.42115384615384616,0.12745525971191618,0.3294471605866867,0.3096153846153846,0.47307692307692306,-28.132653061224488,0.7481789802289281,2962000000.0,1305000000.0,1533000000.0,2514000000.0,1343000000.0,1654000000.0,108000000.0,2.2199999999999993,2.2199999999999993,1.6668681983071343,14.194444444444445,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2022-04-01,6943000000.0,2260000000.0,3065000000.0,7036000000.0,-93000000.0,2736000000.0,1887000000.0,-1348000000.0,-1145000000.0,-732000000.0,-575000000.0,-64000000.0,-266000000.0,-0.9799999999999998,-1182000000.0,-250000000.0,-1000000.0,-75000000.0,-251000000.0,2736000000.0,0.7374,18.7637,5.6103,-0.9799999999999998,-807000000.0,6.182795698924731,-0.08281722598300446,0.42655786350148367,0.849406528189911,0.543026706231454,-0.10542992942532046,-0.27695800227014755,0.18620178041543026,0.5986646884272997,-29.419354838709676,0.7373572593800979,2796000000.0,836000000.0,1005000000.0,2388000000.0,966000000.0,1145000000.0,126000000.0,1.409999999999999,1.409999999999999,2.389519650655022,7.976190476190476,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2022-07-01,6247000000.0,1629000000.0,2624000000.0,6546000000.0,-299000000.0,2714000000.0,1291000000.0,707000000.0,605000000.0,261000000.0,200000000.0,31000000.0,29000000.0,0.33,604000000.0,215000000.0,2000000.0,29000000.0,213000000.0,2714000000.0,,15.1156,4.5878,0.33,290000000.0,-0.6688963210702341,0.03201536737634064,0.2828854314002829,0.8557284299858557,0.36916548797736914,0.04178005442612454,0.10807453416149068,0.3012729844413013,0.4101838755304102,-9.076923076923077,0.6208079268292683,2817000000.0,855000000.0,979000000.0,2409000000.0,922000000.0,1112000000.0,125000000.0,1.4299999999999993,1.4299999999999993,2.4406474820143886,7.832,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2022-09-30,15882000000.0,1622000000.0,2825000000.0,14184000000.0,1698000000.0,9883000000.0,1095000000.0,1455000000.0,1234000000.0,502000000.0,269000000.0,79000000.0,155000000.0,0.45,599000000.0,127000000.0,4000000.0,78000000.0,123000000.0,9883000000.0,,15.1156,4.5878,0.45,580000000.0,0.15842167255594816,0.016937413424002016,0.18487972508591066,0.8481099656357388,0.3450171821305842,0.03160810980984763,0.04334686123823504,0.08453608247422681,0.39862542955326463,5.82037691401649,0.5741592920353983,2894000000.0,610000000.0,907000000.0,2467000000.0,729000000.0,1047000000.0,141000000.0,1.0099999999999993,1.0099999999999993,9.439350525310411,6.432624113475177,0.7421,30.91,20.12,5.1087,14749.03,5.23572
