report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_ps_ttm
2012-09-28,13463000000.0,5206000000.0,5008000000.0,8360000000.0,5088000000.0,2093000000.0,4002000000.0,3367000000.0,2799000000.0,574000000.0,365000000.0,64000000.0,145000000.0,0.51,,518000000.0,168000000.0,,350000000.0,2093000000.0,,10.9908,1.8657,0.51,574000000.0,0.0717374213836478,0.027111342197132883,0.1084051084051084,0.8313038313038313,0.1704781704781705,0.042635371016861025,0.0799331569419301,0.10395010395010396,0.1704781704781705,0.41136006289308175,1.0395367412140575,6778000000.0,1145000000.0,1033000000.0,5627000000.0,911000000.0,1365000000.0,116000000.0,1.5799999999999998,1.5799999999999998,1.5333333333333334,8.905172413793103,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2012-12-28,13962000000.0,5816000000.0,5482000000.0,8806000000.0,5156000000.0,2094000000.0,4200000000.0,5158000000.0,4291000000.0,872000000.0,577000000.0,102000000.0,217000000.0,0.81,,981000000.0,245000000.0,,736000000.0,2094000000.0,,11.2111,1.8426,0.81,872000000.0,0.11190845616757177,0.04132645752757485,0.11186506397828616,0.8319115936409461,0.1690577743311361,0.06245523563959318,0.12027586206896551,0.1426909654905002,0.1690577743311361,0.4061287820015516,1.060926669098869,6887000000.0,1109000000.0,1018000000.0,5664000000.0,632000000.0,863000000.0,131000000.0,1.5699999999999998,1.5699999999999998,2.4264194669756662,7.770992366412214,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2013-03-29,14379000000.0,6315000000.0,5562000000.0,8958000000.0,5421000000.0,2094000000.0,4685000000.0,-3287000000.0,-2743000000.0,-592000000.0,-349000000.0,-56000000.0,,-0.48,,-246000000.0,-156000000.0,,-402000000.0,2094000000.0,1.1525,22.3279,2.441,-0.48,-592000000.0,-0.06437926581811473,-0.024271507058905347,0.10617584423486462,0.83449954365683,0.18010343778521448,-0.041171152374991304,-0.07877578176979375,0.122299969577122,0.18010343778521448,0.38627559490868846,1.1353829557713053,6906000000.0,765000000.0,1123000000.0,5731000000.0,945000000.0,1285000000.0,139000000.0,1.08,1.08,1.6295719844357976,8.079136690647482,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2013-06-28,13151000000.0,5179000000.0,4205000000.0,7654000000.0,5497000000.0,2094000000.0,3749000000.0,1709000000.0,1409000000.0,224000000.0,157000000.0,25000000.0,63000000.0,0.0,,312000000.0,61000000.0,,251000000.0,2094000000.0,,20.8249,2.2543,0.0,224000000.0,0.028561033290885936,0.011938255645958483,0.09186658864833236,0.8244587478057344,0.13107080163838503,0.017032925252832485,0.029508628639177973,0.14686951433586892,0.13107080163838503,0.3809350554848099,1.231629013079667,6947000000.0,750000000.0,1078000000.0,5756000000.0,935000000.0,1078000000.0,135000000.0,0.84,0.84,1.9424860853432282,7.985185185185185,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2013-09-27,12914000000.0,4970000000.0,3907000000.0,7257000000.0,5657000000.0,2094000000.0,3727000000.0,3346000000.0,2762000000.0,472000000.0,398000000.0,45000000.0,73000000.0,0.0,,503000000.0,118000000.0,,385000000.0,2094000000.0,,21.5126,2.5121,0.0,472000000.0,0.07035531200282835,0.030819265912962676,0.11894799760908548,0.8254632396891811,0.14106395696353854,0.03654948118321202,0.060895368339569086,0.11506276150627615,0.14106395696353854,0.37016086264804665,1.272075761453801,6926000000.0,783000000.0,976000000.0,5719000000.0,970000000.0,976000000.0,116000000.0,0.32999999999999996,0.32999999999999996,2.1454918032786887,8.413793103448276,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2013-12-27,13258000000.0,5316000000.0,4149000000.0,7500000000.0,5758000000.0,2094000000.0,3813000000.0,5051000000.0,4184000000.0,877000000.0,681000000.0,65000000.0,177000000.0,0.96,,832000000.0,183000000.0,,649000000.0,2094000000.0,,18.4197,2.3597,0.96,877000000.0,0.11827023271969433,0.05136521345602655,0.13482478717085725,0.8283508216194813,0.17362898435953278,0.06614874038316489,0.11169128884360673,0.1284894080380123,0.17362898435953278,0.3636679402570337,1.2812725958062183,6819000000.0,887000000.0,981000000.0,5612000000.0,883000000.0,981000000.0,79000000.0,0.47999999999999987,0.47999999999999987,2.1345565749235473,12.417721518987342,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2014-03-28,13539000000.0,5652000000.0,4306000000.0,7742000000.0,5797000000.0,2095000000.0,3707000000.0,-3430000000.0,-2828000000.0,-390000000.0,-338000000.0,-51000000.0,,0.040000000000000036,,-366000000.0,-102000000.0,,-468000000.0,2095000000.0,1.3126,15.2404,2.05,0.040000000000000036,-390000000.0,-0.05830602035535622,-0.02496491616810695,0.09854227405247813,0.8244897959183674,0.11370262390670553,-0.028805672501661866,-0.049417131272174356,0.13644314868804663,0.11370262390670553,0.36139382439192685,1.3125870877844867,6676000000.0,898000000.0,1183000000.0,5527000000.0,817000000.0,1183000000.0,84000000.0,0.9999999999999999,0.9999999999999999,1.7709213863060016,14.083333333333334,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2014-07-04,13164000000.0,5288000000.0,3979000000.0,7326000000.0,5838000000.0,2095000000.0,3067000000.0,1735000000.0,1426000000.0,322000000.0,,21000000.0,69000000.0,0.0,,293000000.0,92000000.0,,201000000.0,2095000000.0,,16.2072,2.3626,0.0,322000000.0,,,,0.8219020172910663,0.18559077809798272,0.024460650258280158,0.04058994075381318,0.11585014409221903,0.18559077809798272,0.35885577252483725,1.3289771299321438,6702000000.0,,1281000000.0,5544000000.0,767000000.0,1281000000.0,80000000.0,0.9999999999999999,0.9999999999999999,1.63544106167057,16.0125,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2014-10-03,12883000000.0,5038000000.0,4045000000.0,6986000000.0,5897000000.0,1745000000.0,2972000000.0,3352000000.0,2765000000.0,670000000.0,480000000.0,40000000.0,158000000.0,0.0,,,199000000.0,,,1745000000.0,,16.4759,2.9807,0.0,670000000.0,0.0813973206715279,0.03725840254599084,0.1431980906921241,0.8248806682577565,0.19988066825775655,0.05200652022044555,0.08767338393090814,,0.19988066825775655,0.2959131761912837,1.24548825710754,6708000000.0,,1479000000.0,5547000000.0,,1479000000.0,75000000.0,0.9999999999999999,0.9999999999999999,1.1798512508451657,19.72,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2015-01-02,13102000000.0,5255000000.0,4233000000.0,7192000000.0,5910000000.0,1745000000.0,2764000000.0,4990000000.0,4124000000.0,997000000.0,702000000.0,60000000.0,248000000.0,1.0,,,300000000.0,,,1745000000.0,,19.2175,3.7721,1.0,997000000.0,0.11878172588832488,0.053579606166997404,0.1406813627254509,0.8264529058116232,0.1997995991983968,0.07609525263318577,0.1302416721097322,,0.1997995991983968,0.2952622673434856,1.2414363335695724,6647000000.0,,1599000000.0,5487000000.0,,1599000000.0,70000000.0,1.04,1.04,1.091307066916823,22.84285714285714,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2015-04-03,13233000000.0,5422000000.0,4453000000.0,7298000000.0,5935000000.0,1746000000.0,2874000000.0,-3569000000.0,-2960000000.0,-840000000.0,-304000000.0,-42000000.0,-260000000.0,0.0,696000000.0,,-210000000.0,,,1746000000.0,1.2176,18.5206,4.1105,0.0,-840000000.0,-0.051221566975568664,-0.022972870853170103,0.08517792098627067,0.8293639674978985,0.23536004483048473,-0.06347766946270687,-0.10936076031766698,,0.23536004483048473,0.29418702611625946,1.217606108241635,6508000000.0,,1149000000.0,5355000000.0,,1149000000.0,79000000.0,1.0,1.0,1.5195822454308094,14.544303797468354,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2015-07-03,12784000000.0,5022000000.0,4064000000.0,6888000000.0,5896000000.0,1741000000.0,2981000000.0,1499000000.0,1245000000.0,201000000.0,117000000.0,20000000.0,56000000.0,0.0,691000000.0,,78000000.0,,,1741000000.0,,20.4393,4.1703,0.0,201000000.0,0.019843962008141112,0.00915206508135169,0.0780520346897932,0.8305537024683122,0.13408939292861907,0.015722778473091364,0.026319235301820086,,0.13408939292861907,0.29528493894165536,1.2357283464566928,6272000000.0,995000000.0,1028000000.0,5174000000.0,,1028000000.0,78000000.0,1.0,1.0,1.693579766536965,13.179487179487179,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2015-10-02,12460000000.0,4664000000.0,3729000000.0,6568000000.0,5892000000.0,1740000000.0,3097000000.0,2997000000.0,2479000000.0,404000000.0,273000000.0,39000000.0,89000000.0,0.0,689000000.0,,149000000.0,,,1740000000.0,,19.8902,3.1227,0.0,404000000.0,0.04633401221995927,0.021910112359550562,0.09109109109109109,0.8271604938271605,0.13480146813480146,0.03242375601926164,0.05293501048218029,,0.13480146813480146,0.2953156822810591,1.2507374631268438,5917000000.0,788000000.0,762000000.0,4888000000.0,,762000000.0,77000000.0,1.0,1.0,2.283464566929134,9.896103896103897,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2016-01-01,11936000000.0,7173000000.0,3827000000.0,6542000000.0,5394000000.0,1740000000.0,2213000000.0,2727000000.0,2259000000.0,329000000.0,443000000.0,56000000.0,84000000.0,0.0,683000000.0,546000000.0,225000000.0,,321000000.0,1740000000.0,,22.7431,3.3416,0.0,329000000.0,0.082128290693363,0.037114611260053616,0.16244957829116244,0.8283828382838284,0.12064539787312065,0.027563672922252012,0.046117185309784134,0.11771177117711772,0.12064539787312065,0.3225806451612903,1.8743140841390122,3654000000.0,529000000.0,94000000.0,3023000000.0,,94000000.0,73000000.0,0.0,0.0,18.51063829787234,1.2876712328767124,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2016-04-01,11767000000.0,6959000000.0,4033000000.0,8091000000.0,3676000000.0,2207000000.0,5983000000.0,-3623000000.0,-2998000000.0,-477000000.0,1655000000.0,-40000000.0,984000000.0,3.0,-1393000000.0,250000000.0,-180000000.0,,70000000.0,2207000000.0,1.7255,4.8261,2.8678,3.0,-477000000.0,0.4502176278563656,0.140647573723124,-0.45680375379519733,0.8274910295335357,0.1316588462600055,-0.040537095266423046,-0.08108108108108109,-0.019321004692243997,0.1316588462600055,0.6003808487486398,1.725514505331019,3600000000.0,2488000000.0,457000000.0,2985000000.0,,457000000.0,75000000.0,3.0,3.0,4.829321663019694,6.093333333333334,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2016-07-01,11530000000.0,6799000000.0,3322000000.0,7764000000.0,3766000000.0,2605000000.0,6108000000.0,884000000.0,735000000.0,106000000.0,135000000.0,27000000.0,31000000.0,0.0,620000000.0,-772000000.0,22000000.0,72000000.0,-794000000.0,2605000000.0,,5.0258,3.5259,0.0,178000000.0,0.035847052575677114,0.011708586296617519,0.15271493212669685,0.831447963800905,0.11990950226244344,0.009193408499566348,0.016637890441061058,-0.8981900452488688,0.20135746606334842,0.6917153478491769,2.046658639373871,2985000000.0,2506000000.0,362000000.0,2475000000.0,,434000000.0,82000000.0,3.0,3.0,6.002304147465438,4.414634146341464,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2016-09-30,16864000000.0,6469000000.0,3509000000.0,13002000000.0,3862000000.0,6576000000.0,5610000000.0,1863000000.0,1504000000.0,94000000.0,-9000000.0,79000000.0,50000000.0,0.0,617000000.0,-717000000.0,39000000.0,205000000.0,-756000000.0,6576000000.0,,,4.2861,0.0,299000000.0,-0.002330398757120663,-0.0005336812144212524,-0.004830917874396135,0.8073000536768653,0.05045625335480408,0.005574003795066414,0.009005556620042154,-0.4057971014492754,0.16049382716049382,1.7027446918694977,1.8435451695639784,1851000000.0,2224000000.0,52000000.0,1500000000.0,-1159000000.0,329000000.0,122000000.0,3.0,3.0,19.987841945288753,0.4262295081967213,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2016-12-30,16760000000.0,6511000000.0,3605000000.0,12811000000.0,3949000000.0,6358000000.0,5575000000.0,2904000000.0,2310000000.0,78000000.0,37000000.0,134000000.0,45000000.0,0.0,618000000.0,-573000000.0,57000000.0,356000000.0,-630000000.0,6358000000.0,,6.216,3.9432,0.0,434000000.0,0.009369460622942517,0.00220763723150358,0.012741046831955923,0.7954545454545454,0.026859504132231406,0.004653937947494033,0.00756767245561269,-0.21694214876033058,0.1494490358126722,1.6100278551532032,1.8061026352288487,2028000000.0,1818000000.0,-199000000.0,1551000000.0,-2110000000.0,434000000.0,200000000.0,3.0,3.0,14.649769585253456,-0.995,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2017-03-31,18174000000.0,5324000000.0,4622000000.0,14687000000.0,3487000000.0,6876000000.0,4247000000.0,-1632000000.0,-1383000000.0,-378000000.0,-269000000.0,-32000000.0,-152000000.0,0.0,-1237000000.0,1842000000.0,-48000000.0,-103000000.0,1794000000.0,6876000000.0,1.1519,,4.724,0.0,-481000000.0,-0.07714367651276169,-0.014801364586772312,0.16482843137254902,0.8474264705882353,0.23161764705882354,-0.02079894354572466,-0.03647592396024317,-1.099264705882353,0.29473039215686275,1.971895612274161,1.1518823020337516,4019000000.0,-106000000.0,-100000000.0,3166000000.0,-386000000.0,430000000.0,208000000.0,0.0,0.0,15.990697674418605,-0.4807692307692308,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2017-06-30,15868000000.0,3173000000.0,3121000000.0,12479000000.0,3389000000.0,6202000000.0,2306000000.0,1175000000.0,918000000.0,-44000000.0,-133000000.0,84000000.0,-24000000.0,0.0,609000000.0,213000000.0,47000000.0,191000000.0,166000000.0,6202000000.0,,,4.0048,0.0,147000000.0,-0.03924461493065801,-0.008381648600957903,-0.11319148936170213,0.7812765957446809,-0.0374468085106383,-0.0027728762288883285,-0.00458763424043374,0.14127659574468085,0.1251063829787234,1.8300383593980525,1.0166613264979174,4310000000.0,-374000000.0,-250000000.0,3349000000.0,574000000.0,399000000.0,265000000.0,0.0,0.0,15.543859649122806,-0.9433962264150944,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2017-09-29,15996000000.0,3687000000.0,3287000000.0,12461000000.0,3535000000.0,6079000000.0,1826000000.0,2415000000.0,1896000000.0,-53000000.0,-145000000.0,141000000.0,-77000000.0,,,390000000.0,72000000.0,361000000.0,318000000.0,6079000000.0,,,4.4111,,308000000.0,-0.04101838755304102,-0.009064766191547887,-0.060041407867494824,0.7850931677018633,-0.02194616977225673,-0.0033133283320830207,-0.005512793842313293,0.13167701863354037,0.12753623188405797,1.7196605374823197,1.1216915120170368,4862000000.0,-510000000.0,-397000000.0,3741000000.0,1648000000.0,408000000.0,327000000.0,,,14.89950980392157,-1.2140672782874617,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2017-12-29,15980000000.0,3567000000.0,3101000000.0,11022000000.0,4958000000.0,5587000000.0,2142000000.0,3624000000.0,2856000000.0,43000000.0,1197000000.0,199000000.0,-683000000.0,1.0,665000000.0,684000000.0,105000000.0,526000000.0,579000000.0,5587000000.0,,12.5336,3.671,1.0,569000000.0,0.24142799515933844,0.07490613266583229,0.3302980132450331,0.7880794701986755,0.011865342163355408,0.002690863579474343,0.004077761972498814,0.1597682119205298,0.15700883002207505,1.126865671641791,1.1502741051273782,5582000000.0,650000000.0,-432000000.0,4287000000.0,2857000000.0,543000000.0,392000000.0,,,10.289134438305709,-1.1020408163265305,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2018-03-30,15759000000.0,3493000000.0,3170000000.0,10736000000.0,5023000000.0,5026000000.0,1774000000.0,,-1868000000.0,103000000.0,219000000.0,-168000000.0,94000000.0,0.0,-606000000.0,-337000000.0,-82000000.0,-438000000.0,-419000000.0,5026000000.0,1.1019,,,0.0,-335000000.0,0.04359944256420466,0.013896820864268038,,,,0.006535947712418301,0.010249776097124092,,,1.000597252637866,1.1018927444794953,,1138000000.0,49000000.0,3802000000.0,644000000.0,689000000.0,256000000.0,,,7.294629898403484,0.19140625,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2018-06-29,16248000000.0,3328000000.0,2875000000.0,10330000000.0,5918000000.0,5032000000.0,2001000000.0,1156000000.0,907000000.0,2000000.0,-60000000.0,52000000.0,-4000000.0,,,331000000.0,44000000.0,152000000.0,287000000.0,5032000000.0,,,3.0299,,154000000.0,-0.01013856032443393,-0.003692762186115214,-0.05190311418685121,0.7846020761245674,0.0017301038062283738,0.00012309207287050715,0.00018264840182648402,0.24826989619377163,0.13321799307958476,0.8502872592091923,1.1575652173913042,,1211000000.0,95000000.0,3791000000.0,765000000.0,696000000.0,224000000.0,,,7.2298850574712645,0.42410714285714285,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2018-09-28,16234000000.0,3418000000.0,3411000000.0,10284000000.0,5950000000.0,4442000000.0,2147000000.0,2331000000.0,1826000000.0,104000000.0,-68000000.0,104000000.0,32000000.0,,,571000000.0,95000000.0,305000000.0,476000000.0,4442000000.0,,,3.601,,409000000.0,-0.011428571428571429,-0.004188739682148577,-0.02917202917202917,0.7833547833547834,0.04461604461604462,0.006406307749168412,0.010007698229407237,0.2042042042042042,0.17546117546117546,0.7465546218487394,1.0020521841102317,,1288000000.0,252000000.0,3721000000.0,923000000.0,797000000.0,187000000.0,,,5.573400250941029,1.3475935828877006,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2018-12-28,16456000000.0,3724000000.0,3643000000.0,10550000000.0,5906000000.0,4447000000.0,2309000000.0,3542000000.0,2771000000.0,273000000.0,-3000000.0,157000000.0,70000000.0,0.0,631000000.0,948000000.0,153000000.0,457000000.0,795000000.0,4447000000.0,,8.4277,3.8903,0.0,730000000.0,-0.0005079580088046055,-0.00018230432668935343,-0.0008469791078486731,0.782326369282891,0.07707509881422925,0.01658969372873116,0.02636916835699797,0.22444946357989837,0.20609824957651043,0.7529630883846935,1.0222344221795223,,88000000.0,482000000.0,3636000000.0,1139000000.0,958000000.0,145000000.0,,,4.6419624217118995,3.3241379310344827,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2019-03-29,15938000000.0,3186000000.0,3766000000.0,10200000000.0,5738000000.0,3961000000.0,1791000000.0,,-1823000000.0,1000000.0,162000000.0,-105000000.0,-6000000.0,0.05,30000000.0,-355000000.0,-85000000.0,-299000000.0,-440000000.0,3961000000.0,0.846,148.4404,5.9836,0.05,-298000000.0,0.028232833739979087,0.010164386999623541,,,,6.274312962730582e-05,0.00010310341272296113,,,0.6903102126176368,0.8459904407859798,,31000000.0,380000000.0,3681000000.0,1118000000.0,995000000.0,208000000.0,,,3.9809045226130655,1.8269230769230769,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2019-07-05,15369000000.0,2561000000.0,3608000000.0,10119000000.0,5250000000.0,3964000000.0,1532000000.0,1247000000.0,975000000.0,157000000.0,26000000.0,49000000.0,82000000.0,0.04,642000000.0,,49000000.0,158000000.0,,3964000000.0,,123.5056,6.1901,0.04,315000000.0,0.004952380952380952,0.0016917170928492419,0.020850040096230954,0.7818765036086608,0.12590216519647154,0.010215368599128116,0.01703928803993922,,0.2526062550120289,0.7550476190476191,0.7098115299334812,,117000000.0,535000000.0,3749000000.0,,1156000000.0,205000000.0,,,3.4290657439446366,2.6097560975609757,0.7421,30.91,20.12,5.1087,14749.03,5.23572
2019-10-04,16229000000.0,9760000000.0,5056000000.0,10117000000.0,6112000000.0,3219000000.0,1697000000.0,1258000000.0,1058000000.0,237000000.0,811000000.0,95000000.0,70000000.0,1.26,643000000.0,506000000.0,76000000.0,251000000.0,430000000.0,3219000000.0,,15.9466,5.8279,1.26,488000000.0,0.13268979057591623,0.04997227185901781,0.6446740858505564,0.8410174880763116,0.18839427662957076,0.014603487583954649,0.02539920694459329,0.34181240063593005,0.38791732909379967,0.5266688481675392,1.9303797468354431,,996000000.0,668000000.0,2981000000.0,,1235000000.0,196000000.0,1.35,1.35,2.6064777327935222,3.4081632653061225,0.7421,30.91,20.12,5.1087,14749.03,5.23572
