report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage
2011-09-30,3036381000.0,2061814000.0,999149000.0,1619166000.0,1417215000.0,,231000.0,398418000.0,1050603000.0,287642000.0,74178000.0,48367000.0,5276000.0,14867000.0,0.67,71882000.0,-102181000.0,23482000.0,31483000.0,-125663000.0,231000.0,0.67,105661000.0,0.034128202142935264,0.015929160405100676,0.04603737091936726,0.2737875296377414,0.07060516674709667,0.0244297405365137,0.05233215233596201,-0.11961035709968466,0.10057176688054384,0.00016299573459214022,2.0635700981535288,,,,,,,,,,,
2011-12-31,3087001000.0,2118521000.0,1375174000.0,1617836000.0,1469165000.0,,219000.0,544803000.0,2177632000.0,593181000.0,169556000.0,107622000.0,9335000.0,37603000.0,1.49,72085000.0,20813000.0,52945000.0,60192000.0,-32132000.0,219000.0,1.49,229748000.0,0.07325385508094734,0.03486296246745628,0.04942157352573805,0.2723972645515863,0.07786255896313059,0.05492580015361187,0.11539257266990793,-0.014755477509514923,0.10550359289356512,0.00014906426439508156,1.5405475961587407,,,,,,,,,,,
2012-03-31,3281984000.0,2195214000.0,1378128000.0,1626267000.0,1655717000.0,,246000.0,640558000.0,3273307000.0,885811000.0,229431000.0,280278000.0,14729000.0,-81522000.0,3.88,72263000.0,32929000.0,77765000.0,90197000.0,-44836000.0,246000.0,3.88,319628000.0,0.16927892870581143,0.08539895380355297,0.08562533242375371,0.2706165355098071,0.07009150073610572,0.06990619088941323,0.13854838544097905,-0.013697462535594736,0.09764681406296445,0.00014857611536270993,1.5928955800912543,,,,,,,,,,,
2012-06-30,3169464000.0,2116245000.0,1381900000.0,1639853000.0,1529611000.0,,227000.0,617356000.0,-2137464000.0,-582488000.0,-172919000.0,-106726000.0,-9214000.0,-39336000.0,-1.4699999999999998,-144147000.0,316946000.0,-41656000.0,-59647000.0,275290000.0,227000.0,-1.4699999999999998,-232566000.0,-0.06977329530187741,-0.03367320152555763,0.04993113334306449,0.2725135955506151,0.08089914028961423,-0.05455780535762514,-0.11303092222836666,-0.12879281241695767,0.10880463951673572,0.00014840374448144006,1.5314024169621536,4364078000.0,329541000.0,300246000.0,1184146000.0,72659000.0,422471000.0,20126000.0,4.57,4.57,0.0005373149873009035,14.918314617907185
2012-09-30,3187551000.0,2146368000.0,1352587000.0,1613101000.0,1574450000.0,,212000.0,633935000.0,998193000.0,278247000.0,79091000.0,,5995000.0,17211000.0,,69471000.0,-102400000.0,18960000.0,28543000.0,-121360000.0,212000.0,,107634000.0,,,,0.27875070251945266,0.07923417615631446,0.02481246574564611,0.050227286871722315,-0.12157969450797591,0.10782884672603395,0.00013465019530629744,1.586861325740969,4311668000.0,,305159000.0,1174751000.0,76962000.0,424444000.0,20845000.0,,,0.0004994769628031024,14.639433917006476
2012-12-31,3104815000.0,2061025000.0,967247000.0,1485518000.0,1619297000.0,270047000.0,197000.0,526251000.0,2053835000.0,550040000.0,147473000.0,,9682000.0,31999000.0,,69582000.0,-52813000.0,42608000.0,58843000.0,-95421000.0,270244000.0,,206316000.0,,,,0.26781119223306643,0.07180372327864702,0.04749816011582011,0.07804699659864485,-0.04645991523174939,0.1004540286829273,0.16688970584148555,2.1308156034601295,4187871000.0,,283076000.0,1131610000.0,13673000.0,401012000.0,21192000.0,,,0.6739050202986444,13.357682144205361
2013-03-31,3219041000.0,2071588000.0,1058523000.0,1579092000.0,1639949000.0,262566000.0,885000.0,422240000.0,3115607000.0,819235000.0,185735000.0,,11296000.0,34206000.0,,69676000.0,-37257000.0,66171000.0,91994000.0,-103428000.0,263451000.0,,277729000.0,,,,0.26294555122003516,0.05961438653848191,0.057698861244699896,0.09758064516129032,-0.03319674143754331,0.0891412171047247,0.16064584935263232,1.9570552552944056,4030171000.0,,239380000.0,1065034000.0,-44919000.0,359113000.0,17759000.0,,,0.7336158813521092,13.479362576721662
2013-12-31,3485936000.0,2308087000.0,1272417000.0,1805007000.0,1680929000.0,240038000.0,21632000.0,518556000.0,2499829000.0,701099000.0,171238000.0,,3825000.0,42146000.0,,69947000.0,233914000.0,60829000.0,64239000.0,173085000.0,261670000.0,,235477000.0,,,,0.2804587833807832,0.06849988539216083,0.0491225312226042,0.08814891802168126,0.06923873592953758,0.09419724309142745,0.15566987064890903,1.8139391410205932,8667464000.0,,583537000.0,2348621000.0,-147124000.0,827156000.0,30798000.0,,,0.31634903210518933,18.94723683356062
