report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol
2011-09-30,53062000000.0,7604000000.0,7863000000.0,53062000000.0,18624000000.0,12808000000.0,,3487000000.0,10128000000.0,-1729000000.0,-2291000000.0,642000000.0,-762000000.0,-4.6,498000000.0,4592000000.0,4110000000.0,2902000000.0,482000000.0,12808000000.0,-4.6,1173000000.0,-0.12301331615120274,-0.04317590742904527,-0.2262045813586098,-0.17071484992101105,-0.03258452376465267,-0.05500763553066938,0.047590837282780414,0.11581753554502369,0.6877147766323024,0.9670609182245962,,,,,,,,,,,2.4713876,19.8,17.0,0.25729
2011-12-31,51779000000.0,6931000000.0,4899000000.0,51779000000.0,18105000000.0,15060000000.0,,2697000000.0,13967000000.0,-1870000000.0,-2649000000.0,839000000.0,-856000000.0,-5.32,498000000.0,2505000000.0,5650000000.0,3830000000.0,-3145000000.0,15060000000.0,-5.32,1960000000.0,-0.14631317315658657,-0.051159736572741844,-0.18966134459798095,-0.13388701940287823,-0.036115027327681105,-0.05638474295190713,-0.22517362354120427,0.14033077969499536,0.831814415907208,1.414778526229843,,,,,,,,,,,2.4713876,19.8,17.0,0.25729
2012-03-31,54521000000.0,8714000000.0,4897000000.0,54521000000.0,20279000000.0,15347000000.0,,2957000000.0,3447000000.0,2702000000.0,2156000000.0,186000000.0,352000000.0,4.28,501000000.0,1891000000.0,1703000000.0,930000000.0,188000000.0,15347000000.0,4.28,3632000000.0,0.10631687953054884,0.03954439573742228,0.625471424427038,0.7838700319118074,0.04955888556702922,0.07584348509515522,0.054540179866550624,1.0536698578474035,0.756792741259431,1.7794568102920154,,,,,,,,,,,2.4713876,19.8,17.0,0.25729
2012-06-30,53332000000.0,8430000000.0,5883000000.0,53332000000.0,20236000000.0,13093000000.0,,2794000000.0,6669000000.0,2423000000.0,2067000000.0,376000000.0,516000000.0,4.1,501000000.0,3890000000.0,3553000000.0,1957000000.0,337000000.0,13093000000.0,4.1,4380000000.0,0.10214469262700139,0.038757218930473264,0.30994152046783624,0.36332283700704754,0.04543238580964524,0.07269945092862072,0.05053231369020843,0.656770130454341,0.6470152203992884,1.4329423763386027,34211000000.0,-717000000.0,1526000000.0,-2138000000.0,11145000000.0,2043000000.0,-1.54,-1.54,1.1747868999551367,0.7469407733724914,2.4713876,19.8,17.0,0.25729
2012-09-30,52718000000.0,7324000000.0,4824000000.0,52718000000.0,20393000000.0,13102000000.0,,2532000000.0,10001000000.0,3239000000.0,2188000000.0,561000000.0,764000000.0,4.34,501000000.0,6119000000.0,5448000000.0,2936000000.0,671000000.0,13102000000.0,4.34,6175000000.0,0.10729171774628549,0.04150385067718806,0.21877812218778123,0.32386761323867613,0.06144011533062711,0.09670100014927602,0.0670932906709329,0.6174382561743825,0.6424753591918796,1.5182421227197347,34084000000.0,3762000000.0,6494000000.0,-1949000000.0,16147000000.0,1962000000.0,7.3999999999999995,7.3999999999999995,0.8114200780330711,3.309887869520897,2.4713876,19.8,17.0,0.25729
2012-12-31,52589000000.0,6795000000.0,3994000000.0,52589000000.0,20629000000.0,13269000000.0,,2471000000.0,-6706000000.0,-4637000000.0,-4020000000.0,-381000000.0,-512000000.0,-7.979999999999999,-1001000000.0,-3561000000.0,-3462000000.0,-1859000000.0,-7023000000.0,13269000000.0,-7.979999999999999,-6496000000.0,-0.19487129768772116,-0.07644184144973283,0.5994631673128542,0.6914703250820161,-0.08817433303542566,-0.1367927311345802,1.0472711005070086,0.9686847599164927,0.6432207087110379,1.701301952929394,13411000000.0,2391000000.0,3727000000.0,-5827000000.0,7691000000.0,742000000.0,4.74,4.74,1.7252632947601092,5.022911051212938,2.4713876,19.8,17.0,0.25729
2013-03-31,53588000000.0,7310000000.0,4072000000.0,53588000000.0,21090000000.0,13663000000.0,,3735000000.0,3893000000.0,1289000000.0,460000000.0,164000000.0,456000000.0,0.91,503000000.0,2503000000.0,1710000000.0,1022000000.0,793000000.0,13663000000.0,0.91,2311000000.0,0.021811284969179705,0.008584011345823692,0.11816080143847932,0.3311071153352171,0.024053892662536387,0.03709032313757086,0.20369894682763937,0.5936295915746211,0.6478425794215268,1.7951866404715127,13857000000.0,695000000.0,2314000000.0,-5222000000.0,6370000000.0,720000000.0,1.370000000000001,1.370000000000001,2.1448979591836737,3.213888888888889,2.4713876,19.8,17.0,0.25729
2013-12-31,55781000000.0,7108000000.0,5703000000.0,55781000000.0,21857000000.0,13065000000.0,,3698000000.0,14581000000.0,3333000000.0,801000000.0,686000000.0,1165000000.0,1.58,505000000.0,8888000000.0,7721000000.0,3927000000.0,1167000000.0,13065000000.0,1.58,7260000000.0,0.03664729834835522,0.014359728222871588,0.054934503806323295,0.2285851450517797,0.059751528298166046,0.09544126911402555,0.08003566284891298,0.49790823674645085,0.5977490048954568,1.246361564089076,21769000000.0,-571000000.0,3224000000.0,-4392000000.0,9250000000.0,1030000000.0,-1.1499999999999986,-1.1499999999999986,1.4124324324324324,3.130097087378641,2.4713876,19.8,17.0,0.25729
2019-03-31,41993000000.0,4429000000.0,5749000000.0,41993000000.0,8928000000.0,15903000000.0,2021000000.0,2026000000.0,3218000000.0,834000000.0,-15000000.0,253000000.0,166000000.0,-0.03,490000000.0,1129000000.0,1389000000.0,1081000000.0,-260000000.0,17924000000.0,-0.03,1915000000.0,-0.0016801075268817205,-0.0003572023908746696,-0.0046612802983219395,0.2591671845866998,0.01986045293263163,0.031059138984060777,-0.08079552517091361,0.5950901180857675,2.007616487455197,0.7703948512784832,14986000000.0,-2774000000.0,819000000.0,-5323000000.0,4990000000.0,722000000.0,-5.519999999999999,-5.519999999999999,3.591983967935872,1.134349030470914,2.4713876,19.8,17.0,0.25729
