report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2012-12-31,3739497000.0,1069079000.0,274405000.0,1957960000.0,1778950000.0,965280000.0,,337039000.0,-732600000.0,-355133000.0,534491000.0,554180000.0,-40041000.0,21747000.0,13.590000000000002,-81542000.0,-61250000.0,-24620000.0,-85870000.0,965280000.0,3.8983,1.8818,,13.590000000000002,534491000.0,0.3115208409455016,0.14819640181553828,-0.7564564564564564,0.4847570297570298,-0.7295809445809446,0.14293125519287755,0.19476902446223532,0.11721266721266721,-0.7295809445809446,0.5426122150706878,3.895989504564421,1551009000.0,-190057000.0,-97375000.0,748225000.0,79219000.0,-97375000.0,69565000.0,-4.649999999999999,-4.649999999999999,-9.913016688061617,-1.3997699992812478,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2013-03-31,3693727000.0,1057501000.0,261468000.0,1918650000.0,1772248000.0,968035000.0,4700000.0,306554000.0,411877000.0,200520000.0,49404000.0,27038000.0,14193000.0,7667000.0,0.63,43047000.0,6093000.0,15635000.0,-9542000.0,972735000.0,,2.1842,28.6585,0.63,49404000.0,0.015256329813886093,0.007319977897662713,0.06564581173505682,0.4868443734415857,0.11994843120640386,0.013375108663959193,0.017997925670213622,-0.02316711056941757,0.11994843120640386,0.5488706998117645,4.0444758058347485,1575129000.0,120716000.0,222424000.0,762910000.0,57973000.0,222424000.0,65547000.0,2.940000000000002,2.940000000000002,4.373336510448513,3.3933513356827927,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2013-06-30,3724137000.0,1056706000.0,263235000.0,1922610000.0,1799432000.0,970825000.0,4700000.0,281418000.0,831936000.0,410010000.0,113155000.0,69479000.0,28618000.0,13749000.0,1.0,43238000.0,,36897000.0,,975525000.0,,1.9931,26.8041,1.0,113155000.0,0.03861162855834508,0.01865640281224885,0.08351483767982153,0.4928383914147242,0.13601406838987615,0.030384220559018103,0.04077720843962627,,0.13601406838987615,0.5421294052789991,4.014306608163808,1643166000.0,431317000.0,541235000.0,804442000.0,,541235000.0,57714000.0,9.850000000000001,9.850000000000001,1.8024056093933318,9.377880583567245,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2013-09-29,3788363000.0,1110448000.0,267825000.0,1926101000.0,1860039000.0,980688000.0,4700000.0,326437000.0,1245732000.0,614002000.0,179197000.0,116053000.0,42566000.0,18958000.0,2.0,43246000.0,,54640000.0,,985388000.0,,2.0324,23.2884,2.0,179197000.0,0.062392777785842124,0.03063407598479871,0.09316048716738431,0.4928845048533714,0.14384875719657197,0.04730196129568365,0.06297719112105142,,0.14384875719657197,0.5297673865978079,4.146170073742183,1756945000.0,766750000.0,876247000.0,869399000.0,,876247000.0,45336000.0,17.220000000000002,17.220000000000002,1.1245550626706853,19.32784100935239,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2013-12-31,4209007000.0,1200554000.0,635120000.0,2292991000.0,1913527000.0,930000000.0,,431984000.0,-793274000.0,-385587000.0,-108495000.0,-61689000.0,-28472000.0,-16827000.0,-0.17999999999999972,-85838000.0,223778000.0,-43592000.0,180186000.0,930000000.0,1.8904,2.2767,25.6098,-0.17999999999999972,-108495000.0,-0.03223837447812338,-0.014656426088148582,0.07776505973976205,0.4860703867768262,0.13676863227585928,-0.025776863759076667,-0.03815507994121385,-0.22714219802993668,0.13676863227585928,0.48601352371824386,1.8902790023932485,1696271000.0,150881000.0,233261000.0,838945000.0,,233261000.0,56905000.0,3.450000000000001,3.450000000000001,3.9869502402887753,4.099130129162639,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2014-03-30,-13965135000.0,-2884686000.0,-2872784000.0,-6848099000.0,-7117036000.0,0.0,0.0,0.0,-72316000.0,538000.0,335000.0,-104895000.0,0.0,-2096000.0,0.0,45749000.0,,0.0,,0.0,,2.5684,27.8657,0.0,335000.0,0.014738579374897079,0.007511205584478775,1.4505088777034127,-0.00743957077271973,-0.004632446484871951,-2.398831088994127e-05,-4.7070156733786365e-05,,-0.004632446484871951,-0.0,1.0041430194542993,1212078000.0,18948000.0,184192000.0,638963000.0,,184192000.0,42712000.0,2.820000000000001,2.820000000000001,0.0,4.312418055815696,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2014-06-29,-12067521000.0,-3076726000.0,-3053910000.0,-5040354000.0,-7027167000.0,700000000.0,4700000.0,202864000.0,-212142000.0,-10268000.0,-10579000.0,-249796000.0,3232000.0,-4259000.0,1.0,46071000.0,,14751000.0,,704700000.0,,2.4668,26.6854,1.0,-10579000.0,0.03554718423512633,0.02069986039386217,1.1774943198423697,0.048401542363134126,0.04986754155235644,0.0008766506393483799,0.0016732392592954618,,0.04986754155235644,-0.10028223322428512,1.0074710780605847,168000000.0,-300327000.0,60458000.0,218685000.0,,60458000.0,17326000.0,2.820000000000001,2.820000000000001,11.656025670713554,3.489437839085767,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2014-09-28,4057792000.0,1077203000.0,676316000.0,2073876000.0,1981728000.0,700000000.0,365356000.0,286382000.0,1363824000.0,701413000.0,215707000.0,137041000.0,48650000.0,28224000.0,2.0,46256000.0,,48220000.0,,1065356000.0,,2.4307,25.654,2.0,215707000.0,0.06915227518610022,0.033772307698373895,0.1004829068853459,0.514298765823156,0.15816337005361394,0.053158712915792626,0.07079128767044164,,0.15816337005361394,0.5375894169129164,1.5927510217117442,286092000.0,-279339000.0,96968000.0,306096000.0,,96968000.0,23410000.0,2.820000000000001,2.820000000000001,10.986676016830295,4.142161469457497,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2014-12-31,3977255000.0,1053209000.0,634899000.0,2063556000.0,1911309000.0,700000000.0,368401000.0,303236000.0,760466000.0,250745000.0,79399000.0,405329000.0,13576000.0,6781000.0,1.0,-91606000.0,,4600000.0,,1068401000.0,1.5738,2.5846,25.3338,1.0,79399000.0,0.21206879682981664,0.10191174566378067,0.5330008179195388,0.3297254578113946,0.10440834961720839,0.019963266121986144,0.026646552852458795,,0.10440834961720839,0.5589891535068374,1.6588607006783755,1839832000.0,187679000.0,284862000.0,942428000.0,,284862000.0,65458000.0,4.000000000000001,4.000000000000001,3.750591514487717,4.351828653487733,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2015-03-29,3923595000.0,1070771000.0,664425000.0,2062993000.0,1857933000.0,700000000.0,401565000.0,308759000.0,429430000.0,222637000.0,65608000.0,38352000.0,17172000.0,9332000.0,0.0,47295000.0,,14445000.0,,1101565000.0,,2.7413,26.2606,0.0,65608000.0,0.0206422944207353,0.009774709163407539,0.08930908413478332,0.5184477097547913,0.1527792655380388,0.01672139963477372,0.022168624543757082,,0.1527792655380388,0.5928981292651565,1.6115754223576777,2341578000.0,330926000.0,350135000.0,1164527000.0,,350135000.0,82630000.0,4.000000000000001,4.000000000000001,3.1461150699016094,4.237383516882488,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2015-06-28,3984162000.0,1102509000.0,661886000.0,2064155000.0,1917779000.0,696000000.0,415991000.0,325010000.0,881475000.0,455874000.0,142594000.0,82915000.0,33379000.0,14612000.0,1.0,47688000.0,,31321000.0,,1111991000.0,,3.0919,29.7799,1.0,142594000.0,0.043234908714716344,0.020811151755375408,0.09406392694063927,0.5171717859269973,0.16176749198786125,0.03579021134180789,0.047064298610125524,,0.16176749198786125,0.5798327127369733,1.6657082941775472,3435195000.0,663637000.0,503308000.0,1630669000.0,,503308000.0,112777000.0,4.000000000000001,4.000000000000001,2.2093648422039784,4.4628603349973845,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2015-09-27,3907701000.0,1036147000.0,657471000.0,1966640000.0,1938891000.0,646000000.0,416685000.0,276463000.0,1325189000.0,684087000.0,219144000.0,143739000.0,47685000.0,15415000.0,3.0,47969000.0,,45566000.0,,1062685000.0,,2.8853,26.7318,3.0,219144000.0,0.07413464707402324,0.03678352054059408,0.10846679228396855,0.5162184412940343,0.16536810975641966,0.056080032735360254,0.07300964559951173,,0.16536810975641966,0.5480890880405345,1.5759584833399496,3396560000.0,670335000.0,506745000.0,1613343000.0,,506745000.0,111812000.0,5.000000000000001,5.000000000000001,2.097080385598279,4.53211640968769,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2015-12-31,3878516000.0,1006431000.0,666712000.0,1867423000.0,2009272000.0,646000000.0,419942000.0,338366000.0,-826404000.0,-418195000.0,-111455000.0,-20143000.0,-36913000.0,-31521000.0,1.0,-94894000.0,,-29884000.0,,1065942000.0,1.5115,3.022,22.3298,1.0,-111455000.0,-0.01002502398878798,-0.00519348121807413,0.024374276988010708,0.5060418391004884,0.13486744981873272,-0.028736506436998068,-0.03624300617778145,,0.13486744981873272,0.5305115484613333,1.5095438510181307,1809690000.0,244863000.0,315891000.0,944403000.0,,315891000.0,61323000.0,5.000000000000001,5.000000000000001,3.3743981310008833,5.151264615234088,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2016-03-27,3943466000.0,1085009000.0,674675000.0,1869391000.0,2059219000.0,641973000.0,421198000.0,392558000.0,424893000.0,225147000.0,67497000.0,50689000.0,13784000.0,2613000.0,1.0,48782000.0,,7822000.0,,1063171000.0,,3.5834,25.1492,1.0,67497000.0,0.02461564311518105,0.0128539208909117,0.11929827038807417,0.5298910549244162,0.15885646503943346,0.0171161612652423,0.021617094597407755,,0.15885646503943346,0.516298169354498,1.6081950568792382,1805153000.0,257200000.0,317780000.0,946913000.0,,317780000.0,57935000.0,6.000000000000001,6.000000000000001,3.345619611051671,5.485112626219038,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2016-06-26,4000207000.0,1161721000.0,423804000.0,1878639000.0,2119350000.0,907930000.0,173952000.0,476490000.0,898446000.0,481546000.0,165938000.0,109992000.0,25691000.0,10620000.0,2.0,48014000.0,,19535000.0,,1081882000.0,,4.0338,27.1001,2.0,165938000.0,0.051898931276098806,0.027496577052137552,0.12242472001656193,0.5359765639782469,0.18469446132544415,0.04148235328821733,0.051835668267716926,,0.18469446132544415,0.5104782126595419,2.7411751658785666,1822124000.0,284277000.0,341124000.0,972585000.0,,341124000.0,50247000.0,7.000000000000001,7.000000000000001,3.171521206364841,6.788942623440206,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2016-09-25,4001669000.0,1163872000.0,452402000.0,1831747000.0,2169922000.0,849967000.0,181895000.0,499459000.0,1354094000.0,723148000.0,252425000.0,176314000.0,38579000.0,18134000.0,3.0,47824000.0,,35912000.0,,1031862000.0,,4.0058,26.5504,3.0,252425000.0,0.08125361188098006,0.04406011591663379,0.13020809485899798,0.5340456423261605,0.18641615722394458,0.06307992989924954,0.07883885983564164,,0.18641615722394458,0.47552953516301505,2.5726499882847556,1851029000.0,316852000.0,374405000.0,1011646000.0,,374405000.0,41141000.0,7.000000000000001,7.000000000000001,2.7560048610461934,9.100532315694805,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2016-12-31,3891213000.0,1183393000.0,427646000.0,1751872000.0,2137517000.0,850252000.0,183071000.0,543789000.0,-809406000.0,-433641000.0,-166407000.0,-99618000.0,-23113000.0,-23293000.0,-2.0,-96974000.0,,-10134000.0,,1033323000.0,2.7675,3.7464,29.4789,-2.0,-166407000.0,-0.04660454162469819,-0.025600757398785416,0.12307544050822455,0.5357521441649803,0.20559150784649483,-0.04276481395390075,-0.052480415284277986,,0.20559150784649483,0.48342212015155905,2.767225696019605,1868027000.0,237377000.0,319453000.0,996200000.0,,319453000.0,54941000.0,4.000000000000001,4.000000000000001,3.2346636281393506,5.814473708159662,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2017-04-02,5232436000.0,1395127000.0,392358000.0,3013532000.0,2218904000.0,1957797000.0,131095000.0,689129000.0,487881000.0,255560000.0,60819000.0,40170000.0,17726000.0,-2669000.0,0.0,46615000.0,,12894000.0,,2088892000.0,,4.5108,38.3884,0.0,60819000.0,0.01810353219427249,0.007677112534200132,0.08233565152158005,0.5238162584728653,0.12465949688551102,0.01162345798400592,0.014118356579559477,,0.12465949688551102,0.9414071090953011,3.55575010577075,1931015000.0,226858000.0,312775000.0,1026613000.0,,312775000.0,58883000.0,3.000000000000001,3.000000000000001,6.678577252018224,5.311804765382199,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2017-07-02,5290024000.0,1407618000.0,376051000.0,2931495000.0,2358529000.0,1887716000.0,112039000.0,676214000.0,1016494000.0,545844000.0,171021000.0,118173000.0,37620000.0,9426000.0,2.0,46716000.0,,36833000.0,,1999755000.0,,4.6868,37.8989,2.0,171021000.0,0.05010453549648955,0.02233884005063115,0.11625548207859564,0.5369869374536397,0.16824595127959438,0.03232896485913864,0.03924044417481743,,0.16824595127959438,0.8478823029099918,3.7431571781487087,2049063000.0,235039000.0,317858000.0,1090911000.0,,317858000.0,70812000.0,3.000000000000001,3.000000000000001,6.291347079513494,4.488758967406654,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2017-10-01,5680733000.0,1766751000.0,374645000.0,3208256000.0,2472477000.0,2172805000.0,77250000.0,1017573000.0,1551197000.0,841071000.0,281375000.0,195188000.0,58884000.0,19404000.0,4.0,46673000.0,,53977000.0,,2250055000.0,,5.3371,43.0027,4.0,281375000.0,0.07894431373881335,0.034359650418352705,0.12583056826437905,0.5422077273228352,0.181392176493379,0.04953146011262983,0.059581385578753095,,0.181392176493379,0.9100408214110789,4.7158002909420915,2246166000.0,253913000.0,346808000.0,1208834000.0,,346808000.0,91117000.0,4.000000000000001,4.000000000000001,6.487898203040299,3.8061832588869255,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2017-12-31,6181492000.0,1128807000.0,483876000.0,3750961000.0,2430531000.0,2162927000.0,86625000.0,333558000.0,-909269000.0,-470673000.0,-140936000.0,-201001000.0,-31684000.0,103487000.0,-3.0,-93340000.0,,-32801000.0,,2249552000.0,2.3327,5.3466,75.2485,-3.0,-140936000.0,-0.08269838977573213,-0.03251658337501691,0.221057794778003,0.5176388945405596,0.15499923564973622,-0.022799673606307344,-0.03011399584152674,,0.15499923564973622,0.9255393163057785,2.3328435384272,2146303000.0,152530000.0,372279000.0,1171802000.0,,372279000.0,82546000.0,3.000000000000001,3.000000000000001,6.04265080759323,4.509958083977419,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2018-04-01,6300600000.0,1205159000.0,551774000.0,3740100000.0,2560500000.0,2154217000.0,77500000.0,378872000.0,587230000.0,331270000.0,86843000.0,,25943000.0,6242000.0,1.0,46695000.0,,15747000.0,,2231717000.0,,5.059,67.4214,1.0,86843000.0,,,,0.56412308635458,0.147885836895254,0.01378329048027172,0.018121675207946553,,0.147885836895254,0.8715942198789299,2.1841532946459963,2245652000.0,,398303000.0,1247512000.0,,398303000.0,90763000.0,4.000000000000001,4.000000000000001,5.603063496885537,4.388385134911803,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2018-07-01,6175321000.0,1185279000.0,536445000.0,3741340000.0,2433981000.0,2145468000.0,86875000.0,346304000.0,1197096000.0,676048000.0,120333000.0,,52592000.0,15818000.0,1.0,46771000.0,,38004000.0,,2232343000.0,,5.2377,138.4943,1.0,120333000.0,,,,0.5647400041433602,0.10052076023978027,0.019486112543785173,0.025787536399101304,,0.10052076023978027,0.9171571183176861,2.209507032407796,2426254000.0,,347615000.0,1377716000.0,,347615000.0,105735000.0,3.000000000000001,3.000000000000001,6.421883405491708,3.2876058069702556,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2018-09-30,6200720000.0,1240810000.0,549293000.0,3693655000.0,2507065000.0,2075834000.0,77250000.0,356276000.0,1806768000.0,1018621000.0,202438000.0,,79763000.0,14532000.0,2.0,46785000.0,,55751000.0,,2153084000.0,,5.0622,180.1304,2.0,202438000.0,,,,0.5637807399732561,0.11204426910372554,0.03264749900011612,0.04344024193217856,,0.11204426910372554,0.8588066125130381,2.258921923272279,2681825000.0,,268678000.0,1555266000.0,,268678000.0,126614000.0,1.0000000000000009,1.0000000000000009,8.013622254148087,2.1220244206801775,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2018-12-31,6277991000.0,1236169000.0,582456000.0,3738013000.0,2539978000.0,2072200000.0,86625000.0,357161000.0,-1142711000.0,-641497000.0,-87910000.0,200802000.0,-55278000.0,-13396000.0,0.0,-93450000.0,,-28707000.0,,2158825000.0,2.1222,4.8544,59.1907,0.0,-87910000.0,0.07905659025393133,0.03198507293177069,-0.17572422073472646,0.5613816616799874,0.07693108756282209,-0.014002887229370032,-0.01870902014832288,,0.07693108756282209,0.8499384640339405,2.122338854780447,2448383000.0,,321704000.0,1384442000.0,,321704000.0,103020000.0,4.000000000000001,4.000000000000001,6.710594210827344,3.12273344981557,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2019-03-31,6268069000.0,1182614000.0,520916000.0,3698191000.0,2569878000.0,2072939000.0,86625000.0,271212000.0,613584000.0,344742000.0,75243000.0,,22692000.0,10972000.0,0.87,46942000.0,60166000.0,23494000.0,36672000.0,2159564000.0,,5.6269,75.0701,0.87,75243000.0,,,,0.5618497222874129,0.1226286865368067,0.012004175448611048,0.015909487842328967,0.0597668778846906,0.1226286865368067,0.8403371677566017,2.270258544563807,2474737000.0,,310104000.0,1397914000.0,,310104000.0,99769000.0,3.870000000000001,3.870000000000001,6.9639991744705005,3.108219988172679,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2019-06-30,6314410000.0,1245141000.0,493892000.0,3649566000.0,2664844000.0,2081372000.0,50000000.0,303896000.0,1266091000.0,717666000.0,182701000.0,,43450000.0,14816000.0,2.0,46989000.0,,56107000.0,,2131372000.0,,6.1579,57.1179,2.0,182701000.0,,,,0.5668360331129437,0.144303213592072,0.028933977996360705,0.03809273810854223,,0.144303213592072,0.7998111709353343,2.521079507260697,2543732000.0,,372472000.0,1439532000.0,,372472000.0,90627000.0,4.870000000000001,4.870000000000001,5.722234154513628,4.109945159830955,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2019-09-29,6257182000.0,1237610000.0,530363000.0,3404206000.0,2852976000.0,1949068000.0,50000000.0,257544000.0,1914410000.0,1093346000.0,300322000.0,,62995000.0,-115567000.0,7.0,47051000.0,,83797000.0,,1999068000.0,,6.1454,35.3934,7.0,300322000.0,,,,0.5711138157447987,0.15687444173400683,0.04799636641542471,0.061895976211262714,,0.15687444173400683,0.7006956946010061,2.3335149699356856,2651374000.0,,470356000.0,1514257000.0,,470356000.0,73859000.0,9.870000000000001,9.870000000000001,4.25011693270629,6.368296348447718,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2019-12-31,6309820000.0,1306332000.0,563055000.0,3330500000.0,2979320000.0,1858943000.0,50000000.0,301083000.0,-1198723000.0,-664142000.0,-131012000.0,,-48867000.0,-32299000.0,-0.870000000000001,-93892000.0,,-60703000.0,,1908943000.0,2.3198,6.7148,37.7629,-0.870000000000001,-131012000.0,,,,0.5540412589063528,0.10929297260501383,-0.02076319134301771,-0.026801340271585223,,0.10929297260501383,0.64073110642697,2.320078855529211,2595362000.0,,427254000.0,1491612000.0,,427254000.0,80270000.0,9.0,9.0,4.467934764800329,5.322710850878286,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
