report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2020-03-29,6701564000.0,1446786000.0,402300000.0,3628540000.0,3073024000.0,2340892000.0,53625000.0,406477000.0,630642000.0,333624000.0,157086000.0,,15439000.0,11074000.0,2.78,47231000.0,-11457000.0,19684000.0,-31141000.0,2394517000.0,,5.1181,24.2307,2.78,157086000.0,,,,0.5290228053317096,0.24908902356646084,0.023440199929449304,0.028730648750507768,-0.049379838323486226,0.24908902356646084,0.7792054341261246,3.5962863534675615,2612420000.0,,509097000.0,1480494000.0,,509097000.0,73017000.0,10.91,10.91,4.703459262183827,6.9723078187271454,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2020-06-28,6765130000.0,1544617000.0,456615000.0,3667728000.0,3097402000.0,2328791000.0,83000000.0,553535000.0,1197676000.0,611996000.0,195896000.0,,31121000.0,22922000.0,3.0,47237000.0,,39052000.0,,2411791000.0,,6.5303,34.3853,3.0,195896000.0,,,,0.5109862767559841,0.16356343451818356,0.028956723669759488,0.03555802092974416,,0.16356343451818356,0.7786496554208979,3.382755713237629,2544005000.0,,522292000.0,1374824000.0,,522292000.0,60688000.0,11.91,11.91,4.617706187343479,8.606182441339309,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2020-09-27,6613288000.0,1420561000.0,475247000.0,3377085000.0,3236203000.0,2035823000.0,91750000.0,347480000.0,1825977000.0,941320000.0,327988000.0,,47773000.0,21971000.0,5.0,47269000.0,,62369000.0,,2127573000.0,,6.3439,43.2628,5.0,327988000.0,,,,0.5155158033206333,0.17962329207870636,0.04959529964519918,0.06114871314536625,,0.17962329207870636,0.6574287830522374,2.9891004046316967,2455572000.0,,549958000.0,1222798000.0,,549958000.0,45466000.0,9.91,9.91,3.868609966579266,12.096027800994149,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2020-12-31,7152559000.0,1422425000.0,540027000.0,3816102000.0,3336457000.0,2377888000.0,100500000.0,375880000.0,-1117139000.0,-562066000.0,-257902000.0,335324000.0,-27839000.0,-34036000.0,-3.6899999999999995,-94450000.0,,-30411000.0,,2478388000.0,2.6341,7.5541,57.1422,-3.6899999999999995,-257902000.0,0.10050301862125002,0.04688168248594664,-0.300163184706648,0.5031298701414954,0.23085936485969966,-0.03605730480517532,-0.044352343011722584,,0.23085936485969966,0.7428203030939706,2.6339886709368234,2537156000.0,,423068000.0,1324874000.0,,423068000.0,66494000.0,7.090000000000001,7.090000000000001,5.8581315533200335,6.3624988720786835,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2021-03-28,7028023000.0,1378783000.0,508053000.0,3652232000.0,3375791000.0,2295436000.0,83750000.0,324631000.0,633925000.0,344527000.0,103434000.0,74866000.0,16798000.0,12428000.0,1.58,47407000.0,110794000.0,19276000.0,91518000.0,2379186000.0,,7.6405,69.5446,1.58,103434000.0,0.022177320811626076,0.010652497864619965,0.11809914422053082,0.543482273139567,0.1631644121938715,0.014717367885677096,0.017972964965802644,0.1443672358717514,0.1631644121938715,0.7047788207267571,2.7138566251946155,2540439000.0,,369416000.0,1335777000.0,,369416000.0,67853000.0,5.890000000000001,5.890000000000001,6.440397817095091,5.4443576555200215,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2021-06-27,7066387000.0,1437228000.0,526848000.0,3600285000.0,3466102000.0,2215666000.0,92500000.0,361781000.0,1347398000.0,742083000.0,232054000.0,158114000.0,32969000.0,28840000.0,3.33,47420000.0,,36659000.0,,2308166000.0,,7.0683,54.1308,3.33,232054000.0,0.04561723803858052,0.02237550816279946,0.11734765822719048,0.5507526358210417,0.17222379727445045,0.03283912981273174,0.04018760473188983,,0.17222379727445045,0.665925584417308,2.727974672011662,2690161000.0,,405574000.0,1465864000.0,,405574000.0,69701000.0,6.220000000000001,6.220000000000001,5.691109390641412,5.818768740764121,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2021-09-26,7039962000.0,1541837000.0,562210000.0,3382090000.0,3657872000.0,1948666000.0,101250000.0,481167000.0,2047649000.0,1129870000.0,473029000.0,357295000.0,44958000.0,58535000.0,7.53,47431000.0,,52090000.0,,2049916000.0,,6.5688,41.8115,7.53,473029000.0,0.09767837693609836,0.05075240462945681,0.17449035454806952,0.5517889052274095,0.23101078358644475,0.06719198200217558,0.0828743113794696,,0.23101078358644475,0.5604121740727942,2.742457444727059,2911833000.0,925599000.0,550615000.0,1654414000.0,,550615000.0,66886000.0,8.750000000000002,8.750000000000002,3.7229570571088693,8.232141255270161,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2021-12-31,6871722000.0,1429118000.0,680119000.0,3116974000.0,3754748000.0,1740102000.0,110000000.0,445084000.0,-1219409000.0,-666878000.0,-180422000.0,-104901000.0,-37756000.0,-25454000.0,-2.210000000000001,-94831000.0,,-36407000.0,,1850102000.0,2.1013,5.4769,31.7003,-2.210000000000001,-180422000.0,-0.02793822648017923,-0.01526560591362689,0.08602609952854211,0.5468862375134184,0.14795856025336865,-0.026255718726688887,-0.0321903351561594,,0.14795856025336865,0.4927366630197286,2.1012763942780603,2809563000.0,485374000.0,628095000.0,1549602000.0,,628095000.0,56969000.0,10.23,10.23,2.945576704160995,11.025206691358457,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2022-03-27,6873310000.0,1494201000.0,656200000.0,3077776000.0,3795534000.0,1740778000.0,110000000.0,466656000.0,641715000.0,346233000.0,103536000.0,77141000.0,10418000.0,15973000.0,1.63,47402000.0,,13078000.0,,1850778000.0,,5.7385,33.1536,1.63,103536000.0,0.02032414938187881,0.011223267974236575,0.12021068542888977,0.5395432551833758,0.16134265211191884,0.015063484696601783,0.018336925058338966,,0.16134265211191884,0.48761992383680397,2.27705120390125,2817353000.0,487649000.0,628197000.0,1551308000.0,,628197000.0,50589000.0,10.280000000000001,10.280000000000001,2.946174528054098,12.417659965605171,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2022-06-26,6731846000.0,1385345000.0,610446000.0,2879116000.0,3852730000.0,1605954000.0,110000000.0,308121000.0,1346257000.0,735066000.0,238693000.0,182655000.0,21837000.0,34385000.0,3.86,47374000.0,,32445000.0,,1715954000.0,,4.3346,23.8733,3.86,238693000.0,0.04740923968199173,0.02713297363011572,0.1356761747571229,0.5460071888205595,0.1773012136612846,0.03545728764442918,0.042863448527515655,,0.1773012136612846,0.4453865181312991,2.2693981121999327,2816212000.0,512190000.0,634836000.0,1544291000.0,,634836000.0,39457000.0,10.81,10.81,2.702987858281509,16.08931241604785,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2022-09-25,6758087000.0,1459382000.0,610943000.0,2862926000.0,3895161000.0,1593504000.0,114375000.0,397259000.0,2033045000.0,1109021000.0,371138000.0,284550000.0,35212000.0,51700000.0,6.0,47337000.0,,52648000.0,,1707879000.0,,3.4293,23.2282,6.0,371138000.0,0.0730521793579264,0.04210511051426239,0.1399624700879715,0.5454975172708917,0.18255277182748045,0.05491761204021197,0.0662386847140124,,0.18255277182748045,0.4384617221213706,2.388736756129459,2801608000.0,439445000.0,532945000.0,1523442000.0,,532945000.0,29711000.0,9.280000000000001,9.280000000000001,3.204606479092589,17.93763252667362,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2022-12-31,6928063000.0,1410983000.0,581492000.0,2906095000.0,4021968000.0,1624023000.0,87500000.0,292034000.0,-1229976000.0,-659233000.0,-213642000.0,-181207000.0,-13203000.0,-19055000.0,-4.49,-94804000.0,,-18981000.0,,1711523000.0,2.4265,4.1953,32.2447,-4.49,-213642000.0,-0.045054311720033574,-0.02615550695771675,0.14732563887425446,0.5359722466129421,0.17369607211848037,-0.030837190712613323,-0.037262114826725985,,0.17369607211848037,0.4255436641962343,2.426487380737826,2791041000.0,363139000.0,499725000.0,1531087000.0,,499725000.0,54264000.0,7.000000000000001,7.000000000000001,3.4249297113412376,9.209144183989386,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2023-04-02,6917922000.0,1428054000.0,575712000.0,2807669000.0,4110253000.0,1549474000.0,87500000.0,264138000.0,710932000.0,391380000.0,114974000.0,76748000.0,18337000.0,20184000.0,1.0,47285000.0,,21835000.0,,1636974000.0,,4.1352,32.6064,1.0,114974000.0,0.01867232990280647,0.01109408287633194,0.10795406593035621,0.5505167864155784,0.16172292146084294,0.0166197306069655,0.02000512595030612,,0.16172292146084294,0.3982659948183238,2.480500667000167,2860258000.0,362746000.0,511163000.0,1576234000.0,,511163000.0,62183000.0,6.370000000000001,6.370000000000001,3.2024500990877667,8.220301368541241,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2023-07-02,6895725000.0,1445799000.0,555449000.0,2680633000.0,4215092000.0,1470674000.0,87500000.0,250816000.0,1454191000.0,799203000.0,258535000.0,188083000.0,36099000.0,35716000.0,3.0,47307000.0,,39374000.0,,1558174000.0,,3.8681,30.4247,3.0,258535000.0,0.0446213273636732,0.02727530462714218,0.1293385806953832,0.5495859897358738,0.17778613675920152,0.03749206936181475,0.04478141142292768,,0.17778613675920152,0.3696654782386719,2.6029374434016446,2968192000.0,368174000.0,531005000.0,1640371000.0,,531005000.0,76445000.0,5.510000000000002,5.510000000000002,2.9343866818579865,6.946235855844071,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2023-10-01,7493634000.0,2097271000.0,585422000.0,3179586000.0,4314048000.0,1950123000.0,87500000.0,881499000.0,2200580000.0,1215514000.0,423845000.0,325223000.0,59291000.0,47651000.0,6.0,47304000.0,,63768000.0,,2037623000.0,,3.1116,22.7972,6.0,423845000.0,0.0753869683415669,0.04339990450561103,0.14778967363149714,0.5523607412591226,0.19260604022575867,0.05656067536791896,0.06672968420436134,,0.19260604022575867,0.47232274652484163,3.582494337418136,3135727000.0,408847000.0,583712000.0,1746864000.0,,583712000.0,100524000.0,5.510000000000002,5.510000000000002,3.4908019708349323,5.806692929051769,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2023-12-31,7532546000.0,1407406000.0,606745000.0,3091558000.0,4440988000.0,1727572000.0,87500000.0,222848000.0,-1391214000.0,-759166000.0,-291041000.0,-233726000.0,-28645000.0,-27111000.0,-3.0,-94592000.0,,-33535000.0,,1815072000.0,2.3196,3.9392,32.883,-3.0,-291041000.0,-0.05262927979089338,-0.03102881814462202,0.1680014720955942,0.5456859979844941,0.20919930362977945,-0.03863779922485704,-0.04652145279936574,,0.20919930362977945,0.40870905303054184,2.319600491145374,2974489000.0,356328000.0,506313000.0,1646931000.0,,506313000.0,85082000.0,7.000000000000002,7.000000000000002,3.5848812888470176,5.950882677887215,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2024-03-31,7477922000.0,1433608000.0,571014000.0,2974712000.0,4503210000.0,1667896000.0,90625000.0,237423000.0,737849000.0,416134000.0,-4793000.0,15289000.0,22683000.0,-41551000.0,0.0,47394000.0,,38432000.0,,1758521000.0,,3.4977,35.602,0.0,-4793000.0,0.003395133693520844,0.0020445519490575057,0.0207210418391839,0.5639826034866212,-0.006495909054562654,-0.0006409534627400499,-0.0007654432935557277,,-0.006495909054562654,0.39050388500647315,2.5106354660306054,3001406000.0,294869000.0,386546000.0,1671685000.0,,386546000.0,89428000.0,6.000000000000002,6.000000000000002,4.549318839154978,4.322426980364091,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2024-06-30,7441640000.0,1438088000.0,556751000.0,2882921000.0,4558719000.0,1624222000.0,93750000.0,238567000.0,1487540000.0,832592000.0,112085000.0,95327000.0,43851000.0,-24219000.0,2.0,47378000.0,,73232000.0,,1717972000.0,,3.3111,37.7861,2.0,112085000.0,0.02091091817679484,0.01280994511962417,0.06408365489331379,0.5597106632426692,0.07534923430630437,0.015061868082841955,0.01785733916166974,,0.07534923430630437,0.3768541118678295,2.583000299954558,3034755000.0,202113000.0,240096000.0,1705074000.0,,240096000.0,97180000.0,5.000000000000002,5.000000000000002,7.155354524856724,2.470631817246347,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2024-09-29,7486291000.0,1499303000.0,618753000.0,3004574000.0,4481717000.0,1661546000.0,96875000.0,243235000.0,2251915000.0,1262764000.0,261396000.0,206331000.0,,-4586000.0,4.0,47256000.0,,94412000.0,,1758421000.0,,3.8512,49.0789,4.0,261396000.0,0.046038382164692686,0.027561178158850626,0.09162468388016422,0.5607511828821248,0.11607720540073671,0.03491662293116845,0.041889458213904884,,0.11607720540073671,0.39235431420591704,2.4231042112119052,3086090000.0,83221000.0,77647000.0,1752324000.0,,77647000.0,,3.0000000000000018,3.0000000000000018,22.646348216930466,,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2024-12-31,7097914000.0,1471124000.0,649360000.0,2819774000.0,4278140000.0,1555871000.0,100000000.0,290188000.0,-1429980000.0,-808811000.0,-217675000.0,-247272000.0,,75672000.0,-5.0,-94934000.0,,-79642000.0,,1655871000.0,2.2655,2.7126,118.6373,-5.0,-217675000.0,-0.05779895001098608,-0.03483727754379667,0.17291990097763604,0.5656100085315878,0.15222240870501685,-0.03066746089062223,-0.03668260810436651,,0.15222240870501685,0.3870539533535602,2.2654983368239496,3047324000.0,69675000.0,151013000.0,1702679000.0,,151013000.0,,1.0000000000000018,1.0000000000000018,10.965089098289551,,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2025-03-30,7163290000.0,1538914000.0,675909000.0,3068126000.0,4095164000.0,1807321000.0,100000000.0,284122000.0,700669000.0,389439000.0,125570000.0,95002000.0,,13839000.0,2.0,45926000.0,,30011000.0,,1907321000.0,,2.0512,41.3311,2.0,125570000.0,0.023198582523190767,0.01326234174520367,0.1355875598891916,0.5558102327918033,0.17921443648855595,0.017529654669851423,0.02091966910371288,,0.17921443648855595,0.46574960123697123,2.2768064931817746,3010144000.0,149388000.0,281376000.0,1675984000.0,,281376000.0,,3.0000000000000018,3.0000000000000018,6.778548987831229,,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2025-06-29,7375219000.0,1723862000.0,716148000.0,3132351000.0,4242868000.0,1801645000.0,100000000.0,253697000.0,1481558000.0,820524000.0,280881000.0,217582000.0,,26501000.0,4.0,45120000.0,,64639000.0,,1901645000.0,,1.7197,27.2506,4.0,280881000.0,0.05128182163574262,0.029501768015295547,0.14686026466732993,0.5538250949338467,0.18958488294079612,0.038084428408159815,0.04571249177925085,,0.18958488294079612,0.44819801134515613,2.4071309282438826,3004162000.0,271643000.0,450172000.0,1663916000.0,,450172000.0,,5.000000000000002,5.000000000000002,4.22426317052149,,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2025-09-28,7871940000.0,1985984000.0,773033000.0,4050077000.0,3821863000.0,2571504000.0,100000000.0,353997000.0,2394579000.0,1272166000.0,-128017000.0,-191310000.0,,-3198000.0,-4.0,44755000.0,,94585000.0,,2671504000.0,,1.6714,,-4.0,-128017000.0,-0.05005673934413662,-0.024302776697993123,-0.07989295821937802,0.5312691709064516,-0.053461172089122974,-0.016262446106042473,-0.0197150415185219,,-0.053461172089122974,0.6990056943433085,2.5690804920359156,3146826000.0,-125998000.0,60759000.0,1673318000.0,,60759000.0,,-2.9999999999999982,-2.9999999999999982,43.96886058032555,,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
2025-12-31,6947239000.0,1938338000.0,762026000.0,3822471000.0,3124768000.0,2541449000.0,100000000.0,378564000.0,-2584093000.0,-1361375000.0,-160061000.0,-1026914000.0,,-71119000.0,-22.0,-91077000.0,,-93999000.0,,2641449000.0,2.5437,1.8199,,-22.0,-160061000.0,-0.32863687800182284,-0.14781613242325475,0.3973982360541977,0.5268289492676927,0.06194088215865296,-0.023039512531525114,-0.027758407288522094,,0.06194088215865296,0.8453264370346855,2.5436638644875633,1992713000.0,-905640000.0,118373000.0,1120754000.0,,118373000.0,,-20.0,-20.0,22.314624111917414,,0.82709426,141.91,100.18,0.82809,5207.2725,1.726,1.7571
