report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,37835000000.0,6619000000.0,5144000000.0,21985000000.0,12669000000.0,,,1292000000.0,,,-201000000.0,118000000.0,84000000.0,-0.2,,199000000.0,221000000.0,358000000.0,-22000000.0,0.0,,,0.7575,-0.2,,-0.01586549846080985,-0.005312541297740188,,,,,,,0.0,1.2867418351477449,,,,,,,,,,,1.2727193,267.31,105.0401,2.54434,96999.43,64.3232,15.399,11.7547
2010-09-30,38370000000.0,6519000000.0,4682000000.0,21592000000.0,13353000000.0,,,843000000.0,,,-4000000.0,376000000.0,92000000.0,-0.01,,891000000.0,650000000.0,1080000000.0,241000000.0,0.0,,,0.5947,-0.01,,-0.0002995581517262039,-0.00010424811050299713,,,,,,,0.0,1.3923536950021358,,,,,,,,,,,1.2727193,267.31,105.0401,2.54434,96999.43,64.3232,15.399,11.7547
2010-12-31,39293000000.0,6869000000.0,5236000000.0,22207000000.0,13611000000.0,,,1543000000.0,,,254000000.0,494000000.0,148000000.0,0.24,,2261000000.0,1015000000.0,1451000000.0,1246000000.0,0.0,1.3177,61.9252,0.7485,0.24,,0.01866137682756594,0.006464255719848319,,,,,,,0.0,1.3118792971734148,,,,,,,,,,,1.2727193,267.31,105.0401,2.54434,96999.43,64.3232,15.399,11.7547
2011-03-31,40336000000.0,7209000000.0,5717000000.0,21932000000.0,14774000000.0,,,887000000.0,,,308000000.0,111000000.0,138000000.0,0.27,,-236000000.0,204000000.0,361000000.0,-440000000.0,0.0,,24.5965,0.8498,0.27,,0.020847434682550427,0.007635858786195954,,,,,,,0.0,1.2609760363827183,,357000000.0,,1025000000.0,,1099000000.0,0.3,0.3,,,1.2727193,267.31,105.0401,2.54434,96999.43,64.3232,15.399,11.7547
2011-06-30,41466000000.0,7868000000.0,5800000000.0,22097000000.0,15652000000.0,,,1260000000.0,,,630000000.0,274000000.0,274000000.0,0.55,,562000000.0,476000000.0,736000000.0,86000000.0,0.0,,17.7771,0.7184,0.55,,0.04025044722719141,0.015193170308204312,,,,,,,0.0,1.356551724137931,,1188000000.0,,1133000000.0,,1255000000.0,1.05,1.05,,,1.2727193,267.31,105.0401,2.54434,96999.43,64.3232,15.399,11.7547
2011-09-30,39598000000.0,7670000000.0,5623000000.0,21315000000.0,14919000000.0,8658000000.0,,1332000000.0,,,802000000.0,399000000.0,329000000.0,0.71,,1051000000.0,801000000.0,1113000000.0,250000000.0,8658000000.0,,9.6077,0.4138,0.71,,0.0537569542194517,0.02025354815899793,,,,,,,0.5803338025336818,1.3640405477503112,,1994000000.0,,1142000000.0,,1278000000.0,1.77,1.77,,,1.2727193,267.31,105.0401,2.54434,96999.43,64.3232,15.399,11.7547
2011-12-31,40120000000.0,7713000000.0,6013000000.0,22925000000.0,13844000000.0,8640000000.0,,1939000000.0,,,-1129000000.0,-260000000.0,-486000000.0,-0.98,,816000000.0,-194000000.0,-729000000.0,622000000.0,8640000000.0,1.2827,16.0778,0.3937,-0.98,,-0.08155157468939613,-0.028140578265204386,,,,,,,0.624097081768275,1.2827207716614002,,611000000.0,,518000000.0,,524000000.0,0.55,0.55,,,1.2727193,267.31,105.0401,2.54434,96999.43,64.3232,15.399,11.7547
2012-03-31,40703000000.0,7883000000.0,6292000000.0,23077000000.0,14142000000.0,8618000000.0,,1749000000.0,,,94000000.0,123000000.0,39000000.0,0.09,,-236000000.0,270000000.0,369000000.0,-506000000.0,8618000000.0,,27.3232,0.4339,0.09,,0.006646867486918399,0.0023094120826474707,,,,,,,0.6093904681091783,1.2528607755880483,,397000000.0,,452000000.0,,536000000.0,0.37,0.37,,,1.2727193,267.31,105.0401,2.54434,96999.43,64.3232,15.399,11.7547
2012-06-30,39498000000.0,7767000000.0,6151000000.0,22584000000.0,13658000000.0,8547000000.0,,1712000000.0,,,92000000.0,246000000.0,52000000.0,0.08,,301000000.0,561000000.0,733000000.0,-260000000.0,8547000000.0,,126.0529,0.3775,0.08,,0.006735978913457314,0.0023292318598410046,,,,,,,0.6257870844926051,1.2627215086977728,,-141000000.0,,106000000.0,,508000000.0,-0.10000000000000002,-0.10000000000000002,,,1.2727193,267.31,105.0401,2.54434,96999.43,64.3232,15.399,11.7547
2012-09-30,40191000000.0,7775000000.0,6531000000.0,23337000000.0,13570000000.0,8350000000.0,,1432000000.0,,,-51000000.0,370000000.0,19000000.0,-0.05,,564000000.0,863000000.0,1099000000.0,-299000000.0,8350000000.0,,,0.3997,-0.05,,-0.0037582903463522477,-0.0012689408076435023,,,,,,,0.6153279292557111,1.1904761904761905,,-994000000.0,,-443000000.0,,479000000.0,-0.86,-0.86,,,1.2727193,267.31,105.0401,2.54434,96999.43,64.3232,15.399,11.7547
