report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-05-01,6956000000.0,4389000000.0,1751000000.0,,1694000000.0,,1040000000.0,2087000000.0,,116000000.0,31000000.0,72000000.0,0.52,222400000.0,,,0.0,,19.9837,1.0662,0.52,,0.06847697756788666,0.01667625071880391,0.05558217537134643,,,,,0.0,2.506567675613935,,,,,,,,,,0.23752621,24.69,22.505,12.32037,4124.005,13.9797,3.4978,0.2746
2010-07-31,7296000000.0,4665000000.0,1946000000.0,,1810000000.0,,1137000000.0,4602000000.0,,262000000.0,63000000.0,166000000.0,1.18,222600000.0,,,0.0,,15.0484,0.8452,1.18,,0.14475138121546963,0.035910087719298246,0.05693176879617558,,,,,0.0,2.3972250770811923,,,,,,,,,,0.23752621,24.69,22.505,12.32037,4124.005,13.9797,3.4978,0.2746
2010-10-30,7382000000.0,4726000000.0,1943000000.0,,1871000000.0,,1046000000.0,6784000000.0,,381000000.0,94000000.0,237000000.0,1.71,222600000.0,,,0.0,,15.3147,0.8987,1.71,,0.20363442009620525,0.05161202926036305,0.05616155660377359,,,,,0.0,2.4323211528564075,,,,,,,,,,0.23752621,24.69,22.505,12.32037,4124.005,13.9797,3.4978,0.2746
2011-01-29,7462000000.0,4824000000.0,1879000000.0,,2021000000.0,,1506000000.0,-3773000000.0,,-146000000.0,-61000000.0,-97000000.0,-0.6600000000000001,-445000000.0,,,0.0,2.5673,14.7119,0.9297,-0.6600000000000001,,-0.07224146462147452,-0.01956580005360493,0.03869599787967135,,,,,0.0,2.567323044172432,9700000000.0,613000000.0,,,127000000.0,2.75,2.75,,,0.23752621,24.69,22.505,12.32037,4124.005,13.9797,3.4978,0.2746
2011-04-30,7747000000.0,4853000000.0,2488000000.0,,2134000000.0,,1433000000.0,2323000000.0,,145000000.0,31000000.0,96000000.0,0.65,223300000.0,,86000000.0,0.0,,16.2167,1.0478,0.65,,0.06794751640112465,0.018716922679747,0.06241928540680155,,,,,0.0,1.9505627009646302,9936000000.0,642000000.0,,,127000000.0,2.88,2.88,,,0.23752621,24.69,22.505,12.32037,4124.005,13.9797,3.4978,0.2746
2011-07-30,7736000000.0,4763000000.0,2581000000.0,,2003000000.0,,1090000000.0,5133000000.0,,320000000.0,61000000.0,211000000.0,1.44,221800000.0,513000000.0,179000000.0,0.0,,16.2247,1.0641,1.44,,0.1597603594608088,0.04136504653567735,0.062341710500681866,,,,,0.0,1.8454087562960093,10467000000.0,700000000.0,,,125000000.0,3.1399999999999997,3.1399999999999997,,,0.23752621,24.69,22.505,12.32037,4124.005,13.9797,3.4978,0.2746
2011-10-29,8339000000.0,5322000000.0,2787000000.0,8339000000.0,1896000000.0,2810000000.0,1457000000.0,7611000000.0,,447000000.0,92000000.0,293000000.0,2.04,219600000.0,628000000.0,273000000.0,2810000000.0,,15.8722,1.0238,2.04,,0.23575949367088608,0.05360354958628133,0.05873078439101301,,,,,1.4820675105485233,1.9095801937567276,11294000000.0,766000000.0,,,123000000.0,3.4699999999999998,3.4699999999999998,,,0.23752621,24.69,22.505,12.32037,4124.005,13.9797,3.4978,0.2746
2012-01-28,8491000000.0,5560000000.0,2575000000.0,8491000000.0,1956000000.0,3141000000.0,1877000000.0,-4190000000.0,,-229000000.0,-54000000.0,-164000000.0,-0.9899999999999998,-447000000.0,36000000.0,-167000000.0,3141000000.0,2.1592,15.0548,0.9468,-0.9899999999999998,,-0.11707566462167689,-0.026969732658108585,0.054653937947494034,,,,,1.6058282208588956,2.159223300970874,10877000000.0,683000000.0,,,130000000.0,3.14,3.14,,,0.23752621,24.69,22.505,12.32037,4124.005,13.9797,3.4978,0.2746
2012-04-28,8258000000.0,5321000000.0,2207000000.0,8258000000.0,2083000000.0,3137000000.0,1647000000.0,2629000000.0,240000000.0,149000000.0,40000000.0,91000000.0,0.7,211400000.0,159000000.0,101000000.0,3137000000.0,,16.9613,1.0439,0.7,341000000.0,0.071531445031205,0.018043109711794625,0.056675542031190566,0.09128946367440091,0.0290627270525551,0.04597701149425287,0.1297071129707113,1.5060009601536246,2.4109651110104213,11183000000.0,687000000.0,,,139000000.0,3.1900000000000004,3.1900000000000004,,,0.23752621,24.69,22.505,12.32037,4124.005,13.9797,3.4978,0.2746
2012-07-28,8246000000.0,5267000000.0,2446000000.0,8246000000.0,1836000000.0,3133000000.0,1258000000.0,5638000000.0,490000000.0,305000000.0,80000000.0,185000000.0,1.45,210000000.0,372000000.0,207000000.0,3133000000.0,,16.9865,0.999,1.45,697000000.0,0.1661220043572985,0.03698763036623818,0.05409719758779709,0.08691025186236254,0.059422750424448216,0.0986113906218555,0.12362539907768712,1.7064270152505447,2.1533115290269826,11688000000.0,672000000.0,,,158000000.0,3.2,3.2,,,0.23752621,24.69,22.505,12.32037,4124.005,13.9797,3.4978,0.2746
2012-10-27,8265000000.0,5233000000.0,2424000000.0,8265000000.0,1884000000.0,3129000000.0,1158000000.0,8446000000.0,729000000.0,451000000.0,118000000.0,278000000.0,2.17,208200000.0,507000000.0,314000000.0,3129000000.0,,16.6093,0.9765,2.17,1043000000.0,0.23938428874734607,0.05456745311554749,0.05339805825242718,0.08631304759649538,0.0882032667876588,0.14542190305206462,0.12349040966137817,1.660828025477707,2.158828382838284,12523000000.0,676000000.0,,,184000000.0,3.33,3.33,,,0.23752621,24.69,22.505,12.32037,4124.005,13.9797,3.4978,0.2746
2013-02-02,8089000000.0,5081000000.0,2226000000.0,8089000000.0,1913000000.0,3124000000.0,1285000000.0,-4565000000.0,-274000000.0,-170000000.0,-78000000.0,-104000000.0,-0.7600000000000002,-422900000.0,72000000.0,-193000000.0,3124000000.0,2.2826,14.8369,0.8987,-0.7600000000000002,-467000000.0,-0.08886565603763721,-0.021016194832488566,0.03723986856516977,0.060021905805038335,-0.03387316108295216,-0.05439745880484415,0.10230010952902518,1.6330371144798745,2.2825696316262354,12148000000.0,735000000.0,1185000000.0,1614000000.0,160000000.0,3.56,3.56,1.9355638166047089,7.40625,0.23752621,24.69,22.505,12.32037,4124.005,13.9797,3.4978,0.2746
2013-05-04,8135000000.0,5072000000.0,2299000000.0,8135000000.0,1888000000.0,3119000000.0,1190000000.0,2749000000.0,236000000.0,145000000.0,39000000.0,91000000.0,0.73,199000000.0,161000000.0,109000000.0,3119000000.0,,15.5553,0.9276,0.73,345000000.0,0.07680084745762712,0.01782421634910879,0.05274645325572935,0.08584939978173882,0.029010448678549478,0.04713401238266427,0.12550018188432158,1.6520127118644068,2.206176598521096,12268000000.0,731000000.0,1181000000.0,1618000000.0,159000000.0,3.5899999999999994,3.5899999999999994,1.9276885043263288,7.427672955974843,0.23752621,24.69,22.505,12.32037,4124.005,13.9797,3.4978,0.2746
2013-08-03,8548000000.0,5294000000.0,2961000000.0,,2031000000.0,,1128000000.0,5945000000.0,,329000000.0,76000000.0,205000000.0,1.0,198900000.0,547000000.0,220000000.0,0.0,,16.0014,0.9757,1.0,,0.16198916789758738,0.03848853532990173,0.055340622371740956,,,,,0.0,1.7879094900371497,12575000000.0,755000000.0,,,155000000.0,3.1399999999999997,3.1399999999999997,,,0.23752621,24.69,22.505,12.32037,4124.005,13.9797,3.4978,0.2746
2013-11-02,8585000000.0,5253000000.0,3034000000.0,,1988000000.0,,947000000.0,8829000000.0,,466000000.0,111000000.0,286000000.0,2.0,198300000.0,718000000.0,332000000.0,0.0,,15.8808,0.9508,2.0,,0.23440643863179075,0.05428072218986604,0.0527806093555329,,,,,0.0,1.7313777191825972,12958000000.0,770000000.0,,,148000000.0,2.9699999999999998,2.9699999999999998,,,0.23752621,24.69,22.505,12.32037,4124.005,13.9797,3.4978,0.2746
2014-02-01,8574000000.0,5228000000.0,2541000000.0,8574000000.0,2080000000.0,3106000000.0,1194000000.0,-4983000000.0,,-206000000.0,-65000000.0,-127000000.0,-0.020000000000000018,-398500000.0,-106000000.0,-207000000.0,3106000000.0,2.0575,14.6756,0.859,-0.020000000000000018,,-0.09903846153846153,-0.024026125495684628,0.04134055789684929,,,,,1.4932692307692308,2.05745769382133,12540000000.0,734000000.0,,,161000000.0,3.71,3.71,,,0.23752621,24.69,22.505,12.32037,4124.005,13.9797,3.4978,0.2746
2014-05-03,8633000000.0,5207000000.0,2631000000.0,,2036000000.0,,1015000000.0,2931000000.0,,140000000.0,35000000.0,90000000.0,0.0,192700000.0,217000000.0,118000000.0,0.0,,15.9775,0.9155,0.0,,0.068762278978389,0.01621684234912545,0.047765267826680315,,,,,0.0,1.9790954009882173,12722000000.0,729000000.0,,,157000000.0,2.98,2.98,,,0.23752621,24.69,22.505,12.32037,4124.005,13.9797,3.4978,0.2746
2014-08-02,8906000000.0,5387000000.0,2838000000.0,,2101000000.0,,772000000.0,6323000000.0,,323000000.0,70000000.0,203000000.0,1.0,192700000.0,369000000.0,244000000.0,0.0,,18.018,1.0154,1.0,,0.15373631603998097,0.03626768470693914,0.0510833465127313,,,,,0.0,1.898167723749119,13100000000.0,723000000.0,,,151000000.0,2.98,2.98,,,0.23752621,24.69,22.505,12.32037,4124.005,13.9797,3.4978,0.2746
