report_date,total_assets,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,income_tax,eps_diluted,operating_cash_flow,total_debt,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2017-06-30,224328000000.0,207863000000.0,16415000000.0,3016000000.0,4443000000.0,2990000000.0,,-103000000.0,-166000000.0,,1325000000.0,3016000000.0,,,,,-0.00627474870545233,-0.00045914910309903355,-0.03444816053511706,,,,,0.1837343892780993,,,,,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
2017-09-30,223279000000.0,209448000000.0,13766000000.0,3615000000.0,1698000000.0,4962000000.0,,-1046000000.0,653000000.0,,2030000000.0,3615000000.0,,,,,-0.07598430916751417,-0.004684721805454163,-0.21080209592906085,,,,,0.2626035159087607,,,,,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
2017-12-31,224192000000.0,209612000000.0,14515000000.0,3612000000.0,1857000000.0,6842000000.0,,-378000000.0,-237000000.0,,3396000000.0,3612000000.0,,,,,-0.026042025490871513,-0.0016860548101627177,-0.05524700380005846,,,,,0.24884602135721667,,,,,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
2018-03-31,218997000000.0,205324000000.0,13608000000.0,3609000000.0,1888000000.0,1815000000.0,,-67000000.0,-48000000.0,,291000000.0,3609000000.0,,,,,-0.0049235743680188125,-0.0003059402640218816,-0.03691460055096419,,,,,0.26521164021164023,16609000000.0,-1594000000.0,,,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
2018-06-30,216212000000.0,202712000000.0,13435000000.0,3607000000.0,2135000000.0,3517000000.0,,-306000000.0,-127000000.0,-2.0,1017000000.0,3607000000.0,,0.6628,-2.0,,-0.02277633048008932,-0.0014152775979131592,-0.08700597099800966,,,,,0.2684778563453666,17136000000.0,-1797000000.0,,,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
2018-09-30,216946000000.0,203997000000.0,12884000000.0,3966000000.0,2144000000.0,4939000000.0,,-577000000.0,-226000000.0,-4.0,1496000000.0,3966000000.0,57.8207,0.7716,-4.0,,-0.04478422850046569,-0.0026596480230103342,-0.11682526827292974,,,,,0.30782365724930144,17113000000.0,-1328000000.0,,,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
2018-12-31,206294000000.0,191811000000.0,14418000000.0,3963000000.0,4145000000.0,-1306000000.0,,1815000000.0,520000000.0,13.0,258000000.0,3963000000.0,4.1415,0.3996,13.0,,0.12588431127756972,0.008798123067079023,-1.389739663093415,,,,,0.2748647523928423,8965000000.0,865000000.0,,,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
2019-03-31,216430000000.0,201366000000.0,14999000000.0,4364000000.0,3864000000.0,691000000.0,-953000000.0,-737000000.0,-218000000.0,-6.31,376000000.0,4364000000.0,22.8588,0.5685,-6.31,-953000000.0,-0.04913660910727382,-0.003405258051101973,-1.0665701881331404,-1.3791606367583213,-0.004403271265536201,-0.04921757992046687,-1.3791606367583213,0.2909527301820121,7841000000.0,195000000.0,0.6900000000000004,0.6900000000000004,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
2019-06-30,221212000000.0,204871000000.0,16276000000.0,4365000000.0,3981000000.0,3061000000.0,,-353000000.0,-133000000.0,-3.1,809000000.0,4365000000.0,5.0966,0.49,-3.1,,-0.021688375522241336,-0.0015957542990434515,-0.1153217902646194,,,,,0.2681862865568936,7385000000.0,148000000.0,-0.4099999999999997,-0.4099999999999997,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
2019-09-30,225876000000.0,208116000000.0,17695000000.0,4365000000.0,4289000000.0,6248000000.0,,330000000.0,-14000000.0,2.75,1322000000.0,4365000000.0,2.4954,0.4304,2.75,,0.01864933597061317,0.0014609785900228443,0.0528169014084507,,,,,0.2466798530658378,8694000000.0,1055000000.0,6.34,6.34,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
2019-12-31,227259000000.0,211022000000.0,16172000000.0,4365000000.0,2877000000.0,-3446000000.0,,20000000.0,48000000.0,-0.09999999999999964,-679000000.0,4365000000.0,,0.6346,-0.09999999999999964,,0.0012367054167697256,8.800531552105748e-05,-0.005803830528148578,,,,,0.2699109572099926,6554000000.0,-740000000.0,-6.76,-6.76,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
2020-03-31,223953000000.0,203514000000.0,20374000000.0,4365000000.0,8930000000.0,8985000000.0,,4957000000.0,1293000000.0,47.11,96000000.0,4365000000.0,0.5128,0.1711,47.11,,0.24330028467654854,0.022134108495979066,0.5516972732331664,,,,,0.21424364385982134,14848000000.0,4954000000.0,46.66,46.66,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
2020-06-30,235367000000.0,214393000000.0,20909000000.0,3979000000.0,7325000000.0,8063000000.0,3730000000.0,2966000000.0,762000000.0,29.56,467000000.0,3979000000.0,1.0123,0.2259,29.56,3730000000.0,0.14185279066430723,0.01260159665543598,0.36785315639340194,0.46260697011038077,0.01584759120862313,0.14987142397942785,0.46260697011038077,0.19030082739490173,19850000000.0,8273000000.0,79.32,79.32,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
2020-09-30,239681000000.0,221350000000.0,18266000000.0,3979000000.0,6189000000.0,8372000000.0,,-29000000.0,-88000000.0,-0.61,515000000.0,3979000000.0,,0.2827,-0.61,,-0.0015876491842767985,-0.00012099415473066284,-0.003463927376970855,,,,,0.2178364173874959,21974000000.0,7914000000.0,75.96,75.96,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
2020-12-31,247869000000.0,229781000000.0,18023000000.0,3436000000.0,4108000000.0,-16917000000.0,,-8955000000.0,-2330000000.0,-87.64,-190000000.0,3436000000.0,,0.3811,-87.64,,-0.4968651167952061,-0.03612795468574126,0.5293491753857067,,,,,0.1906452865782611,8503000000.0,-1061000000.0,-11.580000000000013,-11.580000000000013,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
2021-03-31,241937000000.0,226855000000.0,15017000000.0,3435000000.0,4025000000.0,938000000.0,,-585000000.0,-185000000.0,-6.96,-104000000.0,3435000000.0,,8.4792,-6.96,,-0.03895585003662516,-0.002417984847294957,-0.6236673773987207,,,,,0.22874076047146566,456000000.0,-6603000000.0,-65.65,-65.65,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
2021-06-30,253856000000.0,237676000000.0,16115000000.0,3436000000.0,4882000000.0,2614000000.0,,-554000000.0,-195000000.0,-6.93,69000000.0,3436000000.0,,1.2793,-6.93,,-0.034377908780639156,-0.0021823395941005927,-0.21193573068094873,,,,,0.21321749922432517,-4993000000.0,-10123000000.0,-102.14,-102.14,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
2021-09-30,254691000000.0,238595000000.0,16031000000.0,3436000000.0,4108000000.0,5126000000.0,,-171000000.0,-90000000.0,-2.8,644000000.0,3436000000.0,,0.7151,-2.8,,-0.010666833011041108,-0.0006714018163185979,-0.0333593445181428,,,,,0.2143347264674693,-8239000000.0,-10265000000.0,-104.33000000000001,-104.33000000000001,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
2021-12-31,259840000000.0,243633000000.0,16142000000.0,3157000000.0,4474000000.0,-1536000000.0,,1202000000.0,365000000.0,14.330000000000002,137000000.0,3157000000.0,,0.5789,14.330000000000002,,0.0744641308388056,0.004625923645320197,-0.7825520833333334,,,,,0.1955767562879445,7142000000.0,-108000000.0,-2.3600000000000048,-2.3600000000000048,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
2022-03-31,245052000000.0,232173000000.0,12814000000.0,3157000000.0,4101000000.0,2740000000.0,,640000000.0,165000000.0,7.91,-163000000.0,3157000000.0,1.9198,0.4818,7.91,,0.049945372249102546,0.0026116905799585394,0.23357664233576642,,,,,0.24637115654752614,8944000000.0,1117000000.0,12.509999999999994,12.509999999999994,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
2022-06-30,228211000000.0,217955000000.0,10191000000.0,3157000000.0,5071000000.0,6537000000.0,,1623000000.0,395000000.0,20.62,18000000.0,3157000000.0,0.8136,0.2952,20.62,,0.1592581689726229,0.0071118394818829945,0.24827902707664065,,,,,0.30978314198802864,12867000000.0,3294000000.0,40.059999999999995,40.059999999999995,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
2022-12-31,225580000000.0,219542000000.0,5973000000.0,3156000000.0,,8473000000.0,,5000000.0,-182000000.0,-1.36,-1151000000.0,3156000000.0,1.2649,0.4755,-1.36,,0.0008371002846140967,2.216508555723025e-05,0.0005901097604154372,,,,,0.5283776996484179,16214000000.0,3470000000.0,41.49999999999999,41.49999999999999,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
2023-06-30,231545000000.0,226573000000.0,4907000000.0,3156000000.0,,1547000000.0,,-674000000.0,-218000000.0,-10.77,-628000000.0,3156000000.0,,1.0003,-10.77,,-0.1373547992663542,-0.002910881254183852,-0.4356819650937298,,,,,0.6431628286121867,19297000000.0,1594000000.0,16.399999999999995,16.399999999999995,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
2023-09-30,223516000000.0,219382000000.0,4069000000.0,3157000000.0,,2717000000.0,,-195000000.0,-109000000.0,-4.08,-289000000.0,3157000000.0,,0.9788,-4.08,,-0.04792332268370607,-0.0008724207662986095,-0.07177033492822966,,,,,0.7758663062177439,19274000000.0,759000000.0,4.409999999999995,4.409999999999995,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
2023-12-31,236340000000.0,231332000000.0,4943000000.0,3156000000.0,,4117000000.0,,-1112000000.0,-367000000.0,-18.39,-137000000.0,3156000000.0,,0.8253,-18.39,,-0.224964596398948,-0.004705085893204705,-0.2700995870779694,,,,,0.638478656686223,16854000000.0,-1976000000.0,-34.60000000000001,-34.60000000000001,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
2024-03-31,239688000000.0,235428000000.0,4195000000.0,3155000000.0,,74000000.0,,-493000000.0,-123000000.0,-8.22,-530000000.0,3155000000.0,,1.1021,-8.22,,-0.11752085816448153,-0.0020568405593938788,-6.662162162162162,,,,,0.7520858164481525,8455000000.0,-2474000000.0,-41.46,-41.46,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
2024-09-30,245156000000.0,239566000000.0,5525000000.0,3155000000.0,,3519000000.0,,-283000000.0,-133000000.0,-5.82,-172000000.0,3155000000.0,,0.5478,-5.82,,-0.05122171945701357,-0.0011543670152882246,-0.08042057402671214,,,,,0.5710407239819004,10427000000.0,-2083000000.0,-36.510000000000005,-36.510000000000005,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
2024-12-31,238537000000.0,233513000000.0,4959000000.0,3155000000.0,,4724000000.0,,388000000.0,29000000.0,4.64,-290000000.0,3155000000.0,7.3489,0.6036,4.64,,0.07824158096390402,0.001626582039683571,0.0821337849280271,,,,,0.6362169792296835,12434000000.0,-1500000000.0,-27.79000000000001,-27.79000000000001,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
2025-03-31,234681000000.0,229377000000.0,5239000000.0,3155000000.0,,2390000000.0,,-268000000.0,-88000000.0,-5.04,146000000.0,3155000000.0,5.4744,0.4767,-5.04,,-0.05115480053445314,-0.0011419757031885837,-0.11213389121338913,,,,,0.6022141630082076,10707000000.0,-656000000.0,-14.440000000000008,-14.440000000000008,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
2025-06-30,242645000000.0,236907000000.0,5673000000.0,3155000000.0,,3261000000.0,,-183000000.0,-80000000.0,-4.06,145000000.0,3155000000.0,4.6257,0.4737,-4.06,,-0.03225806451612903,-0.0007541882173545714,-0.05611775528978841,,,,,0.5561431341441918,13894000000.0,-346000000.0,-10.280000000000008,-10.280000000000008,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
2025-09-30,244679000000.0,238251000000.0,6363000000.0,3155000000.0,,5077000000.0,,296000000.0,24000000.0,3.78,262000000.0,3155000000.0,3.1372,0.4829,3.78,,0.04651893760804652,0.001209748282443528,0.05830214693716762,,,,,0.49583529781549585,15452000000.0,233000000.0,-0.6800000000000073,-0.6800000000000073,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
2025-12-31,241800000000.0,234967000000.0,6768000000.0,3155000000.0,,-3962000000.0,,588000000.0,180000000.0,11.030000000000001,-294000000.0,3155000000.0,8.5546,0.5475,11.030000000000001,,0.08687943262411348,0.0024317617866004963,-0.14840989399293286,,,,,0.4661643026004728,6766000000.0,433000000.0,5.709999999999994,5.709999999999994,0.93603164,66.33,42.07,0.63176,3418.4656,7.8948,0.5473,0.5052
