report_date,total_assets,total_liabilities,total_equity,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,20419693000.0,12455566000.0,6217588000.0,788940000.0,,222666000.0,214552000.0,139735000.0,5614000.0,1.09,183445000.0,288048000.0,140250000.0,0.0,,76.6115,5.1208,1.09,362916000.0,0.03450727195176007,0.01050711193356335,,,0.010904473441397968,0.035812279617111975,,0.0,,,,,,,,,,1.52797,43.37,24.57,2.67134,4833.3926,5.341,1.0808,2.6698
2010-09-30,20634128000.0,12729131000.0,6041092000.0,846254000.0,,692320000.0,390910000.0,441980000.0,16051000.0,1.92,183826000.0,594721000.0,419638000.0,0.0,,61.4872,5.7634,1.92,1111958000.0,0.06470849972157351,0.01894482771455135,,,0.03355218112439741,0.11460179715852697,,0.0,,,,,,,,,,1.52797,43.37,24.57,2.67134,4833.3926,5.341,1.0808,2.6698
2010-12-31,20517471000.0,12359092000.0,6315710000.0,690789000.0,,805862000.0,647883000.0,560270000.0,22476000.0,3.24,184159000.0,771086000.0,556312000.0,0.0,3.5548,23.6399,5.9825,3.24,1362174000.0,0.10258276583313673,0.03157713735771821,,,0.039276867992161416,0.12759642225498005,,0.0,,,,,,,,,,1.52797,43.37,24.57,2.67134,4833.3926,5.341,1.0808,2.6698
2011-03-31,20492400000.0,11881036000.0,6647629000.0,618361000.0,,198560000.0,412663000.0,134765000.0,6382000.0,2.12,191529000.0,196102000.0,136860000.0,0.0,,19.0668,6.2623,2.12,335420000.0,0.06207671938370809,0.020137367999843843,,,0.009689445843337042,0.029869296255853026,,0.0,,1666008000.0,1919408000.0,3172468000.0,1276750000.0,8.370000000000001,8.370000000000001,0.0,1.5033546113177991,1.52797,43.37,24.57,2.67134,4833.3926,5.341,1.0808,2.6698
2011-06-30,20538864000.0,11749873000.0,6760241000.0,591515000.0,,441573000.0,521244000.0,271967000.0,12304000.0,2.63,191736000.0,260040000.0,273980000.0,0.0,,19.4841,6.6855,2.63,715553000.0,0.07710435175314016,0.025378424045263654,,,0.02149938769739164,0.06531912101950212,,0.0,,1972700000.0,2138315000.0,3525105000.0,1408982000.0,9.91,9.91,0.0,1.5176311691703654,1.52797,43.37,24.57,2.67134,4833.3926,5.341,1.0808,2.6698
2011-09-30,20188228000.0,11664539000.0,6751785000.0,585183000.0,,659080000.0,575006000.0,408532000.0,19448000.0,2.86,186039000.0,566671000.0,414992000.0,0.0,,14.5993,5.3541,2.86,1074072000.0,0.08516355304560201,0.028482242225518754,,,0.03264674839218182,0.09761566756050437,,0.0,,2156796000.0,2105075000.0,3487219000.0,1375534000.0,10.85,10.85,0.0,1.5303692965786377,1.52797,43.37,24.57,2.67134,4833.3926,5.341,1.0808,2.6698
2011-12-31,20446487000.0,11777363000.0,6828316000.0,606553000.0,,-443060000.0,-846611000.0,-271249000.0,-13307000.0,-4.379999999999999,-383283000.0,-320314000.0,-244842000.0,0.0,3.5236,18.5439,5.2512,-4.379999999999999,-687902000.0,-0.12398532815411589,-0.04140618385935931,,,-0.021669248120716286,-0.06488569070324221,,0.0,,662302000.0,856153000.0,1437143000.0,544015000.0,3.2300000000000004,3.2300000000000004,0.0,1.5737672674466696,1.52797,43.37,24.57,2.67134,4833.3926,5.341,1.0808,2.6698
2012-03-31,20269729000.0,11509293000.0,6841667000.0,614359000.0,,201867000.0,251522000.0,135169000.0,7096000.0,1.25,191886000.0,307103000.0,145304000.0,0.0,,25.6238,5.8151,1.25,347171000.0,0.036763262520669304,0.012408750013382024,,,0.009959037932870242,0.029505528404115546,,0.0,,501161000.0,859460000.0,1448894000.0,544419000.0,2.3600000000000003,2.3600000000000003,0.0,1.5786737788357863,1.52797,43.37,24.57,2.67134,4833.3926,5.341,1.0808,2.6698
2012-06-30,20003765000.0,11493315000.0,6505740000.0,471363000.0,,407348000.0,289819000.0,262655000.0,14304000.0,1.36,186271000.0,263864000.0,285617000.0,0.0,,28.9445,5.7855,1.36,692965000.0,0.04454819897505895,0.014488222592097038,,,0.020363566558595343,0.06261363042482485,,0.0,,269736000.0,825235000.0,1426306000.0,535107000.0,1.0900000000000005,1.0900000000000005,0.0,1.5421868897248587,1.52797,43.37,24.57,2.67134,4833.3926,5.341,1.0808,2.6698
2012-09-30,20397816000.0,11713463000.0,6901979000.0,465884000.0,,594912000.0,531125000.0,377600000.0,17319000.0,2.61,186399000.0,510646000.0,419007000.0,0.0,,24.1679,5.4769,2.61,1013919000.0,0.07695256679279958,0.02603832684832533,,,0.029165475362656474,0.08619440887896065,,0.0,,225855000.0,761067000.0,1366153000.0,504175000.0,0.8400000000000005,0.8400000000000005,0.0,1.509529429265632,1.52797,43.37,24.57,2.67134,4833.3926,5.341,1.0808,2.6698
