report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,1770302000.0,1126768000.0,211540000.0,779690000.0,990612000.0,396547000.0,22429000.0,,,3955000.0,,-0.83,198935000.0,-196462000.0,3110000.0,7584000.0,-199572000.0,0.0,,,82.2832,-0.83,,,,,,,,-8.897944625261937,,0.0,5.326500898175286,,,,,,,,,,,0.3529862,516.5,362.5,1.6016,115892.26,29.3161,6.1624,9.6566
2010-06-30,1654202000.0,1004555000.0,292376000.0,827067000.0,827135000.0,337608000.0,54051000.0,,,7638000.0,,-1.83,199670000.0,-305349000.0,12796000.0,15496000.0,-318145000.0,0.0,,,58.9252,-1.83,,,,,,,,-5.886015059850881,,0.0,3.4358326264809698,,,,,,,,,,,0.3529862,516.5,362.5,1.6016,115892.26,29.3161,6.1624,9.6566
2010-09-30,1888829000.0,1226439000.0,311567000.0,1238733000.0,650096000.0,569901000.0,77846000.0,,,11589000.0,,-2.87,200080000.0,-469339000.0,23626000.0,22254000.0,-492965000.0,0.0,,,62.7546,-2.87,,,,,,,,-6.332566862780361,,0.0,3.9363571880205543,,,,,,,,,,,0.3529862,516.5,362.5,1.6016,115892.26,29.3161,6.1624,9.6566
2010-12-31,1725446000.0,1057039000.0,474783000.0,1221473000.0,503973000.0,243197000.0,-10956000.0,,,-3907000.0,,1.7600000000000002,-398283000.0,335708000.0,-1478000.0,-14875000.0,334230000.0,0.0,2.2264,,49.647,1.7600000000000002,,,,,,,,-30.5065717415115,,0.0,2.226362359225162,143370000.0,,,-676452000.0,,19275000.0,-3.77,-3.77,,,0.3529862,516.5,362.5,1.6016,115892.26,29.3161,6.1624,9.6566
2011-03-31,1538487000.0,872974000.0,416195000.0,1146815000.0,391672000.0,446536000.0,73662000.0,,,12001000.0,,-0.87,202329000.0,-186628000.0,4850000.0,8858000.0,-191478000.0,0.0,,,50.5793,-0.87,,,,,,,,-2.5994135375091636,,0.0,2.097511983565396,194603000.0,,,-668358000.0,,27321000.0,-3.81,-3.81,,,0.3529862,516.5,362.5,1.6016,115892.26,29.3161,6.1624,9.6566
2011-06-30,1763100000.0,827124000.0,478968000.0,1313920000.0,307549000.0,458195000.0,188086000.0,-325789000.0,-350165000.0,18963000.0,24448000.0,-1.72,203377000.0,-402823000.0,15281000.0,17567000.0,-418104000.0,0.0,,,38.6071,-1.72,-308222000.0,-1.1385665373647778,-0.19860756621859224,-1.8617281456355073,-1.732127856406112,-0.1847819182122398,-1.0593076225251912,-2.2229405697393747,-1.6387290920111013,0.0,1.7268878087888961,328638000.0,,,-768317000.0,,38646000.0,-3.6999999999999997,-3.6999999999999997,,,0.3529862,516.5,362.5,1.6016,115892.26,29.3161,6.1624,9.6566
2011-09-30,2091998000.0,1245825000.0,548949000.0,1361152000.0,579762000.0,542545000.0,847286000.0,-110082000.0,-129055000.0,26022000.0,-3394000.0,-0.63,204262000.0,-359928000.0,25266000.0,25317000.0,-385194000.0,0.0,,,10.1353,-0.63,-84765000.0,-0.2225999634332709,-0.061689829531385784,-0.1523157469850794,-0.1299230720205456,-0.05262050919742753,-0.18987446572904054,-0.454620989842863,-0.10004296070040104,0.0,2.2694731204538128,1098078000.0,,,-660546000.0,,53079000.0,-1.4599999999999995,-1.4599999999999995,,,0.3529862,516.5,362.5,1.6016,115892.26,29.3161,6.1624,9.6566
2011-12-31,2204280000.0,1331254000.0,392348000.0,1238768000.0,786843000.0,475320000.0,301592000.0,549691000.0,508794000.0,-18534000.0,-1788000.0,3.36,-401161000.0,1093114000.0,-10802000.0,-16701000.0,1082312000.0,0.0,3.393,227.2973,4.7653,3.36,532990000.0,0.6466270907919369,0.23082094833687192,1.687027507360938,1.8226312369028357,0.24937439889669188,0.6986031520900612,3.5886628292527654,1.767255099604764,0.0,3.3930439303883286,1410626000.0,,,87536000.0,,38452000.0,0.14000000000000012,0.14000000000000012,,,0.3529862,516.5,362.5,1.6016,115892.26,29.3161,6.1624,9.6566
2012-03-31,2345843000.0,1436114000.0,356815000.0,1240266000.0,930498000.0,267923000.0,438737000.0,91649000.0,91590000.0,4105000.0,32000.0,0.43,219264000.0,2916000.0,6155000.0,8560000.0,-3239000.0,0.0,,28.7147,4.807,0.43,100209000.0,0.09843116266773276,0.03904353360391126,0.20875832218390517,0.2088927991028794,0.03906868447717942,0.0984945695745719,-0.007382554924704321,0.22840334870320944,0.0,4.024813979232936,1775701000.0,121164000.0,205469000.0,275775000.0,240212000.0,30556000.0,1.4400000000000002,1.4400000000000002,0.0,6.724342191386307,0.3529862,516.5,362.5,1.6016,115892.26,29.3161,6.1624,9.6566
2012-06-30,2604856000.0,1593305000.0,379710000.0,1361249000.0,1037773000.0,454061000.0,857042000.0,80879000.0,26659000.0,8300000.0,20095000.0,0.12,212957000.0,121321000.0,21698000.0,17225000.0,99623000.0,0.0,,28.855,5.6389,0.12,98104000.0,0.025688662164076344,0.010234346927430922,0.03110582678561844,0.09436993752931595,0.031049317121560654,0.077935155375983,0.11624051096679043,0.11446813575064,0.0,4.196110189355034,2444657000.0,497988000.0,612137000.0,793502000.0,646538000.0,19893000.0,3.2800000000000002,3.2800000000000002,0.0,30.771477404111998,0.3529862,516.5,362.5,1.6016,115892.26,29.3161,6.1624,9.6566
2012-09-30,2718823000.0,1634523000.0,406731000.0,1454077000.0,1027733000.0,436886000.0,1193048000.0,79808000.0,-30884000.0,12860000.0,41450000.0,-0.15,211053000.0,227282000.0,43094000.0,25818000.0,184188000.0,0.0,,95.3478,6.9348,-0.15,105626000.0,-0.0300506065291277,-0.011359327179444928,-0.02588663658126077,0.06689420710650368,0.029353878498158945,0.07765441024079212,0.15438440029236042,0.08853457698265284,0.0,4.0186831099670295,2790419000.0,596159000.0,802027000.0,1362884000.0,836929000.0,6731000.0,3.7600000000000002,3.7600000000000002,0.0,119.15421185559352,0.3529862,516.5,362.5,1.6016,115892.26,29.3161,6.1624,9.6566
