report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2017-06-30,3730600000.0,1404200000.0,892900000.0,2184600000.0,1544400000.0,,204100000.0,355300000.0,,1256700000.0,406700000.0,113300000.0,93800000.0,,19700000.0,1.0,89100000.0,,,50400000.0,204100000.0,,16.9887,1.468,1.0,163700000.0,0.06073556073556074,0.025143408566986544,0.07463992997533223,0.3236253680273733,0.09015675976764542,0.030370449793598885,0.06479839862739491,0.13026179676931646,0.13215488215488216,1.572628513831336,2443500000.0,218300000.0,276300000.0,771000000.0,377100000.0,,3.000000000000001,3.000000000000001,0.5412357464863431,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2017-09-30,3800100000.0,1465200000.0,925400000.0,2146900000.0,1651600000.0,,191100000.0,395600000.0,,1901700000.0,609800000.0,241100000.0,180700000.0,,60300000.0,2.0,89000000.0,,,77600000.0,191100000.0,,18.9978,1.5755,2.0,318700000.0,0.10940905788326472,0.04755138022683614,0.09502024504390809,0.32066046169217016,0.12678130094126308,0.06344569879740007,0.13084061431594943,0.16758689593521586,0.11570598207798498,1.5833153231035229,2528200000.0,238700000.0,282100000.0,796000000.0,384000000.0,,4.000000000000001,4.000000000000001,0.49765625,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2017-12-31,3700200000.0,1478700000.0,899400000.0,2102400000.0,1596100000.0,,163600000.0,389800000.0,,-1198900000.0,-401600000.0,-100300000.0,-207000000.0,,105500000.0,-2.0,-178300000.0,,,-47500000.0,163600000.0,1.6452,41.1545,1.8068,-2.0,-147800000.0,-0.12969112211014347,-0.05594292200421599,0.1726582700809075,0.33497372591542246,0.083660021686546,-0.027106642884168423,-0.056998351991816784,0.12327967303361415,0.10249984336821001,1.6440960640426951,2585300000.0,113500000.0,309700000.0,817200000.0,415000000.0,,1.0000000000000009,1.0000000000000009,0.3942168674698795,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2018-03-31,3871500000.0,1598000000.0,1009100000.0,2211000000.0,1658600000.0,,247900000.0,438700000.0,,689300000.0,224200000.0,110600000.0,101200000.0,,7600000.0,1.0,89000000.0,,,27600000.0,247900000.0,,24.5906,1.5662,1.0,138200000.0,0.06101531412034246,0.026139739119204444,0.14681561003917018,0.32525750761642247,0.16045263310604962,0.02856773860260881,0.05801206399160766,0.2004932540258233,0.14946340286989027,1.5835893370329996,2648800000.0,168700000.0,364700000.0,839100000.0,472800000.0,,2.000000000000001,2.000000000000001,0.5243231810490694,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2018-06-30,3799700000.0,1578600000.0,939600000.0,2117400000.0,1680300000.0,,210700000.0,449600000.0,,1386100000.0,450200000.0,190900000.0,170900000.0,,16500000.0,1.0,88700000.0,,,55200000.0,210700000.0,,23.7071,1.6645,1.0,246100000.0,0.10170802832827472,0.044977235044871965,0.12329557751965947,0.32479619075102806,0.1377245508982036,0.050240808484880384,0.10095187731359069,0.17754851742298536,0.12539427483187526,1.6800766283524904,2778200000.0,245800000.0,442300000.0,882600000.0,555200000.0,,2.000000000000001,2.000000000000001,0.3795028818443804,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2018-09-30,3844700000.0,1631900000.0,897700000.0,2056900000.0,1785600000.0,,146300000.0,525800000.0,,2066700000.0,676700000.0,328700000.0,281800000.0,,42400000.0,3.0,88700000.0,,,82500000.0,146300000.0,,24.6145,1.9206,3.0,411200000.0,0.15781810035842295,0.07329570577678363,0.13635263947355689,0.3274302027386655,0.1590458218415832,0.08549431685176997,0.17014338216263783,0.19896453283011564,0.08193324372759857,1.8178678845939624,2943200000.0,346900000.0,529900000.0,949500000.0,647700000.0,,3.000000000000001,3.000000000000001,0.22587617724255057,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2018-12-31,3846800000.0,1645100000.0,872100000.0,2021900000.0,1822400000.0,,116200000.0,561200000.0,,-1397000000.0,-463900000.0,-232900000.0,-220200000.0,,-8800000.0,-2.0,-177700000.0,,,-55900000.0,116200000.0,1.8865,12.6714,1.5404,-2.0,-288800000.0,-0.12082967515364355,-0.057242383279609024,0.1576234788833214,0.3320687186828919,0.1667143879742305,-0.06054382863678902,-0.12013824409367585,0.20672870436649965,0.0637620719929763,1.886366242403394,2745100000.0,333700000.0,397300000.0,887200000.0,506700000.0,,3.000000000000001,3.000000000000001,0.2293270179593448,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2019-03-31,3937100000.0,1678900000.0,860500000.0,2065800000.0,1868600000.0,,114400000.0,554000000.0,,695500000.0,218800000.0,90600000.0,71300000.0,,19700000.0,0.8,88600000.0,42100000.0,,26400000.0,114400000.0,,17.2216,1.9016,0.8,117000000.0,0.038156908915765814,0.018109776231236187,0.10251617541337167,0.3145938173975557,0.13026599568655645,0.023011861522440374,0.04568835098335855,0.16822429906542055,0.06122230546933533,1.9510749564206857,2751300000.0,303800000.0,377300000.0,881800000.0,485500000.0,,2.8000000000000007,2.8000000000000007,0.2356333676622039,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2019-06-30,4041400000.0,1702400000.0,892400000.0,2104000000.0,1935200000.0,,149400000.0,531900000.0,,1415400000.0,450800000.0,176600000.0,138100000.0,,39000000.0,1.0,88600000.0,,,53000000.0,149400000.0,,19.1211,2.0738,1.0,229600000.0,0.07136213311285655,0.0341713267679517,0.09756959163487354,0.31849653808110784,0.12477038293062032,0.043697728509922304,0.08471649237263744,0.16221562809099901,0.07720132286068623,1.9076647243388616,2780600000.0,271000000.0,363000000.0,882400000.0,469000000.0,,2.8000000000000007,2.8000000000000007,0.3185501066098081,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2019-09-30,4064200000.0,1706300000.0,888800000.0,2064300000.0,1997600000.0,,122700000.0,555700000.0,,2127300000.0,682100000.0,329100000.0,256700000.0,,73100000.0,2.0,88600000.0,,,81100000.0,122700000.0,,17.4489,1.9192,2.0,410200000.0,0.12850420504605525,0.06316126174892968,0.12066939312743853,0.320641188360833,0.1547031448314765,0.08097534570149106,0.15521388482761872,0.19282658769332017,0.06142370845014017,1.9197794779477948,2841200000.0,245900000.0,363400000.0,887800000.0,468000000.0,,1.8000000000000007,1.8000000000000007,0.2621794871794872,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2019-12-31,4107700000.0,1736800000.0,849700000.0,2029900000.0,2074900000.0,,86500000.0,612100000.0,,-1391800000.0,-441600000.0,-184900000.0,-141000000.0,,-41900000.0,-0.7999999999999998,-177200000.0,,,-47100000.0,86500000.0,2.0435,19.9382,2.2772,-0.7999999999999998,-232000000.0,-0.06795508217263482,-0.034325778416145286,0.10130765914642909,0.3172869665181779,0.132849547348757,-0.045013024320179174,-0.0855464051078005,0.16669061646788333,0.04168875608463059,2.044015534894669,2846400000.0,325100000.0,411400000.0,910100000.0,524800000.0,,3.000000000000001,3.000000000000001,0.16482469512195122,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2020-03-31,4276600000.0,1948200000.0,1107000000.0,2261000000.0,2012400000.0,,386800000.0,839900000.0,,663300000.0,209400000.0,109300000.0,84800000.0,,24700000.0,0.0,88200000.0,,,27400000.0,386800000.0,,11.7921,1.4188,0.0,136700000.0,0.04213873981315842,0.01982883599120797,0.12784562038293382,0.31569425599276346,0.16478214985677672,0.025557686012252723,0.0455568522840947,0.2060907583295643,0.19220830848737824,1.7598915989159891,2814200000.0,338600000.0,430100000.0,900700000.0,544500000.0,,2.200000000000001,2.200000000000001,0.710376492194674,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
