report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,11200000000.0,4027000000.0,2667000000.0,7281000000.0,3919000000.0,,289000000.0,880000000.0,,2636000000.0,728000000.0,250000000.0,146000000.0,25000000.0,77000000.0,0.79,184900000.0,,52000000.0,69000000.0,289000000.0,,16.213,0.9143,0.79,319000000.0,0.03725440163306966,0.013035714285714286,0.05538694992412747,0.27617602427921095,0.09484066767830046,0.022321428571428572,0.0594106463878327,0.12101669195751139,0.07374330186272009,1.509936257967754,,,,,,,,,,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2010-06-30,11015000000.0,4093000000.0,2474000000.0,6993000000.0,4022000000.0,,106000000.0,844000000.0,,5317000000.0,1499000000.0,569000000.0,384000000.0,48000000.0,154000000.0,2.07,185200000.0,,106000000.0,140000000.0,106000000.0,,12.8193,0.7656,2.07,709000000.0,0.09547488811536549,0.03486155242850658,0.07222117735565169,0.28192589806281737,0.10701523415459846,0.05165683159328189,0.1378391472868217,0.1333458717321798,0.026355047240179015,1.654405820533549,,,,,,,,,,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2010-09-30,12460000000.0,4258000000.0,2792000000.0,8131000000.0,4329000000.0,,279000000.0,912000000.0,,7960000000.0,2267000000.0,537000000.0,529000000.0,74000000.0,94000000.0,2.86,185200000.0,,174000000.0,214000000.0,279000000.0,,11.7652,2.0223,2.86,751000000.0,0.1221991221991222,0.04245585874799358,0.0664572864321608,0.2847989949748744,0.06746231155778895,0.04309791332263242,0.11653645833333333,0.0943467336683417,0.06444906444906445,1.5250716332378222,,,,,,,,,,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2010-12-31,12438000000.0,4394000000.0,2745000000.0,7933000000.0,4505000000.0,,11000000.0,1032000000.0,,-4918000000.0,-1319000000.0,-456000000.0,-261000000.0,-47000000.0,-161000000.0,-1.42,-370000000.0,,-4000000.0,-126000000.0,11000000.0,1.614,11.8953,5.0602,-1.42,-582000000.0,-0.05793562708102109,-0.020984081041968163,0.05307035380235868,0.2681984546563644,0.09272061813745425,-0.036661842739990354,-0.10097431355181577,0.11834078893859293,0.00244173140954495,1.600728597449909,10995000000.0,798000000.0,900000000.0,3175000000.0,1197000000.0,100000000.0,4.3,4.3,0.009189640768588136,9.0,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2011-03-31,12726000000.0,4710000000.0,2769000000.0,7958000000.0,4768000000.0,,85000000.0,1074000000.0,,2760000000.0,785000000.0,188000000.0,124000000.0,,45000000.0,0.66,186500000.0,,47000000.0,84000000.0,85000000.0,,14.1548,,0.66,272000000.0,0.026006711409395974,0.009743831526009744,0.04492753623188406,0.28442028985507245,0.06811594202898551,0.014772905862014773,0.03873892437667422,0.09855072463768116,0.01782718120805369,1.7009750812567714,11119000000.0,776000000.0,838000000.0,3232000000.0,1150000000.0,,4.17,4.17,0.07391304347826087,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2011-06-30,13100000000.0,5018000000.0,2960000000.0,8124000000.0,4976000000.0,,131000000.0,1160000000.0,,5784000000.0,1625000000.0,448000000.0,292000000.0,,125000000.0,1.56,186600000.0,,,172000000.0,131000000.0,,15.2524,,1.56,620000000.0,0.058681672025723476,0.022290076335877863,0.050484094052558784,0.28094744121715076,0.07745504840940526,0.03419847328244275,0.08772273350303506,0.10719225449515905,0.02632636655948553,1.6952702702702702,11586000000.0,684000000.0,717000000.0,3358000000.0,1061000000.0,,3.66,3.66,0.1234684260131951,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2011-09-30,15088000000.0,6547000000.0,4176000000.0,10843000000.0,4245000000.0,1868000000.0,1305000000.0,2686000000.0,,8765000000.0,2479000000.0,600000000.0,370000000.0,,184000000.0,1.98,186600000.0,452000000.0,,257000000.0,3173000000.0,,11.5503,3.7888,1.98,857000000.0,0.08716136631330977,0.024522799575821846,0.042213348545350825,0.28282943525385057,0.06845407872219053,0.039766702014846236,0.08088433540037746,0.09777524244152881,0.7474676089517079,1.5677681992337165,12391000000.0,525000000.0,780000000.0,3570000000.0,1167000000.0,,2.7800000000000002,2.7800000000000002,2.7189374464438734,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2011-12-31,3671000000.0,1762000000.0,834000000.0,2977000000.0,694000000.0,4000000.0,2000000.0,690000000.0,,-15190000000.0,-4234000000.0,-1483000000.0,-916000000.0,76000000.0,-94000000.0,-2.8000000000000003,,-775000000.0,,-439000000.0,6000000.0,2.1127,,0.8703,-2.8000000000000003,-1922000000.0,-1.319884726224784,-0.24952329065649687,0.06030283080974325,0.27873601053324554,0.09763001974983541,-0.40397711795151187,-2.1185714285714288,0.12653061224489795,0.008645533141210375,2.1127098321342928,2119000000.0,-130000000.0,-247000000.0,655000000.0,-173000000.0,,1.4,1.4,-0.03468208092485549,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2012-03-31,3749000000.0,1859000000.0,925000000.0,3026000000.0,723000000.0,,,728000000.0,,577000000.0,173000000.0,37000000.0,3000000.0,,25000000.0,0.03,95700000.0,18000000.0,,17000000.0,0.0,,,1.0394,0.03,54000000.0,0.004149377593360996,0.0008002133902373967,0.005199306759098787,0.29982668977469673,0.06412478336221837,0.009869298479594559,0.051175656984785614,0.09358752166377816,0.0,2.0097297297297296,-64000000.0,-251000000.0,-398000000.0,43000000.0,-391000000.0,,0.7699999999999999,0.7699999999999999,-0.0,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2012-06-30,3703600000.0,1829600000.0,921900000.0,3012900000.0,690700000.0,,,739100000.0,,1144400000.0,346600000.0,94200000.0,20000000.0,,62300000.0,0.21,94700000.0,103100000.0,,34000000.0,0.0,,,0.7762,0.21,128200000.0,0.028956131460836834,0.005400151204233718,0.017476406850751487,0.30286613072352325,0.0823138762670395,0.025434712171940814,0.13638337918054147,0.11202376791331702,0.0,1.98459702787721,-4703600000.0,-523000000.0,-751800000.0,-1235400000.0,-882800000.0,,-0.5800000000000002,-0.5800000000000002,-0.0,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2012-09-30,3314600000.0,1714500000.0,741100000.0,2545000000.0,769600000.0,,,762000000.0,,1700300000.0,515400000.0,131100000.0,93000000.0,,43500000.0,0.99,94300000.0,177100000.0,,51700000.0,0.0,,,0.8556,0.99,182800000.0,0.12084199584199584,0.028057684185120377,0.05469623007704523,0.30312297829794743,0.07710404046344763,0.039552283835153565,0.17034823284823286,0.10751043933423514,0.0,2.313452975306976,-11768300000.0,-800000000.0,-1220700000.0,-3199000000.0,-1557000000.0,,-1.57,-1.57,-0.0,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2012-12-31,3386100000.0,1540400000.0,805300000.0,2682900000.0,703200000.0,,,544500000.0,,-1193900000.0,-354800000.0,-110800000.0,9400000.0,100000.0,-91200000.0,0.10000000000000009,-190600000.0,-51100000.0,,-31600000.0,0.0,1.913,17.3424,0.9881,0.10000000000000009,-142400000.0,0.013367463026166098,0.0027760550485809634,-0.00787335622748974,0.29717731803333614,0.09280509255381522,-0.032722010572635185,-0.15756541524459614,0.11927297093558925,0.0,1.912827517695269,2227800000.0,125400000.0,151500000.0,680200000.0,222600000.0,,1.3300000000000003,1.3300000000000003,0.0,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2013-03-31,3373600000.0,1569800000.0,842900000.0,2706600000.0,662700000.0,,,483100000.0,,608200000.0,190500000.0,37200000.0,20800000.0,,15000000.0,0.0,93200000.0,,,24500000.0,0.0,,17.9148,1.1431,0.0,61700000.0,0.03138675116945828,0.006165520512212474,0.03419927655376521,0.3132193357448208,0.061164090759618546,0.011026796300687692,0.05613399728383884,0.10144689246958237,0.0,1.8623798789892039,2259000000.0,143200000.0,151700000.0,697700000.0,230300000.0,,1.3000000000000003,1.3000000000000003,0.0,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2013-06-30,3365800000.0,1570600000.0,841500000.0,2705300000.0,656100000.0,,,517700000.0,,1217400000.0,388300000.0,78600000.0,46600000.0,,29400000.0,0.0,92400000.0,,,44600000.0,0.0,,17.8972,1.1867,0.0,123200000.0,0.07102575826855662,0.01384514825598669,0.038278298012157055,0.31895843601117135,0.0645638245441104,0.023352546200011884,0.11979881115683585,0.10119927714802038,0.0,1.8664289958407605,2332000000.0,169800000.0,136100000.0,739400000.0,225300000.0,,1.0900000000000003,1.0900000000000003,0.0,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2013-09-30,3795300000.0,1691500000.0,862100000.0,2669300000.0,1121100000.0,,,480600000.0,,1851400000.0,591200000.0,155600000.0,477300000.0,,-325000000.0,5.0,92300000.0,,,66500000.0,0.0,,6.369,1.3646,5.0,222100000.0,0.42574257425742573,0.12576080942218007,0.2578049043966728,0.3193259155233877,0.08404450685967375,0.040998076568387214,0.1387922576041388,0.1199632710381333,0.0,1.9620693655028418,2483100000.0,554100000.0,160600000.0,815200000.0,264600000.0,,5.1000000000000005,5.1000000000000005,0.0,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2013-12-31,3740200000.0,1665500000.0,832600000.0,2533300000.0,1201000000.0,,,507300000.0,,-1180100000.0,-370200000.0,-87800000.0,-56200000.0,6300000.0,-29000000.0,0.29000000000000004,-185600000.0,226600000.0,,-48700000.0,0.0,2.0,8.0618,1.5772,0.29000000000000004,-136500000.0,-0.04679433805162365,-0.015025934442008448,0.0476230827895941,0.3137022286246928,0.07440047453605626,-0.02347468049836907,-0.07310574521232306,0.11566816371493942,0.0,2.0003603170790294,2496900000.0,488500000.0,183600000.0,799800000.0,270500000.0,,5.29,5.29,0.0,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2014-03-31,3783700000.0,1714400000.0,834100000.0,2544100000.0,1235600000.0,,,515100000.0,,674500000.0,214800000.0,48300000.0,32200000.0,,13000000.0,0.0,92800000.0,,,21100000.0,0.0,,7.84,1.529,0.0,69400000.0,0.026060213661379086,0.008510188439886884,0.047739065974796144,0.3184581171237954,0.07160859896219422,0.012765282659830325,0.039090320492068634,0.10289103039288362,0.0,2.055389042081285,2563200000.0,499900000.0,194700000.0,824100000.0,278200000.0,,5.290000000000001,5.290000000000001,0.0,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2014-06-30,3812500000.0,1757600000.0,839900000.0,2545400000.0,1262700000.0,,,527700000.0,,1337500000.0,429600000.0,102800000.0,70500000.0,,25400000.0,0.0,92800000.0,,,42200000.0,0.0,,8.6081,1.6854,0.0,145000000.0,0.055832739368020905,0.018491803278688525,0.052710280373831776,0.32119626168224297,0.07685981308411215,0.02696393442622951,0.08141284548982339,0.10841121495327102,0.0,2.0926300750089295,2683300000.0,523800000.0,218900000.0,865400000.0,300000000.0,,5.290000000000001,5.290000000000001,0.0,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2014-09-30,3706700000.0,1709600000.0,815300000.0,2405000000.0,1296900000.0,,,522600000.0,,1994600000.0,649500000.0,222500000.0,150800000.0,,63400000.0,1.0,92900000.0,,,64200000.0,0.0,,25.4105,1.5592,1.0,286700000.0,0.11627727658262009,0.04068308738230771,0.07560413115411611,0.32562919883685953,0.11155118820816204,0.060026438611163566,0.1715629578224998,0.14373809285069689,0.0,2.096896847786091,2826500000.0,197300000.0,285800000.0,923700000.0,364600000.0,,1.290000000000001,1.290000000000001,0.0,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2014-12-31,3631500000.0,1636200000.0,775400000.0,2411200000.0,1214900000.0,,,584000000.0,,-1352000000.0,-427500000.0,-107200000.0,-66700000.0,4000000.0,-30500000.0,0.0,-185700000.0,,,-39200000.0,0.0,2.111,20.0875,1.3961,0.0,-146400000.0,-0.054901637994896696,-0.018367065950709072,0.049334319526627216,0.316198224852071,0.07928994082840236,-0.029519482307586397,-0.08823771503827475,0.10828402366863905,0.0,2.1101367036368326,2654600000.0,186800000.0,266400000.0,866400000.0,354700000.0,,1.0000000000000009,1.0000000000000009,0.0,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2015-03-31,3572600000.0,1638700000.0,834500000.0,2458000000.0,1109300000.0,,,570100000.0,,588700000.0,199000000.0,57900000.0,42100000.0,,18100000.0,0.0,91600000.0,,,20700000.0,0.0,,18.5585,1.4045,0.0,78600000.0,0.03795186153430091,0.011784134803784358,0.07151350433157805,0.33803295396636657,0.09835230168167149,0.016206684207579914,0.052195077977102676,0.13351452352641413,0.0,1.9636908328340323,2568800000.0,196700000.0,276000000.0,850600000.0,363900000.0,,1.0000000000000009,1.0000000000000009,0.0,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2015-06-30,3575700000.0,1633400000.0,816000000.0,2307900000.0,1262400000.0,,,497400000.0,,1216900000.0,412900000.0,222400000.0,184400000.0,,41600000.0,2.0,91000000.0,,,41900000.0,0.0,,12.5071,1.4728,2.0,264300000.0,0.14607097591888465,0.051570321895013566,0.1515325827923412,0.3393047908620265,0.18275947078642452,0.06219761165645887,0.1761723700887199,0.21719122360095325,0.0,2.00171568627451,2448200000.0,310600000.0,395600000.0,833900000.0,483200000.0,,3.000000000000001,3.000000000000001,0.0,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2015-09-30,3478300000.0,1571100000.0,717200000.0,2111400000.0,1363300000.0,,,504900000.0,,1818800000.0,607800000.0,326300000.0,315100000.0,,53000000.0,3.0,90800000.0,,,63100000.0,0.0,,8.5683,1.2057,3.0,389400000.0,0.23113034548521968,0.09059023085990282,0.17324609632724874,0.33417638003078953,0.1794040026391027,0.09381019463531036,0.2393457052739676,0.21409720694963713,0.0,2.1906023424428334,2272400000.0,474900000.0,499400000.0,792200000.0,585900000.0,,5.000000000000001,5.000000000000001,0.0,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2015-12-31,3723600000.0,1497700000.0,953100000.0,2358200000.0,1362100000.0,,245700000.0,415700000.0,,-1138800000.0,-410600000.0,-226500000.0,-189800000.0,,-42600000.0,-2.0,-182700000.0,,,-35700000.0,245700000.0,1.5719,9.24,1.3078,-2.0,-262200000.0,-0.1393436605241906,-0.050972177462670534,0.16666666666666666,0.3605549701440112,0.19889357218124343,-0.06082823074444087,-0.14087573081229007,0.23024236037934667,0.18038323177446589,1.5713985940614836,2485600000.0,351800000.0,380100000.0,809100000.0,470100000.0,,3.000000000000001,3.000000000000001,0.5226547543075941,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2016-03-31,3809200000.0,1566200000.0,954000000.0,2386300000.0,1421400000.0,,275200000.0,430900000.0,,609100000.0,195300000.0,51000000.0,37400000.0,,11700000.0,0.0,90500000.0,,,25300000.0,275200000.0,,9.5471,1.3223,0.0,76300000.0,0.026312086675109047,0.009818334558437468,0.061402068625841404,0.3206370054178296,0.08373009358069282,0.01338863803423291,0.03006012024048096,0.12526678706287966,0.19361193189812861,1.641719077568134,2506000000.0,347100000.0,373200000.0,805400000.0,467800000.0,,3.000000000000001,3.000000000000001,0.5882855921333904,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2016-06-30,3750300000.0,1527800000.0,916300000.0,2333500000.0,1415200000.0,,219000000.0,433300000.0,,1235300000.0,400900000.0,100500000.0,70200000.0,,29200000.0,0.0,90400000.0,,,51100000.0,219000000.0,,12.1271,1.1507,0.0,151600000.0,0.04960429621254946,0.018718502519798418,0.056828300817615154,0.3245365498259532,0.0813567554440217,0.02679785617150628,0.0614979806633215,0.12272322512749939,0.15474844544940644,1.6673578522318018,2524400000.0,232900000.0,251300000.0,793400000.0,355100000.0,,1.0000000000000009,1.0000000000000009,0.616727682343002,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2016-09-30,3717600000.0,1515800000.0,938900000.0,2259900000.0,1456000000.0,,251900000.0,475800000.0,,1817000000.0,584800000.0,235300000.0,160300000.0,,75300000.0,1.0,90200000.0,,,76500000.0,251900000.0,,16.3008,1.2929,1.0,311800000.0,0.11009615384615384,0.043119216698945556,0.08822234452394057,0.32184920198128786,0.1294991744634012,0.06329352270281902,0.13777153229111774,0.17160154100165106,0.17300824175824175,1.6144424326339333,2522600000.0,78100000.0,160300000.0,770400000.0,277500000.0,,-0.9999999999999991,-0.9999999999999991,0.9077477477477478,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2016-12-31,3601700000.0,1401800000.0,866200000.0,2173300000.0,1426400000.0,,214300000.0,460700000.0,,-1256000000.0,-422800000.0,-127900000.0,-81800000.0,,-40200000.0,1.0,-181200000.0,,,-50900000.0,214300000.0,1.6189,18.5594,1.4359,1.0,-178800000.0,-0.05734716769489624,-0.02271149734847433,0.06512738853503185,0.33662420382165603,0.10183121019108281,-0.03551100869034067,-0.07795453160236485,0.14235668789808917,0.15023836231071228,1.6183329485107365,2405400000.0,186100000.0,258900000.0,758200000.0,360900000.0,,2.000000000000001,2.000000000000001,0.5937932945414243,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
2017-03-31,3670400000.0,1378900000.0,885800000.0,2178400000.0,1490400000.0,,213100000.0,348500000.0,,625800000.0,202300000.0,55600000.0,46000000.0,,9100000.0,0.0,89200000.0,,,24800000.0,213100000.0,,18.6801,1.5016,0.0,80400000.0,0.030864197530864196,0.012532693984306887,0.07350591243208693,0.3232662192393736,0.08884627676573985,0.01514821272885789,0.03263868506017024,0.12847555129434324,0.14298174986580783,1.5566719349740348,2422100000.0,194700000.0,263500000.0,765200000.0,365000000.0,,2.000000000000001,2.000000000000001,0.5838356164383561,,1.3400502,224.12,133.36,0.63419,18764.72,38.4523,3.6551,4.7644
