report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-09-30,698880000000.0,,,570864000000.0,122552000000.0,234673000000.0,120435000000.0,,108032000000.0,,9630000000.0,,1686000000.0,0.91,20078000000.0,10498000000.0,6814000000.0,9580000000.0,355108000000.0,,17.9036,1.6614,0.91,,0.07857888896142046,0.01377918956043956,0.0891402547393365,,,,0.0886774289099526,,2.8976108101050984,,140462000000.0,11903000000.0,-147000000.0,1.16,1.16,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2012-12-31,685328000000.0,,,556858000000.0,123026000000.0,236084000000.0,101392000000.0,,-67538000000.0,,-5162000000.0,,-950000000.0,-0.48999999999999977,-9430000000.0,-5974000000.0,-4224000000.0,-15404000000.0,337476000000.0,0.8606,16.1357,1.5272,-0.48999999999999977,,-0.04195861037504267,-0.0075321597833446175,0.07643104622582843,,,,0.22807900737362669,,2.743127468990295,,147359000000.0,13641000000.0,4257000000.0,1.2900000000000003,1.2900000000000003,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2013-03-31,670690000000.0,,,541640000000.0,123714000000.0,234299000000.0,83127000000.0,,35010000000.0,,3527000000.0,,506000000.0,0.34,4610000000.0,3644000000.0,2310000000.0,966000000.0,317426000000.0,,16.8848,1.6697,0.34,,0.02850930371663676,0.005258763363103669,0.10074264495858326,,,,0.027592116538131962,,2.5658050018591267,,147187000000.0,14134000000.0,2052000000.0,1.3400000000000003,1.3400000000000003,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2013-06-30,660541000000.0,,,531730000000.0,122509000000.0,,77184000000.0,,70133000000.0,,6660000000.0,,814000000.0,0.0,11931000000.0,7218000000.0,4577000000.0,4713000000.0,77184000000.0,,16.7836,1.6753,0.0,,0.05436335289652189,0.010082644377866021,0.0949624285286527,,,,0.06720088973806909,,0.6300271816764482,,145637000000.0,14655000000.0,-145000000.0,0.7600000000000005,0.7600000000000005,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2013-09-30,661438000000.0,,,532393000000.0,122692000000.0,,80496000000.0,,105858000000.0,,9851000000.0,,1159000000.0,0.0,17162000000.0,10130000000.0,7155000000.0,7032000000.0,80496000000.0,,17.4364,1.7056,0.0,,0.08029048348710592,0.01489330821634076,0.09305862570613463,,,,0.06642861191407357,,0.656081896130147,,143463000000.0,14876000000.0,-2693000000.0,-0.14999999999999963,-0.14999999999999963,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2013-12-31,656560000000.0,,,519777000000.0,130566000000.0,221665000000.0,77890000000.0,,-64956000000.0,16151000000.0,-6981000000.0,,-1803000000.0,0.9299999999999999,-5124000000.0,-7534000000.0,,-12658000000.0,299555000000.0,0.9669,21.7177,2.5749,0.9299999999999999,16151000000.0,-0.05346721198474335,-0.010632691604727672,0.10747275078514687,-0.24864523677566353,0.02459942731814305,0.037549898749421676,0.19487037379148964,-0.24864523677566353,2.294280287364245,,146045000000.0,13057000000.0,53000000.0,1.27,1.27,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2014-03-31,652252000000.0,,,514233000000.0,131836000000.0,,76121000000.0,,34178000000.0,,2999000000.0,,516000000.0,0.0,4961000000.0,3361000000.0,,1600000000.0,76121000000.0,,20.7198,2.4255,0.0,,0.022747959586152493,0.004597916142840497,0.08774650359880624,,,,0.04681373983264088,,0.5773916077550897,,145213000000.0,12529000000.0,687000000.0,0.9299999999999999,0.9299999999999999,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2014-06-30,651869000000.0,,,511802000000.0,134013000000.0,,73531000000.0,,70411000000.0,,6544000000.0,,709000000.0,0.0,10210000000.0,6864000000.0,,3346000000.0,73531000000.0,,20.3748,2.5354,0.0,,0.04883108355159574,0.01003882681949901,0.09294002357586173,,,,0.04752098393716891,,0.5486855752800102,,145491000000.0,12413000000.0,-680000000.0,0.9299999999999999,0.9299999999999999,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2014-09-30,650021000000.0,,,506510000000.0,134998000000.0,,69916000000.0,,106585000000.0,,10081000000.0,,1172000000.0,0.0,16245000000.0,9701000000.0,,6544000000.0,69916000000.0,,19.3619,2.5586,0.0,,0.07467518037304256,0.015508729717962959,0.09458178918234274,,,,0.06139700708354834,,0.5179039689476881,,146218000000.0,12643000000.0,-1168000000.0,0.9299999999999999,0.9299999999999999,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2014-12-31,648349000000.0,,,511516000000.0,128159000000.0,,71789000000.0,,-62585000000.0,,-4391000000.0,,-625000000.0,1.0,-3706000000.0,-6199000000.0,,-9905000000.0,71789000000.0,0.7682,16.659,2.1763,1.0,,-0.03426212751347935,-0.006772586986329893,0.07016058160901174,,,,0.15826475992649996,,0.5601557440367044,,148589000000.0,15233000000.0,1585000000.0,1.0,1.0,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2015-03-31,617631000000.0,,,500333000000.0,108560000000.0,,69211000000.0,,29356000000.0,,-13573000000.0,,6458000000.0,-1.0,6090000000.0,3011000000.0,,3079000000.0,69211000000.0,,,2.2227,-1.0,,-0.12502763448784082,-0.02197590470685571,-0.4623586319662079,,,,0.10488486169777898,,0.6375368459837878,,143767000000.0,-1339000000.0,3064000000.0,0.0,0.0,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2015-06-30,610926000000.0,,,492647000000.0,109503000000.0,,67822000000.0,,61051000000.0,,-14933000000.0,,7101000000.0,-1.0,12389000000.0,3289000000.0,,9100000000.0,67822000000.0,,,2.4612,-1.0,,-0.13637069304037333,-0.02444322225605065,-0.24459877807079328,,,,0.14905570752321828,,0.619362026611143,,134407000000.0,-22816000000.0,8818000000.0,-1.0,-1.0,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2015-09-30,581310000000.0,,,461317000000.0,111204000000.0,,46495000000.0,,92731000000.0,,-12427000000.0,,7466000000.0,-1.0,13147000000.0,4893000000.0,,8254000000.0,46495000000.0,,,2.428,-1.0,,-0.11174957735333262,-0.02137757822848394,-0.13401127993874756,,,,0.0890101476313207,,0.41810546383223623,,120553000000.0,-45324000000.0,10528000000.0,-2.0,-2.0,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2015-12-31,492692000000.0,,,389582000000.0,98274000000.0,,49892000000.0,,-65752000000.0,,34807000000.0,,-14540000000.0,3.0,-11735000000.0,-3884000000.0,,-15619000000.0,49892000000.0,0.8459,,2.7345,3.0,,0.3541832020676883,0.07064657027108213,-0.5293679279717727,,,,0.23754410512227764,,0.5076826017054358,,117386000000.0,-6126000000.0,4814000000.0,0.0,0.0,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2016-03-31,462193000000.0,,,366403000000.0,91088000000.0,,51082000000.0,,27845000000.0,,191000000.0,,-139000000.0,0.0,599000000.0,1556000000.0,,-957000000.0,51082000000.0,,38.0886,2.5007,0.0,,0.002096873353240822,0.0004132472798160076,0.006859400251391632,,,,-0.03436882743760101,,0.5607983488494642,,115875000000.0,7638000000.0,778000000.0,1.0,1.0,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2016-06-30,401461000000.0,,,311708000000.0,84991000000.0,,31927000000.0,,61339000000.0,,3081000000.0,,340000000.0,0.0,-2913000000.0,3052000000.0,,-5965000000.0,31927000000.0,,23.6225,2.3747,0.0,,0.03625089715381628,0.007674469001970304,0.0502290549242733,,,,-0.0972464500562448,,0.3756515395747785,,116163000000.0,25652000000.0,-14287000000.0,2.0,2.0,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2016-09-30,387694000000.0,,,301098000000.0,81882000000.0,,31571000000.0,,90604000000.0,,5164000000.0,,302000000.0,0.0,-1873000000.0,5109000000.0,,-6982000000.0,31571000000.0,,22.8568,2.1841,0.0,,0.06306636379179795,0.013319783127930791,0.056995276146748486,,,,-0.07706061542536753,,0.3855670354900955,,114036000000.0,43243000000.0,-29523000000.0,3.0,3.0,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2016-12-31,365183000000.0,,,284668000000.0,75828000000.0,,30714000000.0,,-56095000000.0,,395000000.0,,-967000000.0,0.0,3943000000.0,-2518000000.0,,1425000000.0,30714000000.0,0.7311,31.7452,2.3423,0.0,,0.0052091575671256,0.0010816494743731224,-0.007041625813352348,,,,-0.025403333630448346,,0.40504826713087516,,123693000000.0,8831000000.0,-12479000000.0,0.0,0.0,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2017-03-31,351643000000.0,,,272416000000.0,74534000000.0,,28324000000.0,,27660000000.0,,653000000.0,,16000000.0,0.0,309000000.0,1470000000.0,,-1161000000.0,28324000000.0,,30.377,2.1796,0.0,,0.008761102315721685,0.0018569970111732637,0.02360809833694866,,,,-0.041973969631236445,,0.3800144900313951,,123508000000.0,9293000000.0,-12683000000.0,0.0,0.0,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2017-06-30,355473000000.0,,,276498000000.0,74148000000.0,,30044000000.0,,57219000000.0,,2020000000.0,,31000000.0,0.0,2494000000.0,3470000000.0,,-976000000.0,30044000000.0,,35.0706,1.9905,0.0,,0.0272428116739494,0.005682569421587575,0.03530295880738915,,,,-0.017057271186144463,,0.405189620758483,,119388000000.0,8232000000.0,-7694000000.0,0.0,0.0,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2017-09-30,378038000000.0,,,280544000000.0,76105000000.0,,28127000000.0,,90691000000.0,,3856000000.0,,-303000000.0,0.0,3518000000.0,5071000000.0,,-1553000000.0,28127000000.0,,35.5003,1.7889,0.0,,0.050666841863215295,0.010200032800935356,0.042518000683640055,,,,-0.017124080669526195,,0.3695814992444649,,119475000000.0,6924000000.0,-2265000000.0,0.0,0.0,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2017-12-31,377945000000.0,,,292561000000.0,64263000000.0,,24036000000.0,,-53478000000.0,,-12315000000.0,,-2787000000.0,0.0,4105000000.0,-2640000000.0,,1465000000.0,24036000000.0,0.8432,,1.3187,0.0,,-0.19163437748004294,-0.03258410615301168,0.23028161112981038,,,,-0.027394442574516623,,0.3740254890061155,,122092000000.0,-5786000000.0,-2225000000.0,0.0,0.0,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2018-03-31,358109000000.0,,,281367000000.0,55965000000.0,,19371000000.0,,28660000000.0,,-1147000000.0,,-27000000.0,0.0,1390000000.0,1818000000.0,,-428000000.0,19371000000.0,,,0.9564,0.0,,-0.020494952202269275,-0.0032029354191042392,-0.040020935101186324,,,,-0.014933705512909979,,0.3461270436880193,,123092000000.0,-7586000000.0,-1492000000.0,0.0,0.0,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2018-06-30,342769000000.0,,,267639000000.0,55069000000.0,,14419000000.0,,58764000000.0,,-347000000.0,,515000000.0,0.0,1947000000.0,3320000000.0,,-1373000000.0,14419000000.0,,,1.0623,0.0,,-0.006301185785105958,-0.0010123435899979287,-0.005904975835545572,,,,-0.02336464502076101,,0.26183515226352394,,124637000000.0,-9953000000.0,-1889000000.0,0.0,0.0,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2018-09-30,311691000000.0,,,263468000000.0,31454000000.0,,15206000000.0,,88337000000.0,,-23116000000.0,,677000000.0,-2.0,-435000000.0,4983000000.0,,-5418000000.0,15206000000.0,,,1.0298,-2.0,,-0.7349144782857506,-0.07416319367578789,-0.26167970386134914,,,,-0.06133330314590715,,0.483436128950213,,122283000000.0,-36925000000.0,-5754000000.0,-2.0,-2.0,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2018-12-31,309129000000.0,,,257266000000.0,30981000000.0,,12849000000.0,,-54146000000.0,,2255000000.0,,-582000000.0,0.0,1344000000.0,-2426000000.0,,-1082000000.0,12849000000.0,1.6666,,0.6787,0.0,,0.07278654659307317,0.007294689272116172,-0.041646659032984895,,,,0.01998300890185794,,0.4147380652658081,,121615000000.0,-22355000000.0,-8301000000.0,-2.0,-2.0,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2019-03-31,315082000000.0,,,259020000000.0,35161000000.0,90223000000.0,15953000000.0,,27286000000.0,1275000000.0,3588000000.0,,222000000.0,0.4,42000000.0,1680000000.0,,-1638000000.0,106176000000.0,,,0.9634,0.4,1275000000.0,0.10204487926964534,0.01138751182231927,0.13149600527743166,0.046727259400425124,0.0040465656559244894,0.009020992379914673,-0.06003078501795793,0.046727259400425124,3.019709337049572,,120241000000.0,-17620000000.0,-9511000000.0,-1.6,-1.6,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2019-06-30,312109000000.0,,,255980000000.0,35816000000.0,,15620000000.0,,56117000000.0,,3716000000.0,,74000000.0,0.4,20000000.0,3514000000.0,,-3494000000.0,15620000000.0,,,0.9713,0.4,,0.10375251284342193,0.011906096908451855,0.06621879287916317,,,,-0.062262772421904235,,0.43611793611793614,,117594000000.0,-13557000000.0,-11632000000.0,-1.2,-1.2,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2019-09-30,263009000000.0,,,233856000000.0,27935000000.0,,17046000000.0,,68976000000.0,,-5707000000.0,,-1000000.0,-0.69,2033000000.0,4175000000.0,,-2142000000.0,17046000000.0,,,0.8178,-0.69,,-0.2042956864148917,-0.021698877224733754,-0.0827389236836001,,,,-0.03105427974947808,,0.6102022552353679,,98233000000.0,3852000000.0,-8356000000.0,0.1100000000000001,0.1100000000000001,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2019-12-31,266048000000.0,,,236187000000.0,28316000000.0,,22072000000.0,,-57165000000.0,,-6576000000.0,,431000000.0,-0.7300000000000001,6677000000.0,-3556000000.0,,3121000000.0,22072000000.0,1.3072,,1.0237,-0.7300000000000001,,-0.23223619155247915,-0.02471734423863363,0.11503542377328785,,,,-0.054596343916732265,,0.7794886283373358,,95214000000.0,-4979000000.0,-4153000000.0,-0.62,-0.62,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2020-03-31,262021000000.0,,,225162000000.0,35284000000.0,,18122000000.0,,20524000000.0,,6199000000.0,,63000000.0,0.7,-214000000.0,1027000000.0,,-1241000000.0,18122000000.0,,,0.7508,0.7,,0.17568869742659562,0.023658409058815895,0.302036640031183,,,,-0.0604657961411031,,0.513603899784605,,88452000000.0,-2368000000.0,-3756000000.0,-0.32000000000000006,-0.32000000000000006,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2020-06-30,256487000000.0,,,221233000000.0,33674000000.0,,9059000000.0,,38273000000.0,,4212000000.0,,-136000000.0,0.44,-1372000000.0,1614000000.0,,-2986000000.0,9059000000.0,,,0.696,0.44,,0.12508166537981827,0.016421884929840497,0.1100514723172994,,,,-0.07801844642437228,,0.26902060937221595,,70608000000.0,-1872000000.0,-3248000000.0,-0.2800000000000001,-0.2800000000000001,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2020-09-30,254315000000.0,,,219522000000.0,33269000000.0,,5977000000.0,,57690000000.0,,3068000000.0,,-637000000.0,0.3,-37000000.0,2241000000.0,,-2278000000.0,5977000000.0,,14.3729,0.6732,0.3,,0.09221798070275632,0.012063779171499912,0.053180793898422604,,,,-0.039486912809845724,,0.17965673750338151,,59322000000.0,6903000000.0,-3384000000.0,0.7099999999999999,0.7099999999999999,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2020-12-31,253452000000.0,88412000000.0,56069000000.0,216378000000.0,35552000000.0,70288000000.0,4778000000.0,,-36868000000.0,5197000000.0,-7775000000.0,,236000000.0,-0.86,5220000000.0,-1630000000.0,,3590000000.0,75066000000.0,1.5537,16.5802,1.2475,-0.86,5197000000.0,-0.21869374437443745,-0.030676419992740244,0.21088749050667246,-0.1409623521753282,0.020504868771996275,0.04698150391437198,-0.09737441683845069,-0.1409623521753282,2.111442394239424,1.5768428186698533,79619000000.0,5704000000.0,-2915000000.0,0.58,0.58,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2021-03-31,245164000000.0,113198000000.0,57681000000.0,210011000000.0,33585000000.0,66890000000.0,4468000000.0,,17118000000.0,238000000.0,-2802000000.0,,142000000.0,-0.33,-1959000000.0,332000000.0,,-2291000000.0,71358000000.0,,,1.57,-0.33,238000000.0,-0.08343010272443055,-0.011429084204858789,-0.16368734665264634,0.013903493398761537,0.0009707787440244081,0.002267897811192743,-0.13383572847295244,0.013903493398761537,2.1246985261277356,1.9624833133960924,76213000000.0,-3297000000.0,-3965000000.0,-0.45,-0.45,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2021-06-30,237559000000.0,102411000000.0,56639000000.0,202512000000.0,33487000000.0,,4293000000.0,,35397000000.0,,-3934000000.0,,-325000000.0,-0.46,-1441000000.0,599000000.0,,-2040000000.0,4293000000.0,,,1.5788,-0.46,,-0.11747842446322454,-0.016560096649674397,-0.11113936209283272,,,,-0.057632002712094246,,0.1281990025980231,1.808135736859761,73337000000.0,-11443000000.0,-3019000000.0,-1.35,-1.35,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2021-09-30,237133000000.0,103587000000.0,57676000000.0,198172000000.0,37477000000.0,,5459000000.0,,53826000000.0,,-2677000000.0,,-323000000.0,-2.61,900000000.0,895000000.0,,5000000.0,5459000000.0,,,1.5105,-2.61,,-0.07143047735944713,-0.011289023459408855,-0.049734329134618956,,,,9.289191097239252e-05,,0.14566267310617179,1.7960156737637838,69473000000.0,-17188000000.0,-736000000.0,-4.26,-4.26,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2021-12-31,198874000000.0,66348000000.0,51953000000.0,157262000000.0,40310000000.0,,4361000000.0,,-32145000000.0,,2893000000.0,,220000000.0,-2.7600000000000002,5832000000.0,-576000000.0,,5256000000.0,4361000000.0,1.2771,,1.8372,-2.7600000000000002,,0.07176879186306127,0.014546899041604232,-0.08999844454814124,,,,-0.16350909939337377,,0.10818655420491194,1.2770773583816142,74196000000.0,-6520000000.0,930000000.0,-6.16,-6.16,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2022-03-31,191961000000.0,63299000000.0,53344000000.0,151678000000.0,39005000000.0,,4985000000.0,,17040000000.0,,-1042000000.0,,204000000.0,-0.99,-556000000.0,340000000.0,,-896000000.0,4985000000.0,,,1.9341,-0.99,,-0.026714523779002693,-0.005428185933601096,-0.061150234741784035,,,,-0.05258215962441314,,0.127804127675939,1.186618926214757,74118000000.0,-4760000000.0,2325000000.0,-6.82,-6.82,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2022-06-30,185540000000.0,60658000000.0,53883000000.0,149597000000.0,34649000000.0,,4947000000.0,,35686000000.0,,-1833000000.0,,520000000.0,-1.78,-6000000.0,660000000.0,,-666000000.0,4947000000.0,,,1.4562,-1.78,,-0.05290195965251522,-0.00987927131615824,-0.05136468082721515,,,,-0.018662780922490612,,0.1427746832520419,1.1257353896405173,74407000000.0,-2659000000.0,3699000000.0,-8.14,-8.14,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2022-09-30,180877000000.0,60082000000.0,54657000000.0,148124000000.0,31475000000.0,,4285000000.0,,54769000000.0,,-1997000000.0,,541000000.0,-1.99,1417000000.0,957000000.0,,460000000.0,4285000000.0,,,1.5428,-1.99,,-0.06344718030182685,-0.011040651934740183,-0.03646223228468659,,,,0.008398911793167667,,0.13613979348689437,1.0992553561300473,75350000000.0,-1979000000.0,4154000000.0,-7.5200000000000005,-7.5200000000000005,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2022-12-31,187788000000.0,66234000000.0,56947000000.0,150206000000.0,36366000000.0,,3757000000.0,,-30940000000.0,,5097000000.0,,-789000000.0,4.71,5061000000.0,-586000000.0,,4475000000.0,3757000000.0,1.1812,270.0729,3.142,4.71,,0.1401583897046692,0.027142309412742028,-0.1647382029734971,,,,-0.14463477698771818,,0.10331078479898806,1.1630814617100111,76555000000.0,225000000.0,3373000000.0,-0.04999999999999982,-0.04999999999999982,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2023-03-31,164472000000.0,60286000000.0,48177000000.0,131649000000.0,31652000000.0,,2262000000.0,,14486000000.0,,7506000000.0,,271000000.0,6.71,-259000000.0,279000000.0,,-538000000.0,2262000000.0,,11.5904,4.2838,6.71,,0.23714141286490584,0.04563694732234058,0.5181554604445672,,,,-0.037139306917023336,,0.07146467837735372,1.2513440023247608,74001000000.0,8773000000.0,3731000000.0,7.6499999999999995,7.6499999999999995,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
2023-06-30,163006000000.0,60213000000.0,48108000000.0,130638000000.0,31194000000.0,,1882000000.0,,31185000000.0,,7541000000.0,,603000000.0,6.68,215000000.0,,,,1882000000.0,,12.079,6.3165,6.68,,0.24174520741168173,0.046262100781566326,0.2418149751483085,,,,,,0.060332115150349426,1.2516213519580943,69500000000.0,18147000000.0,,16.11,16.11,1.5049472,348.48,159.36,6.31963,294883.4,33.883,17.3965,6.4309
