report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,fcf_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,51180900000.0,27116500000.0,14810500000.0,26661700000.0,24519200000.0,7630400000.0,,3526200000.0,15098500000.0,876800000.0,99400000.0,458500000.0,1.96,,,,7630400000.0,,5.5206,0.4275,1.96,0.03575973114946654,0.017131390811806747,0.05807199390667947,,0.3112010179777481,1.8308969987508863,,,,,,,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2010-09-30,51032400000.0,26939400000.0,14141500000.0,26670700000.0,24361700000.0,8217200000.0,100000000.0,2246200000.0,44153900000.0,2338300000.0,305900000.0,1263400000.0,5.52,,,,8317200000.0,,4.4569,0.3583,5.52,0.09598262847009856,0.045819910488238844,0.052957949354417166,,0.3414047459742136,1.9049888625676201,,,,,,,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2010-12-31,50166900000.0,26140800000.0,14009500000.0,26354300000.0,23812600000.0,8147800000.0,100000000.0,1788800000.0,58801800000.0,2887100000.0,418900000.0,1466700000.0,6.94,1416700000.0,451400000.0,965300000.0,8247800000.0,0.1945,7.7522,0.381,6.94,0.121242535464418,0.05754989843901058,0.04909883711042859,0.016416164131030003,0.3463628499197904,1.8659338306149398,,,,,,,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2011-03-31,50918000000.0,26819400000.0,14160300000.0,26939900000.0,23978100000.0,8542000000.0,100000000.0,2402000000.0,14894300000.0,926600000.0,105900000.0,500500000.0,2.44,1114900000.0,101900000.0,1013000000.0,8642000000.0,,8.8086,0.4419,2.44,0.03864359561433141,0.01819788679838171,0.06221171857690526,0.06801259542240992,0.3604122094744788,1.8939852969216755,132948500000.0,7028800000.0,,930100000.0,16.86,16.86,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2011-06-30,50877200000.0,26756800000.0,14107300000.0,26695900000.0,24181300000.0,8292100000.0,100000000.0,1699800000.0,29995000000.0,1628200000.0,209500000.0,806300000.0,4.34,1886700000.0,206600000.0,1680100000.0,8392100000.0,,9.9148,0.4884,4.34,0.06733302179783551,0.032002547309993475,0.05428238039673279,0.05601266877812969,0.3470491660911531,1.8966634295719238,147845000000.0,7780200000.0,,1040200000.0,19.24,19.24,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2013-03-31,59408600000.0,28660700000.0,16030100000.0,35090600000.0,24318000000.0,14030000000.0,350000000.0,1665300000.0,17687200000.0,885200000.0,153500000.0,401900000.0,2.0,956900000.0,107500000.0,849400000.0,14380000000.0,,7.5855,0.3195,2.0,0.03640101982070894,0.014900199634396366,0.050047491971595276,0.04802342937265367,0.591331523974011,1.7879302062993994,121378300000.0,6327100000.0,4507800000.0,887800000.0,15.719999999999999,15.719999999999999,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2013-06-30,59612300000.0,28900800000.0,16034100000.0,35079800000.0,24532500000.0,14091500000.0,350000000.0,1347300000.0,35482800000.0,1685300000.0,305400000.0,812300000.0,5.0,1382100000.0,249500000.0,1132600000.0,14441500000.0,,8.6354,0.3715,5.0,0.06869662692346887,0.028271011183933516,0.047496251705051465,0.031919690667027406,0.588668093345562,1.8024585102999233,98059300000.0,5125300000.0,4675100000.0,774300000.0,13.78,13.78,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2013-09-30,60263500000.0,29596900000.0,16042400000.0,35455400000.0,24808100000.0,14514000000.0,350000000.0,2185700000.0,53452600000.0,2341500000.0,456900000.0,1038900000.0,7.0,2779500000.0,408100000.0,2371400000.0,14864000000.0,,8.9113,0.3647,7.0,0.09438449538658744,0.0388543645822098,0.04380516569820738,0.044364539797876995,0.5991591456016382,1.844917219368673,136617600000.0,6540200000.0,6033500000.0,1125300000.0,18.34,18.34,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2013-12-31,59574500000.0,29745800000.0,16351500000.0,34809300000.0,24765200000.0,13573600000.0,400000000.0,1582100000.0,-35599100000.0,-2422300000.0,-313100000.0,,-6.0,-2066200000.0,-118600000.0,-2184800000.0,13973600000.0,,10.9657,0.3838,-6.0,-0.09781063750747016,-0.04066001393213539,0.06804385504127913,0.061372338064726355,0.5642433737664142,1.819148090389261,71023500000.0,2489700000.0,2168600000.0,602700000.0,8.0,8.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2014-03-31,61685500000.0,31806800000.0,18493700000.0,37340200000.0,24345300000.0,13932100000.0,590000000.0,1971200000.0,17859400000.0,701000000.0,146200000.0,438700000.0,2.0,1387500000.0,135700000.0,1251800000.0,14522100000.0,,12.1633,0.3928,2.0,0.02879405881217319,0.011364096910943415,0.039251038668712275,0.07009194037873613,0.5965052802799719,1.7198721726858335,71195700000.0,2305500000.0,2571000000.0,595400000.0,8.0,8.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2014-06-30,62303600000.0,32428200000.0,19176300000.0,37926700000.0,24376900000.0,14037800000.0,250000000.0,1784600000.0,36332800000.0,1432100000.0,291800000.0,971300000.0,4.0,2458500000.0,271200000.0,2187300000.0,14287800000.0,,13.4595,0.417,4.0,0.058748241162740134,0.022985830674310953,0.039416174916329046,0.060201801127356,0.5861204665072262,1.6910561474319863,72045700000.0,2052300000.0,3625700000.0,581800000.0,7.0,7.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2014-09-30,62058200000.0,32227100000.0,18395000000.0,37764200000.0,24294000000.0,14538300000.0,100000000.0,1717900000.0,54889800000.0,2063000000.0,447100000.0,1427600000.0,7.0,3064200000.0,410600000.0,2653600000.0,14638300000.0,,14.7381,0.4473,7.0,0.08491808677039599,0.03324298803381342,0.037584396372367906,0.04834413679772927,0.6025479542273813,1.7519488991573797,73482900000.0,1773800000.0,3907900000.0,572000000.0,7.0,7.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2014-12-31,62065000000.0,32228900000.0,18753400000.0,37813700000.0,24251300000.0,14127200000.0,400000000.0,2151700000.0,-35207900000.0,-1626400000.0,-284400000.0,-1029600000.0,-5.0,-3540900000.0,-102900000.0,-3643800000.0,14527200000.0,,13.1998,0.4589,-5.0,-0.06706444602969738,-0.026204785305727864,0.04619417801118499,0.10349381814876775,0.5990276809902975,1.7185630339031857,73874100000.0,2569700000.0,2448900000.0,600700000.0,8.0,8.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2015-03-31,65546000000.0,34740400000.0,21305400000.0,41211700000.0,24334300000.0,14764400000.0,450000000.0,1397000000.0,19051500000.0,865200000.0,154400000.0,703900000.0,3.0,1650500000.0,88800000.0,1561700000.0,15214400000.0,,15.0222,0.5467,3.0,0.03555475193451219,0.013199890153479998,0.04541374694905913,0.08197254809332598,0.6252244773837752,1.6305913054906267,75066200000.0,2733900000.0,2758800000.0,608900000.0,9.0,9.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2015-06-30,64263800000.0,33202200000.0,20673200000.0,41201200000.0,23062600000.0,15468400000.0,540000000.0,1553000000.0,39067000000.0,1724300000.0,308500000.0,1402800000.0,6.0,2823500000.0,229700000.0,2593800000.0,16008400000.0,,15.1716,0.5663,6.0,0.07476607147502884,0.026831591035699726,0.04413699541812783,0.06639363145365654,0.694128155541873,1.606050345374688,77800400000.0,3026100000.0,3165300000.0,625600000.0,11.0,11.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2015-09-30,62335600000.0,31539400000.0,18365800000.0,39099500000.0,23236100000.0,15719600000.0,540000000.0,1547800000.0,58968600000.0,2379100000.0,473300000.0,1877600000.0,8.0,3166900000.0,408300000.0,2758600000.0,16259600000.0,,12.6896,0.4694,8.0,0.10238809438761239,0.03816599182489621,0.04034520066611722,0.04678082911922617,0.6997559831469137,1.7172897450696403,81879200000.0,3342200000.0,3270300000.0,651800000.0,12.0,12.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2015-12-31,61717800000.0,30862100000.0,19092600000.0,38673700000.0,23044100000.0,15324500000.0,540000000.0,2113500000.0,-37930600000.0,-2408600000.0,-283200000.0,-1913300000.0,-8.0,-3524900000.0,-88600000.0,-3613500000.0,15864500000.0,,14.2201,0.4594,-8.0,-0.10452133083956414,-0.039026018425802604,0.06350018191117462,0.09526609122977227,0.68844085904852,1.6164430198087216,79156500000.0,2560000000.0,3300600000.0,653000000.0,9.0,9.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2016-03-31,63858700000.0,32965000000.0,20810300000.0,40311600000.0,23547100000.0,14864500000.0,540000000.0,1676000000.0,20288500000.0,703000000.0,187100000.0,609000000.0,2.0,1304300000.0,117500000.0,1186800000.0,15404500000.0,,15.224,0.4533,2.0,0.029855056461305214,0.011008680101536675,0.034650171279296156,0.058496192424279767,0.6541994555592833,1.5840713492837681,80393500000.0,2397800000.0,2925700000.0,685700000.0,8.0,8.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2016-06-30,64062600000.0,32957700000.0,20816800000.0,39829000000.0,24233600000.0,14202400000.0,440000000.0,1582700000.0,41744700000.0,1483600000.0,372800000.0,1276700000.0,5.0,1966300000.0,251200000.0,1715100000.0,14642400000.0,,14.8863,0.4213,5.0,0.06122078436550905,0.023158597996334834,0.03553984098580179,0.04108545515957714,0.6042189356925921,1.583226048191845,83071200000.0,2157100000.0,2047000000.0,750000000.0,7.0,7.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2016-09-30,64399900000.0,32924300000.0,21036900000.0,39655700000.0,24744200000.0,14242300000.0,440000000.0,2546000000.0,63148600000.0,2101400000.0,545700000.0,1795400000.0,7.0,2929800000.0,415600000.0,2514200000.0,14682300000.0,,14.445,0.3951,7.0,0.08492495210998942,0.03263048545106437,0.03327706394124335,0.03981402596415439,0.5933632932161881,1.5650737513607043,87251200000.0,1879400000.0,1802600000.0,822400000.0,6.0,6.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2016-12-31,65083100000.0,34314900000.0,21294400000.0,39982700000.0,25100400000.0,14358500000.0,440000000.0,4075300000.0,-40318800000.0,-1818200000.0,-382600000.0,-1595500000.0,-5.0,-2995900000.0,-200700000.0,-3196600000.0,14798500000.0,,15.2771,0.4441,-5.0,-0.07243709263597393,-0.027936591834132055,0.0450955881623461,0.0792831135847297,0.5895722777326258,1.6114518371027124,84863000000.0,2469800000.0,2219500000.0,723000000.0,9.0,9.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2017-03-31,68943500000.0,37981800000.0,23174200000.0,42851600000.0,26091900000.0,15449900000.0,540000000.0,6772400000.0,22525900000.0,1009900000.0,235000000.0,505100000.0,3.0,2688200000.0,127900000.0,2560300000.0,15989900000.0,,15.7772,0.5027,3.0,0.0387054986413408,0.014648226446292979,0.044832836867783304,0.11366027550508526,0.6128300353749631,1.6389691985052344,87100400000.0,2776700000.0,3593000000.0,770900000.0,10.0,10.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2017-06-30,68237600000.0,37130700000.0,22567900000.0,41805900000.0,26431700000.0,15088000000.0,580000000.0,4561200000.0,44933100000.0,1865200000.0,424900000.0,855500000.0,6.0,3081300000.0,297500000.0,2783800000.0,15668000000.0,,17.4857,0.5659,6.0,0.0705667815539674,0.027333903888765138,0.04151060131617894,0.06195432765600415,0.5927730717282657,1.6452882191076705,90288800000.0,3158300000.0,4661700000.0,823000000.0,11.0,11.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2017-09-30,68309900000.0,36973700000.0,24412500000.0,42361600000.0,25948300000.0,13777300000.0,1180000000.0,6097200000.0,67359100000.0,2612100000.0,575400000.0,1227500000.0,9.0,5486000000.0,516200000.0,4969800000.0,14957300000.0,,16.8398,0.5632,9.0,0.10066555419815557,0.038238966826184786,0.03877872477512318,0.07378067699835657,0.576426972094511,1.5145396825396826,94499300000.0,3669000000.0,7117300000.0,852700000.0,13.0,13.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2017-12-31,70540000000.0,36262800000.0,23356000000.0,44037100000.0,26502900000.0,17382200000.0,1275000000.0,3608900000.0,-44778700000.0,-1644400000.0,-496300000.0,-2467100000.0,-4.0,-7070700000.0,-142100000.0,-7212800000.0,18657200000.0,,15.0996,0.6442,-4.0,-0.06204604024465247,-0.023311596257442585,0.036722816874987435,0.16107658328624994,0.7039682449845112,1.5526117485870867,90039400000.0,3842800000.0,3101100000.0,739000000.0,14.0,14.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2018-03-31,73300400000.0,36974100000.0,24755900000.0,46288000000.0,27012400000.0,18110100000.0,1125000000.0,4630600000.0,22537500000.0,1312500000.0,184200000.0,467800000.0,4.0,2214900000.0,218200000.0,1996700000.0,19235100000.0,,13.5843,0.6252,4.0,0.048588796256534034,0.017905768590621606,0.05823627287853577,0.08859456461453134,0.7120840799040441,1.493546992838071,90051000000.0,4145400000.0,2537500000.0,688200000.0,15.0,15.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2018-06-30,74367400000.0,37370400000.0,24505700000.0,45642400000.0,28725000000.0,17515400000.0,1120000000.0,4682000000.0,45481200000.0,2365900000.0,375900000.0,917900000.0,8.0,2757100000.0,532500000.0,2224600000.0,18635400000.0,,13.9978,0.671,8.0,0.08236379460400348,0.03181367104403274,0.052019295884893096,0.04891251769962094,0.6487519582245431,1.5249676605850884,90599100000.0,4646100000.0,1978300000.0,639200000.0,17.0,17.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2018-09-30,74445000000.0,37108000000.0,24174000000.0,45351000000.0,29094000000.0,17300000000.0,1270000000.0,4260000000.0,68732000000.0,3325000000.0,564000000.0,1200000000.0,12.0,3364000000.0,888000000.0,2476000000.0,18570000000.0,,15.7558,0.7852,12.0,0.11428473224719873,0.04466384579219558,0.04837630215911075,0.03602397718675435,0.6382759331820994,1.5350376437494828,91972000000.0,5359000000.0,-515500000.0,627800000.0,20.0,20.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2018-12-31,71571000000.0,34321000000.0,21965000000.0,43030000000.0,28541000000.0,17217000000.0,1145000000.0,3934000000.0,-44645700000.0,-3253400000.0,-371100000.0,-1267700000.0,-10.0,-4509000000.0,-430700000.0,-4939700000.0,18362000000.0,,18.1091,0.7373,-10.0,-0.11399039977576118,-0.045456958824104735,0.0728715195416356,0.11064223430251961,0.6433551732595214,1.5625312997951286,92105000000.0,3750000000.0,1757600000.0,753000000.0,14.0,14.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2019-06-30,75851000000.0,37805000000.0,23090000000.0,45058000000.0,30793000000.0,17436000000.0,1010000000.0,4078000000.0,50132000000.0,2690000000.0,371000000.0,708000000.0,10.0,3067000000.0,455000000.0,2612000000.0,18446000000.0,,17.844,0.7513,10.0,0.08735751631864384,0.03546426546782508,0.053658341977180245,0.052102449533232266,0.5990322475887377,1.637288869640537,119699500000.0,5127500000.0,2372900000.0,939800000.0,20.0,20.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2019-09-30,77809000000.0,39504000000.0,23234000000.0,46477000000.0,31332000000.0,18820000000.0,710000000.0,4190000000.0,76806000000.0,3873000000.0,556000000.0,1014000000.0,14.0,4734000000.0,726000000.0,4008000000.0,19530000000.0,,14.2908,0.6129,14.0,0.12361164304864036,0.049775732884370705,0.0504257479884384,0.05218342317006484,0.6233243967828418,1.7002668503055867,151024300000.0,6634600000.0,4156300000.0,1119900000.0,26.0,26.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2019-12-31,77453000000.0,39033000000.0,23617000000.0,45725000000.0,31728000000.0,17787000000.0,700000000.0,4937000000.0,104213000000.0,4807000000.0,746000000.0,1178000000.0,18.0,6061000000.0,1077000000.0,4984000000.0,18487000000.0,,15.9317,0.7345,18.0,0.15150655572365104,0.06206344492789175,0.04612668285146767,0.04782512738333989,0.5826714573877962,1.6527501376127365,186505300000.0,8116600000.0,6664300000.0,1301900000.0,32.0,32.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2020-03-31,82399000000.0,41256000000.0,27039000000.0,50706000000.0,31693000000.0,19005000000.0,1075000000.0,5345000000.0,29621000000.0,1523000000.0,194000000.0,566000000.0,5.0,2515000000.0,204000000.0,2311000000.0,20080000000.0,,11.9785,0.5239,5.0,0.04805477550247689,0.018483234019830336,0.05141622497552412,0.07801897302589379,0.6335783927050137,1.5257960723399533,260772000000.0,12893000000.0,13915000000.0,1867000000.0,47.0,47.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2020-06-30,87976000000.0,46764000000.0,28522000000.0,53521000000.0,34455000000.0,19873000000.0,0.0,6028000000.0,58885000000.0,3799000000.0,395000000.0,1439000000.0,14.0,8025000000.0,437000000.0,7588000000.0,19873000000.0,,11.2071,0.5865,14.0,0.1102597591060804,0.043182231517686645,0.06451558121762759,0.1288613398998047,0.5767813089537077,1.639576467288409,269525000000.0,14002000000.0,18891000000.0,1891000000.0,51.0,51.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
2020-09-30,86574000000.0,45450000000.0,28561000000.0,52653000000.0,33921000000.0,19094000000.0,150000000.0,3984000000.0,90043000000.0,4021000000.0,593000000.0,1606000000.0,15.0,6875000000.0,743000000.0,6132000000.0,19244000000.0,,13.6331,0.5748,15.0,0.1185401373780254,0.0464458151408044,0.04465644192219273,0.0681007962862188,0.5673181804781698,1.5913308357550506,282762000000.0,14150000000.0,21015000000.0,1928000000.0,52.0,52.0,0.4905456,458.75,273.71,1.60776,66374.82,11.7229,1.7753,0.3333
