report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-09-30,14297588000.0,1235995000.0,1057148000.0,14297588000.0,3722663000.0,4635960000.0,,3694182000.0,,604641000.0,262884000.0,200357000.0,161126000.0,1.46,176762088.0,843647000.0,-677579000.0,,166068000.0,4635960000.0,,14.9129,1.0387,1.46,604641000.0,0.07061718989873647,0.018386597795376394,0.07116162657930768,,0.16367385256059394,0.04228972047592923,0.07233739337209012,0.04495393026115118,0.16367385256059394,1.2453343211566559,1.1691787715627329,,,,,,,,,,,,0.7950835,76.41,52.28,2.48793,26142.074,15.447,1.5448,1.9297
2010-12-31,1199559000.0,100841000.0,94853000.0,1199559000.0,357584000.0,400288000.0,,395161000.0,,58657000.0,23090000.0,21839000.0,16325000.0,,,65865000.0,-115178000.0,,-49313000.0,400288000.0,1.1204,14.2375,1.1453,,58657000.0,0.06457224036869659,0.019248740578829387,0.05843187966423812,,0.14843823150563948,0.048898803643672384,0.0773969746870184,-0.12479217331669876,0.14843823150563948,1.1194236878607544,1.0631292631756508,,,,,,,,,,,,0.7950835,76.41,52.28,2.48793,26142.074,15.447,1.5448,1.9297
2011-03-31,14418532000.0,1406965000.0,1207187000.0,14418532000.0,3885335000.0,4630724000.0,,1235251000.0,,227357000.0,115584000.0,58549000.0,63537000.0,0.64,177480996.0,372766000.0,-236689000.0,,136077000.0,4630724000.0,,14.4877,1.2753,0.64,227357000.0,0.029748786140706012,0.008016350069480028,0.09357126608276374,,0.18405732923915868,0.015768387516842907,0.02669744303086674,0.11016141658658847,0.18405732923915868,1.1918467776909842,1.1654905163823004,,,,,,,,,,,,0.7950835,76.41,52.28,2.48793,26142.074,15.447,1.5448,1.9297
2011-06-30,14442346000.0,1337862000.0,1476027000.0,14442346000.0,3915106000.0,4356052000.0,,2282732000.0,,405491000.0,194303000.0,120783000.0,108052000.0,,177553995.0,686695000.0,468526000.0,,218169000.0,4356052000.0,,14.5466,1.3144,,405491000.0,0.04962905218913613,0.01345370066608292,0.08511862102077686,,0.1776340805666193,0.02807653271843785,0.04902469521196427,0.0955736372031408,0.1776340805666193,1.11262683564634,0.9063939887278485,7607326000.0,595861000.0,1296146000.0,,471001000.0,1296146000.0,401528000.0,,,3.3607726290093862,3.228033910462035,0.7950835,76.41,52.28,2.48793,26142.074,15.447,1.5448,1.9297
2011-09-30,3272006000.0,707668000.0,566002000.0,2779020000.0,489858000.0,826834000.0,41378000.0,1346967000.0,119053000.0,,6585000.0,54850000.0,4514000.0,0.07,88777647.0,14331000.0,,59560000.0,,826834000.0,,14.2779,1.2935,0.07,,0.013442671141432824,0.002012526871894489,0.004888761194594968,0.08838598124527179,,,,,,1.687905474647755,1.2502924017936332,5260111000.0,339562000.0,,,,,256021000.0,,,,,0.7950835,76.41,52.28,2.48793,26142.074,15.447,1.5448,1.9297
2011-12-31,15647066000.0,1357472000.0,1947682000.0,15647066000.0,4012670000.0,4614913000.0,,-399293000.0,,161328000.0,84041000.0,16243000.0,-5150000.0,1.5100000000000002,-266008070.0,-103406000.0,844893000.0,,-948299000.0,4614913000.0,0.6966,15.7804,1.4152,1.5100000000000002,161328000.0,0.020943910164553776,0.005371038889974644,-0.21047451370297,,-0.40403413032535007,0.010310431361381106,0.018699095679519977,2.3749452156686943,-0.40403413032535007,1.1500853546391805,0.6969679855335728,4465657000.0,400513000.0,,,,,250425000.0,,,,,0.7950835,76.41,52.28,2.48793,26142.074,15.447,1.5448,1.9297
2012-03-31,2962831000.0,797381000.0,651889000.0,2671661000.0,290455000.0,812040000.0,46886000.0,490692000.0,31680000.0,,-669000.0,17691000.0,4000.0,-0.01,89065585.0,,,,,812040000.0,,17.0025,1.5145,-0.01,,-0.0023032827804651324,-0.00022579755645867077,-0.0013633806950184638,0.06456188403316133,,,,,,2.795751493346646,1.2231852355232256,3721098000.0,284260000.0,,,,,209567000.0,,,,,0.7950835,76.41,52.28,2.48793,26142.074,15.447,1.5448,1.9297
2012-06-30,2896760000.0,764092000.0,601418000.0,2602939000.0,293300000.0,811325000.0,71278000.0,883313000.0,67583000.0,,4775000.0,35186000.0,-3366000.0,0.05,89158079.0,-1996000.0,,37732000.0,,811325000.0,,34.7166,2.4967,0.05,,0.016280259120354586,0.0016483933774285753,0.005405784812405116,0.07651081779618324,,,,,,2.766195022161609,1.2704840892690275,2321679000.0,94732000.0,,,,,123970000.0,1.62,1.62,,,0.7950835,76.41,52.28,2.48793,26142.074,15.447,1.5448,1.9297
2012-09-30,2852879000.0,757110000.0,598950000.0,2541108000.0,311253000.0,810624000.0,87913000.0,1327470000.0,113740000.0,,14827000.0,52822000.0,-20000.0,0.17,89432722.0,15766000.0,,56601000.0,,810624000.0,,25.7373,2.1439,0.17,,0.04763648864428616,0.005197206050449388,0.011169367292669515,0.08568178565240646,,,,,,2.6043893552833226,1.264062108690208,2302182000.0,102974000.0,,,,,121942000.0,1.7200000000000002,1.7200000000000002,,,0.7950835,76.41,52.28,2.48793,26142.074,15.447,1.5448,1.9297
2012-12-31,2655462000.0,794535000.0,644780000.0,2354543000.0,300419000.0,798577000.0,134191000.0,-893970000.0,-42277000.0,,-14951000.0,-34488000.0,21341000.0,-0.17,-178016847.0,53866000.0,,-14722000.0,,798577000.0,0.6111,23.0143,1.9556,-0.17,,-0.04976715853524577,-0.005630282037551281,0.016724274863809747,0.04729129612850543,,,,,,2.658210699056984,1.232257514190887,1807505000.0,3982000.0,,170726000.0,,,71211000.0,0.04000000000000001,0.04000000000000001,,,0.7950835,76.41,52.28,2.48793,26142.074,15.447,1.5448,1.9297
2013-12-31,2420543000.0,677800000.0,666037000.0,2152328000.0,267727000.0,666814000.0,84213000.0,1804398000.0,197440000.0,,-54653000.0,76774000.0,7769000.0,,,26140000.0,,68871000.0,,666814000.0,0.6371,16.9524,1.8294,,,-0.2041370500547199,-0.022578818058592638,-0.03028877221100888,0.10942153560356419,,,,,,2.490649056688343,1.0176611809854408,3121211000.0,-50002000.0,,336486000.0,,,130294000.0,,,,,0.7950835,76.41,52.28,2.48793,26142.074,15.447,1.5448,1.9297
2014-12-31,29777975000.0,2692465000.0,3134381000.0,29777975000.0,9976815000.0,8606017000.0,,7741856000.0,,1632849000.0,827065000.0,362106000.0,468297000.0,2.58,317417414.0,1635473000.0,1603744000.0,,31729000.0,8606017000.0,0.859,20.7001,2.1915,2.58,1632849000.0,0.08289870063742788,0.027774386942026785,0.10683032595801317,,0.2109118278614327,0.05483411816955317,0.08786868438567383,0.004098371243278097,0.2109118278614327,0.8626016419067608,0.8590101203395503,9979754000.0,772288000.0,,,,,457214000.0,,,,,0.7950835,76.41,52.28,2.48793,26142.074,15.447,1.5448,1.9297
2015-03-31,29951765000.0,2792691000.0,3111782000.0,29951765000.0,10110405000.0,8602067000.0,,2513431000.0,,497475000.0,255133000.0,94843000.0,153226000.0,0.8,318491188.0,481815000.0,362586000.0,,119229000.0,8602067000.0,,19.1604,2.0133,0.8,497475000.0,0.025234696335112192,0.008518129065181968,0.10150785917735558,,0.1979266588181653,0.016609204833170934,0.02658521012082209,0.04743675080000207,0.1979266588181653,0.8508132958076358,0.8974571483477956,11165715000.0,1012594000.0,,,,,499235000.0,,,,,0.7950835,76.41,52.28,2.48793,26142.074,15.447,1.5448,1.9297
2015-06-30,29879939000.0,2449929000.0,2838985000.0,29879939000.0,10185053000.0,8689647000.0,,4330491000.0,,909490000.0,464520000.0,187102000.0,276494000.0,1.45,318525378.0,855556000.0,740379000.0,,115177000.0,8689647000.0,,15.73,1.7799,1.45,909490000.0,0.04560801009086551,0.015546216476546354,0.1072672821626924,,0.21002006469936088,0.030438147815495874,0.0481856665271501,0.026596753116447998,0.21002006469936088,0.8531764144968121,0.8629594731920035,16390176000.0,1492065000.0,,,,,720825000.0,,,,,0.7950835,76.41,52.28,2.48793,26142.074,15.447,1.5448,1.9297
2015-09-30,30046026000.0,2367688000.0,2971693000.0,30046026000.0,10294430000.0,8757498000.0,,6263597000.0,,1378728000.0,702319000.0,279635000.0,420640000.0,2.19,318396042.0,1341591000.0,1177285000.0,,164306000.0,8757498000.0,,17.4837,1.9713,2.19,1378728000.0,0.06822320419877545,0.02337477175850144,0.11212710524000825,,0.2201176097376635,0.045887199857977894,0.07236684917138045,0.026231891994328498,0.2201176097376635,0.8507025643964746,0.7967471740856138,20849375000.0,2249037000.0,4418542000.0,,430441000.0,4418542000.0,923686000.0,7.02,7.02,1.9819881761902456,4.783597456278432,0.7950835,76.41,52.28,2.48793,26142.074,15.447,1.5448,1.9297
2015-12-31,30580309000.0,2618786000.0,2989790000.0,30580309000.0,10352215000.0,8805574000.0,,-5152692000.0,,-1021529000.0,-535968000.0,-189160000.0,-310393000.0,-1.6799999999999997,-636979921.0,-1254937000.0,-556111000.0,,-1811048000.0,8805574000.0,0.8759,18.4394,2.0364,-1.6799999999999997,-1021529000.0,-0.051773267846542986,-0.01752657240971633,0.10401708466176515,,0.19825151590663675,-0.03340479653099646,-0.0533218629769855,0.3514760827932273,0.19825151590663675,0.8505980604150899,0.8759096792751331,7954827000.0,886004000.0,1764164000.0,,-1412336000.0,1764164000.0,372420000.0,2.7600000000000002,2.7600000000000002,4.991357946313381,4.737028086568928,0.7950835,76.41,52.28,2.48793,26142.074,15.447,1.5448,1.9297
