report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-07-03,1695755000.0,765076000.0,444087000.0,,162680000.0,475603000.0,449002000.0,-101000.0,36822000.0,15403000.0,-49452000.0,0.14,266539000.0,95701000.0,18765000.0,41333000.0,76936000.0,0.0,,61.2367,1.699,0.14,41232000.0,0.22634620113105483,0.021714221688864253,0.0820085433917889,-0.00022494331873800118,-5.956049075485551e-05,-0.0006208507499385296,0.17134890267749364,0.09183032592282439,0.0,1.722806567181656,,,,,,,,,,,1.0836655,376.445,221.5601,2.38312,75993.29,68.5311,15.5429,14.3471
2010-10-02,1705948000.0,822309000.0,461027000.0,,295987000.0,509035000.0,686936000.0,-3184000.0,163575000.0,25879000.0,-192671000.0,0.62,265383000.0,142129000.0,28940000.0,64795000.0,113189000.0,0.0,,12.1192,2.2091,0.62,61611000.0,0.5526425147050377,0.09588510318016727,0.23812261986560612,-0.004635075174397615,-0.0018664109339792303,-0.0107572292026339,0.1647737198225162,0.08968957806840812,0.0,1.7836460771278038,,,,,,,,,,,1.0836655,376.445,221.5601,2.38312,75993.29,68.5311,15.5429,14.3471
2011-01-01,1732116000.0,879406000.0,697548000.0,,276654000.0,557409000.0,935954000.0,-28966000.0,126538000.0,36343000.0,-189306000.0,0.48,265871000.0,199143000.0,34782000.0,88335000.0,164361000.0,0.0,1.2607,17.6328,2.3839,0.48,59369000.0,0.45738720567929614,0.07305399869292818,0.13519681522809882,-0.030948102150319352,-0.01672289846638447,-0.10470117909012702,0.17560798928152452,0.06343153616523889,0.0,1.2607103740531118,,,,,,,,,,,1.0836655,376.445,221.5601,2.38312,75993.29,68.5311,15.5429,14.3471
2011-04-02,1815704000.0,922638000.0,673662000.0,,297706000.0,612208000.0,266102000.0,17544000.0,6323000.0,10986000.0,4704000.0,0.02,268578000.0,56365000.0,5181000.0,22907000.0,51184000.0,0.0,,18.7418,2.7659,0.02,40451000.0,0.021239074791908796,0.003482395809008517,0.02376156511412917,0.06592960594057917,0.009662367874939968,0.05893062282923421,0.19234729539800527,0.15201313781933243,0.0,1.3695859347862875,2337994000.0,333258000.0,-14707000.0,405670000.0,202663000.0,88611000.0,1.26,1.26,0.0,-0.16597262190924378,1.0836655,376.445,221.5601,2.38312,75993.29,68.5311,15.5429,14.3471
2011-07-02,1874625000.0,1165255000.0,1184402000.0,,331316000.0,665317000.0,549372000.0,42501000.0,33231000.0,21754000.0,379000.0,0.12,269732000.0,125778000.0,11312000.0,46283000.0,114466000.0,0.0,,23.201,2.7525,0.12,88784000.0,0.10030001569498606,0.017726745349069813,0.060489067517092245,0.07736287979729582,0.022671734346869372,0.12827934660565743,0.20835790684636277,0.16160998376327879,0.0,0.9838340360789665,2438364000.0,329667000.0,27895000.0,443200000.0,250215000.0,94962000.0,1.24,1.24,0.0,0.29374907857879995,1.0836655,376.445,221.5601,2.38312,75993.29,68.5311,15.5429,14.3471
2011-10-01,1860677000.0,958459000.0,649532000.0,1860677000.0,376596000.0,696101000.0,841829000.0,74678000.0,61337000.0,32584000.0,864000.0,0.23,270068000.0,178205000.0,17703000.0,68934000.0,160502000.0,0.0,,100.8642,2.2469,0.23,143612000.0,0.1628721494652094,0.03296488321186321,0.07286159065558445,0.08870922717083873,0.040134854141798924,0.1982973796853923,0.19065867296089822,0.1705952158930139,0.0,1.4756147503125328,2593257000.0,227429000.0,105757000.0,490513000.0,332216000.0,101667000.0,0.85,0.85,0.0,1.0402293762971269,1.0836655,376.445,221.5601,2.38312,75993.29,68.5311,15.5429,14.3471
2011-12-31,1761269000.0,1063983000.0,1015366000.0,1761269000.0,411130000.0,601602000.0,-507468000.0,-14346000.0,-28662000.0,-22299000.0,17250000.0,-0.09999999999999998,-537562000.0,-120006000.0,-2775000.0,-46476000.0,-122781000.0,0.0,1.0479,38.9861,2.449,-0.09999999999999998,-60822000.0,-0.06971517524870478,-0.016273493713907416,0.056480408616898015,0.028269762822483387,-0.008145263443573924,-0.03489407243450977,0.2419482607770342,0.11985386270661401,0.0,1.0478812566109166,1149835000.0,72229000.0,120377000.0,203371000.0,212025000.0,43025000.0,0.27,0.27,0.0,2.797838466008135,1.0836655,376.445,221.5601,2.38312,75993.29,68.5311,15.5429,14.3471
2012-03-31,1794832000.0,1111644000.0,1011426000.0,1794832000.0,460752000.0,659687000.0,315830000.0,45350000.0,31104000.0,8537000.0,8143000.0,0.11,277733000.0,60709000.0,8201000.0,21939000.0,52508000.0,0.0,,33.6614,2.7222,0.11,67289000.0,0.06750703198249818,0.017329755654011073,0.09848336130196625,0.1435899059620682,0.025266988776665448,0.09842605132479078,0.16625399740366653,0.21305449134027798,0.0,1.0990858451335046,1199563000.0,97010000.0,148183000.0,204695000.0,238863000.0,40576000.0,0.36,0.36,0.0,3.6519863958990535,1.0836655,376.445,221.5601,2.38312,75993.29,68.5311,15.5429,14.3471
2012-06-30,1829257000.0,1158446000.0,1002853000.0,1829257000.0,502013000.0,661658000.0,642306000.0,95970000.0,67490000.0,17103000.0,17480000.0,0.24,276526000.0,128188000.0,18269000.0,43736000.0,109919000.0,0.0,,28.9769,2.4829,0.24,139706000.0,0.13443874959413402,0.036894761096991836,0.10507452834007466,0.14941476492512915,0.05246392387729007,0.19117034817823442,0.17113182813176275,0.21750692037751476,0.0,1.1551503560342344,1292497000.0,131269000.0,201652000.0,200148000.0,289785000.0,35925000.0,0.48,0.48,0.0,5.613138482950592,1.0836655,376.445,221.5601,2.38312,75993.29,68.5311,15.5429,14.3471
2012-09-29,1988514000.0,1250612000.0,1074618000.0,1988514000.0,588388000.0,649099000.0,980839000.0,155411000.0,126074000.0,25840000.0,9469000.0,0.45,278760000.0,220118000.0,25932000.0,67171000.0,194186000.0,0.0,,25.9123,2.7537,0.45,222582000.0,0.21427017546244995,0.06340111258960208,0.12853689545379007,0.15844700302496129,0.07815434037678387,0.2641301318177801,0.19797948491036754,0.2269302097490006,0.0,1.1637735455761955,1431507000.0,196006000.0,282385000.0,233832000.0,368755000.0,29181000.0,0.7,0.7,0.0,9.67701586648847,1.0836655,376.445,221.5601,2.38312,75993.29,68.5311,15.5429,14.3471
