report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,36026000000.0,14333000000.0,11101000000.0,,8987000000.0,,,2851000000.0,7776000000.0,,386000000.0,107000000.0,160000000.0,0.5,743000000.0,-70000000.0,233000000.0,673000000.0,0.0,,21.1495,1.1234,0.5,,0.04295092911983977,0.010714483983789486,0.049639917695473254,,,,0.08654835390946503,,0.0,1.2911449418971264,,,,,,,,,,,0.93782705,248.18,168.9867,4.12507,145855.86,28.3821,8.022,3.6157
2010-09-30,,15163000000.0,11546000000.0,,10330000000.0,,,2640000000.0,24329000000.0,,1353000000.0,294000000.0,540000000.0,1.74,3158000000.0,351000000.0,716000000.0,2807000000.0,0.0,,19.0132,1.0823,1.74,,0.13097773475314617,,0.05561264334744544,,,,0.11537671092112294,,0.0,1.3132686644725446,,,,,,,,,,,0.93782705,248.18,168.9867,4.12507,145855.86,28.3821,8.022,3.6157
2010-12-31,,15011000000.0,11717000000.0,,10666000000.0,,,2650000000.0,33370000000.0,,2022000000.0,386000000.0,808000000.0,2.59,4203000000.0,651000000.0,987000000.0,3552000000.0,0.0,1.3209,20.5114,1.282,2.59,,0.1895743483967748,,0.060593347317950255,,,,0.10644291279592448,,0.0,1.2811299820773236,,,,,,,,,,,0.93782705,248.18,168.9867,4.12507,145855.86,28.3821,8.022,3.6157
2011-03-31,,16031000000.0,11770000000.0,,11690000000.0,,,3076000000.0,8909000000.0,,705000000.0,99000000.0,267000000.0,0.88,-443000000.0,124000000.0,242000000.0,-567000000.0,0.0,,20.9975,1.4033,0.88,,0.06030795551753636,,0.07913346054551577,,,,-0.06364350656639353,,0.0,1.3620220900594733,74384000000.0,4466000000.0,,6465000000.0,,886000000.0,5.71,5.71,,,0.93782705,248.18,168.9867,4.12507,145855.86,28.3821,8.022,3.6157
2011-06-30,,17386000000.0,12111000000.0,,12072000000.0,,,3548000000.0,17758000000.0,,1515000000.0,195000000.0,560000000.0,1.9,695000000.0,289000000.0,478000000.0,406000000.0,0.0,,18.7851,1.3457,1.9,,0.12549701789264414,,0.0853136614483613,,,,0.022862935015204415,,0.0,1.4355544546280241,84366000000.0,5595000000.0,,6198000000.0,,974000000.0,7.109999999999999,7.109999999999999,,,0.93782705,248.18,168.9867,4.12507,145855.86,28.3821,8.022,3.6157
2011-09-30,,17044000000.0,12859000000.0,39445000000.0,11662000000.0,6880000000.0,,3885000000.0,27056000000.0,2939000000.0,2377000000.0,285000000.0,767000000.0,2.99,1356000000.0,466000000.0,704000000.0,890000000.0,6880000000.0,,12.3686,0.9486,2.99,3643000000.0,0.2038243868976162,,0.08785481963335305,0.10862655233589592,,0.15850501564016828,0.03289473684210526,0.13464665878178592,0.5899502658206139,1.3254529901236487,87093000000.0,6619000000.0,,4281000000.0,,965000000.0,8.36,8.36,,,0.93782705,248.18,168.9867,4.12507,145855.86,28.3821,8.022,3.6157
2011-12-31,,16134000000.0,12275000000.0,39808000000.0,10806000000.0,6881000000.0,,3698000000.0,-17194000000.0,-657000000.0,-2530000000.0,-203000000.0,-1177000000.0,-3.1599999999999997,1225000000.0,,,,6881000000.0,1.3144,20.7987,1.1769,-3.1599999999999997,-657000000.0,-0.23412918748843234,,0.14714435268116785,0.03821100383854833,,-0.037145926386611634,,0.03821100383854833,0.6367758652600407,1.314378818737271,36529000000.0,2067000000.0,,,,376000000.0,2.6100000000000003,2.6100000000000003,,,0.93782705,248.18,168.9867,4.12507,145855.86,28.3821,8.022,3.6157
2012-03-31,,16553000000.0,12666000000.0,40370000000.0,11743000000.0,6269000000.0,,3988000000.0,9307000000.0,1122000000.0,823000000.0,89000000.0,297000000.0,1.04,196000000.0,,,,6269000000.0,,21.7957,1.2814,1.04,1122000000.0,0.07008430554372817,,0.08842806489738907,0.12055442140324486,,0.06229180546302465,,0.12055442140324486,0.5338499531635869,1.3068845728722565,36927000000.0,2185000000.0,,,,366000000.0,2.7700000000000005,2.7700000000000005,,,0.93782705,248.18,168.9867,4.12507,145855.86,28.3821,8.022,3.6157
2012-06-30,40174000000.0,16644000000.0,12812000000.0,40174000000.0,11993000000.0,6342000000.0,,4221000000.0,18742000000.0,2345000000.0,1725000000.0,176000000.0,615000000.0,2.19,1169000000.0,,,,6342000000.0,,18.9092,1.1478,2.19,2345000000.0,0.1438339031101476,0.042938218748444265,0.09203927008857113,0.12512005122185466,0.05837108577687061,0.1278974638669212,,0.12512005122185466,0.5288084716084382,1.2990945988136122,37911000000.0,2395000000.0,5749000000.0,,6453000000.0,347000000.0,3.0600000000000005,3.0600000000000005,0.9827986982798699,16.56772334293948,0.93782705,248.18,168.9867,4.12507,145855.86,28.3821,8.022,3.6157
2012-09-30,41074000000.0,17746000000.0,12713000000.0,41074000000.0,13132000000.0,6391000000.0,75000000.0,4760000000.0,28084000000.0,3569000000.0,2675000000.0,264000000.0,893000000.0,3.38,2168000000.0,,,,6466000000.0,,20.1391,1.2682,3.38,3569000000.0,0.20370088333841,0.06512635730632517,0.09524996439253668,0.1270830366044723,0.08689195111262599,0.18211041943055414,,0.1270830366044723,0.49238501370697535,1.395893966805632,38939000000.0,2693000000.0,6379000000.0,,6379000000.0,326000000.0,3.45,3.45,1.0136385013324973,19.567484662576685,0.93782705,248.18,168.9867,4.12507,145855.86,28.3821,8.022,3.6157
