report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage
2011-09-30,4410200000.0,788000000.0,924300000.0,4410200000.0,1101700000.0,498500000.0,,41600000.0,,119300000.0,70100000.0,24100000.0,38400000.0,1.52,45900000.0,365100000.0,190500000.0,155400000.0,174600000.0,498500000.0,1.52,274700000.0,0.0636289370972134,0.015894970749625866,,,0.027050927395582968,0.07455318085239344,,,0.45248252700372155,0.8525370550687006,,,,,,,,,
2011-12-31,13913000000.0,2746000000.0,3084000000.0,10574000000.0,3318000000.0,3561000000.0,1323000000.0,69000000.0,2338000000.0,440000000.0,172000000.0,136000000.0,125000000.0,2.12,80900000.0,451000000.0,427000000.0,186000000.0,24000000.0,4884000000.0,2.12,626000000.0,0.05183845690174804,0.012362538632933228,0.07356715141146279,0.1881950384944397,0.03162509882843384,0.05364545232870032,0.010265183917878529,0.2677502138579983,1.4719710669077757,0.8904020752269779,,,,,,,,,
2012-03-31,13239000000.0,2022000000.0,2348000000.0,9813000000.0,3410000000.0,3558000000.0,730000000.0,71000000.0,1404000000.0,262000000.0,130000000.0,47000000.0,80000000.0,1.11,117000000.0,816000000.0,,104000000.0,,4288000000.0,1.11,366000000.0,0.03812316715542522,0.009819472769846665,0.09259259259259259,0.1866096866096866,0.019790014351537124,0.034034814237464274,,0.2606837606837607,1.2574780058651027,0.8611584327086882,,,,,,,,,
2012-06-30,13274000000.0,1880000000.0,2460000000.0,9845000000.0,3412000000.0,3334000000.0,731000000.0,87000000.0,2090000000.0,353000000.0,164000000.0,92000000.0,100000000.0,1.4,117100000.0,1082000000.0,,206000000.0,,4065000000.0,1.4,559000000.0,0.04806565064478312,0.012354979659484707,0.0784688995215311,0.16889952153110047,0.026593340364622572,0.04721144844188846,,0.2674641148325359,1.1913833528722158,0.7642276422764228,,536100000.0,1174300000.0,1825700000.0,299100000.0,6.15,6.15,2.226543243687353,3.9261116683383483
2012-09-30,13595000000.0,2135000000.0,2764000000.0,10197000000.0,3381000000.0,3330000000.0,1048000000.0,91000000.0,2704000000.0,407000000.0,173000000.0,137000000.0,106000000.0,1.48,117300000.0,1024000000.0,,310000000.0,,4378000000.0,1.48,717000000.0,0.05116829340431825,0.012725266642147848,0.0639792899408284,0.15051775147928995,0.029937477013607945,0.052455213300683076,,0.2651627218934911,1.2948831706595683,0.7724312590448625,8536000000.0,639000000.0,1462000000.0,2268000000.0,412000000.0,6.11,6.11,1.9303350970017636,3.5485436893203883
2012-12-31,14141000000.0,2668000000.0,3338000000.0,10706000000.0,3413000000.0,3327000000.0,1377000000.0,131000000.0,-2276000000.0,-572000000.0,-196000000.0,,-122000000.0,-1.6799999999999997,-233900000.0,-1919000000.0,782000000.0,-205000000.0,-2701000000.0,4704000000.0,-1.6799999999999997,-777000000.0,-0.05742748315265163,-0.013860405911887419,0.08611599297012303,0.2513181019332162,-0.04044975602856941,-0.07046938524085253,1.186731107205624,0.3413884007029877,1.378259595663639,0.799281006590773,3922000000.0,271000000.0,450000000.0,865000000.0,,2.3100000000000005,2.3100000000000005,5.438150289017341,
