report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-27,5739874000.0,1000948000.0,445890000.0,,2789974000.0,689000.0,431315000.0,830560000.0,,133870000.0,46713000.0,64125000.0,25138000.0,0.18,261141000.0,220099000.0,12292000.0,207807000.0,689000.0,,46.6036,2.9077,0.18,133870000.0,0.016743166782199403,0.008138331956415768,0.05624277595838952,,0.16118040839915238,0.023322811615725362,0.047970679369024494,0.2502010691581584,0.16118040839915238,0.0002469557063972639,2.2448316849447174,,,,,,,,,,,,0.7678936,75.78,51.9,2.78557,16888.484,31.0564,2.9587,4.0928
2010-06-26,5730870000.0,1048571000.0,393939000.0,,2820355000.0,347000.0,491368000.0,1251253000.0,,212644000.0,74161000.0,97778000.0,43437000.0,0.28,261463000.0,337941000.0,19686000.0,318255000.0,347000.0,,36.9076,2.2024,0.28,212644000.0,0.026294916774661347,0.012940618091144974,0.05926938836510282,,0.16994484728508144,0.03710501197898399,0.075386907230895,0.254349040521781,0.16994484728508144,0.00012303415704760572,2.6617598156059694,,,,,,,,,,,,0.7678936,75.78,51.9,2.78557,16888.484,31.0564,2.9587,4.0928
2010-09-25,5625834000.0,1098881000.0,441912000.0,,2698549000.0,,515625000.0,1679552000.0,,69937000.0,-62813000.0,127107000.0,7822000.0,-0.24,258743000.0,456712000.0,28010000.0,428702000.0,0.0,2.4864,,2.5383,-0.24,69937000.0,-0.023276583082241606,-0.011165100143374298,-0.037398663453111304,,0.0416402707388637,0.012431401282014365,0.025916520322588177,0.2552478279922265,0.0416402707388637,0.0,2.486651188471913,,,,,,,,,,,,0.7678936,75.78,51.9,2.78557,16888.484,31.0564,2.9587,4.0928
2010-12-25,5665579000.0,1185200000.0,436215000.0,,2754016000.0,,608036000.0,432571000.0,,71720000.0,10940000.0,28909000.0,1589000.0,0.04,263146000.0,135321000.0,7387000.0,127934000.0,0.0,,,2.8838,0.04,71720000.0,0.003972380697860869,0.0019309588658105376,0.02529064592864524,,0.16579937166384245,0.012658900352461769,0.02604196925508058,0.2957526047747075,0.16579937166384245,0.0,2.717008814460759,4193936000.0,69001000.0,488171000.0,,1082698000.0,488171000.0,317919000.0,0.26,0.26,0.0,1.5355200538501945,0.7678936,75.78,51.9,2.78557,16888.484,31.0564,2.9587,4.0928
2011-03-26,5836243000.0,1158921000.0,406780000.0,,2855436000.0,,572918000.0,871222000.0,,227108000.0,93385000.0,57094000.0,47971000.0,0.35,263588000.0,217191000.0,14656000.0,202535000.0,0.0,,,3.3157,0.35,227108000.0,0.03270428754137722,0.016000875905955253,0.10718852370578337,,0.2606775310999952,0.038913390001067465,0.07953531439682066,0.23247232048777464,0.2606775310999952,0.0,2.849011750823541,4234598000.0,115673000.0,581409000.0,,1077426000.0,581409000.0,310888000.0,0.43,0.43,0.0,1.8701558117392758,0.7678936,75.78,51.9,2.78557,16888.484,31.0564,2.9587,4.0928
2011-06-25,5937223000.0,1207796000.0,467138000.0,,2910293000.0,,613801000.0,1322304000.0,,301024000.0,129581000.0,85767000.0,56199000.0,0.49,264114000.0,337115000.0,21894000.0,315221000.0,0.0,,,2.9713,0.49,301024000.0,0.044525070156166406,0.021825186623443318,0.09799637602245777,,0.22765113014858912,0.05070114428917358,0.10343425902477861,0.23838769299646678,0.22765113014858912,0.0,2.5855229075776323,4305649000.0,171093000.0,669789000.0,,1074392000.0,669789000.0,298877000.0,0.6399999999999999,0.6399999999999999,0.0,2.241018880676666,0.7678936,75.78,51.9,2.78557,16888.484,31.0564,2.9587,4.0928
2011-09-24,6008780000.0,1342900000.0,509450000.0,6008780000.0,2936895000.0,,712332000.0,-836748000.0,,-225407000.0,-76756000.0,-56924000.0,-35523000.0,-0.2899999999999999,-526543000.0,-233603000.0,-16152000.0,-249755000.0,0.0,2.6385,25.9134,2.2751,-0.2899999999999999,-225407000.0,-0.026135084843005963,-0.012773974084589551,0.09173132173605435,,0.26938456978684144,-0.03751293939867993,-0.07675010512803489,0.2984829363201346,0.26938456978684144,0.0,2.6359799784080873,1789349000.0,157150000.0,374445000.0,,395935000.0,374445000.0,114846000.0,0.5900000000000001,0.5900000000000001,0.0,3.260409591975341,0.7678936,75.78,51.9,2.78557,16888.484,31.0564,2.9587,4.0928
2011-12-24,6046084000.0,1437297000.0,511745000.0,6046084000.0,2963788000.0,,793082000.0,472711000.0,,66759000.0,20812000.0,29509000.0,19092000.0,0.08,264958000.0,111731000.0,6790000.0,104941000.0,0.0,,27.6824,2.5269,0.08,66759000.0,0.0070220946977314165,0.003442228060344514,0.044026900156755394,,0.14122582296582903,0.0110416924409254,0.022524890444255798,0.22199821878483894,0.14122582296582903,0.0,2.8086195273036374,1829489000.0,167022000.0,369484000.0,,372942000.0,369484000.0,115446000.0,0.63,0.63,0.0,3.2004920049200494,0.7678936,75.78,51.9,2.78557,16888.484,31.0564,2.9587,4.0928
2012-03-24,6048256000.0,1491031000.0,593822000.0,6048256000.0,2979483000.0,,854561000.0,943876000.0,,76893000.0,-19461000.0,58021000.0,757000.0,-0.07,263309000.0,212835000.0,14232000.0,198603000.0,0.0,,127.1847,3.0259,-0.07,76893000.0,-0.006531670091757529,-0.003217621740878693,-0.020618174421216346,,0.08146515008327365,0.012713251555489715,0.02580749747523312,0.21041217278540825,0.08146515008327365,0.0,2.5109056249179047,1902143000.0,54176000.0,219269000.0,,369010000.0,219269000.0,116373000.0,0.21000000000000008,0.21000000000000008,0.0,1.8841913502272865,0.7678936,75.78,51.9,2.78557,16888.484,31.0564,2.9587,4.0928
2012-06-23,6026794000.0,1534984000.0,557107000.0,6026794000.0,3004251000.0,,905082000.0,1414104000.0,,157420000.0,4133000.0,83614000.0,32170000.0,0.02,266359000.0,284631000.0,20692000.0,263939000.0,0.0,,145.1416,2.4459,0.02,157420000.0,0.0013757172752875842,0.0006857709090438465,0.0029226987548299135,,0.1113213738169187,0.026120023349064197,0.052399083831544034,0.18664751673144267,0.1113213738169187,0.0,2.755276813969309,1993943000.0,-71272000.0,75665000.0,,317728000.0,75665000.0,114220000.0,-0.25999999999999995,-0.25999999999999995,0.0,0.6624496585536683,0.7678936,75.78,51.9,2.78557,16888.484,31.0564,2.9587,4.0928
