report_date,total_assets,total_liabilities,total_equity,cash,revenue,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,debt_equity,revenue_ttm,net_income_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2014-12-31,25014296000.0,11454838000.0,13175153000.0,473726000.0,-1562292000.0,16765000.0,-1546000.0,1.0,-578405000.0,-569694000.0,-485691000.0,0.0,1.7156,48.4135,7.4158,1.0,0.0012724709914184679,0.0006702167432575357,-0.010731028514515852,0.0,3343546000.0,446745000.0,1.0,1.0,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2015-03-31,26629395000.0,11618938000.0,14555387000.0,202273000.0,894177000.0,190799000.0,304000.0,0.0,337812.0,226182000.0,188829000.0,0.0,,41.4809,7.8826,0.0,0.013108480042474996,0.00716497689864903,0.2133794539559841,0.0,3435916000.0,587522000.0,1.0,1.0,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2015-06-30,27407482000.0,12202803000.0,14687173000.0,217942000.0,1851346000.0,503373000.0,-7113000.0,1.0,344623000.0,619301000.0,397631000.0,0.0,,25.7495,6.4519,1.0,0.034272967302829485,0.018366262176145915,0.27189569102696093,0.0,3659008000.0,969044000.0,2.0,2.0,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2015-09-30,27456366000.0,12154426000.0,14645093000.0,292042000.0,2830342000.0,685413000.0,-3769000.0,1.0,347547000.0,1036324000.0,603431000.0,0.0,,25.3652,6.4437,1.0,0.04680154642923742,0.024963718796580728,0.2421661410529187,0.0,4013573000.0,1396350000.0,3.0,3.0,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2015-12-31,29023845000.0,13664877000.0,14590560000.0,360908000.0,-1716039000.0,-561241000.0,17029000.0,0.0,-343083812.0,-508339000.0,-363651000.0,0.0,1.8931,27.2411,6.2372,0.0,-0.038466035573686,-0.01933723805374512,0.3270560867206398,0.0,3859826000.0,818344000.0,2.0,2.0,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2016-03-31,29088293000.0,13728843000.0,14519594000.0,355949000.0,1047050000.0,148969000.0,-1725000.0,0.0,356051000.0,373712000.0,228696000.0,0.0,,29.3472,6.1575,0.0,0.010259859883134473,0.005121269921201633,0.14227496299126116,0.0,4012699000.0,776514000.0,2.0,2.0,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2016-06-30,28964501000.0,13701807000.0,14393374000.0,466585000.0,2123705000.0,344444000.0,-2239000.0,0.0,357489000.0,848741000.0,455265000.0,0.0,,37.5157,6.5806,0.0,0.02393073368342961,0.011891936270540273,0.16219013469384871,0.0,4285058000.0,617585000.0,1.0,1.0,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2016-09-30,29856339000.0,14198571000.0,14789845000.0,428617000.0,3202838000.0,679353000.0,-2543000.0,1.0,358752000.0,1272346000.0,673326000.0,0.0,,30.4906,6.3231,1.0,0.04593374710823542,0.02275406237851198,0.21210969771184182,0.0,4657554000.0,611525000.0,1.0,1.0,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2016-12-31,28865184000.0,13185279000.0,14806393000.0,419378000.0,-2092433000.0,-160369000.0,-12621000.0,1.0,-712065000.0,-866104000.0,-456045000.0,0.0,1.7628,22.257,5.6033,1.0,-0.0108310646624063,-0.0055557934430627565,0.0766423584411066,0.0,4281160000.0,1012397000.0,2.0,2.0,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2017-03-31,27767277000.0,12271596000.0,14636203000.0,380360000.0,1062298000.0,312639000.0,2245000.0,0.0,364652000.0,385526000.0,228276000.0,0.0,,20.5898,5.9869,0.0,0.021360663008021957,0.011259260315658607,0.2943044230526651,0.0,4296408000.0,1176067000.0,2.0,2.0,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2017-06-30,27975786000.0,12273387000.0,14828832000.0,442284000.0,2120900000.0,501068000.0,-6203000.0,1.0,366423000.0,844109000.0,453124000.0,0.0,,22.1465,6.4061,1.0,0.033790119140873674,0.01791077469637493,0.23625253430147578,0.0,4293603000.0,1332691000.0,3.0,3.0,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2017-09-30,28180379000.0,12548967000.0,14729925000.0,236247000.0,3212383000.0,575118000.0,-5535000.0,1.0,367894000.0,1162464000.0,683262000.0,0.0,,26.3941,5.9793,1.0,0.0390441906527019,0.020408455116945022,0.17903157873765363,0.0,4303148000.0,1228456000.0,3.0,3.0,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2017-12-31,27944445000.0,12643799000.0,14423147000.0,243777000.0,-2078940000.0,-925230000.0,29621000.0,-1.0,-729968000.0,-957922000.0,-442942000.0,0.0,1.2132,45.3617,5.4936,-1.0,-0.06414896832154592,-0.03310962160815862,0.44504891916072614,0.0,4316641000.0,463595000.0,1.0,1.0,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2018-03-31,27746659000.0,12298458000.0,14558435000.0,202824000.0,1096965000.0,437671000.0,1588000.0,1.0,373257000.0,368644000.0,228201000.0,0.0,,31.5977,4.6136,1.0,0.03006305279379274,0.015773827039860907,0.3989835591837479,0.0,4351308000.0,588627000.0,2.0,2.0,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2018-06-30,27618982000.0,12420338000.0,14341923000.0,215120000.0,2222877000.0,592103000.0,5429000.0,1.0,373186000.0,838424000.0,464476000.0,0.0,,38.4027,5.2262,1.0,0.04128477052902878,0.02143826300332141,0.2663678647086636,0.0,4453285000.0,679662000.0,2.0,2.0,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2018-09-30,30249119000.0,14579054000.0,14307685000.0,191199000.0,3459256000.0,656487000.0,7170000.0,1.0,373638000.0,1211148000.0,707625000.0,0.0,,39.8017,5.1604,1.0,0.04588352343513294,0.021702681654959935,0.18977693469347165,0.0,4700158000.0,761031000.0,2.0,2.0,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2018-12-31,30342072000.0,14331427000.0,14632334000.0,215376000.0,-2078599000.0,-928011000.0,-5513000.0,-0.98,-744831000.0,-834272000.0,-449843000.0,0.0,1.1488,32.3913,5.547,-0.98,-0.06342193938437983,-0.030584958074056378,0.4464598510823877,0.0,4700499000.0,758250000.0,2.02,2.02,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2019-03-31,30637336000.0,14138960000.0,15078491000.0,249127000.0,1272245000.0,280470000.0,2222000.0,0.71,393452000.0,343895000.0,243932000.0,0.0,,48.4149,6.316,0.71,0.0186006676662804,0.009154516567628465,0.22045282158703708,0.0,4875779000.0,601049000.0,1.73,1.73,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2019-06-30,33148697000.0,16695891000.0,14994455000.0,268666000.0,2592351000.0,418232000.0,3821000.0,1.05,400096000.0,854482000.0,491984000.0,0.0,,54.4646,6.5286,1.05,0.0278924442402208,0.01261684584464964,0.16133309108218755,0.0,5245253000.0,427178000.0,1.78,1.78,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2019-09-30,31863955000.0,15167885000.0,15266065000.0,265788000.0,3858484000.0,1008108000.0,7789000.0,2.51,402412000.0,1209900000.0,764429000.0,0.0,,32.7544,7.2034,2.51,0.06603587761482739,0.03163788048282142,0.2612704886167728,0.0,5644481000.0,778799000.0,3.29,3.29,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2019-12-31,33380751000.0,16398247000.0,15540444000.0,284917000.0,-2601774000.0,-474378000.0,-10875000.0,-1.2199999999999998,-792152000.0,-872309000.0,-473272000.0,0.0,1.0889,26.8908,6.4712,-1.2199999999999998,-0.030525382672464185,-0.01421112424942147,0.18232867266718786,0.0,5121306000.0,1232432000.0,3.05,3.05,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2020-03-31,32923028000.0,15427332000.0,16132783000.0,303423000.0,1258602000.0,310284000.0,5442000.0,0.75,412420000.0,411857000.0,,0.0,,14.8903,3.6798,0.75,0.019233135411292644,0.009424528023364073,0.24653067451028998,0.0,5107663000.0,1262246000.0,3.0900000000000003,3.0900000000000003,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2020-06-30,33162652000.0,15898980000.0,16048140000.0,,2447077000.0,489530000.0,7675000.0,1.17,415775000.0,811616000.0,,0.0,,16.5714,4.3417,1.17,0.03050384655168761,0.014761485299788449,0.20004683138291113,0.0,4962389000.0,1333544000.0,3.21,3.21,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2020-09-30,32541597000.0,15250442000.0,16107874000.0,1603740000.0,3483951000.0,815115000.0,9678000.0,1.94,416860000.0,1109584000.0,,0.0,,22.1168,4.8431,1.94,0.0506035122946703,0.025048401896194585,0.2339628197985563,0.0,4587856000.0,1140551000.0,2.64,2.64,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2020-12-31,32483642000.0,15258580000.0,15972719000.0,1545046000.0,-2583663000.0,-636085000.0,-12827000.0,,-827668000.0,-968301000.0,,0.0,1.8544,27.549,5.8546,,-0.03982321356808443,-0.019581702076386633,0.24619503394986111,0.0,4605967000.0,978844000.0,,,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2021-03-31,32992251000.0,15945319000.0,15798878000.0,2131846000.0,1052062000.0,71546000.0,3943000.0,0.17,419079000.0,303658000.0,,0.0,,40.4091,6.7979,0.17,0.004528549432434379,0.002168569825684219,0.06800549777484596,0.0,4399427000.0,740106000.0,,,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2021-06-30,32176116000.0,14932908000.0,15920446000.0,513602000.0,2193054000.0,97803000.0,1722000.0,0.23,419205000.0,638913000.0,,0.0,,59.0955,7.9725,0.23,0.006143232419493776,0.003039614849722695,0.04459671307683258,0.0,4145404000.0,348379000.0,,,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2021-09-30,33480025000.0,15307914000.0,16863203000.0,303982000.0,3432851000.0,277466000.0,6662000.0,0.65,422835000.0,991995000.0,,0.0,,78.9202,7.6444,0.65,0.016453932268976422,0.008287508745886539,0.08082669477935395,0.0,4094304000.0,-189270000.0,,,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2021-12-31,34910325000.0,15912452000.0,17636001000.0,269265000.0,-1935852000.0,-110677000.0,-3614000.0,-0.27,-834278000.0,-659241000.0,,0.0,0.8556,111.066,7.8728,-0.27,-0.006275629038578531,-0.003170322819968018,0.057172242506142,0.0,4742115000.0,336138000.0,0.78,0.78,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2022-03-31,35472453000.0,16294427000.0,17895576000.0,301089000.0,1395704000.0,61925000.0,5013000.0,0.14,449802000.0,324520000.0,,0.0,,131.7159,8.4565,0.14,0.0034603524357081326,0.0017457208273699031,0.04436829012455363,0.0,5085757000.0,326517000.0,0.75,0.75,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2022-06-30,36573671000.0,16699758000.0,18556180000.0,363339000.0,2868240000.0,151709000.0,8078000.0,0.33,453455000.0,719331000.0,,0.0,,98.3043,7.0779,0.33,0.008175658998781,0.004148038625928472,0.052892714696120266,0.0,5760943000.0,380423000.0,0.8500000000000001,0.8500000000000001,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2022-12-31,37893233000.0,16499237000.0,20294814000.0,631681000.0,5860615000.0,141214000.0,7247000.0,0.3,465158000.0,1328708000.0,,0.0,1.1343,219.3394,5.2851,0.3,0.006958132259797995,0.0037266284457702515,0.02409542343252372,0.0,8188707000.0,244171000.0,0.5,0.5,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2023-03-31,38493889000.0,16897734000.0,20448155000.0,571902000.0,1560729000.0,25673000.0,3045000.0,0.05,494494000.0,376058000.0,,0.0,,338.974,5.9047,0.05,0.001255516695760571,0.00066693702992701,0.016449364367548753,0.0,11685288000.0,380521000.0,0.8200000000000001,0.8200000000000001,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2023-06-30,40064135000.0,17871021000.0,21204441000.0,2203788000.0,3226207000.0,128713000.0,6548000.0,0.26,498305000.0,792303000.0,,0.0,,347.7049,6.61,0.26,0.006070096353872285,0.0032126738790192277,0.03989607610423014,0.0,13515791000.0,447309000.0,0.94,0.94,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2023-09-30,41654702000.0,17836083000.0,22954036000.0,2582037000.0,4888220000.0,256183000.0,11132000.0,0.5,507353000.0,1231359000.0,,0.0,,172.3169,6.7901,0.5,0.01116069522588533,0.006150158030178682,0.05240823858173323,0.0,15535771000.0,551783000.0,1.1099999999999999,1.1099999999999999,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2023-12-31,44012166000.0,17640439000.0,25404376000.0,1993646000.0,-3037161000.0,-70475000.0,-14361000.0,-0.15000000000000002,-981451000.0,-797859000.0,,0.0,1.8834,146.7427,7.5183,-0.15000000000000002,-0.0027741283627671074,-0.0016012617965677945,0.023204235797838837,0.0,6637995000.0,340094000.0,0.6599999999999999,0.6599999999999999,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2024-03-31,44553585000.0,16005677000.0,27547943000.0,2388488000.0,1859741000.0,127146000.0,6191000.0,0.22,577530000.0,406806000.0,,0.0,,120.403,7.6641,0.22,0.004615444427193711,0.002853777086625016,0.0683675845184894,0.0,6937007000.0,441567000.0,0.8299999999999998,0.8299999999999998,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2024-06-30,45533937000.0,15845358000.0,28976426000.0,2776628000.0,3684625000.0,381860000.0,7292000.0,0.65,591047000.0,1012225000.0,,0.0,,104.8196,8.7626,0.65,0.013178298800549108,0.008386272419184838,0.10363605522950096,0.0,7395425000.0,694714000.0,1.2199999999999998,1.2199999999999998,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2024-09-30,48953698000.0,17889695000.0,30334281000.0,3564942000.0,5740288000.0,831709000.0,2586000.0,1.39,600191000.0,1697209000.0,,0.0,,86.4836,10.5722,1.39,0.02741812143165681,0.016989707294431566,0.14488976859697633,0.0,8247493000.0,1270240000.0,2.11,2.11,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2024-12-31,51044308000.0,18471722000.0,31956208000.0,3506586000.0,-3293536000.0,-389035000.0,-13369000.0,-0.6899999999999997,-1160018000.0,-859819000.0,,0.0,1.7679,82.4621,9.8206,-0.6899999999999997,-0.012174003874301982,-0.007621515801526783,0.1181207674669413,0.0,7991118000.0,951680000.0,1.57,1.57,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2025-03-31,53293614000.0,18711637000.0,33956759000.0,3501851000.0,2423087000.0,257957000.0,-5519000.0,0.4,653795000.0,598958000.0,,0.0,,92.2649,11.6753,0.4,0.00759663194005058,0.0048402985018054885,0.10645800171434208,0.0,8554464000.0,1082491000.0,1.7500000000000004,1.7500000000000004,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2025-06-30,55833495000.0,19287194000.0,35900526000.0,4409740000.0,4971331000.0,559845000.0,-4466000.0,0.85,661004000.0,1368992000.0,,0.0,,90.5126,11.0208,0.85,0.01559433975981299,0.01002704559333067,0.11261471022549092,0.0,9841170000.0,1260476000.0,1.9500000000000002,1.9500000000000002,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2025-09-30,59504802000.0,20192420000.0,38756818000.0,6806507000.0,7657023000.0,840404000.0,-2131000.0,1.26,669218000.0,2227348000.0,,0.0,,126.8952,12.3,1.26,0.021684029891205207,0.014123297141632367,0.10975597173993078,0.0,11757905000.0,1269171000.0,1.8200000000000003,1.8200000000000003,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
2025-12-31,67303047000.0,24100108000.0,42129498000.0,5033678000.0,-4213407000.0,-721361000.0,5000000.0,-1.1199999999999999,-1304496000.0,-1313621000.0,,0.0,2.011,137.7279,11.9053,-1.1199999999999999,-0.01712246844242008,-0.010718103149178372,0.17120610470339087,0.0,10838034000.0,936845000.0,1.39,1.39,0.83485603,216.43,130.29,3.38939,141176.27,150.6933,3.0627,13.026
