report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda
2011-09-30,4472397000.0,310037000.0,288977000.0,2429227000.0,2043170000.0,1205000000.0,62928000.0,711839000.0,208241000.0,96045000.0,58268000.0,0.91,105316000.0,375366000.0,250642000.0,1205000000.0,,0.91,458883000.0,0.04700783586289932,0.021475061359713818,0.1349251726865204,0.29253946468232284,0.04656138531530184,0.06411025285006634,0.6446443648072107,0.5897698184683604,1.0728777722794547,,,,,,,
2011-12-31,4331493000.0,345800000.0,343344000.0,2226725000.0,2104768000.0,950000000.0,29911000.0,979864000.0,306850000.0,122408000.0,112779000.0,0.58,210760879.0,501839000.0,343141000.0,950000000.0,1.0073,0.58,649991000.0,0.058157478638975885,0.028260001805382115,0.12492345876570626,0.31315570324044967,0.07084162435446623,0.10044952677257324,0.6633481789309537,0.45135615896858944,1.0071531758236638,,,,,,,
2012-03-31,4402794000.0,339727000.0,322154000.0,2277838000.0,2124956000.0,1012000000.0,32328000.0,272136000.0,46661000.0,18318000.0,11426000.0,0.09,210813000.0,131780000.0,110357000.0,1012000000.0,1.0073,0.09,157018000.0,0.008620413787391363,0.004160539875360964,0.06731193226915953,0.171462063086104,0.010598042969986786,0.014874610928556218,0.5769835670400094,0.4762451551938017,1.0545484457743812,,,,,,,
2012-06-30,4410192000.0,295867000.0,340859000.0,2278862000.0,2131330000.0,972000000.0,48641000.0,537793000.0,124740000.0,54255000.0,35073000.0,0.26,210974000.0,291142000.0,224973000.0,972000000.0,,0.26,349713000.0,0.025455935964867008,0.01230218548308101,0.10088454107807279,0.23194797998486408,0.02828448285244724,0.040195531896382274,0.650274362068677,0.4560532625168322,0.8680040720649888,2501632000.0,291026000.0,686492000.0,1615605000.0,1.8399999999999999,1.8399999999999999,0.6016322058919105
2012-09-30,4482937000.0,224674000.0,412790000.0,2382650000.0,2100287000.0,987000000.0,37501000.0,834667000.0,200516000.0,90864000.0,58021000.0,0.43,210997000.0,455112000.0,335421000.0,987000000.0,,0.43,535937000.0,0.04326265886519318,0.02026885499394705,0.10886257633283693,0.24023472834076345,0.04472871244900386,0.06494893412889699,0.6420967883000047,0.46993577544402265,0.5442815959688946,2624460000.0,285845000.0,678767000.0,1692659000.0,1.3599999999999999,1.3599999999999999,0.583106225175892
2012-12-31,4616313000.0,270310000.0,444139000.0,2484866000.0,2131447000.0,1012000000.0,30736000.0,-440050000.0,-65784000.0,-31707000.0,1590000.0,-0.16000000000000003,-421791000.0,-225941000.0,-219346000.0,1012000000.0,0.6086,-0.16000000000000003,-285130000.0,-0.014875809719875746,-0.006868468407579815,0.07205317577548005,0.14949210317009431,-0.014250333545407341,-0.020927345045104944,0.6479490966935576,0.47479482248444366,0.6086157711887494,1204546000.0,131730000.0,306133000.0,757538000.0,0.6199999999999999,0.6199999999999999,1.335906581584026
2013-03-31,4687836000.0,238880000.0,447264000.0,2564622000.0,2123214000.0,1052000000.0,20457000.0,373285000.0,87014000.0,42824000.0,27935000.0,0.2,211376000.0,212685000.0,148653000.0,1052000000.0,0.6086,0.2,235667000.0,0.020169422394539598,0.009135131860414912,0.1147219952583147,0.23310339284996717,0.018561656167152604,0.027404137169967126,0.6313326278848601,0.49547525590920183,0.5340917221149031,1305695000.0,156236000.0,346486000.0,836187000.0,0.73,0.73,1.2580917904727054
2013-12-31,4981080000.0,378899000.0,407905000.0,2776478000.0,2204602000.0,1147000000.0,23400000.0,1746278000.0,550480000.0,279773000.0,205765000.0,0.66,422375000.0,1024526000.0,651052000.0,1147000000.0,0.9289,0.66,1201532000.0,0.12690408518181512,0.05616713644430525,0.16021103169140308,0.3152304501345147,0.11051418567860785,0.164243845182095,0.6880531049466351,0.5202753150001679,0.9288903053407044,2514180000.0,381754000.0,772226000.0,1688006000.0,1.13,1.13,0.6794999543840484
2019-03-31,4481547000.0,680191000.0,240315000.0,2160608000.0,2320939000.0,1219338000.0,314889000.0,641681000.0,352959000.0,262763000.0,77871000.0,0.62,425189000.0,585287000.0,92258000.0,1219338000.0,1.8952,0.62,445217000.0,0.11321409136560677,0.058632208922499304,0.4094916321349705,0.5500536871124437,0.07875829484773895,0.09969813096545835,0.6938291768028039,0.5253640875524949,2.830414247966211,2321194000.0,553653000.0,924669000.0,1597286000.0,1.32,1.32,0.763381135250669
2020-03-31,4522175000.0,541789000.0,387177000.0,2353780000.0,2168395000.0,1045260000.0,202842000.0,386457000.0,86401000.0,53910000.0,18214000.0,0.13,399897000.0,204897000.0,100135000.0,1045260000.0,1.7323,0.13,186536000.0,0.024861706469531612,0.01192125470597666,0.13949805541108065,0.22357209210856577,0.01910607174644944,0.026885586660671416,0.4826824200363818,0.482043170178865,1.3993315718650643,3147701000.0,639270000.0,1076854000.0,2068952000.0,1.6099999999999999,1.6099999999999999,0.5052123007203647
