report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2024-09-30,13392000000.0,1797000000.0,899000000.0,3204000000.0,10188000000.0,2017000000.0,1044000000.0,2234000000.0,-417000000.0,-315000000.0,-105000000.0,-2.39,131958000.0,1183000000.0,1021000000.0,1082000000.0,162000000.0,2017000000.0,,,,-2.39,665000000.0,-0.030918727915194347,-0.023521505376344086,-0.14100268576544314,-0.18666069829901522,-0.031137992831541218,-0.034166325276526015,0.07251566696508505,0.29767233661593556,0.19797801334903808,1.9988876529477198,,,,,,,,,0.4785121,126.6205,91.015,4.04813,25366.824,13.9455,1.4148,2.0811
2024-12-31,27894000000.0,1997000000.0,3123000000.0,10329000000.0,17565000000.0,5291000000.0,317000000.0,4235000000.0,-803000000.0,-714000000.0,-127000000.0,-4.55,156989000.0,1565000000.0,1557000000.0,1729000000.0,8000000.0,5291000000.0,0.6394,,,-4.55,926000000.0,-0.040649017933390263,-0.025596902559690257,-0.16859504132231404,-0.18961038961038962,-0.028787552878755288,-0.03513300665033252,0.0018890200708382527,0.21865407319952773,0.301224025049815,0.6394492475184118,,,,,,,,,0.4785121,126.6205,91.015,4.04813,25366.824,13.9455,1.4148,2.0811
2025-03-31,27934000000.0,2113000000.0,3589000000.0,10743000000.0,17191000000.0,5243000000.0,349000000.0,2196000000.0,-268000000.0,-249000000.0,-70000000.0,-1.06,234434000.0,1096000000.0,563000000.0,711000000.0,533000000.0,5243000000.0,0.6394,,,-1.06,443000000.0,-0.0144843231923681,-0.008913868404095368,-0.1133879781420765,-0.122040072859745,-0.00959404310159662,-0.011946153160381563,0.24271402550091076,0.2017304189435337,0.3049851666569717,0.5887433825578156,,,,,,,,,0.4785121,126.6205,91.015,4.04813,25366.824,13.9455,1.4148,2.0811
2025-06-30,27768000000.0,2272000000.0,2924000000.0,9831000000.0,17937000000.0,5122000000.0,731000000.0,5886000000.0,1001000000.0,719000000.0,190000000.0,2.99,240628000.0,2418000000.0,1220000000.0,1480000000.0,1198000000.0,5122000000.0,,,,2.99,2481000000.0,0.040084741038077715,0.025893114376260445,0.12215426435609922,0.17006455997281686,0.03604868913857678,0.04341038206340258,0.20353380903839619,0.4215086646279307,0.2855549980487261,0.7770177838577291,14551000000.0,-559000000.0,-487000000.0,1901000000.0,4515000000.0,-5.01,-5.01,1.1344407530454041,0.4785121,126.6205,91.015,4.04813,25366.824,13.9455,1.4148,2.0811
2025-09-30,27606000000.0,2241000000.0,2766000000.0,9456000000.0,18150000000.0,5010000000.0,613000000.0,8852000000.0,1726000000.0,1266000000.0,329000000.0,5.27,240373000.0,3619000000.0,1995000000.0,2221000000.0,1624000000.0,5010000000.0,,29.1823,2.3377,5.27,3947000000.0,0.06975206611570248,0.04585959574005651,0.14301852688657932,0.19498418436511522,0.06252264000579584,0.07452504317789292,0.18346136466335292,0.4458879349299593,0.27603305785123966,0.8101952277657267,21169000000.0,1022000000.0,1656000000.0,3363000000.0,7797000000.0,2.65,2.65,0.6425548287803001,0.4785121,126.6205,91.015,4.04813,25366.824,13.9455,1.4148,2.0811
2025-12-31,28287000000.0,2916000000.0,2901000000.0,9709000000.0,18578000000.0,5009000000.0,616000000.0,-4810000000.0,12000000.0,83000000.0,14000000.0,0.370000000000001,-475065000.0,-2558000000.0,-1042000000.0,-1432000000.0,-3600000000.0,5009000000.0,1.0052,14.4499,2.1564,0.370000000000001,-1420000000.0,0.004467649908493918,0.0029342100611588363,-0.017255717255717257,-0.002494802494802495,0.00042422314137236184,0.0005087548225717557,0.7484407484407485,0.29521829521829523,0.26961998062224135,1.0051706308169597,12124000000.0,1819000000.0,2471000000.0,-245000000.0,5451000000.0,7.57,7.57,0.9189139607411484,0.4785121,126.6205,91.015,4.04813,25366.824,13.9455,1.4148,2.0811
