report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2015-02-28,98816000000.0,51294000000.0,13792000000.0,,48095000000.0,1999000000.0,13701000000.0,27520000000.0,9889000000.0,7181000000.0,817000000.0,1956000000.0,1.0,4516000000.0,,,,1999000000.0,,17.8583,4.9782,1.0,9889000000.0,0.1493086599438611,0.07267041774611399,0.2609375,0.35933866279069765,0.10007488665803109,0.19740887132191481,,0.35933866279069765,0.04156357209689157,3.71911252900232,39611000000.0,10761000000.0,15111000000.0,,15111000000.0,1199000000.0,1.42,1.42,0.1322877374098339,12.60300250208507,1.596762,345.72,118.86,21.86721,420996.2,25.9714,22.84,6.5702
2015-05-31,110903000000.0,63183000000.0,15291000000.0,,48663000000.0,1999000000.0,21716000000.0,-16084000000.0,-5487000000.0,-4112000000.0,-479000000.0,-896000000.0,0.0,-9088000000.0,,,,1999000000.0,4.132,19.2427,5.0027,0.0,-5487000000.0,-0.08449951708690381,-0.03707744605646376,0.2556577965680179,0.34114648097488187,-0.049475667926025445,-0.10830602818680668,,0.34114648097488187,0.041078437416517684,4.1320384539925445,38226000000.0,9938000000.0,13871000000.0,,13871000000.0,1143000000.0,2.0,2.0,0.14411361834042247,12.135608048993875,1.596762,345.72,118.86,21.86721,420996.2,25.9714,22.84,6.5702
2015-08-31,109706000000.0,62122000000.0,15391000000.0,,47097000000.0,2000000000.0,16739000000.0,8448000000.0,2654000000.0,1747000000.0,374000000.0,563000000.0,0.0,4412000000.0,,,,2000000000.0,,16.9272,4.2236,0.0,2654000000.0,0.03709365777013398,0.01592437970575903,0.20679450757575757,0.31415719696969696,0.024191931161467922,0.054056255983053955,,0.31415719696969696,0.04246554982270633,4.03625495419401,38078000000.0,9501000000.0,13562000000.0,,13562000000.0,1256000000.0,2.0,2.0,0.1474708745022858,10.797770700636942,1.596762,345.72,118.86,21.86721,420996.2,25.9714,22.84,6.5702
2015-11-30,106483000000.0,58618000000.0,13754000000.0,,45924000000.0,2000000000.0,17411000000.0,17441000000.0,5609000000.0,3945000000.0,745000000.0,1033000000.0,0.0,4364000000.0,,,,2000000000.0,,18.0723,4.4349,0.0,5609000000.0,0.08590279592370002,0.03704816731309223,0.22619115876383236,0.32159853219425494,0.05267507489458411,0.11703947917536099,,0.32159853219425494,0.04355021339604564,4.261887450923368,37325000000.0,8761000000.0,12665000000.0,,12665000000.0,1457000000.0,1.0,1.0,0.15791551519936833,8.69251887439945,1.596762,345.72,118.86,21.86721,420996.2,25.9714,22.84,6.5702
2016-02-29,104894000000.0,57069000000.0,11825000000.0,,45870000000.0,,15583000000.0,26453000000.0,8636000000.0,6087000000.0,1105000000.0,1623000000.0,1.0,4328000000.0,,,,0.0,,17.4738,4.1584,1.0,8636000000.0,0.13270111183780248,0.05803001124945183,0.23010622613692208,0.32646580728083774,0.08233073388373024,0.1882712012208415,,0.32646580728083774,0.0,4.826131078224101,36258000000.0,7667000000.0,11412000000.0,,11412000000.0,1745000000.0,1.0,1.0,0.0,6.539828080229227,1.596762,345.72,118.86,21.86721,420996.2,25.9714,22.84,6.5702
2016-05-31,112180000000.0,64313000000.0,17208000000.0,,47289000000.0,3750000000.0,20152000000.0,-15295000000.0,-4295000000.0,-2878000000.0,-757000000.0,-678000000.0,1.0,-8799000000.0,,,,3750000000.0,3.7374,18.7444,4.5031,1.0,-4295000000.0,-0.06085981940831906,-0.025655197004813692,0.1881660673422687,0.28081072245831973,-0.038286682118024606,-0.08415133525343364,,0.28081072245831973,0.07929962570576667,3.7373895862389586,37047000000.0,8901000000.0,12604000000.0,,12604000000.0,1467000000.0,2.0,2.0,0.2975245953665503,8.591683708248125,1.596762,345.72,118.86,21.86721,420996.2,25.9714,22.84,6.5702
2016-08-31,123223000000.0,74451000000.0,15142000000.0,,47435000000.0,999000000.0,28614000000.0,8613000000.0,2641000000.0,1832000000.0,416000000.0,541000000.0,0.0,4221000000.0,,299000000.0,,999000000.0,,18.9136,4.569,0.0,2641000000.0,0.03862127121323917,0.014867354308854679,0.21270172994310926,0.30662951352606527,0.02143268707952249,0.05452781104183012,,0.30662951352606527,0.021060398439970485,4.916853784176463,37212000000.0,8986000000.0,12591000000.0,,12591000000.0,1509000000.0,2.0,2.0,0.07934238741958542,8.343936381709742,1.596762,345.72,118.86,21.86721,420996.2,25.9714,22.84,6.5702
2016-11-30,123600000000.0,64734000000.0,16347000000.0,,48462000000.0,3838000000.0,18592000000.0,17630000000.0,5678000000.0,3864000000.0,867000000.0,1194000000.0,0.0,4208000000.0,,1056000000.0,,3838000000.0,,18.7082,4.4314,0.0,5678000000.0,0.07973257397548594,0.0312621359223301,0.21917186613726602,0.3220646625070902,0.04593851132686084,0.108565965583174,,0.3220646625070902,0.07919607114852874,3.9599926592035235,37401000000.0,8905000000.0,12660000000.0,,12660000000.0,1631000000.0,2.0,2.0,0.3031595576619273,7.762109135499694,1.596762,345.72,118.86,21.86721,420996.2,25.9714,22.84,6.5702
2017-02-28,125382000000.0,66011000000.0,15790000000.0,,50615000000.0,3498000000.0,19748000000.0,26835000000.0,8636000000.0,6103000000.0,1317000000.0,1653000000.0,1.0,4207000000.0,,1496000000.0,,3498000000.0,,19.5939,4.668,1.0,8636000000.0,0.12057690407981823,0.04867524844076502,0.22742686789640396,0.3218185205887833,0.0688775103284363,0.1595919649622087,,0.3218185205887833,0.06910994764397906,4.180557314756175,37783000000.0,8921000000.0,12660000000.0,,12660000000.0,1843000000.0,2.0,2.0,0.27630331753554505,6.8692349430276725,1.596762,345.72,118.86,21.86721,420996.2,25.9714,22.84,6.5702
2017-05-31,134991000000.0,74515000000.0,24178000000.0,,53860000000.0,9797000000.0,21784000000.0,-15350000000.0,-4245000000.0,-2464000000.0,-802000000.0,-1206000000.0,1.0,-8419000000.0,,-830000000.0,,9797000000.0,3.0819,20.0071,4.9503,1.0,-4245000000.0,-0.04574823616784256,-0.01825306872310006,0.1605211726384365,0.2765472312703583,-0.031446540880503145,-0.06668551769640417,,0.2765472312703583,0.1818975120683253,3.0819339895773017,37728000000.0,9335000000.0,12710000000.0,,12710000000.0,1798000000.0,2.0,2.0,0.77081038552321,7.068965517241379,1.596762,345.72,118.86,21.86721,420996.2,25.9714,22.84,6.5702
2017-08-31,133597000000.0,73335000000.0,20226000000.0,,55959000000.0,4998000000.0,21321000000.0,9187000000.0,2821000000.0,2210000000.0,469000000.0,375000000.0,0.0,4284000000.0,,473000000.0,,4998000000.0,,21.5817,5.445,0.0,2821000000.0,0.0394932003788488,0.016542287626219152,0.24055730924131927,0.30706433003156636,0.021115743616997387,0.04627852420558755,,0.30706433003156636,0.0893153916260119,3.62577870068229,38302000000.0,9713000000.0,12890000000.0,,12890000000.0,1851000000.0,2.0,2.0,0.38774243599689684,6.963803349540789,1.596762,345.72,118.86,21.86721,420996.2,25.9714,22.84,6.5702
2017-11-30,138762000000.0,78545000000.0,15494000000.0,,55868000000.0,2499000000.0,21310000000.0,18809000000.0,5890000000.0,4442000000.0,944000000.0,1009000000.0,1.0,4283000000.0,,1072000000.0,,2499000000.0,,20.8313,5.2783,1.0,5890000000.0,0.07950884227106751,0.03201164583963909,0.23616353873145834,0.3131479610824605,0.04244677937763941,0.1009131872462179,,0.3131479610824605,0.04473043602777977,5.069381696140441,39481000000.0,10291000000.0,13102000000.0,,13102000000.0,1928000000.0,3.0,3.0,0.19073423904747366,6.795643153526971,1.596762,345.72,118.86,21.86721,420996.2,25.9714,22.84,6.5702
2018-02-28,138201000000.0,77732000000.0,17968000000.0,,47789000000.0,4491000000.0,19487000000.0,28579000000.0,9299000000.0,418000000.0,1477000000.0,8333000000.0,0.0,4268000000.0,,1358000000.0,,4491000000.0,,59.2024,5.3424,0.0,9299000000.0,0.008746782732427965,0.0030245801405199674,0.014626124077119563,0.3253787746247244,0.06728605437008416,0.1778691660290742,,0.3253787746247244,0.09397560107974638,4.32613535173642,41225000000.0,4606000000.0,13765000000.0,,13765000000.0,2088000000.0,2.0,2.0,0.3262622593534326,6.592432950191571,1.596762,345.72,118.86,21.86721,420996.2,25.9714,22.84,6.5702
2018-05-31,137264000000.0,75964000000.0,19195000000.0,,45726000000.0,4491000000.0,21620000000.0,-16744000000.0,-4331000000.0,-3245000000.0,-865000000.0,-651000000.0,-1.0,-8597000000.0,15386000000.0,-1167000000.0,14219000000.0,4491000000.0,3.9824,53.1715,4.8429,-1.0,-4331000000.0,-0.07096618991383458,-0.023640575824688193,0.19380076445293837,0.25865981844242714,-0.031552337102226366,-0.08624569368938806,-0.8491997133301481,0.25865981844242714,0.09821545728906968,3.9574889294087003,39831000000.0,3825000000.0,13679000000.0,,13679000000.0,2025000000.0,0.0,0.0,0.3283134732071058,6.755061728395062,1.596762,345.72,118.86,21.86721,420996.2,25.9714,22.84,6.5702
2018-08-31,128358000000.0,67009000000.0,19562000000.0,,38067000000.0,3743000000.0,18455000000.0,9193000000.0,2778000000.0,2265000000.0,529000000.0,275000000.0,0.0,3999000000.0,6722000000.0,383000000.0,6339000000.0,3743000000.0,,52.1588,4.8998,0.0,2778000000.0,0.05950035463787533,0.01764595895853784,0.24638311758947026,0.30218644620907215,0.02164259337166363,0.06644343458502751,0.6895463939954313,0.30218644620907215,0.09832663461791052,3.4254677435845005,39837000000.0,3880000000.0,13636000000.0,,13636000000.0,2085000000.0,0.0,0.0,0.27449398650630685,6.5400479616306955,1.596762,345.72,118.86,21.86721,420996.2,25.9714,22.84,6.5702
2018-11-30,118318000000.0,56938000000.0,20315000000.0,,30572000000.0,6477000000.0,10824000000.0,18755000000.0,5878000000.0,4598000000.0,1048000000.0,716000000.0,1.0,3908000000.0,7268000000.0,804000000.0,6464000000.0,6477000000.0,,48.2712,4.6833,1.0,5878000000.0,0.15039905796153344,0.03886137358643655,0.24516129032258063,0.3134097573980272,0.0496796768031914,0.1586547545142919,0.34465475873100504,0.3134097573980272,0.21186052597147717,2.80275658380507,39783000000.0,4036000000.0,13624000000.0,,13624000000.0,2189000000.0,0.0,0.0,0.475411039342337,6.22384650525354,1.596762,345.72,118.86,21.86721,420996.2,25.9714,22.84,6.5702
2019-02-28,109438000000.0,47617000000.0,17986000000.0,,23714000000.0,4487000000.0,14720000000.0,28369000000.0,9278000000.0,7343000000.0,1557000000.0,1059000000.0,1.0,3811000000.0,10129000000.0,1247000000.0,8882000000.0,4487000000.0,,17.6184,4.7505,1.0,9278000000.0,0.3096483090157713,0.06709735192529104,0.2588388734181677,0.3270471289083154,0.08477859610007493,0.3289954256941243,0.3130882301103317,0.3270471289083154,0.1892131230496753,2.6474480151228734,39573000000.0,10961000000.0,13603000000.0,35904000000.0,13603000000.0,2269000000.0,1.0,1.0,0.32985370874071895,5.995152049360952,1.596762,345.72,118.86,21.86721,420996.2,25.9714,22.84,6.5702
2019-05-31,108709000000.0,46386000000.0,18630000000.0,108709000000.0,21785000000.0,4494000000.0,20514000000.0,-16811000000.0,-4399000000.0,-3123000000.0,-1052000000.0,-865000000.0,0.9700000000000002,-7986000000.0,-9568000000.0,-774000000.0,-10342000000.0,4494000000.0,2.4899,15.6034,4.3774,0.9700000000000002,-4399000000.0,-0.14335551985310993,-0.02872807219273473,0.18577122122419845,0.2616739039914342,-0.04046583079597826,-0.16739601963545037,0.6151924335256678,0.2616739039914342,0.2062887307780583,2.4898550724637682,39506000000.0,11083000000.0,13535000000.0,11343000000.0,13535000000.0,2082000000.0,2.97,2.97,0.3320280753601773,6.500960614793468,1.596762,345.72,118.86,21.86721,420996.2,25.9714,22.84,6.5702
2019-08-31,106229000000.0,42384000000.0,18875000000.0,,18433000000.0,,31083000000.0,9218000000.0,2877000000.0,2137000000.0,494000000.0,345000000.0,0.63,3410000000.0,6000000000.0,386000000.0,5614000000.0,0.0,,15.8006,4.3787,0.63,2877000000.0,0.11593338035045841,0.020116917225992903,0.23182903015838577,0.3121067476676069,0.027082999934104623,0.15607877176802473,0.6090258190496854,0.3121067476676069,0.0,2.2455099337748345,39531000000.0,10955000000.0,13634000000.0,10618000000.0,13634000000.0,2047000000.0,3.6,3.6,0.0,6.66047874938935,1.596762,345.72,118.86,21.86721,420996.2,25.9714,22.84,6.5702
2019-11-30,98443000000.0,34540000000.0,14592000000.0,,15563000000.0,,24540000000.0,18832000000.0,6060000000.0,4448000000.0,959000000.0,844000000.0,1.32,3370000000.0,6513000000.0,735000000.0,5778000000.0,0.0,,16.6423,4.5967,1.32,6060000000.0,0.28580607851956563,0.04518350720721636,0.23619371282922685,0.3217926932880204,0.06155846530479567,0.38938507999742983,0.3068181818181818,0.3217926932880204,0.0,2.3670504385964914,39608000000.0,10805000000.0,13816000000.0,9932000000.0,13816000000.0,1958000000.0,3.9200000000000004,3.9200000000000004,0.0,7.056179775280899,1.596762,345.72,118.86,21.86721,420996.2,25.9714,22.84,6.5702
2020-02-29,96704000000.0,33442000000.0,15740000000.0,,14235000000.0,,23829000000.0,28629000000.0,9588000000.0,7019000000.0,1416000000.0,1348000000.0,2.1,3337000000.0,9525000000.0,1131000000.0,8394000000.0,0.0,,15.1751,4.1058,2.1,9588000000.0,0.49308043554618897,0.07258231303772336,0.24517098047434419,0.334905166090328,0.09914791528788881,0.6735511064278188,0.29319920360473645,0.334905166090328,0.0,2.1246505717916135,39868000000.0,10481000000.0,14126000000.0,9444000000.0,14126000000.0,1817000000.0,5.0200000000000005,5.0200000000000005,0.0,7.774353329664282,1.596762,345.72,118.86,21.86721,420996.2,25.9714,22.84,6.5702
2020-05-31,115438000000.0,52140000000.0,17200000000.0,,12074000000.0,,37239000000.0,-17611000000.0,-4629000000.0,-3469000000.0,-874000000.0,-609000000.0,-0.9700000000000006,-6823000000.0,-8899000000.0,-688000000.0,-9587000000.0,0.0,3.0314,16.51,4.2831,-0.9700000000000006,-4629000000.0,-0.2873115785986417,-0.03005076318023528,0.19697916075180286,0.26284708420873315,-0.04009944732237218,-0.38338578764286896,0.5443756742944751,0.26284708420873315,0.0,3.031395348837209,39068000000.0,10135000000.0,13896000000.0,10199000000.0,13896000000.0,1995000000.0,3.08,3.08,0.0,6.965413533834586,1.596762,345.72,118.86,21.86721,420996.2,25.9714,22.84,6.5702
2020-08-31,113546000000.0,49939000000.0,18748000000.0,,9491000000.0,,27276000000.0,9367000000.0,3211000000.0,2251000000.0,614000000.0,344000000.0,0.72,3107000000.0,5953000000.0,436000000.0,5517000000.0,0.0,,17.1324,4.4775,0.72,3211000000.0,0.23717205773891054,0.01982456449368538,0.24031173267855235,0.34279918864097364,0.028279287689570748,0.3383205141713202,0.5889825984840397,0.34279918864097364,0.0,2.6636974610625135,39217000000.0,10249000000.0,14230000000.0,10102000000.0,14230000000.0,2115000000.0,3.17,3.17,0.0,6.7281323877068555,1.596762,345.72,118.86,21.86721,420996.2,25.9714,22.84,6.5702
2020-11-30,110014000000.0,46251000000.0,21347000000.0,,7917000000.0,,28001000000.0,19167000000.0,6794000000.0,4693000000.0,1214000000.0,874000000.0,1.53,3076000000.0,7341000000.0,1004000000.0,6337000000.0,0.0,,16.7219,4.4052,1.53,6794000000.0,0.5927750410509032,0.04265820713727344,0.24484791568842282,0.35446340063651066,0.06175577653753159,0.8581533409119616,0.33062033703761673,0.35446340063651066,0.0,2.1666276291750597,39552000000.0,10494000000.0,14964000000.0,10661000000.0,14964000000.0,2370000000.0,3.3799999999999994,3.3799999999999994,0.0,6.313924050632911,1.596762,345.72,118.86,21.86721,420996.2,25.9714,22.84,6.5702
2021-02-28,118109000000.0,43744000000.0,20250000000.0,,8900000000.0,,22321000000.0,29252000000.0,10672000000.0,9714000000.0,1799000000.0,-871000000.0,3.19,3049000000.0,11045000000.0,1418000000.0,9627000000.0,0.0,,15.1837,4.9081,3.19,10672000000.0,1.0914606741573034,0.08224606084210348,0.3320798577875017,0.3648297552304116,0.09035721240548984,1.1991011235955056,0.3291057021742103,0.3648297552304116,0.0,2.1601975308641976,40175000000.0,13189000000.0,16048000000.0,11894000000.0,16048000000.0,2753000000.0,4.469999999999999,4.469999999999999,0.0,5.829277152197602,1.596762,345.72,118.86,21.86721,420996.2,25.9714,22.84,6.5702
