report_date,total_assets,current_assets,current_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2022-01-29,6026000000.0,3009000000.0,1290000000.0,-1518000000.0,4854000000.0,,1979000000.0,7882000000.0,3855000000.0,2009000000.0,1333000000.0,388000000.0,348000000.0,4.88,1492000000.0,270000000.0,,1222000000.0,4854000000.0,2.3326,10.8406,1.8334,4.88,2009000000.0,-0.878129117259552,0.22120809824095586,0.16911951281400658,0.48908906368941896,0.25488454706927177,0.33338864918685696,0.6022182254196643,0.1550367926922101,0.25488454706927177,-3.197628458498024,2.332558139534884,18267000000.0,4226000000.0,6175000000.0,10195000000.0,3061000000.0,6175000000.0,719000000.0,14.86,14.86,0.7860728744939272,8.588317107093186,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2022-04-30,4860000000.0,1752000000.0,1240000000.0,-2659000000.0,4856000000.0,,651000000.0,1450000000.0,669000000.0,280000000.0,155000000.0,89000000.0,37000000.0,0.64,66000000.0,88000000.0,,-22000000.0,4856000000.0,,10.6936,1.6472,0.64,280000000.0,-0.05829259119969914,0.03189300411522634,0.10689655172413794,0.4613793103448276,0.19310344827586207,0.05761316872427984,0.12744651797906237,-0.015172413793103448,0.19310344827586207,-1.8262504701015418,1.4129032258064516,20527000000.0,2878000000.0,4590000000.0,9845000000.0,1801000000.0,4590000000.0,990000000.0,10.5,10.5,1.0579520697167757,4.636363636363637,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2022-07-30,4901000000.0,1754000000.0,1258000000.0,-2663000000.0,4858000000.0,,452000000.0,3067000000.0,1328000000.0,522000000.0,275000000.0,175000000.0,75000000.0,1.16,81000000.0,161000000.0,,-80000000.0,4858000000.0,,8.92,1.0976,1.16,522000000.0,-0.10326699211415696,0.05611099775556009,0.08966416693837627,0.43299641343332246,0.17019889142484512,0.10650887573964497,0.2378132118451025,-0.026084121291164004,0.17019889142484512,-1.8242583552384528,1.3942766295707472,17253000000.0,2502000000.0,3941000000.0,8261000000.0,1326000000.0,3941000000.0,953000000.0,9.349999999999998,9.349999999999998,1.2326820603907638,4.135362014690451,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2022-10-29,5133000000.0,1948000000.0,1452000000.0,-2609000000.0,4860000000.0,,295000000.0,4672000000.0,2006000000.0,724000000.0,366000000.0,262000000.0,103000000.0,1.0,67000000.0,252000000.0,,-185000000.0,4860000000.0,,7.9408,0.99,1.0,724000000.0,-0.14028363357608278,0.07130333138515488,0.0783390410958904,0.4293664383561644,0.15496575342465754,0.1410481200077927,0.3216348289649045,-0.039597602739726026,0.15496575342465754,-1.862782675354542,1.3415977961432506,17071000000.0,2129000000.0,3535000000.0,7858000000.0,935000000.0,3535000000.0,914000000.0,7.679999999999999,7.679999999999999,1.3748231966053748,3.8676148796498904,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2023-07-29,5195000000.0,1893000000.0,1213000000.0,-2155000000.0,4668000000.0,,790000000.0,2955000000.0,1218000000.0,369000000.0,180000000.0,175000000.0,59000000.0,0.0,77000000.0,178000000.0,,-101000000.0,4668000000.0,,11.8644,1.1232,0.0,369000000.0,-0.08352668213457076,0.03464870067372473,0.06091370558375635,0.4121827411167513,0.12487309644670051,0.0710298363811357,0.14683645045762037,-0.03417935702199661,0.12487309644670051,-2.166125290023202,1.560593569661995,12144000000.0,976000000.0,1895000000.0,5221000000.0,-388000000.0,1895000000.0,701000000.0,2.8,2.8,2.463324538258575,2.7032810271041368,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2023-10-28,5243000000.0,1959000000.0,1409000000.0,-2125000000.0,4497000000.0,,412000000.0,4517000000.0,1899000000.0,589000000.0,299000000.0,259000000.0,99000000.0,1.0,28000000.0,250000000.0,,-222000000.0,4497000000.0,,9.0518,0.896,1.0,589000000.0,-0.14070588235294118,0.05702841884417318,0.06619437679876024,0.4204117777285809,0.13039628071729023,0.11234026320808697,0.24831365935919056,-0.04914766437901262,0.13039628071729023,-2.116235294117647,1.390347764371895,15211000000.0,1120000000.0,2204000000.0,6451000000.0,-588000000.0,2204000000.0,871000000.0,3.1599999999999997,3.1599999999999997,2.0403811252268604,2.5304247990815156,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2024-02-03,5463000000.0,2115000000.0,1289000000.0,-1627000000.0,4388000000.0,,1084000000.0,7429000000.0,3236000000.0,1285000000.0,878000000.0,345000000.0,143000000.0,3.0,954000000.0,298000000.0,,656000000.0,4388000000.0,1.6408,11.0114,1.3014,3.0,1285000000.0,-0.5396435156730178,0.1607175544572579,0.11818548929869431,0.4355902544083995,0.17297079014672231,0.2352187442796998,0.4654110829409634,0.08830259792704268,0.17297079014672231,-2.6969883220651507,1.6408068269976726,19573000000.0,1723000000.0,2967000000.0,8359000000.0,148000000.0,2967000000.0,1041000000.0,5.0,5.0,1.4789349511290866,2.85014409221902,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2024-05-04,5221000000.0,1917000000.0,1221000000.0,-1677000000.0,4282000000.0,,855000000.0,1384000000.0,606000000.0,187000000.0,87000000.0,82000000.0,31000000.0,0.0,76000000.0,46000000.0,,30000000.0,4282000000.0,,11.9878,1.4288,0.0,187000000.0,-0.0518783542039356,0.016663474430185787,0.06286127167630058,0.43786127167630057,0.1351156069364162,0.03581689331545681,0.07178502879078695,0.02167630057803468,0.1351156069364162,-2.5533691115086463,1.57002457002457,16285000000.0,1444000000.0,2430000000.0,6959000000.0,363000000.0,2430000000.0,861000000.0,4.0,4.0,1.7621399176954733,2.822299651567944,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2024-08-03,4948000000.0,1666000000.0,1497000000.0,-1719000000.0,3881000000.0,313000000.0,514000000.0,2910000000.0,1233000000.0,370000000.0,239000000.0,159000000.0,33000000.0,1.0,30000000.0,101000000.0,,-71000000.0,4194000000.0,,7.4403,0.9441,1.0,370000000.0,-0.13903432228039558,0.04830234438156831,0.08213058419243986,0.42371134020618556,0.12714776632302405,0.07477768795472918,0.1494949494949495,-0.024398625429553265,0.12714776632302405,-2.43979057591623,1.1128924515698062,16240000000.0,1503000000.0,2431000000.0,6974000000.0,393000000.0,2431000000.0,845000000.0,5.0,5.0,1.725215960510078,2.876923076923077,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2024-11-02,4984000000.0,1720000000.0,1575000000.0,-1749000000.0,3883000000.0,314000000.0,191000000.0,4520000000.0,1933000000.0,588000000.0,345000000.0,236000000.0,72000000.0,1.0,-69000000.0,166000000.0,,-235000000.0,4197000000.0,,7.4176,0.9222,1.0,588000000.0,-0.19725557461406518,0.0692215088282504,0.07632743362831858,0.42765486725663715,0.13008849557522123,0.11797752808988764,0.24019607843137256,-0.051991150442477874,0.13008849557522123,-2.399656946826758,1.092063492063492,16243000000.0,1549000000.0,2430000000.0,7008000000.0,380000000.0,2430000000.0,822000000.0,5.0,5.0,1.7271604938271605,2.9562043795620436,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2025-02-01,4872000000.0,1823000000.0,1231000000.0,-1385000000.0,3884000000.0,,674000000.0,-1507000000.0,-538000000.0,121000000.0,127000000.0,-165000000.0,94000000.0,1.0,849000000.0,-87000000.0,,762000000.0,3884000000.0,1.4809,10.3134,1.1263,1.0,121000000.0,-0.09169675090252707,0.026067323481116584,-0.08427339084273391,0.35700066357000665,-0.08029197080291971,0.024835796387520526,0.04841936774709884,-0.5056403450564034,-0.08029197080291971,-2.804332129963899,1.4809098294069862,7307000000.0,798000000.0,1266000000.0,3234000000.0,486000000.0,1266000000.0,312000000.0,3.0,3.0,3.0679304897314377,4.0576923076923075,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2025-05-03,4881000000.0,1820000000.0,1294000000.0,-1451000000.0,3886000000.0,,636000000.0,1424000000.0,646000000.0,209000000.0,105000000.0,71000000.0,41000000.0,0.0,188000000.0,37000000.0,,151000000.0,3886000000.0,,7.9147,0.879,0.0,209000000.0,-0.07236388697450034,0.0215119852489244,0.07373595505617977,0.45365168539325845,0.14676966292134833,0.042819094447859044,0.08583162217659138,0.10603932584269662,0.14676966292134833,-2.6781529979324605,1.4064914992272024,7347000000.0,816000000.0,1288000000.0,3274000000.0,607000000.0,1288000000.0,301000000.0,3.0,3.0,3.017080745341615,4.27906976744186,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2025-08-02,4814000000.0,1706000000.0,1303000000.0,-1548000000.0,3888000000.0,0.0,364000000.0,2974000000.0,1287000000.0,367000000.0,169000000.0,139000000.0,72000000.0,0.0,145000000.0,93000000.0,,52000000.0,3888000000.0,,8.3715,0.8269,0.0,367000000.0,-0.10917312661498708,0.03510594100540092,0.05682582380632145,0.4327505043712172,0.12340282447881641,0.076235978396344,0.15683760683760684,0.017484868863483525,0.12340282447881641,-2.511627906976744,1.3092862624712203,7411000000.0,746000000.0,1285000000.0,3328000000.0,730000000.0,1285000000.0,281000000.0,2.0,2.0,3.02568093385214,4.572953736654804,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2025-11-01,4989000000.0,1881000000.0,1553000000.0,-1593000000.0,3890000000.0,0.0,236000000.0,4567000000.0,1945000000.0,527000000.0,246000000.0,208000000.0,98000000.0,1.0,225000000.0,174000000.0,,51000000.0,3890000000.0,,7.1472,0.6793,1.0,527000000.0,-0.1544256120527307,0.04930847865303668,0.05386468141011605,0.4258813225312021,0.1153930370045982,0.1056323912607737,0.22942969090117546,0.011167068097219181,0.1153930370045982,-2.4419334588826116,1.2112041210560207,7458000000.0,647000000.0,1224000000.0,3340000000.0,1016000000.0,1224000000.0,253000000.0,2.0,2.0,3.1781045751633985,4.83794466403162,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
2026-01-31,5069000000.0,2019000000.0,1591000000.0,-1281000000.0,3612000000.0,280000000.0,953000000.0,-1674000000.0,-689000000.0,23000000.0,129000000.0,-142000000.0,22000000.0,2.0,544000000.0,-67000000.0,,477000000.0,3892000000.0,1.269,7.0154,0.6245,2.0,23000000.0,-0.10070257611241218,0.025448806470704282,-0.07706093189964158,0.4115890083632019,-0.013739545997610514,0.004537384099427895,0.008808885484488702,-0.2849462365591398,-0.013739545997610514,-3.0382513661202184,1.2690131992457574,7291000000.0,649000000.0,1126000000.0,3189000000.0,731000000.0,1126000000.0,276000000.0,3.0,3.0,3.4564831261101245,4.079710144927536,1.5140587,34.66,14.275,6.50711,3735.0583,5.7551,1379.6722,0.5123
