report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-07-02,3110882000.0,875384000.0,465635000.0,1367693000.0,1742998000.0,540594000.0,1708000.0,364265000.0,,576380000.0,251944000.0,154246000.0,13490000.0,87518000.0,2.14,72112000.0,123840000.0,20537000.0,103303000.0,542302000.0,,16.0208,1.7124,2.14,251944000.0,0.08849465116999561,0.04958272284194643,,,,0.08098796418507677,0.11024548199361134,,,0.31113173968071106,1.8799789534721403,,,,,,,,,,,,0.48358637,113.91,81.33,2.1321,22386.54,30.3835,5.031,3.6089
2010-10-01,3200006000.0,964646000.0,507623000.0,1381492000.0,1818325000.0,512217000.0,0.0,453515000.0,,865319000.0,364899000.0,223724000.0,21542000.0,123875000.0,3.1,72148000.0,288700000.0,37399000.0,251301000.0,512217000.0,,16.7439,1.7791,3.1,364899000.0,0.12303851071728102,0.06991361891196454,,,,0.11403072369239307,0.15657259126846887,,,0.28169716634815006,1.9003197254655522,,,,,,,,,,,,0.48358637,113.91,81.33,2.1321,22386.54,30.3835,5.031,3.6089
2010-12-31,2945194000.0,649481000.0,447092000.0,1074335000.0,1870689000.0,249673000.0,90000000.0,189202000.0,,1157765000.0,444953000.0,270717000.0,27777000.0,147562000.0,3.75,72201000.0,428482000.0,63833000.0,364649000.0,339673000.0,1.4527,18.1301,1.8961,3.75,444953000.0,0.14471512902465347,0.09191822338358696,,,,0.15107765396778616,0.20130322544451995,,,0.18157641382399747,1.4526786433217325,,,,,,,,,,,,0.48358637,113.91,81.33,2.1321,22386.54,30.3835,5.031,3.6089
2011-04-01,2952500000.0,663200000.0,360500000.0,1001500000.0,1950800000.0,249700000.0,0.0,159100000.0,,288100000.0,131100000.0,83600000.0,2700000.0,48000000.0,1.15,72600000.0,79500000.0,6800000.0,72700000.0,249700000.0,,20.7967,2.1974,1.15,131100000.0,0.04285421365593602,0.02831498729889924,,,,0.0444030482641829,0.05957736877982277,,,0.12799876973549312,1.8396671289875173,,732287000.0,1192896000.0,2887564000.0,791953000.0,1192896000.0,65509000.0,10.14,10.14,0.20932252266752507,18.20965058236273,0.48358637,113.91,81.33,2.1321,22386.54,30.3835,5.031,3.6089
2011-07-01,3055400000.0,702600000.0,371000000.0,1017500000.0,2037700000.0,249700000.0,0.0,163400000.0,,588100000.0,248900000.0,166200000.0,5300000.0,84400000.0,1.14,145600000.0,171700000.0,23600000.0,148100000.0,249700000.0,,20.8455,2.2398,1.14,248900000.0,0.08156254600775384,0.054395496498003536,,,,0.0814623289912941,0.10881350004371776,,,0.12254011876134858,1.893800539083558,,744241000.0,1189852000.0,2899284000.0,836750000.0,1189852000.0,57319000.0,9.139999999999999,9.139999999999999,0.20985803276373868,20.758422163680454,0.48358637,113.91,81.33,2.1321,22386.54,30.3835,5.031,3.6089
2011-09-30,3143700000.0,798800000.0,393600000.0,1058200000.0,2085300000.0,249700000.0,3900000.0,275000000.0,,898000000.0,375200000.0,245800000.0,7500000.0,130800000.0,1.68,145900000.0,319200000.0,40800000.0,278400000.0,253600000.0,,21.6723,2.3721,1.68,375200000.0,0.11787272814463147,0.07818812227629864,,,,0.11934981073257626,0.16041729017914405,,,0.12161319714189806,2.029471544715447,,766317000.0,1200153000.0,2931965000.0,863849000.0,1200153000.0,43277000.0,7.72,7.72,0.21130639176838287,27.731889918432422,0.48358637,113.91,81.33,2.1321,22386.54,30.3835,5.031,3.6089
2011-12-31,3117600000.0,755200000.0,383600000.0,1076800000.0,2040600000.0,249700000.0,2600000.0,251400000.0,,-559700000.0,-262600000.0,-186000000.0,-6800000.0,-78200000.0,-1.8499999999999996,-218300000.0,-132600000.0,5400000.0,-138000000.0,252300000.0,1.9687,20.9769,2.3622,-1.8499999999999996,-262600000.0,-0.0911496618641576,-0.059661277906081604,,,,-0.08423146009751091,-0.11452745431549566,,,0.12364010585122023,1.9687174139728885,,309600000.0,492600000.0,1214500000.0,361200000.0,492600000.0,8700000.0,2.12,2.12,0.5121802679658952,56.62068965517241,0.48358637,113.91,81.33,2.1321,22386.54,30.3835,5.031,3.6089
2012-03-31,3135300000.0,759300000.0,405100000.0,1105100000.0,2030000000.0,249800000.0,100000.0,232400000.0,,302500000.0,142700000.0,95800000.0,2700000.0,47400000.0,0.66,144900000.0,113900000.0,15100000.0,98800000.0,249900000.0,,21.9615,2.5262,0.66,142700000.0,0.047192118226600986,0.030555289764934775,,,,0.04551398590246548,0.06259046449405675,,,0.12310344827586207,1.874352011848926,,321800000.0,504200000.0,1228900000.0,387300000.0,504200000.0,8700000.0,1.6300000000000003,1.6300000000000003,0.4956366521221737,57.95402298850575,0.48358637,113.91,81.33,2.1321,22386.54,30.3835,5.031,3.6089
2012-06-30,3116300000.0,731600000.0,419000000.0,1131100000.0,1985000000.0,249800000.0,32400000.0,184200000.0,,605500000.0,265100000.0,175100000.0,5100000.0,91200000.0,1.22,143600000.0,189200000.0,40000000.0,149200000.0,282200000.0,,24.4091,2.7577,1.22,265100000.0,0.08821158690176323,0.056188428585181145,,,,0.08506883162725026,0.11692836979534227,,,0.1421662468513854,1.7460620525059667,,330700000.0,520400000.0,1246300000.0,388400000.0,520400000.0,8500000.0,1.7100000000000002,1.7100000000000002,0.5422751729438893,61.22352941176471,0.48358637,113.91,81.33,2.1321,22386.54,30.3835,5.031,3.6089
2012-09-30,3839800000.0,1435900000.0,652400000.0,1781600000.0,2058000000.0,649400000.0,254400000.0,241200000.0,,933000000.0,410500000.0,269000000.0,7700000.0,143300000.0,1.88,143100000.0,315900000.0,49700000.0,266200000.0,903800000.0,,22.7779,2.6661,1.88,410500000.0,0.13070942662779397,0.07005573206937861,,,,0.10690660971925621,0.1385981497737862,,,0.4391642371234208,2.200950337216432,,353900000.0,555700000.0,1281300000.0,376200000.0,555700000.0,8700000.0,1.9100000000000001,1.9100000000000001,1.626417131545798,63.87356321839081,0.48358637,113.91,81.33,2.1321,22386.54,30.3835,5.031,3.6089
