report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda
2012-12-30,3901762000.0,971754000.0,581100000.0,1961950000.0,1939812000.0,938824000.0,171444000.0,-970649000.0,-153395000.0,-94627000.0,-34361000.0,-0.83,,-67944000.0,1381000.0,-64096000.0,-69325000.0,938824000.0,-0.83,-217491000.0,-0.048781531406136266,-0.02425237623412192,0.09748838148496522,0.15803343948224333,-0.03931428928776281,-0.0532873902778955,0.07142128617038702,0.22406760837336667,0.4839767977515347,1.672266391326794,2115205000.0,69940000.0,98543000.0,109762000.0,225408000.0,0.61,0.61,4.164998580352073
2013-03-31,3808146000.0,896692000.0,573354000.0,1973723000.0,1834423000.0,1019345000.0,125871000.0,505378000.0,35901000.0,32216000.0,-8428000.0,0.28,114716000.0,10931000.0,11829000.0,30571000.0,-898000.0,1019345000.0,0.28,66472000.0,0.01756192546648183,0.00845975968358356,0.06374634432048883,0.07103791617363636,0.009427422162910771,0.012580209743749318,-0.001776887794878289,0.1315292711594094,0.5556760899748858,1.5639412997903563,2109693000.0,79587000.0,98062000.0,98553000.0,223491000.0,0.69,0.69,4.561011405380977
2013-06-30,3811284000.0,906505000.0,563281000.0,1951432000.0,1859852000.0,1001858000.0,112470000.0,1048675000.0,75565000.0,60141000.0,-8565000.0,0.0,113717000.0,38793000.0,22852000.0,62810000.0,15941000.0,1001858000.0,0.0,138375000.0,0.032336443975112,0.01577972147969031,0.05734951248003433,0.07205759649080982,0.01982665159563024,0.026405540743122118,0.015201087086084822,0.13195222542732496,0.5386761957403062,1.6093299791755802,2125688000.0,83526000.0,87458000.0,34014000.0,211534000.0,0.2,0.2,4.736155889833313
2013-09-29,3851526000.0,948424000.0,589391000.0,1931955000.0,1919571000.0,933292000.0,132303000.0,1572952000.0,132761000.0,100339000.0,-4008000.0,0.0,113516000.0,86888000.0,31564000.0,96453000.0,55324000.0,933292000.0,0.0,229214000.0,0.05227157526343126,0.026051751954939417,0.06379024916208505,0.08440244839003351,0.034469714082158605,0.046536058689113355,0.035172084081396,0.145722183512275,0.4861982182477231,1.6091592847532452,2156356000.0,98069000.0,90832000.0,1042000.0,216570000.0,-0.55,-0.55,4.30942420464515
2013-12-29,3946712000.0,1044838000.0,602796000.0,1952225000.0,1994487000.0,932104000.0,173242000.0,-960773000.0,-26785000.0,-25484000.0,6409000.0,1.19,,21979000.0,-27254000.0,-61363000.0,-5275000.0,932104000.0,1.19,-88148000.0,-0.012777220408054802,-0.006457020426116727,0.02652447560453926,0.027878593590785754,-0.0067866619099645475,-0.009152286739076284,0.005490370774366057,0.09174695791825957,0.467340223325597,1.7333193982707251,2166232000.0,167212000.0,217442000.0,65092000.0,345913000.0,1.4699999999999998,1.4699999999999998,2.6946197454273184
2014-03-30,3971078000.0,1097582000.0,605462000.0,1941642000.0,2029436000.0,926897000.0,224113000.0,531904000.0,50732000.0,34224000.0,5124000.0,0.0,113777000.0,67711000.0,6020000.0,29443000.0,61691000.0,926897000.0,0.0,80175000.0,0.01686379861202817,0.008618314724616338,0.06434243773312477,0.09537811334376128,0.012775372329629385,0.01716044843392135,0.11598145530020455,0.1507320869931416,0.45672640083254656,1.8128008033534722,2192758000.0,169220000.0,232273000.0,127681000.0,359616000.0,1.1899999999999997,1.1899999999999997,2.577463182950703
2014-06-29,3936568000.0,1080649000.0,578599000.0,1880577000.0,2055991000.0,894282000.0,205258000.0,1086780000.0,121399000.0,84714000.0,14192000.0,0.0,113874000.0,122106000.0,14447000.0,57907000.0,107659000.0,894282000.0,0.0,179306000.0,0.041203487758458085,0.021519760359785478,0.07794953900513443,0.11170522092787868,0.030838791556503025,0.04114839541967811,0.09906236772851912,0.1649883141022102,0.43496396628195355,1.8676993911154358,2230863000.0,193793000.0,278107000.0,219399000.0,400547000.0,1.1899999999999997,1.1899999999999997,2.2326518485970435
2014-09-28,3886470000.0,1074347000.0,567433000.0,1823716000.0,2062754000.0,858578000.0,203683000.0,1628829000.0,180175000.0,126991000.0,19104000.0,1.0,113836000.0,185033000.0,22214000.0,86833000.0,162819000.0,858578000.0,1.0,267008000.0,0.06156381226263529,0.03267515251629371,0.07796459910770252,0.11061627709231601,0.046359549925768115,0.06167563289622679,0.09996076936252977,0.16392635445464196,0.41622898319431206,1.89334599855842,2286740000.0,220445000.0,325521000.0,326894000.0,438341000.0,2.1899999999999995,2.1899999999999995,1.9586988212373473
2014-12-28,4134075000.0,1068551000.0,597310000.0,2091973000.0,2042102000.0,1051892000.0,174821000.0,-1010294000.0,-141564000.0,-88151000.0,-29983000.0,0.0,,-93253000.0,-13609000.0,-57447000.0,-106862000.0,1051892000.0,0.0,-199011000.0,-0.04316679578199326,-0.021323028730731785,0.08725281947631086,0.14012158836932614,-0.03424321039168375,-0.045754452012511986,0.10577317097795295,0.19698325437941827,0.5151025756793735,1.7889387420267533,2237219000.0,157778000.0,210742000.0,225307000.0,327478000.0,0.9999999999999998,0.9999999999999998,3.2120997441049477
2015-03-29,4028271000.0,1022535000.0,550581000.0,1968386000.0,2059885000.0,1014666000.0,168924000.0,526901000.0,57381000.0,40334000.0,7649000.0,0.0,113439000.0,37663000.0,4479000.0,28334000.0,33184000.0,1014666000.0,0.0,85715000.0,0.0195807047480806,0.010012732509803834,0.07654948462804208,0.10890281096448859,0.014244572919746462,0.018663212937433792,0.0629795730127671,0.16267761875570552,0.49258380929032447,1.857192674647327,2232216000.0,163888000.0,217391000.0,196800000.0,333018000.0,0.9999999999999998,0.9999999999999998,3.046880348809974
2015-06-28,4082756000.0,1070328000.0,574344000.0,1961852000.0,2120904000.0,986452000.0,192170000.0,1090807000.0,125512000.0,89308000.0,15941000.0,0.0,113636000.0,101134000.0,10099000.0,56593000.0,91035000.0,986452000.0,0.0,182105000.0,0.042108459411647106,0.02187443971670117,0.08187332864567243,0.1150634346864294,0.030741979192486644,0.040391895875464545,0.08345656014308672,0.16694520662225307,0.46510921757891915,1.8635660858300949,2236243000.0,168482000.0,221504000.0,180176000.0,335817000.0,0.9999999999999998,0.9999999999999998,2.937468919083906
2015-10-04,4031667000.0,1073837000.0,554276000.0,1977343000.0,2054324000.0,1027269000.0,195066000.0,1654243000.0,201410000.0,144171000.0,24998000.0,1.0,113565000.0,161859000.0,17814000.0,83757000.0,144045000.0,1027269000.0,1.0,285167000.0,0.070179290121714,0.035759649792505184,0.0871522503042177,0.12175357550251081,0.0499570028973127,0.0653590529313897,0.08707608253442814,0.17238519371096023,0.5000520852601634,1.937368747699702,2261657000.0,185662000.0,242739000.0,161402000.0,353976000.0,0.9999999999999998,0.9999999999999998,2.902086582141162
2016-01-03,4166295000.0,1033161000.0,561485000.0,2055854000.0,2110441000.0,1011762000.0,237932000.0,-1009592000.0,-98169000.0,-61388000.0,-17261000.0,0.0,,-13558000.0,-2760000.0,-56677000.0,-16318000.0,1011762000.0,0.0,-154846000.0,-0.029087759382991518,-0.01473443431154059,0.0608047607350296,0.09723630932099303,-0.023562661789431616,-0.03144222204642043,0.0161629648412428,0.1533748286436501,0.47940785835756605,1.8400509363562696,2262359000.0,212425000.0,286134000.0,251946000.0,398141000.0,0.9999999999999998,0.9999999999999998,2.54121529809791
2016-04-03,4210721000.0,1049820000.0,554547000.0,2161241000.0,2049480000.0,1119830000.0,210731000.0,538684000.0,68767000.0,47466000.0,10176000.0,0.0,111195000.0,32040000.0,7808000.0,26957000.0,24232000.0,1119830000.0,0.0,95724000.0,0.023160021078517477,0.011272653780670817,0.08811473888216469,0.12765740211329835,0.016331407376551428,0.021697782798148494,0.04498370101952165,0.1776997274840166,0.5463971348829947,1.8931127568988741,2274142000.0,219557000.0,297520000.0,242994000.0,408150000.0,0.9999999999999998,0.9999999999999998,2.743672669361754
2016-07-03,4193996000.0,1078947000.0,561181000.0,2105793000.0,2088203000.0,1056934000.0,248083000.0,1111351000.0,139960000.0,111323000.0,14754000.0,1.0,110520000.0,128278000.0,16320000.0,53396000.0,111958000.0,1056934000.0,1.0,193356000.0,0.053310430068341054,0.026543420642270523,0.100169073497032,0.12593681024266862,0.033371514898917404,0.04450044624447202,0.10074045013681546,0.17398283710546894,0.5061452358798451,1.9226363686582404,2294686000.0,241572000.0,311968000.0,263917000.0,419401000.0,1.9999999999999998,1.9999999999999998,2.520103671665065
2016-10-02,4304556000.0,1153566000.0,547991000.0,2169134000.0,2135422000.0,1131925000.0,311663000.0,1659405000.0,221188000.0,169450000.0,26970000.0,1.0,110372000.0,201892000.0,25311000.0,79287000.0,176581000.0,1131925000.0,1.0,300475000.0,0.07935199693550034,0.03936526786967111,0.10211491468327503,0.13329356004109907,0.05138462596374632,0.06769651340980924,0.10641223812149536,0.18107393915288914,0.5300708712376289,2.1050820177703646,2299848000.0,266851000.0,331746000.0,296453000.0,434709000.0,1.9999999999999998,1.9999999999999998,2.6038683349091003
2017-01-01,4276683000.0,1189931000.0,603355000.0,2123113000.0,2153570000.0,1045254000.0,359265000.0,-1193923000.0,-146849000.0,-93940000.0,-23538000.0,0.0,,-11595000.0,-17737000.0,-59668000.0,-29332000.0,1045254000.0,0.0,-206517000.0,-0.043620592783146124,-0.02196562148749393,0.0786817910367754,0.12299704419799266,-0.03433712529079195,-0.045907183389895787,0.024567748506394465,0.17297346646308012,0.48535872992287227,1.9721905014460808,2115517000.0,234299000.0,283066000.0,283439000.0,383038000.0,1.9999999999999998,1.9999999999999998,2.7288519676898897
2017-04-02,4340501000.0,1116579000.0,600608000.0,2131514000.0,2208987000.0,1052677000.0,288329000.0,514115000.0,51579000.0,38603000.0,3921000.0,0.0,110204000.0,53736000.0,5981000.0,24747000.0,47755000.0,1052677000.0,0.0,76326000.0,0.01747543104599529,0.008893673794799264,0.07508631337346702,0.10032580259280512,0.011883190442762252,0.01581370735918844,0.09288777802631706,0.14846094745339078,0.4765428678394214,1.8590811311204647,2090948000.0,225436000.0,265878000.0,306962000.0,363640000.0,1.9999999999999998,1.9999999999999998,2.894832801671983
2017-07-02,4605104000.0,1433826000.0,589388000.0,2166468000.0,2438636000.0,1089395000.0,616308000.0,1061077000.0,127576000.0,242672000.0,11987000.0,2.0,110484000.0,101853000.0,11473000.0,49505000.0,90380000.0,1089395000.0,2.0,177081000.0,0.09951136618995209,0.052696312613135336,0.22870347769294783,0.12023255616698883,0.027703174564570096,0.036160679994024995,0.08517760728015027,0.16688798268174695,0.446723086184244,2.4327370085580298,2040674000.0,356785000.0,253494000.0,285384000.0,347365000.0,3.0,3.0,3.1361680077152276
2017-10-01,4738955000.0,1545660000.0,597512000.0,2202926000.0,2536029000.0,1109269000.0,709488000.0,1615352000.0,207383000.0,333750000.0,20495000.0,3.0,110653000.0,160357000.0,22362000.0,75507000.0,137995000.0,1109269000.0,3.0,282890000.0,0.13160338466161073,0.0704269190148461,0.2066113144379677,0.12838254448566008,0.0437613355687066,0.05689054776865979,0.08542720100634413,0.175125916828035,0.43740390981333416,2.5868267080828504,1996621000.0,521085000.0,239689000.0,246798000.0,329780000.0,5.0,5.0,3.363663654557584
2017-12-31,6091463000.0,1199955000.0,950902000.0,3588275000.0,2503188000.0,1788803000.0,202134000.0,-933562000.0,-81735000.0,-322392000.0,103425000.0,-3.0,,-27493000.0,-727000.0,-44759000.0,-28220000.0,1788803000.0,-3.0,-126494000.0,-0.12879256372274075,-0.05292521681573047,0.34533539282875697,0.08755176410350893,-0.013417958871292495,-0.019043609364511715,0.030228308350168494,0.13549608917243847,0.7146099294180062,1.2619123737251579,2256982000.0,292633000.0,304803000.0,247910000.0,409803000.0,2.0,2.0,4.365031490740673
2018-04-01,6126186000.0,1234004000.0,925984000.0,3570934000.0,2555252000.0,1859698000.0,180800000.0,643972000.0,39935000.0,26024000.0,2470000.0,0.0,111330000.0,-14558000.0,22652000.0,44453000.0,-37210000.0,1859698000.0,0.0,84388000.0,0.010184514090978111,0.004247993776225534,0.0404116949184126,0.06201356580720901,0.006518737759513015,0.00904540255269029,-0.057782015367127765,0.1310429646009454,0.7277943623564329,1.3326407367729896,2386839000.0,280054000.0,293159000.0,162945000.0,417865000.0,2.0,2.0,4.4504756320821315
2018-07-01,5957778000.0,1202413000.0,712693000.0,3440601000.0,2517177000.0,1983953000.0,163392000.0,1347334000.0,127999000.0,90087000.0,9505000.0,0.0,111391000.0,58427000.0,39608000.0,88225000.0,18819000.0,1983953000.0,0.0,216224000.0,0.03578890161478514,0.015120905814214628,0.06686315345712347,0.0950016848086666,0.021484352052056992,0.02843708135512638,0.013967583390606933,0.1604828498353044,0.7881658699408107,1.6871401851849253,2673096000.0,127469000.0,293582000.0,91384000.0,457008000.0,0.0,0.0,4.3411778349613135
2018-09-30,5862355000.0,1165495000.0,686752000.0,3289886000.0,2572469000.0,1882502000.0,149513000.0,2021647000.0,208201000.0,166635000.0,12101000.0,1.0,111510000.0,151619000.0,60443000.0,133386000.0,91176000.0,1882502000.0,1.0,341587000.0,0.06477629079300859,0.0284245836357573,0.08242536901842903,0.10298583283827493,0.03551490825785883,0.04673453542121823,0.04509986164745873,0.16896471045637543,0.7317880215466154,1.6971119123060434,3079391000.0,-39646000.0,294400000.0,44565000.0,515705000.0,-2.0,-2.0,3.6503466128891517
2018-12-30,5975522000.0,1234634000.0,771631000.0,3390567000.0,2584955000.0,1876624000.0,163111000.0,-1234957000.0,-52251000.0,-44819000.0,-3868000.0,1.0,,115550000.0,-29450000.0,-85476000.0,86100000.0,1876624000.0,1.0,-137727000.0,-0.01733840627786557,-0.007500432598189748,0.03629195186553054,0.04230997516512721,-0.008744173312390115,-0.011711324622964201,-0.06971902665436934,0.11152372106883074,0.725979369079926,1.6000316213319579,2777996000.0,237927000.0,323884000.0,158885000.0,504472000.0,2.0,2.0,3.7199765299164276
2019-03-31,6086497000.0,1247646000.0,742268000.0,3448025000.0,2638472000.0,1848935000.0,134252000.0,648737000.0,53330000.0,35412000.0,1312000.0,0.32,111293000.0,-5316000.0,19875000.0,50469000.0,-25191000.0,1848935000.0,0.32,103799000.0,0.013421404509882993,0.005818124941160737,0.0545860649230736,0.08220588620658295,0.008762018612676553,0.011884368857115033,-0.038830835916557865,0.160001664773244,0.7007597579204934,1.6808565100475839,2782761000.0,247315000.0,337279000.0,170904000.0,523883000.0,2.32,2.32,3.529289936875218
2019-06-30,6399072000.0,1337761000.0,706799000.0,3692205000.0,2706867000.0,2104466000.0,150016000.0,1371254000.0,145065000.0,104499000.0,3998000.0,0.0,111411000.0,41543000.0,36461000.0,103793000.0,5082000.0,2104466000.0,0.0,248858000.0,0.03860514757466842,0.01633033664881408,0.07620688800178523,0.10579002868906855,0.022669693355536553,0.03015068796942552,0.0037060967552328015,0.18148205948715554,0.7774545258411293,1.8927035833384032,2806681000.0,261727000.0,354345000.0,157167000.0,556517000.0,2.32,2.32,3.7814945455394895
2019-09-29,6489081000.0,1548405000.0,1188102000.0,3782284000.0,2706797000.0,1750925000.0,392969000.0,2078177000.0,223725000.0,163057000.0,8642000.0,1.0,111460000.0,148258000.0,53082000.0,157117000.0,95176000.0,1750925000.0,1.0,380842000.0,0.06023983327896403,0.025127903319437685,0.07846155548829575,0.10765444906762033,0.034477147072135485,0.0501881902909154,0.04579783146478861,0.18325773021258535,0.6468623247328854,1.303259316119323,2863211000.0,258149000.0,369869000.0,161167000.0,595772000.0,2.3200000000000003,2.3200000000000003,2.938917908193067
2019-12-29,6538564000.0,1374379000.0,762832000.0,3724740000.0,2813824000.0,2064041000.0,191877000.0,-1214495000.0,-60147000.0,-75410000.0,-4563000.0,0.72,,178984000.0,-33087000.0,-97354000.0,145897000.0,2064041000.0,0.72,-157501000.0,-0.026799828276395397,-0.0115331133869761,0.06209165126245888,0.04952428787273723,-0.00919880879043166,-0.012330599555338247,-0.1201297658697648,0.1296843544024471,0.733535928330983,1.8016797931916857,2883673000.0,227558000.0,361973000.0,220964000.0,575998000.0,2.04,2.04,3.5834169563088762
2020-04-05,6384396000.0,1341826000.0,730144000.0,3624650000.0,2759746000.0,2010525000.0,195146000.0,652396000.0,44682000.0,33665000.0,974000.0,0.0,111644000.0,60050000.0,20488000.0,60758000.0,39562000.0,2010525000.0,0.0,105440000.0,0.012198586391646189,0.005273012513634806,0.05160209443344226,0.06848907718624885,0.0069986260250773915,0.009366763439645253,0.0606410830231945,0.16161962979540034,0.7285181317411095,1.8377552921067626,2887332000.0,225811000.0,353325000.0,285717000.0,577639000.0,1.72,1.72,3.4805908188332157
2020-07-05,6636816000.0,1531413000.0,1163256000.0,3669353000.0,2967463000.0,1624996000.0,218536000.0,1464114000.0,220321000.0,170827000.0,28588000.0,1.0,111756000.0,198646000.0,37138000.0,120047000.0,161508000.0,1624996000.0,1.0,340368000.0,0.057566682381549494,0.025739300290982904,0.1166760238615299,0.1504807685740318,0.033196791955660665,0.04797451648452387,0.1103110823337527,0.2324737008183789,0.5476044688678511,1.3164883740122553,2980192000.0,292139000.0,428581000.0,442143000.0,669149000.0,2.7199999999999998,2.7199999999999998,2.428451660243085
2020-10-04,6865565000.0,1675821000.0,1244797000.0,3633884000.0,3231681000.0,1492633000.0,258293000.0,2428139000.0,468327000.0,347526000.0,85609000.0,3.0,111935000.0,410080000.0,57391000.0,182521000.0,352689000.0,1492633000.0,3.0,650848000.0,0.10753722288802639,0.05061870363182054,0.14312442574333678,0.1928748724846477,0.06821390519207086,0.09913121778103658,0.145250745529807,0.26804396288680343,0.4618751046282105,1.3462604745994728,3330154000.0,476608000.0,673183000.0,699656000.0,939155000.0,4.72,4.72,1.5893361585680745
2021-01-03,7960315000.0,2238920000.0,1652189000.0,4224823000.0,3735492000.0,1609701000.0,402036000.0,-761904000.0,245251000.0,175869000.0,63095000.0,2.49,,223401000.0,-37511000.0,-116819000.0,185890000.0,1609701000.0,2.49,128432000.0,0.0470805452133213,0.02209322118534254,-0.23082829332829333,-0.3218922593922594,0.03080920792707324,0.04588253408249244,-0.243980868980869,-0.16856716856716858,0.43092074618283216,1.3551234150572362,3782745000.0,727887000.0,978581000.0,739649000.0,1225088000.0,6.49,6.49,1.313947242973566
2021-04-04,8762725000.0,2674571000.0,1520510000.0,4760420000.0,4002305000.0,2219670000.0,988234000.0,1307689000.0,467776000.0,379305000.0,101139000.0,3.37,112495000.0,473500000.0,14311000.0,70186000.0,459189000.0,2219670000.0,3.37,537962000.0,0.09477163784369257,0.04328619236595922,0.2900574983807312,0.35771196362437857,0.05338248090633907,0.07518127282735787,0.35114541760311513,0.411383746441241,0.554597912952661,1.7589959947649143,4438038000.0,1073527000.0,1401675000.0,1159276000.0,1657610000.0,9.86,9.86,1.3390785528562208
2021-07-04,8739461000.0,2259992000.0,1122823000.0,4499654000.0,4239807000.0,2348523000.0,572810000.0,2536160000.0,800264000.0,625235000.0,181228000.0,5.56,112456000.0,761362000.0,34675000.0,145822000.0,726687000.0,2348523000.0,5.56,946086000.0,0.14746779747285665,0.07154159735937948,0.24652821588543308,0.31554160620781024,0.09156903383400876,0.12146689677050178,0.2865304239480159,0.3730387672702038,0.5539221478713536,2.0127767243813137,5510084000.0,1527935000.0,1981618000.0,1724455000.0,2263328000.0,14.42,14.42,1.0376414730874182
2021-10-03,14899849000.0,2250804000.0,1145029000.0,7941264000.0,6958585000.0,5099077000.0,487373000.0,3702844000.0,1022234000.0,752973000.0,215111000.0,6.65,113307000.0,1075158000.0,67459000.0,232935000.0,1007699000.0,5099077000.0,6.65,1255169000.0,0.10820777500023353,0.050535612810572776,0.2033499115814763,0.2760672607325612,0.06860700400386607,0.08477879044876195,0.27214189957773,0.338974312717468,0.7327749822701023,1.9657178988479769,6784789000.0,1933382000.0,2535525000.0,2379465000.0,2867649000.0,18.07,18.07,1.7781384681319088
2022-01-02,15000554000.0,2440780000.0,1213744000.0,7859309000.0,7141245000.0,4979737000.0,618319000.0,-2479524000.0,-957896000.0,-814356000.0,-160875000.0,-7.5,,-899270000.0,-16557000.0,-90939000.0,-915827000.0,4979737000.0,-7.5,-1048835000.0,-0.11403557782991622,-0.05428839494861323,0.3284323926689155,0.38632253609967077,-0.06385737486762155,-0.07902792034506775,0.3693559731625909,0.4229985271366601,0.6973205652515773,2.0109512384819204,5067169000.0,943157000.0,1332378000.0,1277748000.0,1690382000.0,8.08,8.08,2.9459240574024097
2022-04-03,14848467000.0,2454511000.0,1263051000.0,7662125000.0,7186342000.0,4863978000.0,669755000.0,1259442000.0,254845000.0,176962000.0,40597000.0,1.4,126635000.0,283215000.0,29431000.0,120052000.0,253784000.0,4863978000.0,1.4,374897000.0,0.02462476737121612,0.011917863305349973,0.14050825683119986,0.20234754756471518,0.017163051242933023,0.021148401038312677,0.20150511099359875,0.29766912648617405,0.6768364210887821,1.9433189950366216,5018922000.0,740814000.0,1119447000.0,1072343000.0,1527317000.0,6.109999999999999,6.109999999999999,3.184655182912257
2022-07-03,14189707000.0,2107772000.0,1043813000.0,7022552000.0,7167155000.0,4484314000.0,360860000.0,2489011000.0,505703000.0,356174000.0,85817000.0,2.81,126581000.0,380700000.0,52585000.0,239457000.0,328115000.0,4484314000.0,2.81,745160000.0,0.049695311459009885,0.025100870652227,0.14309860422473022,0.20317427283366768,0.03563872037667867,0.04340251001826465,0.13182545195662052,0.2993799545281238,0.6256755993138142,2.0193003919284394,4971773000.0,471753000.0,824886000.0,673771000.0,1326391000.0,3.3600000000000003,3.3600000000000003,3.380838681806496
2022-10-02,13823764000.0,3116480000.0,1485731000.0,6758564000.0,7065200000.0,3898267000.0,400741000.0,2570608000.0,605230000.0,441521000.0,98211000.0,3.0,126544000.0,540652000.0,59502000.0,322766000.0,481150000.0,3898267000.0,3.0,927996000.0,0.06249235690426315,0.03193927500498417,0.17175742081250817,0.2354423544935673,0.04378185275732427,0.05520425245043379,0.18717361807012192,0.36100253325283355,0.5517560720149465,2.0976071711500937,3839537000.0,160301000.0,407882000.0,147222000.0,999218000.0,-0.29000000000000004,-0.29000000000000004,3.901317830543485
