report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2011-06-30,621544000.0,385900000.0,258065000.0,316161000.0,305383000.0,,300000.0,50101000.0,312148000.0,47510000.0,5601000.0,,466000.0,2513000.0,0.08,37742000.0,-4377000.0,1544000.0,-5921000.0,300000.0,,43.9218,0.3322,0.08,5601000.0,,,,0.15220344195702037,0.01794341145866704,0.009011429601122367,0.01832290313821835,-0.01896856619295975,0.01794341145866704,0.000982372954617644,1.4953596962005695,,,,,,,,,,,,1.6322154,1500.0,276.44,0.4798,49849.66,48.75,13.443,5.477
2011-09-30,565646000.0,388002000.0,255752000.0,300998000.0,264648000.0,,300000.0,43692000.0,328113000.0,49108000.0,-47461000.0,-36569000.0,478000.0,-6293000.0,-0.98,37325000.0,1478000.0,2548000.0,-1070000.0,300000.0,,,0.2541,-0.98,-47461000.0,-0.13817977086545147,-0.06464997542632671,-0.1114524569279486,0.1496679497612103,-0.1446483376153947,-0.08390583509827701,-0.1791332638857436,-0.003261071643001039,-0.1446483376153947,0.0011335812097578672,1.5171025055522538,,,,,,,,,,,,1.6322154,1500.0,276.44,0.4798,49849.66,48.75,13.443,5.477
2011-12-31,591066000.0,387282000.0,277971000.0,307960000.0,264591000.0,,300000.0,51237000.0,1240020000.0,181452000.0,-49368000.0,-36830000.0,1886000.0,-8172000.0,-0.99,37389000.0,29680000.0,8666000.0,21014000.0,300000.0,1.391,,0.3393,-0.99,-49368000.0,-0.13919596660506214,-0.06231114630176664,-0.029701133852679796,0.1463298979048725,-0.03981226109256302,-0.08352366740770066,-0.18637099788214775,0.01694650086288931,-0.03981226109256302,0.0011338254135628196,1.393246058042026,,,,,,,,,,,,1.6322154,1500.0,276.44,0.4798,49849.66,48.75,13.443,5.477
2012-03-31,576058000.0,373525000.0,266241000.0,296859000.0,262323000.0,,300000.0,27873000.0,329410000.0,42744000.0,-3403000.0,-1029000.0,397000.0,-1106000.0,-0.03,37056000.0,-19816000.0,2094000.0,-21910000.0,300000.0,,,0.3337,-0.03,-3403000.0,-0.003922644983474571,-0.0017862784650156756,-0.003123766734464649,0.12975926656749948,-0.010330591056737804,-0.0059073912696291,-0.01295773789805158,-0.06651285631887313,-0.010330591056737804,0.0011436282750654726,1.4029582220619665,2209691000.0,,-94631000.0,320814000.0,-7887000.0,-94631000.0,3227000.0,-1.92,-1.92,-0.0031702084940452915,-29.32475983885962,1.6322154,1500.0,276.44,0.4798,49849.66,48.75,13.443,5.477
2012-06-30,604621000.0,390241000.0,275846000.0,323776000.0,264390000.0,,300000.0,28811000.0,354750000.0,54512000.0,7661000.0,4468000.0,428000.0,3171000.0,0.12,37247000.0,6793000.0,4494000.0,2299000.0,300000.0,,,0.2985,0.12,7661000.0,0.016899277582359394,0.007389753250383298,0.01259478505990134,0.1536631430584919,0.021595489781536293,0.012670747459979061,0.028943292153084742,0.00648062015503876,0.021595489781536293,0.0011346873936230568,1.4147060316263422,2252293000.0,-69960000.0,-92571000.0,327816000.0,333000.0,-92571000.0,3189000.0,-1.8800000000000001,-1.8800000000000001,-0.003240755744239557,-29.02822201317027,1.6322154,1500.0,276.44,0.4798,49849.66,48.75,13.443,5.477
2012-09-30,591726000.0,379480000.0,263329000.0,307407000.0,268212000.0,,300000.0,35665000.0,335540000.0,55651000.0,9746000.0,5673000.0,406000.0,4003000.0,0.15,37332000.0,16455000.0,2817000.0,13638000.0,300000.0,,37.4099,0.3114,0.15,9746000.0,0.02115117891816921,0.00958720759270338,0.016907075162424748,0.1658550396375991,0.029045717351135484,0.016470460990390824,0.03629632940054821,0.04064493055969482,0.029045717351135484,0.0011185181871057224,1.4410870052292,2259720000.0,-27718000.0,-35364000.0,334359000.0,15041000.0,-35364000.0,3117000.0,-0.75,-0.75,-0.00848320325755005,-11.345524542829644,1.6322154,1500.0,276.44,0.4798,49849.66,48.75,13.443,5.477
2012-12-31,580754000.0,372553000.0,268587000.0,293448000.0,270405000.0,2100000.0,300000.0,40757000.0,311485000.0,54714000.0,8299000.0,4351000.0,364000.0,3977000.0,0.12,-74376000.0,27078000.0,2377000.0,24701000.0,2400000.0,1.3872,33.332,0.3405,0.12,8299000.0,0.016090678796619885,0.007491984558005627,0.013968569915084194,0.1756553285069907,0.026643337560396167,0.01429004363293236,0.030420996682612122,0.07930076889737869,0.026643337560396167,0.008875575525600489,1.3870850041141232,1331185000.0,13463000.0,22303000.0,207621000.0,18728000.0,22303000.0,1595000.0,0.36,0.36,0.10760884185983949,13.98307210031348,1.6322154,1500.0,276.44,0.4798,49849.66,48.75,13.443,5.477
2013-03-31,583608000.0,377233000.0,270223000.0,294832000.0,271712000.0,2100000.0,300000.0,25435000.0,325890000.0,51467000.0,5086000.0,2532000.0,338000.0,2043000.0,0.0,37333000.0,-10351000.0,3208000.0,-13559000.0,2400000.0,,29.7216,0.3821,0.0,5086000.0,0.009318690378047344,0.004338528601389974,0.007769492773635276,0.15792752155635337,0.01560649298843168,0.008714753738810983,0.018554459491010974,-0.04160606339562429,0.01560649298843168,0.008832881874926393,1.3960062614951354,1327665000.0,17024000.0,30792000.0,216344000.0,27079000.0,30792000.0,1536000.0,0.39,0.39,0.0779423226812159,20.046875,1.6322154,1500.0,276.44,0.4798,49849.66,48.75,13.443,5.477
2013-06-30,595246000.0,389228000.0,275571000.0,299092000.0,278538000.0,2100000.0,300000.0,23346000.0,676943000.0,111434000.0,19465000.0,10294000.0,685000.0,7778000.0,0.0,37349000.0,-3651000.0,7237000.0,-10888000.0,2400000.0,,27.98,0.4298,0.0,19465000.0,0.03695725538346653,0.01729369033979229,0.015206597896720995,0.16461356421441686,0.028754267345995156,0.03270076573383106,0.06928574988075661,-0.016084072071060634,0.028754267345995156,0.008616418585614889,1.4124418026570285,1649858000.0,22850000.0,42596000.0,273266000.0,13892000.0,42596000.0,1793000.0,0.27,0.27,0.056343318621466805,23.756832124930284,1.6322154,1500.0,276.44,0.4798,49849.66,48.75,13.443,5.477
2013-09-30,594454000.0,389226000.0,266649000.0,288241000.0,288364000.0,5000000.0,,45305000.0,1026932000.0,178455000.0,37199000.0,21673000.0,1032000.0,14366000.0,0.0,37444000.0,23782000.0,12471000.0,11311000.0,5000000.0,,24.041,0.4672,0.0,37199000.0,0.07515848025412326,0.03645866627190666,0.021104610626604292,0.1737748945402422,0.03622343056794413,0.06257675110269255,0.126801516205124,0.011014361223527945,0.03622343056794413,0.0173391962935734,1.4596942047410641,2341250000.0,38850000.0,70049000.0,396070000.0,11565000.0,70049000.0,2419000.0,0.12,0.12,0.07137860640408857,28.95783381562629,1.6322154,1500.0,276.44,0.4798,49849.66,48.75,13.443,5.477
2013-12-31,601822000.0,396997000.0,269438000.0,287800000.0,295834000.0,,,52054000.0,-672493000.0,-101473000.0,-15492000.0,-7230000.0,-704000.0,-6039000.0,0.0,-74590000.0,28643000.0,-5513000.0,23130000.0,0.0,1.4736,26.532,0.5336,0.0,-15492000.0,-0.024439381545055674,-0.012013518947462871,0.010751041274779069,0.15089078994130795,0.02303667101367598,-0.025741830640953638,-0.052367205933057055,-0.03439441005333885,0.02303667101367598,0.0,1.4734261685434127,1357272000.0,27269000.0,46258000.0,239883000.0,9994000.0,46258000.0,1351000.0,0.0,0.0,0.0,34.23982235381199,1.6322154,1500.0,276.44,0.4798,49849.66,48.75,13.443,5.477
2014-03-31,588844000.0,384172000.0,251088000.0,275092000.0,294876000.0,7000000.0,,40650000.0,321381000.0,52149000.0,1897000.0,375000.0,336000.0,692000.0,0.0,37890000.0,-8784000.0,3882000.0,-12666000.0,7000000.0,,22.7714,0.4242,0.0,1897000.0,0.0012717209945875554,0.0006368409969363702,0.0011668393588917826,0.16226534860492686,0.005902651370180564,0.003221566323168785,0.006284037154328267,-0.03941116618592885,0.005902651370180564,0.0237387918989677,1.5300293124322946,1352763000.0,25112000.0,43069000.0,240565000.0,10887000.0,43069000.0,1349000.0,0.0,0.0,0.16252989389119785,31.926612305411417,1.6322154,1500.0,276.44,0.4798,49849.66,48.75,13.443,5.477
2014-06-30,668111000.0,423496000.0,280234000.0,351342000.0,298457000.0,52000000.0,,49759000.0,684182000.0,114008000.0,12545000.0,4776000.0,798000.0,4438000.0,0.0,37914000.0,13601000.0,8334000.0,5267000.0,52000000.0,,27.2901,0.436,0.0,12545000.0,0.01600230518969232,0.007148512747133335,0.006980598729577802,0.16663402428008922,0.018335764460333654,0.01877682001942791,0.035796117640680594,0.007698244034482053,0.018335764460333654,0.17422945348911234,1.5112227638330824,1360002000.0,19594000.0,36149000.0,243139000.0,27042000.0,36149000.0,1462000.0,0.0,0.0,1.4384906913054303,24.725718194254448,1.6322154,1500.0,276.44,0.4798,49849.66,48.75,13.443,5.477
2014-09-30,656406000.0,410000000.0,278983000.0,339654000.0,298880000.0,42000000.0,,43882000.0,1054327000.0,180467000.0,27330000.0,12381000.0,1359000.0,9087000.0,0.0,37917000.0,37482000.0,15367000.0,22115000.0,42000000.0,,28.4162,0.3694,0.0,27330000.0,0.04142465203426124,0.01886180199449731,0.011743036078939456,0.17116795832791915,0.025921749134756106,0.04163581685724994,0.08017484158648204,0.020975465865903084,0.025921749134756106,0.14052462526766596,1.469623597136743,1387397000.0,10302000.0,26280000.0,245151000.0,37846000.0,26280000.0,1789000.0,0.0,0.0,1.5981735159817352,14.689770821688095,1.6322154,1500.0,276.44,0.4798,49849.66,48.75,13.443,5.477
2014-12-31,665750000.0,413192000.0,282637000.0,344357000.0,306281000.0,39500000.0,,32064000.0,-649095000.0,-96853000.0,450000.0,5531000.0,-635000.0,-2603000.0,0.0,-75924000.0,253000.0,-8400000.0,-8147000.0,39500000.0,1.395,27.611,0.4521,0.0,450000.0,0.01805858019269886,0.008307923394667668,-0.008521094755005046,0.1492123649080643,-0.0006932729415570911,0.0006759294029290274,0.0013014017542895648,0.012551321455256935,-0.0006932729415570911,0.1289665372647993,1.4619175833312694,1410795000.0,23063000.0,42222000.0,249771000.0,6569000.0,42222000.0,1858000.0,0.0,0.0,0.9355312396381034,22.724434876210978,1.6322154,1500.0,276.44,0.4798,49849.66,48.75,13.443,5.477
2015-03-31,678804000.0,422806000.0,292821000.0,351617000.0,310293000.0,37000000.0,,38892000.0,369547000.0,64688000.0,11168000.0,5066000.0,505000.0,3793000.0,0.0,37605000.0,20415000.0,3623000.0,16792000.0,37000000.0,,28.2353,0.538,0.0,11168000.0,0.016326504303996545,0.00746312632217842,0.013708675757075555,0.17504674642197068,0.03022078382452029,0.01645246639678022,0.03215728505901357,0.04543941636652442,0.03022078382452029,0.11924213565887726,1.4439060040092753,1458961000.0,27754000.0,51493000.0,262310000.0,36027000.0,51493000.0,2027000.0,0.0,0.0,0.7185442681529528,25.40355204736063,1.6322154,1500.0,276.44,0.4798,49849.66,48.75,13.443,5.477
2015-06-30,703049000.0,446822000.0,324461000.0,361536000.0,324315000.0,19000000.0,,40714000.0,786114000.0,146737000.0,35999000.0,18470000.0,959000.0,12589000.0,0.0,37761000.0,50660000.0,9308000.0,41352000.0,19000000.0,,23.2663,0.566,0.0,35999000.0,0.05695080400228173,0.02627128407835016,0.023495320017198524,0.18666122216370654,0.045793612631246865,0.05120411237339076,0.10485705547383598,0.052603057571802565,0.045793612631246865,0.058585017652590846,1.3771208249989983,1560893000.0,41448000.0,74947000.0,295039000.0,72112000.0,74947000.0,2188000.0,0.0,0.0,0.25351248215405553,34.2536563071298,1.6322154,1500.0,276.44,0.4798,49849.66,48.75,13.443,5.477
2015-09-30,694526000.0,437940000.0,309136000.0,338289000.0,337608000.0,11000000.0,,45072000.0,1196679000.0,234202000.0,65860000.0,36143000.0,1358000.0,22202000.0,0.0,37844000.0,74583000.0,15216000.0,59367000.0,11000000.0,,21.8252,0.659,0.0,65860000.0,0.10705611241439776,0.05203980844489623,0.030202752784999152,0.19570996064943064,0.05503564447943016,0.09482726348617618,0.18892280154213328,0.049609795107961284,0.05503564447943016,0.03258216629937679,1.4166580404740956,1703245000.0,65210000.0,113477000.0,348774000.0,109364000.0,113477000.0,2187000.0,0.0,0.0,0.0969359429664161,51.88705989940558,1.6322154,1500.0,276.44,0.4798,49849.66,48.75,13.443,5.477
2015-12-31,691594000.0,424273000.0,305391000.0,326589000.0,346721000.0,10500000.0,500000.0,56464000.0,-771821000.0,-127498000.0,-22983000.0,-10315000.0,-1069000.0,-7360000.0,1.0,-75342000.0,-47791000.0,-7339000.0,-55130000.0,11000000.0,1.3893,21.5447,0.6734,1.0,-22983000.0,-0.02975014492920821,-0.014914819966627819,0.013364497726804531,0.16519115183442792,0.029777629787217503,-0.033231925088997305,-0.06424839469866181,0.07142847888305708,0.029777629787217503,0.03172579682222882,1.3892780075378777,1580519000.0,49364000.0,90044000.0,318129000.0,62381000.0,90044000.0,1753000.0,1.0,1.0,0.12216249833414775,51.3656588705077,1.6322154,1500.0,276.44,0.4798,49849.66,48.75,13.443,5.477
2016-03-31,708969000.0,414684000.0,306876000.0,370895000.0,338074000.0,53530000.0,,43540000.0,385942000.0,73502000.0,15466000.0,9755000.0,701000.0,5497000.0,0.0,37730000.0,13022000.0,3765000.0,9257000.0,53530000.0,,21.9312,0.743,0.0,15466000.0,0.028854629459822406,0.013759416843331655,0.025275818646325096,0.19044830570396587,0.04007337890149297,0.021814776104455907,0.03949397861104585,0.023985469319224132,0.04007337890149297,0.158338115323864,1.351308020177531,1596914000.0,54053000.0,94342000.0,326943000.0,54846000.0,94342000.0,1949000.0,1.0,1.0,0.567403701426724,48.40533606977937,1.6322154,1500.0,276.44,0.4798,49849.66,48.75,13.443,5.477
2016-06-30,729013000.0,434539000.0,326597000.0,376314000.0,352699000.0,38505000.0,,38282000.0,813480000.0,162928000.0,44072000.0,27558000.0,1307000.0,15249000.0,0.0,37870000.0,36421000.0,10904000.0,25517000.0,38505000.0,,20.8829,0.7585,0.0,44072000.0,0.07813461336720547,0.03780179502971826,0.03387667797610267,0.2002851944731278,0.05417711560210454,0.06045434032040581,0.11265733479207779,0.03136770418449132,0.05417711560210454,0.10917241046898346,1.330505179165761,1624280000.0,63141000.0,102415000.0,343134000.0,39011000.0,102415000.0,2297000.0,1.0,1.0,0.37597031684811794,44.58641706573792,1.6322154,1500.0,276.44,0.4798,49849.66,48.75,13.443,5.477
2016-09-30,717742000.0,422864000.0,313698000.0,352762000.0,364980000.0,27480000.0,,25337000.0,1242240000.0,255744000.0,76022000.0,48029000.0,1870000.0,27052000.0,1.0,37854000.0,49754000.0,17257000.0,32497000.0,27480000.0,,17.9319,0.6749,1.0,76022000.0,0.1315935119732588,0.06691680297377052,0.03866322127769191,0.20587326120556415,0.061197514167954666,0.10591828261408695,0.19370636497987057,0.02616000128799588,0.061197514167954666,0.07529179681078416,1.3479971182474864,1669841000.0,75027000.0,112577000.0,364676000.0,12141000.0,112577000.0,2809000.0,2.0,2.0,0.24409959405562415,40.077251690993236,1.6322154,1500.0,276.44,0.4798,49849.66,48.75,13.443,5.477
