report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-08-01,363696000.0,259050000.0,46713000.0,70382000.0,289354000.0,178172000.0,290505000.0,154655000.0,66717000.0,41380000.0,27676000.0,0.58,71692000.0,34552000.0,11571000.0,11990000.0,22981000.0,0.0,,34.9431,5.198,0.58,78707000.0,0.1430082183069873,0.11377634068012846,0.14244161029930638,0.532366052219411,0.2296586977848918,0.18344166556684705,0.2305722402316885,0.07910707216743257,0.27093165349993975,0.0,5.545565474279108,,,,,,,,,,1.0434139,340.25,143.96,2.87464,17204.412,10.8945,4.2337,1.5496
2010-10-31,418972000.0,311717000.0,64276000.0,92299000.0,322149000.0,224775000.0,466305000.0,251487000.0,109093000.0,67081000.0,44207000.0,0.93,71782000.0,87917000.0,21951000.0,18416000.0,65966000.0,0.0,,33.1402,5.0501,0.93,127509000.0,0.20822973220466306,0.1601085514067766,0.14385648877880358,0.5393186862675716,0.233952027106722,0.2603825553974967,0.33864143610565295,0.1414653499319115,0.273445491684627,0.0,4.849663949218993,,,,,,,,,,1.0434139,340.25,143.96,2.87464,17204.412,10.8945,4.2337,1.5496
2011-01-30,499302000.0,389279000.0,85364000.0,105009000.0,390389000.0,316286000.0,711704000.0,394947000.0,180391000.0,121847000.0,61080000.0,1.69,71929000.0,179995000.0,30357000.0,24614000.0,149638000.0,0.0,4.5602,40.0089,6.8497,1.69,205005000.0,0.31211688853937997,0.24403467240267412,0.1712046019131549,0.5549315445747108,0.2534635185414161,0.3612863557526307,0.4620801303315411,0.21025313894540426,0.2880481211290087,0.0,4.56022445058807,,,,,,,,,,1.0434139,340.25,143.96,2.87464,17204.412,10.8945,4.2337,1.5496
2011-05-01,536460000.0,349988000.0,58990000.0,80599000.0,451813000.0,260871000.0,186780000.0,109684000.0,51687000.0,33372000.0,19075000.0,0.46,72455000.0,5655000.0,74831000.0,6041000.0,-69176000.0,0.0,,50.6786,9.042,0.46,57728000.0,0.07386241653073285,0.06220780673302762,0.17867009315772567,0.5872363208052254,0.27672663026019917,0.0963482831897998,0.11439909874217874,-0.37036085233965094,0.30906949352179036,0.0,5.933005594168503,1655294000.0,263680000.0,407888000.0,910773000.0,169409000.0,468949000.0,3.66,3.66,0.0,1.0434139,340.25,143.96,2.87464,17204.412,10.8945,4.2337,1.5496
2011-07-31,586461000.0,383972000.0,64958000.0,86784000.0,495389000.0,264728000.0,399103000.0,231757000.0,111170000.0,71751000.0,40537000.0,0.49,145108000.0,19529000.0,87324000.0,13561000.0,-67795000.0,0.0,,56.9706,10.5717,0.49,124731000.0,0.14483769320675266,0.12234573142971143,0.1797806581258472,0.5806947078824264,0.2785496475847087,0.18956077215705733,0.22440950445003827,-0.16986842995417223,0.3125283448132437,0.0,5.911081006188614,1763892000.0,294051000.0,452341000.0,987875000.0,78633000.0,514973000.0,3.57,3.57,0.0,1.0434139,340.25,143.96,2.87464,17204.412,10.8945,4.2337,1.5496
2011-10-30,636070000.0,427816000.0,82514000.0,106980000.0,524655000.0,276946000.0,629319000.0,360252000.0,170891000.0,110545000.0,61935000.0,0.76,145230000.0,53520000.0,100690000.0,20888000.0,-47170000.0,0.0,,48.8899,9.2396,0.76,191779000.0,0.21070036500176306,0.17379376483720346,0.17565813204432093,0.5724473597650794,0.2715490871878968,0.26866697061644157,0.3257207117057876,-0.07495403761844152,0.30474052110297006,0.0,5.184768645320794,1926906000.0,337515000.0,514139000.0,1096640000.0,-34503000.0,579243000.0,3.3999999999999995,3.3999999999999995,0.0,1.0434139,340.25,143.96,2.87464,17204.412,10.8945,4.2337,1.5496
2012-01-29,734634000.0,527093000.0,103439000.0,128453000.0,601376000.0,409437000.0,-214363000.0,-132423000.0,-46790000.0,-31605000.0,-17053000.0,-0.43999999999999995,-217515000.0,124911000.0,-146188000.0,-10231000.0,-21277000.0,0.0,5.0957,49.1831,9.0452,-0.43999999999999995,-57021000.0,-0.05255447507050497,-0.04302142291263405,0.14743682445198097,0.6177511977346837,0.2182746089577026,-0.06369157975263873,-0.07780490076092161,0.09925686802293306,0.26600206192299974,0.0,5.095689246802463,1000839000.0,184063000.0,286958000.0,569270000.0,-205418000.0,317217000.0,1.27,1.27,0.0,1.0434139,340.25,143.96,2.87464,17204.412,10.8945,4.2337,1.5496
2012-04-29,770619000.0,558105000.0,70834000.0,97217000.0,668266000.0,424330000.0,285698000.0,157264000.0,73065000.0,46643000.0,27001000.0,0.32,145637000.0,15952000.0,12696000.0,9798000.0,3256000.0,0.0,,53.9116,9.6736,0.32,82863000.0,0.06979705686059144,0.060526667523121025,0.1632598058089311,0.5504553759564296,0.25574207729840603,0.09481339027457147,0.10933520484358025,0.011396649609027715,0.2900370321108303,0.0,7.879055255950532,1099757000.0,197334000.0,308336000.0,616850000.0,-132986000.0,342352000.0,1.1300000000000001,1.1300000000000001,0.0,1.0434139,340.25,143.96,2.87464,17204.412,10.8945,4.2337,1.5496
2012-07-29,829138000.0,603525000.0,74976000.0,102793000.0,720729000.0,444286000.0,-568333000.0,-313019000.0,-143253000.0,103865000.0,-40653000.0,0.71,145698000.0,63520000.0,39046000.0,19479000.0,24474000.0,0.0,,39.7563,7.3452,0.71,-123774000.0,0.1441110320245196,0.12526865250416697,-0.18275377287611314,0.5507668919453912,0.2520582123508577,-0.17277341045760777,-0.19876125423009203,-0.04306278185500402,0.21778429195559645,0.0,8.04957586427657,132321000.0,229448000.0,53913000.0,72074000.0,-40717000.0,93847000.0,1.35,1.35,0.0,1.0434139,340.25,143.96,2.87464,17204.412,10.8945,4.2337,1.5496
2012-10-28,888781000.0,641084000.0,91190000.0,120960000.0,767821000.0,439423000.0,884869000.0,488319000.0,223864000.0,161181000.0,65308000.0,1.11,145750000.0,113240000.0,72041000.0,30962000.0,41199000.0,0.0,,42.2907,7.9001,1.11,254826000.0,0.20992002042142635,0.1813506364334971,0.18215238639843864,0.5518545683033308,0.25299112071956414,0.2518775716402578,0.2915575374989744,0.04655943422133672,0.2879816108373104,0.0,7.030200679899112,387871000.0,280084000.0,106886000.0,200141000.0,47652000.0,156894000.0,1.7000000000000002,1.7000000000000002,0.0,1.0434139,340.25,143.96,2.87464,17204.412,10.8945,4.2337,1.5496
2013-02-03,1051078000.0,,133357000.0,1051078000.0,,590179000.0,768124000.0,430262000.0,222763000.0,-41133000.0,58309000.0,-0.29000000000000004,-291279000.0,87401000.0,-30554000.0,-17239000.0,56847000.0,0.0,5.9018,35.5392,7.0167,-0.29000000000000004,205524000.0,,-0.03913410803004154,-0.05354994766469997,0.5601465388400831,0.29000916518687087,0.21193764877582824,,0.07400758210913863,0.26756617421145545,,,1370358000.0,270556000.0,376439000.0,762826000.0,125776000.0,419439000.0,1.85,1.85,0.0,1.0434139,340.25,143.96,2.87464,17204.412,10.8945,4.2337,1.5496
2013-05-05,1053476000.0,781619000.0,92326000.0,123416000.0,930060000.0,588418000.0,345782000.0,170725000.0,65889000.0,47279000.0,20111000.0,0.0,145849000.0,25135000.0,20976000.0,11729000.0,4159000.0,0.0,,39.6468,7.5165,0.0,77618000.0,0.050834354772810356,0.0448790480276722,0.13673065688786576,0.49373593767171225,0.19055069378972878,0.06254437690085014,0.07084381652796594,0.012027809429062241,0.22447090941691586,0.0,8.465860104412625,1430442000.0,271192000.0,369263000.0,776287000.0,126679000.0,414194000.0,1.53,1.53,0.0,1.0434139,340.25,143.96,2.87464,17204.412,10.8945,4.2337,1.5496
2013-08-04,1114122000.0,838140000.0,100941000.0,134834000.0,979288000.0,610273000.0,690295000.0,356679000.0,144875000.0,103743000.0,43928000.0,0.0,145901000.0,70931000.0,44014000.0,23807000.0,26917000.0,0.0,,39.3082,7.1233,0.0,168682000.0,0.10593717067910563,0.09311637325176238,0.15028792038186572,0.5167051767722496,0.20987403935998378,0.13003513080255125,0.14793911494881995,0.03899347380467771,0.24436219297546702,0.0,8.303266264451512,2689070000.0,271070000.0,657391000.0,1445985000.0,129122000.0,706650000.0,0.8200000000000001,0.8200000000000001,0.0,1.0434139,340.25,143.96,2.87464,17204.412,10.8945,4.2337,1.5496
2013-11-03,1174554000.0,880591000.0,94614000.0,131794000.0,1042760000.0,600745000.0,1070195000.0,561286000.0,237211000.0,169855000.0,71605000.0,1.0,145967000.0,94806000.0,71945000.0,36723000.0,22861000.0,0.0,,36.0119,6.4638,1.0,273934000.0,0.1628898308335571,0.14461233795977027,0.15871406612813552,0.5244707740178192,0.22165212881764537,0.20195836036487042,0.2274837930108558,0.021361527572077987,0.2559664360233415,0.0,9.307195552455239,2874396000.0,279744000.0,670738000.0,1518952000.0,110784000.0,725758000.0,0.71,0.71,0.0,1.0434139,340.25,143.96,2.87464,17204.412,10.8945,4.2337,1.5496
2014-02-02,1249688000.0,942839000.0,113514000.0,153006000.0,1096682000.0,698649000.0,-515084000.0,-248614000.0,-56617000.0,-41330000.0,-18065000.0,0.9099999999999999,-291674000.0,87467000.0,-30527000.0,-23191000.0,56940000.0,0.0,8.1362,23.2603,4.0865,0.9099999999999999,-79808000.0,-0.037686403168831074,-0.03307225483480677,0.08023933960286089,0.4826669048155252,0.109917993958267,-0.045304908105063026,-0.05162572195039218,-0.11054507614292038,0.15494171824401456,0.0,8.305927022217524,1591188000.0,279547000.0,391358000.0,840076000.0,110877000.0,440426000.0,1.91,1.91,0.0,1.0434139,340.25,143.96,2.87464,17204.412,10.8945,4.2337,1.5496
2014-05-04,1290957000.0,981383000.0,105483000.0,162576000.0,1128381000.0,751965000.0,384618000.0,195744000.0,69801000.0,18981000.0,52463000.0,0.0,145861000.0,70975000.0,25447000.0,12460000.0,45528000.0,0.0,,26.3792,4.0661,0.0,82261000.0,0.016821445947778277,0.014703045879916991,0.04935026441820196,0.508930939269613,0.18148136592671169,0.0540691905307458,0.06185942514097632,0.11837199507043353,0.2138771456354097,0.0,9.303707706455068,1630024000.0,251249000.0,395270000.0,865095000.0,152246000.0,445069000.0,1.91,1.91,0.0,1.0434139,340.25,143.96,2.87464,17204.412,10.8945,4.2337,1.5496
