report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-06-26,4417665000.0,2212545000.0,1026197000.0,1809568000.0,2266814000.0,523421000.0,,321116000.0,,1058677000.0,241765000.0,144901000.0,18272000.0,73659000.0,1.56,92984.0,128988000.0,50344000.0,523421000.0,,15.8214,0.7349,1.56,292109000.0,0.06392275678551482,0.03280035946591695,,,,0.054726874944116405,0.08664682365463841,,0.23090602052043088,2.1560626273512784,,,,,,,,,,,0.88821495,89.29,60.56,1.08867,8481.214,21.3096,2.7732,0.6433
2010-09-25,4604459000.0,2247774000.0,1287647000.0,1937289000.0,2366648000.0,383495000.0,,203730000.0,,1596133000.0,379133000.0,232794000.0,26096000.0,115885000.0,2.5,93098.0,176825000.0,75510000.0,383495000.0,,16.3594,0.7164,2.5,454643000.0,0.09836443780401648,0.050558382646039415,,,,0.0823404009026902,0.13785937676695356,,0.16204141891823373,1.7456445749495009,,,,,,,,,,,0.88821495,89.29,60.56,1.08867,8481.214,21.3096,2.7732,0.6433
2010-12-25,4547471000.0,2169302000.0,1168087000.0,1830374000.0,2411625000.0,395309000.0,,150348000.0,,2170876000.0,521131000.0,325789000.0,33641000.0,160069000.0,3.49,93268000.0,388874000.0,101214000.0,395309000.0,1.8571,17.605,0.762,3.49,622345000.0,0.135091069299746,0.07164179826545349,,,,0.114597982043206,0.18565844440945173,,0.16391810501218057,1.8571407780413616,,,,,,,,,,,0.88821495,89.29,60.56,1.08867,8481.214,21.3096,2.7732,0.6433
2011-03-26,4794994000.0,2261511000.0,1234203000.0,1920734000.0,2446830000.0,407462000.0,,116712000.0,,565822000.0,124300000.0,76495000.0,8085000.0,39153000.0,0.82,93161000.0,47579000.0,28348000.0,407462000.0,,18.2931,0.8096,0.82,152648000.0,0.031262899343231856,0.01595309608312336,,,,0.02592286872517463,0.04354845264605023,,0.1665264852891292,1.8323655022715064,,779979000.0,1266329000.0,5391508000.0,1521745000.0,86094000.0,8.370000000000001,8.370000000000001,0.26775971006968974,14.708678885868935,0.88821495,89.29,60.56,1.08867,8481.214,21.3096,2.7732,0.6433
2011-06-25,4883759000.0,2349010000.0,1236945000.0,1884775000.0,2573356000.0,372924000.0,,161789000.0,,1178046000.0,275515000.0,170970000.0,15987000.0,86493000.0,1.83,93330000.0,185292000.0,57469000.0,372924000.0,,18.3323,0.8068,1.83,332984000.0,0.06643853396109982,0.035007869962461295,,,,0.05641453642573272,0.09351283652605998,,0.14491737637544125,1.8990415903698223,,806048000.0,1300079000.0,5510877000.0,1562620000.0,83809000.0,8.64,8.64,0.23865303144718486,15.512403202520016,0.88821495,89.29,60.56,1.08867,8481.214,21.3096,2.7732,0.6433
2011-09-24,4798296000.0,2317132000.0,1201352000.0,1840674000.0,2539154000.0,371864000.0,,106872000.0,,1765466000.0,418776000.0,262931000.0,22800000.0,130754000.0,2.82,93195000.0,266641000.0,86040000.0,371864000.0,,16.3881,0.7103,2.82,504816000.0,0.10355063143078364,0.05479674451096806,,,,0.08727598297395575,0.1438589524351962,,0.14645192847696517,1.928770252182541,,836185000.0,1339722000.0,5680210000.0,1612793000.0,80513000.0,8.959999999999999,8.959999999999999,0.2305714372520218,16.63982214052389,0.88821495,89.29,60.56,1.08867,8481.214,21.3096,2.7732,0.6433
2011-12-31,4740144000.0,2272508000.0,1271640000.0,1904471000.0,2432222000.0,363524000.0,,147284000.0,,-1091279000.0,-236442000.0,-142735000.0,-16495000.0,-76188000.0,-1.4999999999999996,-187066000.0,55113000.0,-55961000.0,363524000.0,1.7871,16.1603,0.6966,-1.4999999999999996,-292403000.0,-0.058685021350847084,-0.0301119544047607,,,,-0.049880763116057235,-0.08457206055199579,,0.14946168565204984,1.7870686672328646,,367661000.0,582149000.0,2418055000.0,698045000.0,30377000.0,3.9699999999999998,3.9699999999999998,0.520774448638698,19.164137340751225,0.88821495,89.29,60.56,1.08867,8481.214,21.3096,2.7732,0.6433
2012-03-31,4759633000.0,2307010000.0,1139136000.0,1863119000.0,2526049000.0,453058000.0,,101813000.0,,610579000.0,133295000.0,80752000.0,7640000.0,41840000.0,0.89,90666000.0,-48605000.0,30420000.0,453058000.0,,18.4912,0.7924,0.89,163715000.0,0.031967709256629624,0.016966013976287667,,,,0.028005310493477122,0.04474327373941252,,0.17935439890516772,2.0252278920164053,,371918000.0,591144000.0,2462812000.0,709112000.0,29932000.0,4.04,4.04,0.638908945272397,19.749565682213017,0.88821495,89.29,60.56,1.08867,8481.214,21.3096,2.7732,0.6433
2012-06-30,4835256000.0,2331144000.0,1283454000.0,1986098000.0,2488648000.0,434417000.0,,87896000.0,,1234974000.0,287997000.0,178838000.0,15351000.0,89041000.0,1.98,90431000.0,129893000.0,61389000.0,434417000.0,,18.8798,0.8102,1.98,349386000.0,0.07186150873888152,0.03698625264101839,,,,0.05956189289667393,0.09852569135479368,,0.17455943950289474,1.8163050643030447,,379786000.0,603626000.0,2519740000.0,725514000.0,29296000.0,4.19,4.19,0.5987713538263907,20.604382850901146,0.88821495,89.29,60.56,1.08867,8481.214,21.3096,2.7732,0.6433
2012-09-29,5111532000.0,2512179000.0,1448958000.0,2162763000.0,2571701000.0,436426000.0,,89336000.0,,1844018000.0,437619000.0,275609000.0,22659000.0,133750000.0,3.06,90075000.0,208438000.0,91989000.0,436426000.0,,18.4331,0.7904,3.06,529608000.0,0.10716992371974814,0.05391905988263401,,,,0.08561405856404694,0.1454788976662222,,0.16970324310641088,1.7337831738394074,,392464000.0,622469000.0,2598292000.0,750306000.0,29155000.0,4.430000000000001,4.430000000000001,0.5816640144154518,21.350334419482078,0.88821495,89.29,60.56,1.08867,8481.214,21.3096,2.7732,0.6433
