report_date,total_assets,total_liabilities,total_equity,long_term_debt,cash,revenue,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,fcf_margin,debt_equity,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2015-06-30,24808416000.0,20062127000.0,4472665000.0,1187934000.0,2582081000.0,3941181000.0,372954000.0,81954000.0,218404000.0,2.0,145870000.0,,51665000.0,,1187934000.0,,16.824,1.6318,2.0,0.0833851853425195,0.015033366096408573,0.09463001064909224,,0.26559869786804957,5502098000.0,537549000.0,,267659000.0,2.19,2.19,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2015-09-30,26479684000.0,21693586000.0,4522031000.0,,2601006000.0,-2505329000.0,-236869000.0,-55614000.0,-142451000.0,0.0,-291401000.0,,-20255000.0,,0.0,0.439,14.2298,1.3463,0.0,-0.05238110928474396,-0.008945310676668195,0.09454606560655307,,0.0,5308164000.0,502140000.0,,107954000.0,3.0,3.0,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2015-12-31,26907327000.0,21986684000.0,4646814000.0,,2596388000.0,1301526000.0,106329000.0,27009000.0,62009000.0,0.0,146141000.0,,32581000.0,,0.0,,17.2093,1.5571,0.0,0.022882129562319473,0.003951674575479014,0.08169564034832957,,0.0,5329846000.0,482173000.0,,107579000.0,3.0,3.0,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2016-03-31,27753211000.0,22875972000.0,4635290000.0,,1479786000.0,2642444000.0,232176000.0,56433000.0,134280000.0,1.0,145047000.0,,58180000.0,,0.0,,13.6012,1.2554,1.0,0.05008877545957211,0.008365734689222087,0.08786411367658123,,0.0,5379822000.0,474590000.0,,109782000.0,3.0,3.0,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2016-06-30,28843431000.0,23849301000.0,4747459000.0,,1978057000.0,4029137000.0,357680000.0,84644000.0,206541000.0,2.0,144618000.0,,86518000.0,,0.0,,14.3334,1.2931,2.0,0.07534135629186055,0.012400743864348177,0.08877335270555456,,0.0,5467778000.0,459316000.0,,112472000.0,3.0,3.0,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2016-09-30,31593733000.0,26443817000.0,4914096000.0,,1650452000.0,-2452763000.0,-166835000.0,-51009000.0,-131537000.0,0.0,-291293000.0,-518324000.0,-55546000.0,-573870000.0,0.0,0.4413,15.5818,1.4938,0.0,-0.03395029319736529,-0.005280635878007832,0.06801920935695785,0.2339687935605682,0.0,5520344000.0,529350000.0,,117077000.0,3.0,3.0,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2016-12-31,31669390000.0,26464789000.0,5080877000.0,,2528275000.0,1528768000.0,146567000.0,35966000.0,59812000.0,1.0,145675000.0,,78659000.0,,0.0,,17.5284,1.7367,1.0,0.02884679160703949,0.0046280335680605154,0.09587262423075313,,0.0,5747586000.0,569588000.0,,126034000.0,4.0,4.0,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2017-03-31,32928731000.0,27600514000.0,5207748000.0,,2636326000.0,3129082000.0,259322000.0,72643000.0,112570000.0,1.0,146119000.0,,123338000.0,,0.0,,19.6865,1.8237,1.0,0.04979542020850471,0.007875250339893147,0.0828747856400056,,0.0,6234224000.0,596734000.0,,142244000.0,4.0,4.0,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2017-06-30,33433426000.0,27932676000.0,5389272000.0,,2615479000.0,4792189000.0,442746000.0,111203000.0,204160000.0,3.0,146347000.0,,152845000.0,,0.0,,18.8013,1.8384,3.0,0.08215321104594461,0.013242615339510823,0.09238909400276157,,0.0,6997276000.0,681800000.0,,168803000.0,5.0,5.0,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2017-09-30,34883456000.0,29190105000.0,5581713000.0,,3669672000.0,-2925164000.0,-212400000.0,-66034000.0,-87431000.0,-1.0,-291494000.0,1305936000.0,-164848000.0,1141088000.0,0.0,0.4257,19.1594,1.8684,-1.0,-0.03805283431806687,-0.006088846242757598,0.07261131341695713,-0.39009368363619956,0.0,6524875000.0,636235000.0,,153778000.0,4.0,4.0,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2017-12-31,36084899000.0,30281944000.0,5696748000.0,,3897529000.0,1765592000.0,118842000.0,39431000.0,192401000.0,0.0,148261000.0,,35949000.0,,0.0,,21.2378,1.9112,0.0,0.02086137564800128,0.003293399823566085,0.06731000140462802,,0.0,6761699000.0,608510000.0,,157243000.0,3.0,3.0,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2018-03-31,36030871000.0,29988649000.0,5940987000.0,,3139938000.0,3622826000.0,361689000.0,84033000.0,280925000.0,2.0,148530000.0,,70438000.0,,0.0,,17.0222,1.7911,2.0,0.06088028807334539,0.01003830853825321,0.09983615001106871,,0.0,7255443000.0,710877000.0,,168633000.0,4.0,4.0,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2018-06-30,36364109000.0,30114058000.0,6157363000.0,,3179751000.0,5513728000.0,593947000.0,138340000.0,366725000.0,3.0,148787000.0,,96114000.0,,0.0,,16.7276,1.8176,3.0,0.09646126109504995,0.016333330207540627,0.10772149079533846,,0.0,7976982000.0,862078000.0,,195770000.0,4.0,4.0,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2018-09-30,37412924000.0,30960578000.0,6368461000.0,,3500306000.0,-3426325000.0,-217783000.0,-60301000.0,-386091000.0,0.0,-296740000.0,1903327000.0,-68915000.0,1834412000.0,0.0,0.3621,15.7191,1.8019,0.0,-0.03419711606932978,-0.005821063330949487,0.06356168781420327,-0.5353876237659884,0.0,7475821000.0,856695000.0,,201503000.0,5.0,5.0,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2018-12-31,38544000000.0,32319000000.0,6143000000.0,,4322000000.0,2004000000.0,249000000.0,73000000.0,83000000.0,1.0,147300000.0,225000000.0,27000000.0,198000000.0,0.0,,10.6614,1.3643,1.0,0.04053394107113788,0.006460149439601494,0.12425149700598802,0.09880239520958084,0.0,7714229000.0,986853000.0,,235072000.0,6.0,6.0,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2019-03-31,38176000000.0,31741000000.0,6366000000.0,,3831000000.0,3938000000.0,510000000.0,148000000.0,169000000.0,3.51,145400000.0,20000000.0,59000000.0,-39000000.0,0.0,,11.6545,1.5039,3.51,0.08011310084825636,0.013359178541492036,0.12950736414423566,-0.009903504316912138,0.0,8029403000.0,1135164000.0,,299039000.0,7.51,7.51,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2019-06-30,38677000000.0,32113000000.0,6502000000.0,,3596000000.0,5938000000.0,769000000.0,221000000.0,252000000.0,5.3,144800000.0,-101000000.0,102000000.0,-203000000.0,0.0,,11.7312,1.5326,5.3,0.11827130113811135,0.019882617576337358,0.129504883799259,-0.03418659481306837,0.0,8453675000.0,1310217000.0,1790412000.0,381699000.0,9.809999999999999,9.809999999999999,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2019-09-30,38830000000.0,32187000000.0,6581000000.0,,3957000000.0,-3857000000.0,-494000000.0,-159000000.0,-163000000.0,-2.639999999999999,-293500000.0,433000000.0,-50000000.0,383000000.0,0.0,0.3251,11.0725,1.427,-2.639999999999999,-0.07506457985108646,-0.012722122070563996,0.12807881773399016,-0.09929997407311382,0.0,8023000000.0,1034000000.0,339000000.0,283000000.0,7.170000000000001,7.170000000000001,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2019-12-31,40154000000.0,33251000000.0,6842000000.0,,4109000000.0,2060000000.0,268000000.0,51000000.0,91000000.0,1.89,141500000.0,546000000.0,36000000.0,510000000.0,0.0,,11.8242,1.5411,1.89,0.03916983338205203,0.006674303929870001,0.13009708737864079,0.24757281553398058,0.0,8079000000.0,1053000000.0,651000000.0,261000000.0,8.06,8.06,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2020-03-31,49809000000.0,42975000000.0,6798000000.0,,10648000000.0,4171000000.0,437000000.0,94000000.0,161000000.0,3.09,141300000.0,2943000000.0,71000000.0,2872000000.0,0.0,,9.16,1.0662,3.09,0.06428361282730215,0.008773514826637756,0.10477103812035483,0.6885638935507072,0.0,8312000000.0,980000000.0,3562000000.0,207000000.0,7.640000000000001,7.640000000000001,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2020-06-30,44682000000.0,37667000000.0,6965000000.0,,5632000000.0,6047000000.0,609000000.0,136000000.0,187000000.0,4.33,140500000.0,2655000000.0,97000000.0,2558000000.0,0.0,,10.7915,1.1598,4.33,0.08743718592964825,0.013629649523297972,0.10071109641144368,0.4230196791797586,0.0,8421000000.0,820000000.0,6323000000.0,122000000.0,6.670000000000001,6.670000000000001,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2020-09-30,47482000000.0,40306000000.0,7114000000.0,,5390000000.0,-4110000000.0,-496000000.0,-103000000.0,-205000000.0,-3.4799999999999986,-283100000.0,-2090000000.0,-80000000.0,-2170000000.0,0.0,0.3537,12.2002,1.2218,-3.4799999999999986,-0.06972167556929997,-0.010446063771534475,0.12068126520681265,0.5279805352798054,0.0,8168000000.0,818000000.0,3770000000.0,178000000.0,5.83,5.83,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2020-12-31,53657000000.0,46219000000.0,7363000000.0,,5377000000.0,2260000000.0,312000000.0,38000000.0,87000000.0,2.23,139700000.0,1904000000.0,25000000.0,1879000000.0,0.0,,15.2677,1.5728,2.23,0.04237403232378107,0.005814711966751775,0.13805309734513274,0.8314159292035398,0.0,8368000000.0,862000000.0,5139000000.0,165000000.0,6.170000000000002,6.170000000000002,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2021-03-31,56066000000.0,48429000000.0,7592000000.0,,5851000000.0,4669000000.0,667000000.0,75000000.0,179000000.0,4.74,140400000.0,716000000.0,62000000.0,654000000.0,0.0,,16.1049,1.9476,4.74,0.08785563751317176,0.01189669318303428,0.14285714285714285,0.1400728207324909,0.0,8866000000.0,1092000000.0,2921000000.0,146000000.0,7.820000000000002,7.820000000000002,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2021-06-30,57161000000.0,49243000000.0,7863000000.0,,5982000000.0,7180000000.0,974000000.0,115000000.0,257000000.0,6.92,140600000.0,2124000000.0,99000000.0,2025000000.0,0.0,,15.0893,1.9192,6.92,0.12387129594302429,0.017039589930197163,0.13565459610027855,0.282033426183844,0.0,9999000000.0,1457000000.0,2388000000.0,125000000.0,10.410000000000002,10.410000000000002,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2021-09-30,61891000000.0,53588000000.0,8245000000.0,,7201000000.0,-4199000000.0,-550000000.0,-78000000.0,-135000000.0,-7.260000000000001,-209500000.0,1881000000.0,-112000000.0,1769000000.0,0.0,0.445,13.5354,1.9163,-7.260000000000001,-0.0667070952092177,-0.008886590942140215,0.13098356751607526,-0.4212907835198857,0.0,9910000000.0,1403000000.0,6327000000.0,150000000.0,6.63,6.63,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2021-12-31,68461000000.0,59809000000.0,8600000000.0,,8216000000.0,2818000000.0,446000000.0,37000000.0,112000000.0,2.1,212400000.0,-2287000000.0,19000000.0,-2306000000.0,0.0,,15.6224,2.2938,2.1,0.05186046511627907,0.006514657980456026,0.15826827537260468,-0.8183108587650816,0.0,10468000000.0,1537000000.0,2142000000.0,149000000.0,6.5,6.5,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2022-03-31,73101000000.0,64492000000.0,8602000000.0,,5715000000.0,5529000000.0,769000000.0,75000000.0,222000000.0,3.61,212600000.0,-1170000000.0,42000000.0,-1212000000.0,0.0,,15.1612,2.1186,3.61,0.08939781446175309,0.010519691933078891,0.13908482546572618,-0.21920781334780248,0.0,11328000000.0,1639000000.0,276000000.0,149000000.0,5.37,5.37,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2022-06-30,86111000000.0,76619000000.0,9515000000.0,,5958000000.0,8307000000.0,1070000000.0,135000000.0,336000000.0,4.99,213500000.0,4570000000.0,68000000.0,4502000000.0,0.0,,12.8538,1.7458,4.99,0.11245401996847083,0.012425822484932238,0.12880703021548093,0.5419525701215842,0.0,12455000000.0,1735000000.0,2753000000.0,169000000.0,3.4400000000000004,3.4400000000000004,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2022-09-30,80951000000.0,71519000000.0,9458000000.0,,6178000000.0,-5346000000.0,-776000000.0,58000000.0,-157000000.0,-3.719999999999999,-423200000.0,-1041000000.0,-38000000.0,-1079000000.0,0.0,0.2874,14.0863,1.8797,-3.719999999999999,-0.08204694438570523,-0.009586045879606181,0.14515525626636738,0.20183314627759072,0.0,11308000000.0,1509000000.0,-95000000.0,305000000.0,6.980000000000002,6.980000000000002,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2022-12-31,77047000000.0,67217000000.0,9856000000.0,,6177000000.0,3027000000.0,509000000.0,241000000.0,143000000.0,2.3,220400000.0,-3136000000.0,27000000.0,-3163000000.0,0.0,,14.618,1.9953,2.3,0.05164366883116883,0.0066063571586174675,0.16815328708292038,-1.0449289725801123,0.0,11517000000.0,1572000000.0,-952000000.0,509000000.0,7.180000000000002,7.180000000000002,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2023-03-31,79180000000.0,69211000000.0,9995000000.0,,8663000000.0,6184000000.0,936000000.0,525000000.0,273000000.0,4.23,219700000.0,-3760000000.0,69000000.0,-3829000000.0,0.0,,11.9844,1.679,4.23,0.09364682341170585,0.011821166961353878,0.15135834411384216,-0.6191785252263907,0.0,12172000000.0,1739000000.0,-3569000000.0,959000000.0,7.8000000000000025,7.8000000000000025,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2023-06-30,77633000000.0,67711000000.0,9949000000.0,,8375000000.0,9477000000.0,1305000000.0,911000000.0,390000000.0,5.95,218000000.0,-3948000000.0,122000000.0,-4070000000.0,0.0,,12.406,1.7339,5.95,0.13116896170469394,0.016809861785580874,0.13770180436847104,-0.4294607998311702,0.0,13342000000.0,1974000000.0,-12141000000.0,1735000000.0,8.760000000000002,8.760000000000002,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2023-09-30,78360000000.0,68173000000.0,10214000000.0,,9313000000.0,-5696000000.0,-1011000000.0,-304000000.0,-265000000.0,-4.510000000000001,-441200000.0,7330000000.0,-45000000.0,7285000000.0,0.0,0.2613,11.7776,1.5764,-4.510000000000001,-0.0989817897004112,-0.012901990811638592,0.1774929775280899,-1.2789676966292134,0.0,12992000000.0,1739000000.0,-3777000000.0,1373000000.0,7.970000000000001,7.970000000000001,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2023-12-31,80130000000.0,69349000000.0,10790000000.0,,10206000000.0,3520000000.0,498000000.0,507000000.0,132000000.0,2.32,213800000.0,543000000.0,50000000.0,493000000.0,0.0,,13.4604,1.7249,2.32,0.046153846153846156,0.006214900786222389,0.14147727272727273,0.14005681818181817,0.0,13485000000.0,1728000000.0,-121000000.0,1639000000.0,7.99,7.99,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2024-03-31,81232000000.0,70253000000.0,10984000000.0,,10001000000.0,7158000000.0,974000000.0,1027000000.0,265000000.0,4.54,213500000.0,934000000.0,99000000.0,835000000.0,0.0,,15.1177,1.9235,4.54,0.08867443554260743,0.011990348631081347,0.13607152835987707,0.11665269628387819,0.0,14459000000.0,1766000000.0,4543000000.0,2141000000.0,8.3,8.3,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2024-06-30,80628000000.0,69438000000.0,11197000000.0,,9095000000.0,10920000000.0,1466000000.0,,417000000.0,6.85,213100000.0,1645000000.0,155000000.0,1490000000.0,0.0,,13.4403,1.7691,6.85,0.13092792712333662,0.01818226918688297,0.13424908424908424,0.13644688644688643,0.0,15902000000.0,1927000000.0,10103000000.0,,9.2,9.2,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2024-09-30,82992000000.0,71325000000.0,11673000000.0,,10998000000.0,-6675000000.0,-870000000.0,,-239000000.0,-4.01,-428100000.0,-967000000.0,-99000000.0,-1066000000.0,0.0,0.2817,12.0387,1.6683,-4.01,-0.07453096890259574,-0.010482938114517061,0.1303370786516854,0.1597003745318352,0.0,14923000000.0,2068000000.0,1752000000.0,,9.700000000000003,9.700000000000003,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2024-12-31,82282000000.0,70353000000.0,11923000000.0,,10048000000.0,4035000000.0,600000000.0,,149000000.0,2.86,209200000.0,830000000.0,41000000.0,789000000.0,0.0,,14.6057,2.053,2.86,0.05032290530906651,0.00729199581925573,0.14869888475836432,0.19553903345724907,0.0,15438000000.0,2170000000.0,2048000000.0,,10.240000000000002,10.240000000000002,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2025-03-31,83132000000.0,70905000000.0,12212000000.0,,9662000000.0,7880000000.0,1095000000.0,,325000000.0,5.22,208900000.0,947000000.0,87000000.0,860000000.0,0.0,,12.8884,1.8033,5.22,0.08966590239109073,0.013171823124669201,0.13895939086294415,0.10913705583756345,0.0,16160000000.0,2291000000.0,2073000000.0,,10.92,10.92,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
2025-06-30,84815000000.0,72554000000.0,12259000000.0,,9195000000.0,11722000000.0,1531000000.0,,452000000.0,7.35,207600000.0,1638000000.0,144000000.0,1494000000.0,0.0,,14.3807,1.9507,7.35,0.12488783750713761,0.01805105229027884,0.1306091110731957,0.12745265313086504,0.0,16962000000.0,2356000000.0,2077000000.0,,11.42,11.42,1.0292497,177.66,117.565,1.36619,28158.395,13.4215,2.7347,1.7541
