report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-09-30,539624000.0,233199000.0,16059000.0,,523565000.0,,115012000.0,67945000.0,52704000.0,38363000.0,26373000.0,,12580000.0,0.71,37107000.0,30703000.0,1052000.0,2008000.0,29651000.0,0.0,,20.9023,8.4568,0.71,40371000.0,0.05037196909648277,0.048872918921323,0.3881521819118405,0.7756862167929943,0.5646184413864155,0.07109209375416957,0.07327265955516507,0.4363970858782839,0.5941717565678122,0.0,14.52138987483654,,,,,,,,,,1.472903,72.16,46.01,2.00405,8312.348,103.9082,4.2035,6.8382
2010-12-31,555608000.0,253560000.0,13672000.0,,541936000.0,,135875000.0,135653000.0,105194000.0,75714000.0,52907000.0,,23719000.0,1.42,37131000.0,60136000.0,1765000.0,4058000.0,58371000.0,0.0,,21.9001,8.9336,1.42,79772000.0,0.09762591892769626,0.09522361089113188,0.39001717617745274,0.7754638673674744,0.5581446779651021,0.13627233589149185,0.13971022408550088,0.43029641806668484,0.5880592393828371,0.0,18.545933294324165,,,,,,,,,,1.472903,72.16,46.01,2.00405,8312.348,103.9082,4.2035,6.8382
2011-03-31,582819000.0,276726000.0,16542000.0,,566277000.0,,158628000.0,211924000.0,165632000.0,120452000.0,83971000.0,,38039000.0,2.26,37153000.0,92522000.0,2357000.0,5942000.0,90165000.0,0.0,,24.136,9.5383,2.26,126394000.0,0.1482860861380561,0.1440773207462351,0.3962316679564372,0.7815632019025689,0.5683735678828259,0.20667136795471663,0.21270862139906796,0.4254591268567977,0.5964119212547895,0.0,16.72869060573087,,,,,,,,,,1.472903,72.16,46.01,2.00405,8312.348,103.9082,4.2035,6.8382
2011-06-30,617670000.0,230417000.0,18188000.0,,586122000.0,,77613000.0,-125560000.0,-98593000.0,-71474000.0,-50949000.0,,-21659000.0,-1.3699999999999997,-74219000.0,-56167000.0,-1544000.0,-3308000.0,-57711000.0,0.0,12.6593,27.5135,10.677,-1.3699999999999997,-74782000.0,-0.08692558887057643,-0.08248579338481714,0.4057741318891367,0.7852261866836572,0.5692417967505575,-0.11571551151909595,-0.12194389563947437,0.4596288626951258,0.5955877668047149,0.0,12.668627666593359,289962000.0,112302000.0,163055000.0,224937000.0,120476000.0,171755000.0,3.02,3.02,0.0,1.472903,72.16,46.01,2.00405,8312.348,103.9082,4.2035,6.8382
2011-09-30,628436000.0,219010000.0,26236000.0,628436000.0,589354000.0,,79235000.0,77596000.0,58387000.0,40947000.0,27521000.0,,12979000.0,0.74,37170000.0,34432000.0,1096000.0,3135000.0,33336000.0,0.0,,22.1797,8.4099,0.74,44082000.0,0.04669689185107762,0.043792844458306016,0.3546703438321563,0.7524485798237023,0.5276947265322954,0.06515699291574639,0.06947776718237256,0.42960977369967523,0.5680962936233827,0.0,8.347690196676323,299613000.0,113450000.0,165639000.0,230620000.0,124161000.0,175466000.0,3.05,3.05,0.0,1.472903,72.16,46.01,2.00405,8312.348,103.9082,4.2035,6.8382
2011-12-31,624248000.0,227216000.0,14123000.0,624248000.0,597506000.0,,80994000.0,152258000.0,113557000.0,78629000.0,53334000.0,,25039000.0,1.44,37099000.0,54870000.0,3297000.0,6314000.0,51573000.0,0.0,,22.4757,8.2763,1.44,84943000.0,0.089261028341138,0.08543719803667774,0.35028701283348,0.7458195956862693,0.5164194984828383,0.12595795260857864,0.13159533126027187,0.3387211181021687,0.5578885838510949,0.0,16.088366494370884,316218000.0,113877000.0,168554000.0,238983000.0,117363000.0,180637000.0,3.0700000000000003,3.0700000000000003,0.0,1.472903,72.16,46.01,2.00405,8312.348,103.9082,4.2035,6.8382
2012-03-31,684034000.0,306272000.0,30721000.0,684034000.0,644497000.0,,95280000.0,235879000.0,176940000.0,124991000.0,85090000.0,,36488000.0,2.3,37043000.0,89333000.0,4884000.0,9366000.0,84449000.0,0.0,,22.8944,8.2709,2.3,134357000.0,0.13202543999429012,0.12439440144788125,0.36073580098270724,0.7501303634490565,0.5298945645860802,0.1827262972308394,0.19393573593050084,0.35801830599587076,0.5696013634109014,0.0,9.969467139741544,340173000.0,114996000.0,173093000.0,250291000.0,111647000.0,188600000.0,3.1100000000000003,3.1100000000000003,0.0,1.472903,72.16,46.01,2.00405,8312.348,103.9082,4.2035,6.8382
2012-06-30,719324000.0,346507000.0,35750000.0,719324000.0,674442000.0,,116675000.0,-151173000.0,-113080000.0,-78358000.0,-53614000.0,,-24642000.0,-1.4399999999999995,-74306000.0,-51889000.0,-3260000.0,-6348000.0,-55149000.0,0.0,9.6788,24.9289,8.8986,-1.4399999999999995,-84706000.0,-0.07949386307495677,-0.07453386790931486,0.3546532780324529,0.7480171723786655,0.5183333002586441,-0.10893283138057398,-0.11618196968753429,0.36480720763628427,0.5603249257473226,0.0,9.692503496503496,314560000.0,112331000.0,166209000.0,235804000.0,114209000.0,178676000.0,3.040000000000001,3.040000000000001,0.0,1.472903,72.16,46.01,2.00405,8312.348,103.9082,4.2035,6.8382
2012-09-30,712629000.0,350143000.0,22901000.0,712629000.0,680605000.0,,130805000.0,75025000.0,55583000.0,37803000.0,25668000.0,,12318000.0,0.7,36895000.0,29263000.0,2515000.0,3105000.0,26748000.0,0.0,,24.1471,8.5521,0.7,40908000.0,0.03771350489637896,0.03601874186989303,0.3421259580139953,0.740859713428857,0.5038720426524492,0.053047237763268126,0.05554322992043843,0.3565211596134622,0.5452582472509163,0.0,15.289419675996681,311989000.0,110478000.0,163065000.0,233000000.0,107621000.0,175502000.0,3.000000000000001,3.000000000000001,0.0,1.472903,72.16,46.01,2.00405,8312.348,103.9082,4.2035,6.8382
2012-12-31,724570000.0,359731000.0,21268000.0,724570000.0,694565000.0,,143286000.0,150108000.0,110846000.0,74707000.0,51032000.0,,24400000.0,1.38,36897000.0,60550000.0,10735000.0,6278000.0,49815000.0,0.0,,22.8599,8.0566,1.38,80985000.0,0.07347332503077465,0.07043073823095077,0.33996855597303277,0.7384416553414874,0.4976883310682975,0.10310529003408918,0.10755940768682556,0.3318610600367735,0.5395115516827884,0.0,16.91419033289449,309839000.0,108176000.0,159143000.0,230289000.0,105863000.0,171544000.0,2.9400000000000004,2.9400000000000004,0.0,1.472903,72.16,46.01,2.00405,8312.348,103.9082,4.2035,6.8382
