report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-05-01,13466000000.0,5705000000.0,2738000000.0,,8097000000.0,,,2388000000.0,4035000000.0,1537000000.0,351000000.0,199000000.0,,121000000.0,0.64,309000000.0,287000000.0,,0.0,,16.9955,0.9951,0.64,351000000.0,0.024577003828578487,0.014777959304916086,0.0493184634448575,0.3809169764560099,0.08698884758364313,0.026065646814198724,0.04334938866246758,0.08698884758364313,0.0,2.0836376917457997,,,,,,,,,,,1.5225219,25.22,6.04,4.66146,1438.5835,5.3084,0.498,0.0927
2010-07-31,13706000000.0,5770000000.0,2693000000.0,,8377000000.0,,,2518000000.0,8135000000.0,3187000000.0,800000000.0,459000000.0,,279000000.0,1.48,308000000.0,628000000.0,,0.0,,14.2412,0.8417,1.48,800000000.0,0.05479288528112689,0.033488982927185176,0.05642286416717886,0.3917639827904118,0.09834050399508297,0.05836859769444039,0.09549958218932793,0.09834050399508297,0.0,2.14259190493873,,,,,,,,,,,1.5225219,25.22,6.04,4.66146,1438.5835,5.3084,0.498,0.0927
2010-10-30,14734000000.0,6806000000.0,3469000000.0,,8567000000.0,,,2441000000.0,12353000000.0,4810000000.0,1094000000.0,622000000.0,,372000000.0,2.02,308000000.0,733000000.0,,0.0,,15.3077,0.8819,2.02,1094000000.0,0.07260417882572663,0.04221528437627257,0.05035214118028009,0.3893790981947705,0.08856148304055694,0.07425003393511606,0.12769931131084394,0.08856148304055694,0.0,1.9619486883828192,,,,,,,,,,,1.5225219,25.22,6.04,4.66146,1438.5835,5.3084,0.498,0.0927
2011-01-29,13564000000.0,5645000000.0,2710000000.0,,8102000000.0,,,2277000000.0,-6132000000.0,-2502000000.0,-331000000.0,-166000000.0,141000000.0,-104000000.0,-0.49000000000000066,,28000000.0,656000000.0,0.0,2.0288,13.2567,0.8073,-0.49000000000000066,325000000.0,-0.020488768205381386,-0.012238277794161015,0.027071102413568165,0.4080234833659491,0.05397912589693411,-0.02440283102329696,-0.040854110096272524,-0.053000652315720806,0.0,2.0830258302583027,18391000000.0,1114000000.0,1914000000.0,7032000000.0,2570000000.0,,3.6499999999999995,3.6499999999999995,0.0,,1.5225219,25.22,6.04,4.66146,1438.5835,5.3084,0.498,0.0927
2011-04-30,13186000000.0,5205000000.0,2571000000.0,,7824000000.0,,,1668000000.0,4162000000.0,1586000000.0,362000000.0,211000000.0,29000000.0,122000000.0,0.73,290000000.0,357000000.0,156000000.0,0.0,,13.6105,0.8276,0.73,518000000.0,0.02696830265848671,0.016001820112240255,0.050696780394041324,0.3810667948101874,0.086977414704469,0.02745335962384347,0.046267893660531696,0.12445939452186448,0.0,2.0245040840140023,18518000000.0,1126000000.0,1925000000.0,7081000000.0,2737000000.0,,3.7399999999999993,3.7399999999999993,0.0,,1.5225219,25.22,6.04,4.66146,1438.5835,5.3084,0.498,0.0927
2011-07-30,13878000000.0,4608000000.0,2617000000.0,,7078000000.0,1494000000.0,,1169000000.0,8410000000.0,3315000000.0,938000000.0,500000000.0,148000000.0,290000000.0,1.76,284000000.0,882000000.0,382000000.0,1494000000.0,,13.1007,0.8212,1.76,1320000000.0,0.07064142413111048,0.03602824614497766,0.059453032104637336,0.39417360285374553,0.11153388822829964,0.0675889897679781,0.10942603826411573,0.15695600475624258,0.21107657530375812,1.7607948032097822,18793000000.0,1167000000.0,2063000000.0,7209000000.0,3257000000.0,,4.02,4.02,0.45870432913724285,,1.5225219,25.22,6.04,4.66146,1438.5835,5.3084,0.498,0.0927
2011-10-29,14682000000.0,5343000000.0,3200000000.0,14682000000.0,6471000000.0,2141000000.0,,760000000.0,12786000000.0,5002000000.0,1353000000.0,711000000.0,223000000.0,419000000.0,2.56,278000000.0,1100000000.0,583000000.0,2141000000.0,,11.8531,0.7588,2.56,1936000000.0,0.10987482614742698,0.04842664487127094,0.05560769591740967,0.39120913499139687,0.10581886438291882,0.09215365753984471,0.15710636321411983,0.15141561082433913,0.3308607634059651,1.6696875,19226000000.0,1256000000.0,2322000000.0,7401000000.0,4099000000.0,541000000.0,4.559999999999999,4.559999999999999,0.5223225176872408,4.292051756007393,1.5225219,25.22,6.04,4.66146,1438.5835,5.3084,0.498,0.0927
2012-01-28,14094000000.0,4775000000.0,2590000000.0,14094000000.0,6508000000.0,2141000000.0,,1205000000.0,-6554000000.0,-2724000000.0,-495000000.0,-255000000.0,-97000000.0,-139000000.0,-0.7500000000000009,,-196000000.0,-343000000.0,2141000000.0,1.8523,10.0177,0.6212,-0.7500000000000009,-838000000.0,-0.03918254456054087,-0.018092805449127287,0.0389075373817516,0.4156240463838877,0.07552639609398841,-0.0351213282247765,-0.05723204994797086,0.1278608483368935,0.328979717271051,1.8436293436293436,18804000000.0,1167000000.0,2158000000.0,7179000000.0,2936000000.0,303000000.0,4.299999999999999,4.299999999999999,0.7292234332425068,7.122112211221122,1.5225219,25.22,6.04,4.66146,1438.5835,5.3084,0.498,0.0927
2012-04-28,14232000000.0,4849000000.0,2889000000.0,14232000000.0,6300000000.0,2141000000.0,,1029000000.0,4243000000.0,1524000000.0,321000000.0,154000000.0,,85000000.0,0.63,245000000.0,417000000.0,201000000.0,2141000000.0,,10.8974,0.6457,0.63,522000000.0,0.024444444444444446,0.010820685778527262,0.036295074239924584,0.3591798255950978,0.07565401838321942,0.022554806070826307,0.03802866958891127,0.12302616073532878,0.33984126984126983,1.678435444790585,18885000000.0,1110000000.0,2117000000.0,7117000000.0,2940000000.0,,4.199999999999999,4.199999999999999,0.7282312925170068,,1.5225219,25.22,6.04,4.66146,1438.5835,5.3084,0.498,0.0927
2012-07-28,13829000000.0,4463000000.0,2623000000.0,13829000000.0,6188000000.0,2141000000.0,,600000000.0,8447000000.0,3166000000.0,778000000.0,394000000.0,,222000000.0,1.63,242000000.0,582000000.0,411000000.0,2141000000.0,,11.2677,0.6339,1.63,1189000000.0,0.0636716224951519,0.02849085255622243,0.04664377885639872,0.37480762400852374,0.0921037054575589,0.05625858702726155,0.09340857245767799,0.14076003314786315,0.3459922430510666,1.7014868471216165,18922000000.0,1004000000.0,1957000000.0,6968000000.0,2809000000.0,,4.0699999999999985,4.0699999999999985,0.7621929512281951,,1.5225219,25.22,6.04,4.66146,1438.5835,5.3084,0.498,0.0927
