report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2021-03-28,15284913000.0,11322270000.0,3612333000.0,9910080000.0,5371616000.0,4991613000.0,,3673366000.0,10480971000.0,4890105000.0,3166096000.0,2763801000.0,,298242000.0,18.94,145923000.0,2152228000.0,228754000.0,4991613000.0,,23.5515,6.1403,18.94,3394850000.0,0.5145194667675426,0.1808188898425526,0.2636970372306154,0.46656984357651593,0.3020804083896425,0.20713863402428265,0.3055125000132681,0.323906057940624,0.9292572291094523,3.134337282858474,16168239000.0,4530517000.0,5092249000.0,7643526000.0,5419441000.0,31.18,31.18,0.9210568027219044,1.8260161,256.68,56.32,11.45141,272781.3,43.902,12.5232,13.2672
2021-06-27,15892152000.0,11652387000.0,3527867000.0,9864964000.0,6027188000.0,,,4418263000.0,-5665218000.0,-2700952000.0,-1615925000.0,-1371474000.0,,-144071000.0,-9.18,-294430000.0,-193724000.0,-143816000.0,0.0,3.303,23.6075,6.3085,-9.18,-1759741000.0,-0.22754790459497862,-0.08629882221111401,0.24208671228538778,0.4767604706473784,0.2852361550782335,-0.10168069119902705,-0.2681059558785955,0.31062193899687535,0.0,3.3029552984848918,14626150000.0,3908458000.0,4482023000.0,6805306000.0,4789174000.0,26.9,26.9,0.0,1.8260161,256.68,56.32,11.45141,272781.3,43.902,12.5232,13.2672
2021-09-26,15565552000.0,11144682000.0,3409220000.0,9745509000.0,5820043000.0,,,4042151000.0,4304465000.0,1976754000.0,1372233000.0,1179744000.0,,163632000.0,8.27,142612000.0,457524000.0,79874000.0,0.0,,20.3608,5.512,8.27,1452107000.0,0.20270365700047233,0.07579197962269504,0.2740744784775808,0.4592333774348264,0.3187929278086824,0.08815832551264484,0.23577712398344824,0.33734900852951527,0.0,3.26898293451288,15753535000.0,4264751000.0,4893192000.0,7275881000.0,5207305000.0,29.580000000000002,29.580000000000002,0.0,1.8260161,256.68,56.32,11.45141,272781.3,43.902,12.5232,13.2672
2021-12-26,16685428000.0,12102862000.0,3863151000.0,10209647000.0,6475781000.0,,,5086544000.0,8531069000.0,3954670000.0,2710372000.0,2374574000.0,,324940000.0,16.71,142071000.0,1898030000.0,161579000.0,0.0,,22.1887,6.164,16.71,2871951000.0,0.3666853465242262,0.14231423970664703,0.2783442497065725,0.4635608972333948,0.31770602253949654,0.16243946514287796,0.4185397869384403,0.3366460873777952,0.0,3.1328990246562975,17651287000.0,4946645000.0,5632776000.0,8120577000.0,5959167000.0,34.74,34.74,0.0,1.8260161,256.68,56.32,11.45141,272781.3,43.902,12.5232,13.2672
2022-03-27,16589031000.0,11888101000.0,4194741000.0,10562541000.0,6026490000.0,,,4194719000.0,12591485000.0,5771295000.0,3902469000.0,3396352000.0,,437857000.0,24.02,141400000.0,2655740000.0,245807000.0,0.0,,17.1206,4.6452,24.02,4148276000.0,0.5635705028963791,0.20473480337700256,0.26973403057701295,0.45834903508204156,0.30992921009714103,0.23524393920295886,0.6475525554676105,0.32945089479120215,0.0,2.834048872147291,19761801000.0,5579196000.0,6369149000.0,9001767000.0,6712593000.0,39.81999999999999,39.81999999999999,0.0,1.8260161,256.68,56.32,11.45141,272781.3,43.902,12.5232,13.2672
2022-06-26,17195632000.0,12285235000.0,4564759000.0,10917266000.0,6278366000.0,,,3522001000.0,-8199980000.0,-3830912000.0,-2603252000.0,-2345384000.0,,-338601000.0,-16.25,-285455000.0,-1911620000.0,-153521000.0,0.0,2.6913,13.3781,3.5764,-16.25,-2756773000.0,-0.37356598834792365,-0.13639417265966147,0.2860231366417967,0.4671855297208042,0.3174705304159278,-0.15139030656157332,-0.4146384584778906,0.336192649250364,0.0,2.691321710521848,17227039000.0,4605286000.0,5381822000.0,7871807000.0,5715561000.0,32.75,32.75,0.0,1.8260161,256.68,56.32,11.45141,272781.3,43.902,12.5232,13.2672
2022-09-25,18721282000.0,13612664000.0,5053382000.0,11308715000.0,7412567000.0,,,4256499000.0,5074121000.0,2336835000.0,1697840000.0,1425879000.0,,228866000.0,10.39,137208000.0,1189588000.0,75751000.0,0.0,,10.4765,2.8242,10.39,1773591000.0,0.19235967782820715,0.07616353409985491,0.28101005080485864,0.4605398649342418,0.3346077084090033,0.09069037045646768,0.22904885716378684,0.34953659954108307,0.0,2.693773001922277,17996695000.0,4851421000.0,5707429000.0,8231888000.0,6037045000.0,34.87,34.87,0.0,1.8260161,256.68,56.32,11.45141,272781.3,43.902,12.5232,13.2672
2022-12-25,19206381000.0,13708788000.0,4546922000.0,10901746000.0,8304635000.0,,,4484716000.0,10351690000.0,4713184000.0,3378002000.0,2894386000.0,,412287000.0,21.16,136774000.0,2329775000.0,161165000.0,0.0,,10.9666,2.9507,21.16,3539167000.0,0.3485265758218152,0.1506991869004369,0.2796051659197677,0.45530575200764317,0.32632372105424334,0.17587915182980074,0.40676104368223287,0.34189267646152466,0.0,3.0149600103102716,19817316000.0,5371233000.0,6375059000.0,8990402000.0,6704261000.0,39.31999999999999,39.31999999999999,0.0,1.8260161,256.68,56.32,11.45141,272781.3,43.902,12.5232,13.2672
2023-03-26,19243361000.0,13730027000.0,4441329000.0,10835973000.0,8407388000.0,,,5305648000.0,14221259000.0,6318796000.0,4320255000.0,3708394000.0,,537201000.0,27.2,136314000.0,4056213000.0,252828000.0,0.0,,13.5798,3.5412,27.2,4573083000.0,0.4410875292064551,0.1927103066870699,0.26076411378204983,0.44432043604578186,0.3037885042386191,0.22450625958739745,0.5138641157039499,0.3215666770431507,0.0,3.091423085297216,21447090000.0,5683275000.0,6792845000.0,9537903000.0,7129068000.0,42.5,42.5,0.0,1.8260161,256.68,56.32,11.45141,272781.3,43.902,12.5232,13.2672
2023-06-25,18781643000.0,13228412000.0,4184918000.0,10571471000.0,8210172000.0,,,5337056000.0,-12218554000.0,-5591890000.0,-4221237000.0,-3517728000.0,,-580075000.0,-25.54,-274462000.0,-2396638000.0,-147312000.0,0.0,3.161,18.3306,4.7444,-25.54,-4368549000.0,-0.42845972045409036,-0.1872960741507013,0.2879005158875592,0.4576556276626514,0.3454776236206019,-0.22475334026953872,-0.5141472066602258,0.3575340420805932,0.0,3.160972807591451,17428516000.0,4510931000.0,5174860000.0,7776925000.0,5517292000.0,33.209999999999994,33.209999999999994,0.0,1.8260161,256.68,56.32,11.45141,272781.3,43.902,12.5232,13.2672
2023-09-24,18538457000.0,12993562000.0,4247177000.0,10491127000.0,8047330000.0,,,5126150000.0,3482062000.0,1654702000.0,1023029000.0,887398000.0,,138232000.0,6.66,133166000.0,951163000.0,90479000.0,0.0,,20.6326,5.1755,6.66,1113508000.0,0.11027235120219998,0.04786795362742433,0.25484842027511284,0.47520750635686554,0.29379976577097133,0.05518415043927334,0.1271265127688314,0.31978408196063135,0.0,3.05934082803707,15836457000.0,3972450000.0,4500049000.0,7094792000.0,4857209000.0,29.479999999999997,29.479999999999997,0.0,1.8260161,256.68,56.32,11.45141,272781.3,43.902,12.5232,13.2672
2023-12-24,18783852000.0,13054612000.0,4272383000.0,10561374000.0,8222478000.0,,,5623289000.0,7240321000.0,3412157000.0,2080241000.0,1841664000.0,,271017000.0,13.88,132693000.0,2405003000.0,181420000.0,0.0,,29.7253,7.18,13.88,2261661000.0,0.2239791945931628,0.09804506551691314,0.254362203001773,0.47127150854223177,0.2873133663548895,0.11074624097336372,0.25299441360621455,0.3123702664564182,0.0,3.0555809252119954,12725088000.0,2919728000.0,3202288000.0,5793765000.0,3579703000.0,22.199999999999996,22.199999999999996,0.0,1.8260161,256.68,56.32,11.45141,272781.3,43.902,12.5232,13.2672
2024-03-31,18279650000.0,12488436000.0,4430089000.0,10257549000.0,8022101000.0,,,5672232000.0,11033879000.0,5212693000.0,3137353000.0,2807490000.0,,398376000.0,21.22,132282000.0,3789839000.0,271342000.0,0.0,,35.5552,9.013,21.22,3408695000.0,0.34996941574283347,0.1535855445809958,0.25444270324153456,0.4724261522171849,0.2843381733658671,0.1716309119704152,0.39108869359784926,0.3089298876668849,0.0,2.819003410540962,9537708000.0,2018824000.0,2019386000.0,4687662000.0,2415315000.0,16.219999999999995,16.219999999999995,0.0,1.8260161,256.68,56.32,11.45141,272781.3,43.902,12.5232,13.2672
2024-06-30,18744728000.0,12883220000.0,4338438000.0,10205274000.0,8539454000.0,,,5847856000.0,-6850876000.0,-3226761000.0,-1976710000.0,-1708780000.0,,-275175000.0,-12.759999999999998,-266146000.0,-2493736000.0,-183542000.0,0.0,2.9696,36.1259,9.2773,-12.759999999999998,-2160252000.0,-0.20010412843725137,-0.09116056525333416,0.2494250370317606,0.4709997670370913,0.2885339042773508,-0.10545418423782943,-0.2314796707143103,0.315324930709591,0.0,2.9695526362252957,14905386000.0,3827772000.0,4263913000.0,7052791000.0,4623612000.0,28.999999999999993,28.999999999999993,0.0,1.8260161,256.68,56.32,11.45141,272781.3,43.902,12.5232,13.2672
2024-09-29,19532489000.0,13492368000.0,5342668000.0,11060598000.0,8471891000.0,,,6067471000.0,4167976000.0,2002683000.0,1264197000.0,1116444000.0,,177834000.0,0.86,1304066000.0,1568471000.0,94295000.0,0.0,,25.9894,6.7624,0.86,1358492000.0,0.13178214875521888,0.05715830685991939,0.26786238692353315,0.48049292990170767,0.30331196724741216,0.06472278059391202,0.14922252894896781,0.3259356579788367,0.0,2.525398920539326,15591300000.0,4056818000.0,4505081000.0,7400772000.0,4868596000.0,23.199999999999996,23.199999999999996,0.0,1.8260161,256.68,56.32,11.45141,272781.3,43.902,12.5232,13.2672
2024-12-29,19839916000.0,13612847000.0,5350296000.0,11031890000.0,8808026000.0,,,5665379000.0,8544023000.0,4075664000.0,2598081000.0,2307462000.0,,334962000.0,1.78,1297767000.0,2310413000.0,190495000.0,0.0,,21.6217,5.7273,1.78,2788576000.0,0.26197265993538166,0.11630402064202287,0.27006739097027244,0.4770193151399522,0.304081695472964,0.13095221774124446,0.29496745354748044,0.3263773985627145,0.0,2.544316613510729,16895002000.0,4522616000.0,5022921000.0,8064279000.0,5395511000.0,11.099999999999996,11.099999999999996,0.0,1.8260161,256.68,56.32,11.45141,272781.3,43.902,12.5232,13.2672
2025-03-30,19968310000.0,13460322000.0,5489845000.0,10457205000.0,9511105000.0,,,5450718000.0,13264198000.0,6389350000.0,4159840000.0,3638129000.0,,541019000.0,2.81,1294545000.0,3619076000.0,287838000.0,0.0,,20.0221,5.4431,2.81,4447678000.0,0.3825138088581716,0.18219513819647232,0.27428186762592055,0.48169893121318,0.31361413633903834,0.20832208634581495,0.4373666361584695,0.3353145060108421,0.0,2.451858294724168,19125321000.0,5353255000.0,6045408000.0,9240936000.0,6434494000.0,-7.310000000000003,-7.310000000000003,0.0,1.8260161,256.68,56.32,11.45141,272781.3,43.902,12.5232,13.2672
2025-06-29,21345260000.0,14516995000.0,6568425000.0,11483641000.0,9861619000.0,,,6390659000.0,-7540606000.0,-3488638000.0,-2121150000.0,-1703818000.0,,-453903000.0,-1.2999999999999998,-2606236000.0,-1324696000.0,-186351000.0,0.0,2.2101,23.0486,6.699,-1.2999999999999998,-2307501000.0,-0.17277264514072183,-0.07982184335070175,0.22595239692937147,0.4626469013233154,0.28129702042514887,-0.09937335033632759,-0.2150914570923902,0.3060100209452662,0.0,2.210118102893768,18435591000.0,5358217000.0,5900968000.0,8979059000.0,6287245000.0,4.149999999999995,4.149999999999995,0.0,1.8260161,256.68,56.32,11.45141,272781.3,43.902,12.5232,13.2672
2025-09-28,21900211000.0,14806714000.0,6707910000.0,11707459000.0,10192752000.0,,,6693046000.0,5324173000.0,2684879000.0,1829088000.0,1568660000.0,,290502000.0,1.24,1269313000.0,1778964000.0,101644000.0,0.0,,28.4084,8.4252,1.24,1930732000.0,0.15389955529183874,0.07162762039141997,0.2946297950874249,0.5042809465432472,0.34354405839179153,0.08351919531734192,0.17944986790613565,0.3626350984462751,0.0,2.2073513210523097,19591788000.0,5810433000.0,6465859000.0,9661255000.0,6859485000.0,4.529999999999995,4.529999999999995,0.0,1.8260161,256.68,56.32,11.45141,272781.3,43.902,12.5232,13.2672
2025-12-28,21391171000.0,14018023000.0,6213153000.0,11245745000.0,10145426000.0,,,6180440000.0,10668964000.0,5336041000.0,3639291000.0,3162654000.0,,533121000.0,2.5,1265526000.0,3259009000.0,205569000.0,0.0,,35.5518,10.7438,2.5,3844860000.0,0.3117320061276875,0.1478485679909716,0.296434967818806,0.5001461247783758,0.34111006466982174,0.17013051786645994,0.3587124877752792,0.3603780085864007,0.0,2.2561850641695127,21716729000.0,6665625000.0,7507069000.0,10921632000.0,7915769000.0,5.249999999999995,5.249999999999995,0.0,1.8260161,256.68,56.32,11.45141,272781.3,43.902,12.5232,13.2672
