report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2010-06-30,4474486000.0,597502000.0,311471000.0,,1901349000.0,,398204000.0,,1190634000.0,144062000.0,45320000.0,67203000.0,32703000.0,0.42,,223349000.0,210987000.0,103833000.0,12362000.0,0.0,,0.7746,,0.42,247895000.0,0.023835708226106832,0.010128537668907669,0.03806375426873414,0.12099604076483621,0.032196323778865325,0.075768309763226,0.010382703668801663,0.2082042004511882,0.0,1.918323054152714,,,,,,,,,,,1.4124875,20.605,11.65,3.73977,1971.0122,1.0686,0.2832
2010-09-30,4489679000.0,541894000.0,308927000.0,,1908792000.0,,355442000.0,,1828890000.0,254524000.0,93665000.0,99615000.0,67140000.0,0.88,,369706000.0,285284000.0,157675000.0,84422000.0,0.0,,0.967,,0.88,412199000.0,0.04907030205491222,0.020862293273082554,0.0512141244142622,0.13916856672626565,0.056690912646538874,0.13334297293785807,0.046160239270814536,0.22538206234382605,0.0,1.7541166683391223,,,,,,,,,,,1.4124875,20.605,11.65,3.73977,1971.0122,1.0686,0.2832
2010-12-31,4462879000.0,465953000.0,691529000.0,,1777766000.0,,246385000.0,,2459111000.0,153226000.0,-59467000.0,130215000.0,66178000.0,-0.76,,493178000.0,362955000.0,212387000.0,130223000.0,0.0,0.6734,1.1152,,-0.76,365613000.0,-0.03345040910896035,-0.013324806699890362,-0.02418231629235118,0.062309509412141216,0.03433344260509864,0.08619019601004857,0.05295531596581041,0.148676899904071,0.0,0.6738010987247101,,,,,,,,,,,1.4124875,20.605,11.65,3.73977,1971.0122,1.0686,0.2832
2011-03-31,4434787000.0,421154000.0,1010086000.0,,1848077000.0,,234478000.0,,667023000.0,122735000.0,51528000.0,29026000.0,38237000.0,0.48,,102290000.0,54524000.0,53158000.0,47766000.0,0.0,,1.1487,,0.48,175893000.0,0.027881955134986258,0.011619047318394322,0.0772507094957745,0.18400414978194155,0.02767551181150301,0.06641227611187196,0.07161072406798566,0.26369855312335555,0.0,0.41694865585702606,6145658000.0,131046000.0,674547000.0,274773000.0,1201600000.0,326059000.0,1.02,1.02,0.0,2.0687881641052694,1.4124875,20.605,11.65,3.73977,1971.0122,1.0686,0.2832
2011-06-30,4547468000.0,485485000.0,309017000.0,,1938109000.0,,321985000.0,,1354902000.0,263327000.0,127517000.0,55135000.0,76557000.0,1.19,,290977000.0,107250000.0,107388000.0,183727000.0,0.0,,1.2121,140.0767,1.19,370715000.0,0.0657945450952449,0.028041318817416637,0.09411529394745893,0.1943513257785434,0.05790628982985697,0.13586800329599624,0.13560168927346775,0.27361019468566733,0.0,1.5710624334583534,6309926000.0,213243000.0,793812000.0,446138000.0,1324420000.0,313991000.0,1.79,1.79,0.0,2.5281361567688245,1.4124875,20.605,11.65,3.73977,1971.0122,1.0686,0.2832
2011-09-30,4484261000.0,370332000.0,363670000.0,4484261000.0,1990915000.0,1922192000.0,207821000.0,,2065807000.0,393662000.0,198320000.0,78649000.0,114835000.0,1.85,,438072000.0,203509000.0,159583000.0,234563000.0,1922192000.0,,0.9746,58.1283,1.85,553245000.0,0.0996124897346195,0.044225793280096765,0.09600122373484067,0.19056088008221483,0.08778748605400087,0.10060087802352453,0.11354545705382933,0.2678105941164881,0.9654817006250894,1.0183188055104904,6546843000.0,317898000.0,932950000.0,596279000.0,1465466000.0,293025000.0,2.76,2.76,1.3116592264849543,3.183858032591076,1.4124875,20.605,11.65,3.73977,1971.0122,1.0686,0.2832
2011-12-31,4606346000.0,415789000.0,426340000.0,4606346000.0,1971631000.0,1998606000.0,238440000.0,,-1345475000.0,-280143000.0,-135014000.0,-63246000.0,-82748000.0,-1.2600000000000002,,-263974000.0,-72202000.0,-108653000.0,-336176000.0,1998606000.0,0.9765,1.0867,12.2985,-1.2600000000000002,-388796000.0,-0.0684783308844302,-0.029310433910088387,0.10034671770192682,0.20821122651851576,-0.060816751498910415,-0.07056077508723031,0.249856742042773,0.28896560694178636,1.0136815661754153,0.9752521461744148,2742257000.0,242351000.0,499581000.0,129880000.0,711057000.0,99564000.0,2.26,2.26,2.810753568279336,5.017687115824997,1.4124875,20.605,11.65,3.73977,1971.0122,1.0686,0.2832
2012-03-31,4649963000.0,377206000.0,394580000.0,4649963000.0,2064498000.0,1986019000.0,217451000.0,,736059000.0,142615000.0,78619000.0,18043000.0,46854000.0,0.74,,122624000.0,119659000.0,53337000.0,2965000.0,1986019000.0,,1.1796,12.3102,0.74,195952000.0,0.038081412527403755,0.016907446360325876,0.10681073120497134,0.19375484845644167,0.030670136515064745,0.035209085654991694,0.00402820969514672,0.2662177896065397,0.9619864005680799,0.955968371432916,2811293000.0,269442000.0,519461000.0,85079000.0,731116000.0,88581000.0,2.5199999999999996,2.5199999999999996,2.7164211971834837,5.8642485408834855,1.4124875,20.605,11.65,3.73977,1971.0122,1.0686,0.2832
2012-06-30,4782989000.0,377409000.0,383637000.0,4782989000.0,2143154000.0,2059433000.0,204126000.0,,1448610000.0,270630000.0,145286000.0,35866000.0,93153000.0,1.37,,230886000.0,254178000.0,110128000.0,-23292000.0,2059433000.0,,1.2006,13.0916,1.37,380758000.0,0.06779074205586719,0.030375566408369328,0.10029338469291252,0.18682046927744528,0.05658177344752413,0.06439604938577119,-0.016078861805454883,0.26284369153878545,0.960935611719923,0.9837659037058469,2905001000.0,287211000.0,526764000.0,-121940000.0,741159000.0,69312000.0,2.7,2.7,2.7786655764822394,7.599896121883656,1.4124875,20.605,11.65,3.73977,1971.0122,1.0686,0.2832
2012-09-30,4968196000.0,439127000.0,436588000.0,4968196000.0,2198881000.0,2129475000.0,217432000.0,,2155654000.0,369296000.0,191732000.0,55819000.0,124491000.0,1.81,,337760000.0,364952000.0,172527000.0,-27192000.0,2129475000.0,,1.177,14.1427,1.81,541823000.0,0.08719525977076523,0.038591875199770705,0.08894377298026492,0.1713150626213669,0.07433201105592452,0.08532015388752681,-0.01261426926584693,0.2513497064000067,0.9684357634633252,1.005815551503935,2994848000.0,280623000.0,502398000.0,-383695000.0,729737000.0,46482000.0,2.66,2.66,2.9181403711200065,10.808441977539692,1.4124875,20.605,11.65,3.73977,1971.0122,1.0686,0.2832
2012-12-31,5644057000.0,487140000.0,499619000.0,5644057000.0,2250929000.0,2649073000.0,260467000.0,,-1440858000.0,-339952000.0,-203666000.0,-28288000.0,-111943000.0,-1.8800000000000003,,-184081000.0,-265804000.0,-90644000.0,-449885000.0,2649073000.0,0.974,1.2989,17.7739,-1.8800000000000003,-430596000.0,-0.09048086367895211,-0.036085035994498284,0.1413505008821133,0.23593719853032014,-0.06023185095402119,-0.06937793086615067,0.3122340994046603,0.29884693703335097,1.1768798571611987,0.975022967501236,2899465000.0,211971000.0,442589000.0,-497404000.0,687937000.0,81440000.0,2.04,2.04,3.850749414553949,5.434540766208252,1.4124875,20.605,11.65,3.73977,1971.0122,1.0686,0.2832
2013-03-31,5565576000.0,427458000.0,471715000.0,5565576000.0,2318614000.0,2525316000.0,247702000.0,,798246000.0,133315000.0,65271000.0,27924000.0,42767000.0,0.63,,133788000.0,62703000.0,77071000.0,71085000.0,2525316000.0,,1.4325,21.362,0.63,210386000.0,0.028150869441830335,0.011727627113527872,0.08176802639787735,0.16700991924795114,0.023953495559129907,0.02752207401841067,0.08905149540367255,0.26356035608070694,1.089148948466627,0.9061785188090267,2961652000.0,198623000.0,433289000.0,-429284000.0,702371000.0,91321000.0,1.9299999999999997,1.9299999999999997,3.5954160977603005,4.74468085106383,1.4124875,20.605,11.65,3.73977,1971.0122,1.0686,0.2832
