report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,eps,ebitda,roe,roa,roi,roic,debt_equity,current_ratio,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap
2025-12-31,115866000.0,108768000.0,8584000.0,10166000.0,-98837000.0,96358000.0,-41449000.0,-39869000.0,0.0,-17.98,2217104.0,-32700000.0,789000.0,-33489000.0,0.0,12.671,-17.98,-41449000.0,0.4033813248075114,-0.3440957657984223,-0.35773220789532734,0.41936724101298095,-0.0,12.671015843429636,1.6258389,32.44,20.15,0.06064,801.5688
