report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2011-06-30,757856000.0,578622000.0,60216000.0,111992000.0,645864000.0,,547617000.0,121745000.0,76767000.0,11005000.0,7169000.0,,4216000.0,0.33,21695000.0,15284000.0,,,,0.0,,102.4916,6.1841,0.33,11005000.0,0.011099860032452653,0.009459580711903053,0.058885375169411475,0.6305556696373568,0.09039385601051378,0.014521228307224592,0.01703919091325728,,0.09039385601051378,0.0,9.609107214029494,,,,,,,,,,,,0.894198,97.43,41.8375,5.57471,17975.549,2567.9356,3.4195,5.5359
2011-09-30,764753000.0,589381000.0,64606000.0,115063000.0,649690000.0,,550740000.0,185574000.0,119421000.0,14009000.0,9480000.0,,5103000.0,0.41,22903000.0,19707000.0,,,,0.0,,99.6386,5.3969,0.41,14009000.0,0.014591574443195986,0.012396159282801113,0.05108474247470012,0.6435222606615151,0.07549010098397405,0.018318332847337637,0.021562591389739722,,0.07549010098397405,0.0,9.1226975822679,,,,,,,,,,,,0.894198,97.43,41.8375,5.57471,17975.549,2567.9356,3.4195,5.5359
2011-12-31,771035000.0,583183000.0,61782000.0,111858000.0,659177000.0,,545280000.0,251738000.0,163571000.0,21771000.0,14656000.0,,7913000.0,0.62,23527000.0,25685000.0,,,,0.0,9.4369,114.3288,6.6317,0.62,21771000.0,0.02223378546278162,0.019008216228835268,0.05821925970652027,0.649766821059991,0.08648277177065043,0.028236072292438085,0.03302754798786972,,0.08648277177065043,0.0,9.439367453303552,,,,,,,,,,,,0.894198,97.43,41.8375,5.57471,17975.549,2567.9356,3.4195,5.5359
2012-03-31,773751000.0,584908000.0,57743000.0,107046000.0,666705000.0,,549096000.0,68629000.0,44295000.0,8602000.0,5132000.0,,3720000.0,0.2,25528000.0,6381000.0,,,,0.0,,116.4151,6.7875,0.2,8602000.0,0.007697557390450049,0.006632624707431719,0.07477888356234245,0.6454268603651517,0.12534059945504086,0.011117271577031887,0.012902258120158092,,0.12534059945504086,0.0,10.12950487504979,627686000.0,36437000.0,55387000.0,404054000.0,,55387000.0,,1.56,1.56,0.0,,0.894198,97.43,41.8375,5.57471,17975.549,2567.9356,3.4195,5.5359
2012-06-30,1141287000.0,159609000.0,85261000.0,338695000.0,802592000.0,161875000.0,103338000.0,153852000.0,101346000.0,8589000.0,-1578000.0,,9348000.0,-0.06,25797000.0,30578000.0,,,,161875000.0,,366.1441,7.6119,-0.06,8589000.0,-0.001966129739643555,-0.0013826495877023045,-0.010256610248810544,0.6587239684891975,0.05582637859761329,0.007525714390858741,0.008905436888975984,,0.05582637859761329,0.20169027351381524,1.8720047853062949,659793000.0,27690000.0,52971000.0,428633000.0,,52971000.0,,1.17,1.17,3.0559173887598874,,0.894198,97.43,41.8375,5.57471,17975.549,2567.9356,3.4195,5.5359
2012-09-30,1154659000.0,184333000.0,93028000.0,338808000.0,815851000.0,157500000.0,129462000.0,249853000.0,166465000.0,17535000.0,5201000.0,,9752000.0,0.19,26691000.0,56558000.0,,,,157500000.0,,223.4817,7.3551,0.19,17535000.0,0.006374938561085296,0.004504360161744723,0.020816239949090064,0.6662517560325472,0.07018126658475184,0.015186301756622517,0.018015083972790905,,0.07018126658475184,0.19304995642586698,1.981478694586576,724072000.0,23411000.0,56497000.0,475677000.0,,56497000.0,,0.95,0.95,2.7877586420517906,,0.894198,97.43,41.8375,5.57471,17975.549,2567.9356,3.4195,5.5359
2012-12-31,1165139000.0,199563000.0,101638000.0,338796000.0,826343000.0,153125000.0,156027000.0,-122398000.0,-77036000.0,-7286000.0,1160000.0,4832000.0,-9601000.0,0.03999999999999998,-51067000.0,-7391000.0,,,,153125000.0,1.9646,255.1101,7.218,0.03999999999999998,-7286000.0,0.001403775429815464,0.0009955893674488624,-0.009477279040507198,0.6293893691073383,0.05952711645615125,-0.0062533311476141475,-0.007438732046376196,,0.05952711645615125,0.18530440749180424,1.9634683878077097,349936000.0,9915000.0,27440000.0,235070000.0,,27440000.0,,0.37,0.37,5.580357142857143,,0.894198,97.43,41.8375,5.57471,17975.549,2567.9356,3.4195,5.5359
2013-03-31,1183858000.0,225465000.0,97719000.0,333207000.0,850651000.0,148750000.0,167394000.0,104033000.0,70427000.0,-2598000.0,-2410000.0,1755000.0,-1839000.0,0.0,27428000.0,10708000.0,,,,148750000.0,,1272.0667,7.9236,0.0,-2598000.0,-0.002833124277759034,-0.002035717121479096,-0.02316572625993675,0.6769678851902762,-0.02497284515490277,-0.0021945199508724865,-0.0025995571347236994,,-0.02497284515490277,0.1748660731604383,2.30727903478341,385340000.0,2373000.0,16240000.0,261202000.0,,16240000.0,,0.16999999999999998,0.16999999999999998,9.15948275862069,,0.894198,97.43,41.8375,5.57471,17975.549,2567.9356,3.4195,5.5359
2013-06-30,1197018000.0,244698000.0,102735000.0,330422000.0,866596000.0,142187000.0,190101000.0,213032000.0,147325000.0,12685000.0,5883000.0,3513000.0,3476000.0,0.0,28032000.0,41567000.0,,,,142187000.0,,214.9282,9.1414,0.0,12685000.0,0.006788630457560386,0.004914713061958968,0.02761556949190732,0.6915627699125014,0.05954504487588719,0.01059716729405907,0.012574557660071591,,0.05954504487588719,0.16407530152458585,2.3818367644911667,444520000.0,9834000.0,20336000.0,307181000.0,,20336000.0,,0.22999999999999998,0.22999999999999998,6.9918863099921325,,0.894198,97.43,41.8375,5.57471,17975.549,2567.9356,3.4195,5.5359
2013-09-30,1230374000.0,277570000.0,107403000.0,331055000.0,899319000.0,135625000.0,222938000.0,325333000.0,227902000.0,32455000.0,16935000.0,5249000.0,10510000.0,0.0,28137000.0,72828000.0,,,,135625000.0,,221.4954,11.2987,0.0,32455000.0,0.018830915392647102,0.013764107499020623,0.0520543566130703,0.7005191603679922,0.09975932352389705,0.026378158186047496,0.031359184651536705,,0.09975932352389705,0.15080855625200845,2.5843784624265616,520000000.0,21568000.0,35256000.0,368618000.0,,35256000.0,15349000.0,0.03999999999999998,0.03999999999999998,3.846862945314273,2.2969574565118247,0.894198,97.43,41.8375,5.57471,17975.549,2567.9356,3.4195,5.5359
