report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,,,,,,,,,,,,,,,,,,,0.0,,17.2877,1.3154,,,,,,,,,,,,,,,,,,,,,,,0.4229648,214.5,112.27,4.99241,263370.72,39.1222,3.7688,2.9725
2010-06-30,,,,,,,,,,,,,,,927000000.0,,,,0.0,,14.6837,1.1417,,,,,,,,,,,,,,,,,,,,,,,0.4229648,214.5,112.27,4.99241,263370.72,39.1222,3.7688,2.9725
2010-09-30,,,,,,,,,39508000000.0,5412000000.0,3174000000.0,560000000.0,1394000000.0,3.43,925000000.0,4230000000.0,,,0.0,,15.4872,1.2308,3.43,5412000000.0,,,0.0803381593601296,0.1369849144477068,,,,0.1369849144477068,,,,,,,,,,,,,0.4229648,214.5,112.27,4.99241,263370.72,39.1222,3.7688,2.9725
2010-12-31,58493000000.0,23510000000.0,17732000000.0,35844000000.0,21385000000.0,,116000000.0,4083000000.0,14818000000.0,1774000000.0,1199000000.0,,433000000.0,1.31,-929300000.0,1676000000.0,,,116000000.0,1.3259,16.6226,1.3905,1.31,1774000000.0,0.05606733691840075,0.020498179269314278,0.08091510325280064,0.1197192603590228,0.030328415365941223,0.08250779033533324,,0.1197192603590228,0.005424362871171382,1.3258515677870517,,,,,,,,,,,0.4229648,214.5,112.27,4.99241,263370.72,39.1222,3.7688,2.9725
2011-03-31,60664000000.0,25005000000.0,18916000000.0,37219000000.0,22126000000.0,,346000000.0,4440000000.0,13344000000.0,1779000000.0,1012000000.0,,529000000.0,1.11,914900000.0,1361000000.0,,,346000000.0,,17.1447,1.4644,1.11,1779000000.0,0.04573804573804574,0.016682051958327837,0.07583932853717026,0.133318345323741,0.02932546485559805,0.07916518333926664,,0.133318345323741,0.0156377112898852,1.3218968069359271,,,,,,,,,,,0.4229648,214.5,112.27,4.99241,263370.72,39.1222,3.7688,2.9725
2011-06-30,62147000000.0,26429000000.0,20214000000.0,38060000000.0,22723000000.0,9492000000.0,1270000000.0,5396000000.0,28420000000.0,3999000000.0,2330000000.0,,1178000000.0,2.55,912400000.0,2619000000.0,,,10762000000.0,,17.0151,1.5013,2.55,3999000000.0,0.10253927738414823,0.037491753423334995,0.08198451794510908,0.14071076706544686,0.0643474343089771,0.11942660892937136,,0.14071076706544686,0.4736170400035207,1.3074601761155635,96090000000.0,7715000000.0,12964000000.0,,12964000000.0,,8.4,8.4,0.8301450169700709,,0.4229648,214.5,112.27,4.99241,263370.72,39.1222,3.7688,2.9725
2011-09-30,61948000000.0,26424000000.0,20064000000.0,38033000000.0,22590000000.0,9501000000.0,1228000000.0,5966000000.0,43224000000.0,6201000000.0,3654000000.0,,1821000000.0,4.02,909100000.0,4578000000.0,,,10729000000.0,,13.1367,1.1765,4.02,6201000000.0,0.16175298804780877,0.058984955123652094,0.0845363686840644,0.14346196557468074,0.10010008394137018,0.18611002731174406,,0.14346196557468074,0.47494466578131916,1.3169856459330143,99806000000.0,8195000000.0,13753000000.0,,13753000000.0,,8.99,8.99,0.7801207009379771,,0.4229648,214.5,112.27,4.99241,263370.72,39.1222,3.7688,2.9725
2011-12-31,61452000000.0,25758000000.0,18616000000.0,38274000000.0,21880000000.0,9501000000.0,630000000.0,5960000000.0,-26798000000.0,-3880000000.0,-2017000000.0,,-1297000000.0,-2.1899999999999995,-1829600000.0,-1968000000.0,,,10131000000.0,1.3836,13.5868,1.2133,-2.1899999999999995,-3880000000.0,-0.09218464351005484,-0.0328223654234199,0.0752668109560415,0.1447869243973431,-0.06313870988739179,-0.12120833463496923,,0.1447869243973431,0.46302559414990857,1.3836484744305972,58190000000.0,4979000000.0,8099000000.0,,8099000000.0,,5.49,5.49,1.250895172243487,,0.4229648,214.5,112.27,4.99241,263370.72,39.1222,3.7688,2.9725
2012-03-31,61724000000.0,27847000000.0,18330000000.0,37932000000.0,22492000000.0,9491000000.0,221000000.0,6285000000.0,12424000000.0,1702000000.0,330000000.0,,315000000.0,0.36,,1312000000.0,,,9712000000.0,,17.5464,1.3586,0.36,1702000000.0,0.01467188333629735,0.005346380662303156,0.026561493882807468,0.1369929169349646,0.02757436329466658,0.05285057756800397,,0.1369929169349646,0.4317979726124844,1.519203491543917,57270000000.0,4297000000.0,8022000000.0,,8022000000.0,,4.74,4.74,1.2106706556968336,,0.4229648,214.5,112.27,4.99241,263370.72,39.1222,3.7688,2.9725
2012-06-30,74653000000.0,39142000000.0,19793000000.0,50690000000.0,22604000000.0,20450000000.0,210000000.0,5966000000.0,26223000000.0,3892000000.0,1658000000.0,,773000000.0,1.83,,3026000000.0,,,20660000000.0,,15.8859,1.2478,1.83,3892000000.0,0.0733498495841444,0.022209422260324435,0.06322693818403692,0.14841932654539908,0.05213454248322238,0.08995931952662722,,0.14841932654539908,0.9139975225623783,1.977567827009549,55073000000.0,3625000000.0,7915000000.0,,7915000000.0,,4.02,4.02,2.6102337334175614,,0.4229648,214.5,112.27,4.99241,263370.72,39.1222,3.7688,2.9725
