report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-06-30,12158200000.0,1086786000.0,1227109000.0,12158200000.0,3479548000.0,3326524000.0,4616000.0,50502000.0,1440949000.0,260941000.0,108783000.0,115295000.0,44657000.0,1.04,104857000.0,201414000.0,229964000.0,3331140000.0,,14.6408,1.2537,1.04,490905000.0,0.0312635434257553,0.008947294829826783,0.07549399735868514,0.1810896846453275,0.02146214077741771,0.03831345673153726,0.3406817312757079,0.9573484831937942,0.8856474852682199,,,,,,,,,,0.48229334,103.97,85.323,1.24464,12416.943,20.14,1.5066,2.3253
2010-09-30,12435487000.0,1243332000.0,967807000.0,12435487000.0,3716926000.0,3463306000.0,0.0,195915000.0,2580034000.0,664566000.0,342703000.0,169623000.0,168143000.0,3.22,106318000.0,569500000.0,350762000.0,3463306000.0,,14.1397,1.4085,3.22,1015328000.0,0.09220065182895759,0.027558470367907584,0.132828869697066,0.2575803264608141,0.05344109161145036,0.09255494808524292,0.3935327984049823,0.9317661960447962,1.2846900260072514,,,,,,,,,,0.48229334,103.97,85.323,1.24464,12416.943,20.14,1.5066,2.3253
2010-12-31,12362703000.0,931930000.0,1310736000.0,12362703000.0,3683327000.0,3045794000.0,16600000.0,110188000.0,3263645000.0,723884000.0,350053000.0,227635000.0,164321000.0,3.27,107138000.0,750457000.0,472807000.0,3062394000.0,0.7069,12.8384,1.4132,3.27,1196691000.0,0.09503717698700115,0.028315247887132772,0.1072582955560424,0.2218023099938872,0.058553861562475454,0.10731010072903993,0.3666731522576751,0.8314206151123699,0.7109974853822585,,,,,,,,,,0.48229334,103.97,85.323,1.24464,12416.943,20.14,1.5066,2.3253
2011-03-31,12302890000.0,958017000.0,1674212000.0,12302890000.0,3631411000.0,2845479000.0,17300000.0,114193000.0,659575000.0,37141000.0,-15135000.0,57501000.0,-5649000.0,-0.14,108832000.0,243496000.0,123298000.0,2862779000.0,,13.8334,1.449,-0.14,160439000.0,-0.0041678014413681075,-0.0012301987581779565,-0.022946594397907742,0.05631050297540083,0.003018884180871324,0.00571911200627022,0.24324602964029868,0.7883379215406904,0.5722196472131367,7944203000.0,786404000.0,1686532000.0,2863363000.0,570054000.0,7.390000000000001,7.390000000000001,0.9997960440223611,2.958547786700909,0.48229334,103.97,85.323,1.24464,12416.943,20.14,1.5066,2.3253
2011-06-30,12374585000.0,976639000.0,1814213000.0,12374585000.0,3746067000.0,2503565000.0,,85818000.0,1448646000.0,232776000.0,71550000.0,113785000.0,44813000.0,0.65,109540000.0,456003000.0,245617000.0,2503565000.0,,15.7231,1.51,0.65,478393000.0,0.019100032113680828,0.005782012083637552,0.049390948513301385,0.16068521916327386,0.01881081264543417,0.03724635306526848,0.330234577667698,0.6683182655302214,0.5383265360792806,7951900000.0,749171000.0,1658367000.0,2850851000.0,568544000.0,7.0,7.0,0.8781816376934466,2.916866592559239,0.48229334,103.97,85.323,1.24464,12416.943,20.14,1.5066,2.3253
2011-09-30,13150363000.0,1591235000.0,1783268000.0,13150363000.0,3894085000.0,3046587000.0,,564712000.0,2573487000.0,667793000.0,326909000.0,168880000.0,176229000.0,2.98,109683000.0,920506000.0,370107000.0,3046587000.0,,14.1804,1.4531,2.98,1037900000.0,0.08395014489925104,0.024859313769513433,0.12702959059051008,0.2594895563878893,0.05078133584601429,0.0962144587728681,0.40330493217956803,0.7823627373311061,0.8923139987932268,7945353000.0,733377000.0,1661594000.0,2873423000.0,567801000.0,6.76,6.76,1.060264012642761,2.926366808089454,0.48229334,103.97,85.323,1.24464,12416.943,20.14,1.5066,2.3253
2011-12-31,13111018000.0,956470000.0,1342705000.0,13111018000.0,3821850000.0,3019054000.0,,33583000.0,-1440329000.0,-191202000.0,-43851000.0,-116529000.0,-31789000.0,-0.40000000000000036,-218191000.0,-494422000.0,-245238000.0,3019054000.0,0.7118,15.3773,1.6132,-0.40000000000000036,-436440000.0,-0.011473762706542642,-0.0033445915488789658,0.030445127467405016,0.13274883724482392,-0.014583306956027366,-0.027949814819795745,0.30301410302784987,0.7899457069220404,0.7123456008579695,3241379000.0,339473000.0,746508000.0,1240292000.0,223637000.0,3.09,3.09,2.434147765203678,3.3380344039671432,0.48229334,103.97,85.323,1.24464,12416.943,20.14,1.5066,2.3253
2012-03-31,13183914000.0,904800000.0,1157899000.0,13183914000.0,3744917000.0,3341198000.0,216600000.0,20710000.0,620631000.0,48007000.0,-8257000.0,53816000.0,-4645000.0,-0.08,109299000.0,115335000.0,118487000.0,3557798000.0,,15.1925,1.6396,-0.08,166494000.0,-0.0022048552744960703,-0.0006262935270967332,-0.013304201691504291,0.07735192086763311,0.003641331398247895,0.006573856435585943,0.26826568444051296,0.9500338725798195,0.7814153047891051,3202435000.0,346351000.0,757374000.0,1246347000.0,219952000.0,3.15,3.15,2.8545806264226576,3.443360369535171,0.48229334,103.97,85.323,1.24464,12416.943,20.14,1.5066,2.3253
2012-06-30,13214407000.0,947416000.0,1104323000.0,13214407000.0,3778035000.0,3371412000.0,109000000.0,11228000.0,1499207000.0,302496000.0,114088000.0,103369000.0,72044000.0,1.04,110183000.0,458635000.0,239743000.0,3480412000.0,,14.9743,1.7388,1.04,542239000.0,0.030197708597194044,0.00863360724397243,0.07609889761720696,0.2017706694272372,0.022891379083450358,0.04167503048517128,0.3616838768762419,0.9212228049766612,0.8579156641670961,3252996000.0,388889000.0,827094000.0,1310193000.0,209536000.0,3.54,3.54,2.656411688964908,3.947264431887599,0.48229334,103.97,85.323,1.24464,12416.943,20.14,1.5066,2.3253
2012-09-30,13460286000.0,1098852000.0,949348000.0,13460286000.0,4056242000.0,3338951000.0,,79479000.0,,527761000.0,368654000.0,148453000.0,,,,929471000.0,360570000.0,3338951000.0,,15.4725,1.7545,,888331000.0,0.09088560297930942,0.027388273919291165,,,0.03920875083932095,0.07136541264034624,,0.8231636573951948,1.157480713078871,,430634000.0,687062000.0,1160624000.0,189109000.0,,,2.8768584830229256,3.6331533665769475,0.48229334,103.97,85.323,1.24464,12416.943,20.14,1.5066,2.3253
2012-12-31,13379615000.0,1005726000.0,1083542000.0,13379615000.0,3972806000.0,3199088000.0,92175000.0,26202000.0,1181966000.0,-26509000.0,-92943000.0,-105993000.0,169918000.0,2.49,-108954689.0,-332319000.0,-237538000.0,3291263000.0,0.928,14.6334,1.6903,2.49,-264047000.0,-0.023394799544704675,-0.006946612439894571,-0.07863424159408984,-0.02242788709658315,-0.001981297668131706,-0.003649332075452477,-0.2233964428756834,0.8284479534112665,0.9281836790821214,,381542000.0,851755000.0,1333017000.0,199645000.0,,,2.469033028085913,4.266347767286934,0.48229334,103.97,85.323,1.24464,12416.943,20.14,1.5066,2.3253
2013-03-31,13300927000.0,871777000.0,891511000.0,13300927000.0,4014455000.0,3304458000.0,,25109000.0,686652000.0,86923000.0,24444000.0,45488000.0,12469000.0,0.22,110835000.0,212157000.0,124344000.0,3304458000.0,,15.3086,1.8823,0.22,211267000.0,0.006088995891098543,0.0018377666458886663,0.035598818615543246,0.12658959705935466,0.006535108417631342,0.011876490402331604,0.3076769600904097,0.8231398782649202,0.9778645468199495,,414243000.0,890671000.0,1377790000.0,191317000.0,,,2.3983756595707617,4.655472331261728,0.48229334,103.97,85.323,1.24464,12416.943,20.14,1.5066,2.3253
2013-06-30,13484762000.0,1021837000.0,1502449000.0,13484762000.0,4142726000.0,2657758000.0,30100000.0,5956000.0,,258590000.0,159991000.0,91528000.0,,,,454256000.0,249482000.0,2687858000.0,,14.2828,1.7743,,508072000.0,0.03861973975589986,0.011864577216861521,,,0.019176460066555122,0.037857670735035244,,0.6488138486590713,0.6801142667737807,,460146000.0,846765000.0,1343623000.0,179476000.0,,,2.0004554849090854,4.717984577325102,0.48229334,103.97,85.323,1.24464,12416.943,20.14,1.5066,2.3253
2013-09-30,13822671000.0,1350486000.0,1446943000.0,13822671000.0,4275804000.0,2820315000.0,,135457000.0,,542841000.0,394945000.0,138068000.0,,,,882330000.0,377971000.0,2820315000.0,,14.8893,1.7464,,920812000.0,0.09236742376404532,0.028572263638482028,,,0.03927178763062508,0.07649829434934786,,0.6595987561637531,0.9333373878584021,,486437000.0,861845000.0,1376104000.0,169091000.0,,,2.0494926255573707,5.0969300554139485,0.48229334,103.97,85.323,1.24464,12416.943,20.14,1.5066,2.3253
2013-12-31,13381377000.0,944727000.0,1580847000.0,13381377000.0,4308884000.0,2671465000.0,153125000.0,3725000.0,2767976000.0,-42031000.0,-173306000.0,-88057000.0,218122000.0,3.44,-29000.0,-395436000.0,-259475000.0,2824590000.0,0.6448,14.3403,1.6857,3.44,-301506000.0,-0.04022062325186754,-0.01295128296587115,-0.06261109200368789,-0.015184741486197858,-0.003141007087686118,-0.005892080072065869,-0.108926522484299,0.6555270459822079,0.5976081176736269,,406074000.0,846323000.0,1338645000.0,187027000.0,,,2.1100366415293075,4.525138081667353,0.48229334,103.97,85.323,1.24464,12416.943,20.14,1.5066,2.3253
2014-03-31,13359050000.0,833705000.0,1378708000.0,13359050000.0,4331661000.0,2920614000.0,,103400000.0,,69635000.0,19518000.0,47550000.0,,,,249157000.0,122394000.0,2920614000.0,,15.1745,1.7462,,192029000.0,0.004505892774157534,0.0014610320344635285,,,0.0052125712531954,0.009601814603003885,,0.6742480540374697,0.6047001975762816,,401148000.0,829035000.0,1319407000.0,189089000.0,,,2.213580798040332,4.384363976751688,0.48229334,103.97,85.323,1.24464,12416.943,20.14,1.5066,2.3253
2014-06-30,13580460000.0,917857000.0,1527704000.0,13580460000.0,4342093000.0,2874513000.0,172775000.0,9082000.0,,250029000.0,154434000.0,94913000.0,,,,487252000.0,246324000.0,3047288000.0,,16.0057,1.8531,,496353000.0,0.03556671863085383,0.01137177974825595,,,0.0184109374792901,0.03383625773254891,,0.7018016426640332,0.6008081408440379,,395591000.0,820474000.0,1307688000.0,192474000.0,,,2.330286735062186,4.26277834928354,0.48229334,103.97,85.323,1.24464,12416.943,20.14,1.5066,2.3253
2014-09-30,13980348000.0,1040932000.0,1448518000.0,13980348000.0,4491916000.0,3037801000.0,19150000.0,10471000.0,2765182000.0,751058000.0,392185000.0,141307000.0,215698000.0,3.53,110962000.0,886918000.0,371722000.0,3056951000.0,,14.4809,1.7412,3.53,1122780000.0,0.0873090681125827,0.028052592110010422,0.1418297240470971,0.2716125014556004,0.05372241091566533,0.09949281130532568,0.4060419892795483,0.6805450057391991,0.718618615716201,,392831000.0,1028691000.0,1509656000.0,195713000.0,,,2.0249321699777965,5.256119930714873,0.48229334,103.97,85.323,1.24464,12416.943,20.14,1.5066,2.3253
