report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2012-09-30,8965000000.0,2968000000.0,1395000000.0,8965000000.0,1915000000.0,2839000000.0,141000000.0,928000000.0,,4917000000.0,925000000.0,425000000.0,510000000.0,134000000.0,32000000.0,3.2,159644166.0,661000000.0,270000000.0,,391000000.0,2980000000.0,,0.9196,9.4433,3.2,425000000.0,0.26631853785900783,0.05688789737869492,0.10372178157413056,0.18812283912955055,0.08643481797844214,0.047406581148912434,0.08682328907048008,0.07952003254016676,0.08643481797844214,1.556135770234987,2.1275985663082437,6541000000.0,694000000.0,297000000.0,956000000.0,308000000.0,297000000.0,157000000.0,4.35,4.35,10.033670033670033,1.89171974522293,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2012-12-31,9000000000.0,2839000000.0,1355000000.0,9000000000.0,1730000000.0,2930000000.0,168000000.0,959000000.0,,-3440000000.0,-604000000.0,-274000000.0,-481000000.0,-84000000.0,114000000.0,-3.0300000000000002,-318339219.0,-556000000.0,-198000000.0,,-754000000.0,3098000000.0,2.0952,1.1069,19.0967,-3.0300000000000002,-274000000.0,-0.27803468208092486,-0.05344444444444445,0.13982558139534884,0.1755813953488372,0.07965116279069767,-0.030444444444444444,-0.056752278376139186,0.2191860465116279,0.07965116279069767,1.7907514450867053,2.09520295202952,6418000000.0,605000000.0,511000000.0,1192000000.0,-35000000.0,511000000.0,185000000.0,3.7900000000000005,3.7900000000000005,6.062622309197652,2.7621621621621624,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2013-03-31,9068000000.0,2986000000.0,1351000000.0,,1835000000.0,2959000000.0,112000000.0,978000000.0,,1605000000.0,333000000.0,184000000.0,142000000.0,43000000.0,77000000.0,0.0,160201636.0,147000000.0,74000000.0,,73000000.0,3071000000.0,,1.075,21.3989,0.0,184000000.0,0.07738419618528611,0.015659461843846492,0.08847352024922119,0.20747663551401868,0.1146417445482866,0.020291133656815175,0.03750509580105993,0.04548286604361371,0.1146417445482866,1.6735694822888283,2.210214655810511,6390000000.0,564000000.0,597000000.0,1255000000.0,-71000000.0,597000000.0,183000000.0,2.64,2.64,5.144053601340033,3.262295081967213,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2013-06-30,9322000000.0,3180000000.0,1544000000.0,,1985000000.0,2860000000.0,224000000.0,1107000000.0,,3258000000.0,652000000.0,353000000.0,275000000.0,87000000.0,152000000.0,1.0,160138959.0,376000000.0,149000000.0,,227000000.0,3084000000.0,,1.1385,31.1148,1.0,353000000.0,0.1385390428211587,0.029500107273117356,0.08440761203192143,0.20012277470841006,0.10834868017188459,0.03786741042694701,0.06963898204774117,0.06967464702271332,0.10834868017188459,1.5536523929471033,2.0595854922279795,6340000000.0,446000000.0,688000000.0,1306000000.0,-63000000.0,688000000.0,180000000.0,1.17,1.17,4.482558139534884,3.8222222222222224,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2013-09-30,9512000000.0,3228000000.0,1597000000.0,,2084000000.0,2870000000.0,224000000.0,1100000000.0,,4894000000.0,998000000.0,564000000.0,447000000.0,130000000.0,209000000.0,2.0,159846593.0,608000000.0,259000000.0,,349000000.0,3094000000.0,,1.3173,30.3021,2.0,564000000.0,0.21449136276391556,0.0469932716568545,0.0913363302002452,0.20392317123007764,0.11524315488353086,0.059293523969722456,0.10892236384704519,0.07131181038005721,0.11524315488353086,1.4846449136276392,2.02128991859737,6317000000.0,383000000.0,827000000.0,1379000000.0,-105000000.0,827000000.0,176000000.0,-0.03000000000000025,-0.03000000000000025,3.7412333736396612,4.698863636363637,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2013-12-31,9018000000.0,3182000000.0,1545000000.0,9018000000.0,2699000000.0,2887000000.0,177000000.0,984000000.0,,-3247000000.0,-618000000.0,407000000.0,237000000.0,-88000000.0,70000000.0,3.91,-320852969.0,-369000000.0,-112000000.0,,-481000000.0,3064000000.0,2.0595,1.3396,7.9209,3.91,407000000.0,0.08781030011115228,0.026280771789753826,-0.07299045272559286,0.19032953495534338,-0.12534647366800122,0.045131958305611,0.07062293944126323,0.14813674160763782,-0.12534647366800122,1.1352352723230825,2.0595469255663432,6510000000.0,1101000000.0,1508000000.0,1365000000.0,168000000.0,1508000000.0,172000000.0,6.91,6.91,2.0318302387267906,8.767441860465116,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2014-03-31,9129000000.0,3246000000.0,1510000000.0,,2812000000.0,2881000000.0,157000000.0,998000000.0,,1705000000.0,378000000.0,243000000.0,196000000.0,39000000.0,78000000.0,1.0,156812915.0,164000000.0,78000000.0,,86000000.0,3038000000.0,,1.3095,7.4942,1.0,243000000.0,0.06970128022759602,0.021470040530178553,0.11495601173020528,0.2217008797653959,0.14252199413489736,0.026618468616496877,0.04153846153846154,0.05043988269794721,0.14252199413489736,1.0803698435277382,2.1496688741721854,6610000000.0,1155000000.0,1567000000.0,1410000000.0,181000000.0,1567000000.0,168000000.0,7.91,7.91,1.9387364390555202,9.327380952380953,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2014-06-30,9333000000.0,3339000000.0,1543000000.0,,2955000000.0,2880000000.0,158000000.0,1064000000.0,,3474000000.0,786000000.0,502000000.0,455000000.0,79000000.0,172000000.0,2.0,156424665.0,417000000.0,130000000.0,,287000000.0,3038000000.0,,1.4902,7.8246,2.0,502000000.0,0.15397631133671744,0.048751741133611914,0.13097294185377087,0.22625215889464595,0.1445020149683362,0.05378763527268831,0.08376439179042217,0.08261370178468624,0.1445020149683362,1.028087986463621,2.1639662994167206,6826000000.0,1335000000.0,1716000000.0,1544000000.0,241000000.0,1716000000.0,160000000.0,8.91,8.91,1.7703962703962703,10.725,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2014-09-30,9710000000.0,3687000000.0,2189000000.0,,2944000000.0,2639000000.0,765000000.0,1510000000.0,,5243000000.0,1222000000.0,812000000.0,708000000.0,120000000.0,262000000.0,4.0,156325511.0,796000000.0,189000000.0,,607000000.0,3404000000.0,,1.3246,6.6704,4.0,812000000.0,0.24048913043478262,0.07291452111225541,0.1350371924470723,0.2330726683196643,0.1548731642189586,0.08362512873326468,0.12791430371770637,0.11577341216860576,0.1548731642189586,1.15625,1.6843307446322522,7175000000.0,1596000000.0,1964000000.0,1768000000.0,499000000.0,1964000000.0,150000000.0,10.91,10.91,1.7331975560081467,13.093333333333334,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2014-12-31,8818000000.0,2698000000.0,1338000000.0,,2818000000.0,2608000000.0,137000000.0,780000000.0,,-3620000000.0,-770000000.0,-799000000.0,-735000000.0,-91000000.0,-198000000.0,-3.0,-313396098.0,-415000000.0,-143000000.0,,-558000000.0,2745000000.0,2.0164,1.3543,14.7625,-3.0,-799000000.0,-0.2608232789212207,-0.08335223406668178,0.20303867403314918,0.212707182320442,0.2207182320441989,-0.0906101156724881,-0.1436275390976092,0.1541436464088398,0.2207182320441989,0.9740951029098651,2.01644245142003,6802000000.0,624000000.0,758000000.0,1616000000.0,422000000.0,758000000.0,147000000.0,4.0,4.0,3.6213720316622693,5.156462585034014,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2015-03-31,8626000000.0,2696000000.0,1195000000.0,,2861000000.0,2536000000.0,128000000.0,851000000.0,,1450000000.0,381000000.0,257000000.0,236000000.0,27000000.0,72000000.0,1.0,153901562.0,270000000.0,64000000.0,,206000000.0,2664000000.0,,1.3276,13.0896,1.0,257000000.0,0.08248864033554701,0.027359146765592396,0.16275862068965516,0.26275862068965516,0.17724137931034484,0.02979364711337816,0.0465158371040724,0.14206896551724138,0.17724137931034484,0.9311429570080392,2.2560669456066944,6547000000.0,664000000.0,772000000.0,1619000000.0,542000000.0,772000000.0,135000000.0,4.0,4.0,3.4507772020725387,5.718518518518518,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2015-06-30,8988000000.0,2923000000.0,1268000000.0,,3076000000.0,2552000000.0,123000000.0,988000000.0,,2927000000.0,756000000.0,445000000.0,441000000.0,57000000.0,96000000.0,2.0,153945466.0,553000000.0,117000000.0,,436000000.0,2675000000.0,,1.761,18.0574,2.0,445000000.0,0.14336801040312094,0.04906542056074766,0.15066621113768364,0.25828493337888625,0.15203279808677828,0.04951045838896306,0.07737784733089897,0.14895797745131534,0.15203279808677828,0.8696358907672301,2.305205047318612,6000000000.0,650000000.0,715000000.0,1589000000.0,691000000.0,715000000.0,113000000.0,4.0,4.0,3.7412587412587412,6.327433628318584,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2015-09-30,8908000000.0,2796000000.0,1516000000.0,,2766000000.0,2541000000.0,463000000.0,952000000.0,,4340000000.0,1059000000.0,631000000.0,602000000.0,86000000.0,170000000.0,3.0,153420449.0,726000000.0,168000000.0,,558000000.0,3004000000.0,,1.5381,17.5161,3.0,631000000.0,0.21764280549530007,0.06757970363718006,0.13870967741935483,0.24400921658986174,0.1453917050691244,0.07083520431073193,0.10935875216637782,0.12857142857142856,0.1453917050691244,1.0860448300795373,1.8443271767810026,5097000000.0,544000000.0,534000000.0,1426000000.0,642000000.0,534000000.0,79000000.0,3.0,3.0,5.6254681647940075,6.7594936708860756,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2015-12-31,8586000000.0,2787000000.0,1550000000.0,,2378000000.0,,513000000.0,967000000.0,,-3043000000.0,-878000000.0,-1007000000.0,-975000000.0,-51000000.0,-137000000.0,-4.0,-308979522.0,-687000000.0,-117000000.0,,-804000000.0,513000000.0,1.7981,1.7409,32.4937,-4.0,-1007000000.0,-0.4100084104289319,-0.11355695317959469,0.32040749260598095,0.2885310548800526,0.3309234308248439,-0.11728395061728394,-0.34832237979937736,0.26421294774893195,0.3309234308248439,0.21572750210260724,1.7980645161290323,5674000000.0,304000000.0,326000000.0,1318000000.0,396000000.0,326000000.0,119000000.0,2.0,2.0,1.5736196319018405,2.7394957983193278,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2016-03-31,8392000000.0,2503000000.0,1095000000.0,,2645000000.0,2487000000.0,116000000.0,716000000.0,,1404000000.0,390000000.0,287000000.0,257000000.0,33000000.0,60000000.0,1.0,148131114.0,287000000.0,70000000.0,,217000000.0,2603000000.0,,1.7156,29.7085,1.0,287000000.0,0.09716446124763706,0.030624404194470926,0.18304843304843305,0.2777777777777778,0.20441595441595442,0.03419923736892278,0.0546875,0.15455840455840456,0.20441595441595442,0.9841209829867675,2.2858447488584477,5628000000.0,325000000.0,356000000.0,1327000000.0,407000000.0,356000000.0,125000000.0,2.0,2.0,7.311797752808989,2.848,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2016-06-30,8248000000.0,2456000000.0,1087000000.0,,2602000000.0,2464000000.0,119000000.0,735000000.0,,2755000000.0,728000000.0,530000000.0,478000000.0,63000000.0,112000000.0,3.0,147592531.0,636000000.0,128000000.0,,508000000.0,2583000000.0,,1.754,28.3,3.0,530000000.0,0.18370484242890084,0.05795344325897187,0.173502722323049,0.26424682395644283,0.19237749546279492,0.06425800193986421,0.10221793635486982,0.18439201451905626,0.19237749546279492,0.9926979246733282,2.2594296228150874,5456000000.0,362000000.0,441000000.0,1299000000.0,479000000.0,441000000.0,131000000.0,3.0,3.0,5.857142857142857,3.366412213740458,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2016-09-30,8757000000.0,2978000000.0,1098000000.0,,2710000000.0,2923000000.0,92000000.0,1252000000.0,,4078000000.0,1083000000.0,776000000.0,740000000.0,91000000.0,127000000.0,5.0,146585560.0,940000000.0,186000000.0,,754000000.0,3015000000.0,,1.7801,21.7956,5.0,776000000.0,0.2730627306273063,0.08450382551101976,0.18146150073565473,0.2655713585090731,0.1902893575282001,0.08861482242777206,0.13554585152838428,0.18489455615497793,0.1902893575282001,1.1125461254612545,2.7122040072859743,5194000000.0,500000000.0,586000000.0,1323000000.0,675000000.0,586000000.0,136000000.0,5.0,5.0,5.145051194539249,4.3088235294117645,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2016-12-31,8357000000.0,2472000000.0,1077000000.0,,2588000000.0,,118000000.0,638000000.0,,-2848000000.0,-796000000.0,-700000000.0,-575000000.0,-67000000.0,-177000000.0,-3.0,-296641024.0,-970000000.0,-138000000.0,,-1108000000.0,118000000.0,2.2953,2.1128,12.6509,-3.0,-700000000.0,-0.22217928902627512,-0.06880459495034102,0.20189606741573032,0.2794943820224719,0.24578651685393257,-0.08376211559171952,-0.2586844050258684,0.3890449438202247,0.24578651685393257,0.04559505409582689,2.2952646239554317,5389000000.0,900000000.0,893000000.0,1405000000.0,371000000.0,893000000.0,120000000.0,6.0,6.0,0.13213885778275475,7.441666666666666,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2017-03-31,8288000000.0,2389000000.0,1015000000.0,,2611000000.0,2851000000.0,107000000.0,501000000.0,,1471000000.0,352000000.0,192000000.0,183000000.0,29000000.0,56000000.0,1.0,140997403.0,192000000.0,62000000.0,,130000000.0,2958000000.0,,2.3173,15.3063,1.0,192000000.0,0.07008808885484488,0.02208011583011583,0.12440516655336506,0.23929299796057105,0.13052345343303876,0.023166023166023165,0.03447656670856527,0.08837525492861999,0.13052345343303876,1.13289927230946,2.3536945812807883,5456000000.0,826000000.0,798000000.0,1367000000.0,284000000.0,798000000.0,116000000.0,6.0,6.0,3.706766917293233,6.879310344827586,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2017-06-30,8883000000.0,2583000000.0,1424000000.0,,2694000000.0,2931000000.0,384000000.0,511000000.0,,2981000000.0,719000000.0,432000000.0,414000000.0,59000000.0,96000000.0,2.0,140022556.0,490000000.0,116000000.0,,374000000.0,3315000000.0,,2.3579,15.837,2.0,432000000.0,0.15367483296213807,0.04660587639311044,0.13887957061388795,0.24119423012411942,0.1449178128144918,0.0486322188449848,0.07189216175736396,0.12546125461254612,0.1449178128144918,1.230512249443207,1.8139044943820224,5682000000.0,762000000.0,700000000.0,1358000000.0,150000000.0,700000000.0,112000000.0,5.0,5.0,4.735714285714286,6.25,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2017-09-30,9062000000.0,2613000000.0,1550000000.0,,2715000000.0,2954000000.0,435000000.0,461000000.0,,4547000000.0,1104000000.0,684000000.0,640000000.0,91000000.0,153000000.0,4.0,138988321.0,745000000.0,180000000.0,,565000000.0,3389000000.0,,2.4753,18.1253,4.0,684000000.0,0.23572744014732966,0.07062458618406532,0.14075214427094787,0.24279744886738508,0.15042885418957555,0.07548002648421982,0.11205766710353866,0.12425775236419617,0.15042885418957555,1.2482504604051565,1.6858064516129032,6151000000.0,662000000.0,608000000.0,1379000000.0,-39000000.0,608000000.0,112000000.0,4.0,4.0,5.574013157894737,5.428571428571429,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2017-12-31,9538000000.0,2792000000.0,1559000000.0,,2887000000.0,,326000000.0,576000000.0,,-2859000000.0,-660000000.0,-407000000.0,-394000000.0,-57000000.0,-92000000.0,-1.0,-281690885.0,-624000000.0,-91000000.0,,-715000000.0,326000000.0,1.7909,2.3584,17.1773,-1.0,-407000000.0,-0.1364738482854174,-0.04130845040889075,0.1378104232249038,0.23084994753410285,0.14235746764603008,-0.04267141958481862,-0.12667289137877374,0.25008744316194476,0.14235746764603008,0.11291998614478697,1.790891597177678,6140000000.0,843000000.0,901000000.0,1515000000.0,354000000.0,901000000.0,122000000.0,6.0,6.0,0.36182019977802443,7.385245901639344,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2018-03-31,9780000000.0,3006000000.0,1602000000.0,,3253000000.0,3343000000.0,425000000.0,490000000.0,,1851000000.0,515000000.0,343000000.0,363000000.0,33000000.0,65000000.0,2.0,136383735.0,143000000.0,86000000.0,,57000000.0,3768000000.0,,2.0532,13.0857,2.0,343000000.0,0.11158930218260067,0.037116564417177915,0.19611021069692058,0.2782279848730416,0.18530524041058888,0.03507157464212679,0.04885343968095713,0.03079416531604538,0.18530524041058888,1.1583154011681525,1.8764044943820224,6520000000.0,1023000000.0,1052000000.0,1678000000.0,281000000.0,1052000000.0,126000000.0,7.0,7.0,3.581749049429658,8.34920634920635,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2018-06-30,9789000000.0,3153000000.0,1610000000.0,,3380000000.0,3228000000.0,366000000.0,708000000.0,,3695000000.0,1036000000.0,701000000.0,707000000.0,65000000.0,162000000.0,5.0,136499748.0,728000000.0,165000000.0,,563000000.0,3594000000.0,,2.2083,13.3237,5.0,701000000.0,0.20917159763313609,0.07222392481356625,0.19133964817320703,0.2803788903924222,0.18971583220568336,0.07161099192971702,0.10051620303986235,0.1523680649526387,0.18971583220568336,1.0633136094674556,1.9583850931677018,7234000000.0,1316000000.0,1321000000.0,1995000000.0,470000000.0,1321000000.0,132000000.0,10.0,10.0,2.720666161998486,10.007575757575758,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2018-09-30,9824000000.0,3180000000.0,1532000000.0,,3541000000.0,3196000000.0,229000000.0,703000000.0,,5466000000.0,1552000000.0,1075000000.0,1108000000.0,95000000.0,216000000.0,8.0,136387703.0,1195000000.0,244000000.0,,951000000.0,3425000000.0,,2.1813,11.7452,8.0,1075000000.0,0.3129059587687094,0.11278501628664495,0.20270764727405782,0.2839370654957922,0.19667032564946946,0.1094258957654723,0.15432098765432098,0.17398463227222832,0.19667032564946946,0.9672408924032759,2.0757180156657964,8153000000.0,1784000000.0,1712000000.0,2443000000.0,856000000.0,1712000000.0,136000000.0,14.0,14.0,2.0005841121495327,12.588235294117647,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2018-12-31,9313000000.0,2874000000.0,1779000000.0,,2984000000.0,,561000000.0,439000000.0,,-3857000000.0,-1131000000.0,-785000000.0,-971000000.0,-68000000.0,-151000000.0,-7.0,-273854328.0,-508000000.0,-158000000.0,,-666000000.0,561000000.0,1.6155,1.6819,9.9703,-7.0,-785000000.0,-0.325402144772118,-0.1042628583700204,0.25175006481721546,0.2932330827067669,0.20352605652061187,-0.08429077633415656,-0.22143864598025387,0.17267306196525797,0.20352605652061187,0.18800268096514744,1.615514333895447,7155000000.0,1207000000.0,1334000000.0,1972000000.0,905000000.0,1334000000.0,125000000.0,8.0,8.0,0.4205397301349325,10.672,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2019-03-31,9574000000.0,2884000000.0,1822000000.0,9574000000.0,3047000000.0,2933000000.0,743000000.0,441000000.0,,1687000000.0,453000000.0,320000000.0,337000000.0,31000000.0,46000000.0,2.63,128215700.0,307000000.0,79000000.0,,228000000.0,3676000000.0,,1.8512,10.9582,2.63,320000000.0,0.11060059074499508,0.03519949864215584,0.1997628927089508,0.2685240071132187,0.1896858328393598,0.03342385627741801,0.047597798601814664,0.13515115589804386,0.1896858328393598,1.206432556613062,1.5828759604829856,6991000000.0,1181000000.0,1311000000.0,1910000000.0,1076000000.0,1311000000.0,123000000.0,8.629999999999999,8.629999999999999,2.8039664378337146,10.658536585365853,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
