report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2019-06-30,9506000000.0,2876000000.0,1408000000.0,,2864000000.0,3444000000.0,319000000.0,491000000.0,,3279000000.0,876000000.0,506000000.0,546000000.0,60000000.0,74000000.0,4.0,127111046.0,731000000.0,144000000.0,,587000000.0,3763000000.0,,2.0599,13.2713,4.0,506000000.0,0.19064245810055866,0.05743740795287187,0.16651418115279049,0.26715462031107046,0.15431534004269595,0.05322953923837576,0.0763543081333937,0.1790179932906374,0.15431534004269595,1.3138966480446927,2.0426136363636362,6575000000.0,1020000000.0,1116000000.0,1750000000.0,1100000000.0,1116000000.0,118000000.0,7.63,7.63,3.371863799283154,9.457627118644067,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2019-09-30,9414000000.0,2843000000.0,1533000000.0,,2747000000.0,3359000000.0,368000000.0,497000000.0,,4865000000.0,1290000000.0,766000000.0,809000000.0,87000000.0,127000000.0,6.0,125868829.0,1128000000.0,226000000.0,,902000000.0,3727000000.0,,2.3088,16.6654,6.0,766000000.0,0.2945030942846742,0.08593584023794348,0.16628982528263103,0.26515930113052416,0.15745118191161356,0.08136817505842363,0.11831943157244362,0.1854059609455293,0.15745118191161356,1.3567528212595559,1.8545335942596217,5974000000.0,721000000.0,807000000.0,1488000000.0,1051000000.0,807000000.0,110000000.0,5.63,5.63,4.618339529120198,7.336363636363636,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2019-12-31,9476000000.0,2765000000.0,1754000000.0,,2507000000.0,,496000000.0,463000000.0,,-3534000000.0,-1013000000.0,-758000000.0,-840000000.0,-63000000.0,-123000000.0,-6.629999999999999,-256543816.0,-712000000.0,-79000000.0,,-791000000.0,496000000.0,1.5764,2.3633,17.4671,-6.629999999999999,-758000000.0,-0.3350618268847228,-0.08864499788940482,0.23769100169779286,0.2866440294284097,0.2144878324844369,-0.07999155761924863,-0.2524142524142524,0.22382569326542162,0.2144878324844369,0.19784603111288393,1.5763968072976056,6297000000.0,852000000.0,834000000.0,1606000000.0,926000000.0,834000000.0,115000000.0,6.0,6.0,0.5947242206235012,7.252173913043478,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2020-03-31,9545000000.0,2855000000.0,1928000000.0,,2448000000.0,3356000000.0,749000000.0,,,1460000000.0,348000000.0,194000000.0,218000000.0,28000000.0,65000000.0,1.0,119899844.0,259000000.0,119000000.0,,140000000.0,4105000000.0,,1.4456,11.9713,1.0,194000000.0,0.08905228758169935,0.02283918281822944,0.14931506849315068,0.23835616438356164,0.13287671232876713,0.020324777370350967,0.029604761178086372,0.0958904109589041,0.13287671232876713,1.6768790849673203,1.4808091286307055,6070000000.0,733000000.0,708000000.0,1501000000.0,838000000.0,708000000.0,112000000.0,4.370000000000001,4.370000000000001,5.798022598870056,6.321428571428571,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2020-06-30,9506000000.0,2709000000.0,2262000000.0,,2487000000.0,2989000000.0,1045000000.0,,,2653000000.0,590000000.0,277000000.0,325000000.0,55000000.0,100000000.0,2.0,119377515.0,638000000.0,207000000.0,,431000000.0,4034000000.0,,1.8,16.1773,2.0,277000000.0,0.13067953357458786,0.034188933305280875,0.12250282698831512,0.22238974745571052,0.10441010177157935,0.029139490847885547,0.04247814752338598,0.16245759517527328,0.10441010177157935,1.6220345798150382,1.1976127320954908,5444000000.0,512000000.0,479000000.0,1215000000.0,682000000.0,479000000.0,107000000.0,2.370000000000001,2.370000000000001,8.421711899791232,4.4766355140186915,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2020-09-30,9769000000.0,2771000000.0,2409000000.0,,2508000000.0,3140000000.0,958000000.0,,117229789.0,4064000000.0,917000000.0,461000000.0,532000000.0,83000000.0,130000000.0,4.0,119119203.0,1069000000.0,279000000.0,,790000000.0,4098000000.0,,2.3126,22.1049,4.0,461000000.0,0.21212121212121213,0.054457979322346195,0.1309055118110236,0.22563976377952755,0.11343503937007875,0.04719009110451428,0.06978504389948531,0.19438976377952755,0.11343503937007875,1.6339712918660287,1.1502698215026983,4643000000.0,235000000.0,174000000.0,842000000.0,570000000.0,174000000.0,103000000.0,0.370000000000001,0.370000000000001,23.551724137931036,1.6893203883495145,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2020-12-31,10909000000.0,3763000000.0,1973000000.0,,3526000000.0,,496000000.0,955000000.0,114168464.0,-2522000000.0,-562000000.0,-268000000.0,910000000.0,-57000000.0,-48000000.0,9.75,-239915186.0,-623000000.0,-241000000.0,,-864000000.0,496000000.0,1.9072,2.686,7.652,9.75,-268000000.0,0.2580828133862734,0.08341736181134843,-0.36082474226804123,0.22283901665344966,0.10626486915146709,-0.02456687139059492,-0.06663351566384883,0.34258524980174465,0.10626486915146709,0.1406693136698809,1.907247845919919,5655000000.0,1985000000.0,664000000.0,1293000000.0,497000000.0,664000000.0,109000000.0,16.75,16.75,0.7469879518072289,6.091743119266055,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2021-03-31,10756000000.0,3710000000.0,1935000000.0,,3542000000.0,3135000000.0,497000000.0,,,1798000000.0,485000000.0,326000000.0,322000000.0,25000000.0,85000000.0,2.82,114028145.0,116000000.0,92000000.0,,24000000.0,3632000000.0,,2.8541,8.1879,2.82,326000000.0,0.09090909090909091,0.029936779471922647,0.17908787541713014,0.26974416017797553,0.18131256952169078,0.03030866493120119,0.04544187343183719,0.013348164627363738,0.18131256952169078,1.02540937323546,1.917312661498708,5993000000.0,2089000000.0,796000000.0,1430000000.0,381000000.0,796000000.0,106000000.0,18.57,18.57,4.562814070351759,7.509433962264151,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2021-06-30,11220000000.0,4061000000.0,2129000000.0,,3798000000.0,3156000000.0,500000000.0,,,3996000000.0,1246000000.0,893000000.0,860000000.0,49000000.0,201000000.0,7.58,113470581.0,543000000.0,202000000.0,,341000000.0,3656000000.0,,2.44,6.7758,7.58,893000000.0,0.22643496577145866,0.0766488413547237,0.21521521521521522,0.31181181181181183,0.22347347347347346,0.07959001782531194,0.11980144888650389,0.08533533533533534,0.22347347347347346,0.9626119010005266,1.9074682949741664,7336000000.0,2624000000.0,1412000000.0,2086000000.0,291000000.0,1412000000.0,100000000.0,24.15,24.15,2.5892351274787537,14.12,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2021-09-30,11583000000.0,4355000000.0,1812000000.0,,3919000000.0,3724000000.0,103000000.0,,,6262000000.0,1961000000.0,1429000000.0,1366000000.0,70000000.0,303000000.0,12.12,112699297.0,1173000000.0,304000000.0,,869000000.0,3827000000.0,,2.1315,5.9377,12.12,1429000000.0,0.3485583056902271,0.1179314512647846,0.21814116895560523,0.3131587352283616,0.22820185244330884,0.12337045670379004,0.1844823134521043,0.13877355477483233,0.22820185244330884,0.9765246236284767,2.4034216335540837,9534000000.0,3458000000.0,2380000000.0,3130000000.0,370000000.0,2380000000.0,87000000.0,32.269999999999996,32.269999999999996,1.607983193277311,27.35632183908046,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2021-12-31,11975000000.0,3807000000.0,2505000000.0,,4189000000.0,,791000000.0,536000000.0,,-3519000000.0,-1010000000.0,-702000000.0,-658000000.0,-53000000.0,-259000000.0,-5.66,-228113611.0,-75000000.0,-131000000.0,,-206000000.0,791000000.0,1.5198,2.1432,9.6808,-5.66,-702000000.0,-0.15707806158987825,-0.054947807933194155,0.18698493890309748,0.2870133560670645,0.19948849104859334,-0.05862212943632568,-0.14096385542168674,0.05853935777209435,0.19948849104859334,0.1888278825495345,1.5197604790419161,8537000000.0,1890000000.0,1946000000.0,2682000000.0,1028000000.0,1946000000.0,91000000.0,16.86,16.86,0.4064748201438849,21.384615384615383,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2022-03-31,12426000000.0,4200000000.0,2554000000.0,,4607000000.0,3132000000.0,860000000.0,,,2538000000.0,745000000.0,531000000.0,502000000.0,35000000.0,112000000.0,4.61,108917577.0,316000000.0,137000000.0,,179000000.0,3992000000.0,,1.6637,7.4561,4.61,531000000.0,0.10896461905795529,0.04039916304522775,0.19779353821907014,0.29353821907013394,0.20921985815602837,0.04273297923708354,0.0617513664379579,0.07052797478329394,0.20921985815602837,0.8665074886042978,1.644479248238058,9277000000.0,2070000000.0,2151000000.0,2942000000.0,1183000000.0,2151000000.0,101000000.0,18.65,18.65,1.8558809855880987,21.297029702970296,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2022-06-30,12713000000.0,4459000000.0,2595000000.0,,4880000000.0,3022000000.0,809000000.0,,,5024000000.0,1450000000.0,1014000000.0,936000000.0,83000000.0,224000000.0,8.57,109158055.0,811000000.0,261000000.0,,550000000.0,3831000000.0,,1.3318,6.4793,8.57,1014000000.0,0.1918032786885246,0.0736254227955636,0.18630573248407642,0.28861464968152867,0.2018312101910828,0.0797608746951939,0.11640454597635173,0.10947452229299363,0.2018312101910828,0.7850409836065574,1.7183044315992293,10305000000.0,2146000000.0,2272000000.0,3146000000.0,1392000000.0,2272000000.0,135000000.0,19.64,19.64,1.6861795774647887,16.82962962962963,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2022-09-30,21337000000.0,13192000000.0,2788000000.0,,4950000000.0,11360000000.0,977000000.0,,,7325000000.0,1996000000.0,1322000000.0,1127000000.0,237000000.0,351000000.0,10.0,109158832.0,1278000000.0,400000000.0,,878000000.0,12337000000.0,,1.0196,5.9287,10.0,1322000000.0,0.22767676767676767,0.05281904672634391,0.1538566552901024,0.2724914675767918,0.1804778156996587,0.061958100951398976,0.07647365072019437,0.11986348122866894,0.1804778156996587,2.4923232323232325,4.7317073170731705,11368000000.0,1907000000.0,2165000000.0,3181000000.0,1401000000.0,2165000000.0,302000000.0,17.52,17.52,5.69838337182448,7.16887417218543,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2022-12-31,26272000000.0,6611000000.0,4068000000.0,,5637000000.0,,1306000000.0,1508000000.0,,-5214000000.0,-1811000000.0,-1489000000.0,-671000000.0,50000000.0,-1176000000.0,-6.18,-217999088.0,-586000000.0,-255000000.0,,-841000000.0,1306000000.0,1.6251,1.146,5.8531,-6.18,-1489000000.0,-0.11903494766719887,-0.025540499390986602,0.12869198312236288,0.3473341004986575,0.28557729190640585,-0.056676309378806335,-0.21446060780642373,0.16129650939777523,0.28557729190640585,0.2316835196026255,1.6251229105211407,9673000000.0,1894000000.0,1378000000.0,2380000000.0,766000000.0,1378000000.0,405000000.0,17.0,17.0,0.9477503628447025,3.4024691358024692,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2023-03-31,26090000000.0,6448000000.0,3851000000.0,,5661000000.0,13396000000.0,1386000000.0,,,2853000000.0,631000000.0,251000000.0,91000000.0,182000000.0,25000000.0,0.0,109188266.0,-96000000.0,164000000.0,,-260000000.0,14782000000.0,,1.2082,8.1374,0.0,251000000.0,0.016074898427839605,0.003487926408585665,0.0318962495618647,0.2211706975113915,0.08797756747283561,0.009620544269835185,0.012278041383358607,-0.09113214160532772,0.08797756747283561,2.6111994347288463,1.6743702934302778,9988000000.0,1483000000.0,1098000000.0,2266000000.0,327000000.0,1098000000.0,552000000.0,12.39,12.39,13.462659380692168,1.9891304347826086,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2023-06-30,25649000000.0,6252000000.0,3922000000.0,,5624000000.0,12889000000.0,1507000000.0,,,5648000000.0,1317000000.0,586000000.0,311000000.0,364000000.0,21000000.0,2.0,109281364.0,666000000.0,309000000.0,,357000000.0,14396000000.0,,1.2234,9.9272,2.0,586000000.0,0.055298719772403984,0.012125229053764279,0.05506373937677054,0.2331798866855524,0.10375354107648725,0.022846894615774493,0.02927072927072927,0.06320821529745042,0.10375354107648725,2.5597439544807967,1.5940846506884243,10612000000.0,858000000.0,670000000.0,2133000000.0,134000000.0,670000000.0,833000000.0,5.82,5.82,21.486567164179103,0.8043217286914766,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2023-09-30,25538000000.0,5887000000.0,3616000000.0,,6491000000.0,12291000000.0,1408000000.0,,,8371000000.0,1990000000.0,1428000000.0,1262000000.0,542000000.0,-215000000.0,11.0,109338040.0,1069000000.0,440000000.0,,629000000.0,13699000000.0,,1.2328,6.5129,11.0,1428000000.0,0.19442304729625637,0.049416555720886525,0.15075857125791423,0.23772548082666348,0.17058893800023892,0.05591667319288903,0.07072808320950966,0.07514036554772428,0.17058893800023892,2.110460637806193,1.6280420353982301,11658000000.0,993000000.0,776000000.0,2127000000.0,-115000000.0,776000000.0,1138000000.0,6.82,6.82,17.653350515463917,0.6818980667838312,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2023-12-31,26597000000.0,6218000000.0,4072000000.0,,7091000000.0,,1383000000.0,,,-5932000000.0,-1335000000.0,-578000000.0,296000000.0,-368000000.0,-621000000.0,4.0,-218428006.0,260000000.0,-345000000.0,,-85000000.0,1383000000.0,1.527,1.546,8.629,4.0,-578000000.0,0.04174305457622338,0.011129074707673797,-0.049898853674983146,0.22505057316250843,0.09743762643290627,-0.021731774260254917,-0.06820863818739674,0.014329062710721511,0.09743762643290627,0.19503596107742208,1.5270137524557956,10940000000.0,1960000000.0,1687000000.0,2603000000.0,641000000.0,1687000000.0,720000000.0,17.0,17.0,0.8197984588026082,2.3430555555555554,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2024-03-31,26033000000.0,5945000000.0,4925000000.0,,7071000000.0,,2439000000.0,,,2611000000.0,554000000.0,210000000.0,121000000.0,169000000.0,33000000.0,1.0,109513991.0,101000000.0,137000000.0,,-36000000.0,2439000000.0,,1.7847,9.5945,1.0,210000000.0,0.017112148211002688,0.0046479468367072565,0.04634239754883186,0.2121792416698583,0.08042895442359249,0.008066684592632429,0.022082018927444796,-0.013787820758330141,0.08042895442359249,0.34492999575731864,1.2071065989847716,10698000000.0,1990000000.0,1646000000.0,2526000000.0,865000000.0,1646000000.0,707000000.0,18.0,18.0,1.4817739975698663,2.328147100424328,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2024-06-30,25812000000.0,5904000000.0,4626000000.0,,7166000000.0,,1977000000.0,,,5262000000.0,1195000000.0,460000000.0,276000000.0,343000000.0,62000000.0,2.0,109523364.0,393000000.0,242000000.0,,151000000.0,1977000000.0,,1.3627,7.4712,2.0,460000000.0,0.038515210717276024,0.010692701069270108,0.052451539338654506,0.22709996199163815,0.08741923223109084,0.017821168448783512,0.050311713879470636,0.02869631318890156,0.08741923223109084,0.2758861289422272,1.2762645914396886,10312000000.0,1955000000.0,1520000000.0,2404000000.0,659000000.0,1520000000.0,686000000.0,18.0,18.0,1.3006578947368421,2.2157434402332363,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2024-12-31,22857000000.0,5145000000.0,3853000000.0,,5175000000.0,,1501000000.0,,,10280000000.0,2356000000.0,-697000000.0,-1522000000.0,676000000.0,510000000.0,-13.0,109273779.0,966000000.0,435000000.0,,531000000.0,1501000000.0,1.3177,0.7359,,-13.0,-697000000.0,-0.2941062801932367,-0.0665879161744761,-0.1480544747081712,0.2291828793774319,-0.06780155642023346,-0.03049394058712867,-0.10440383463151588,0.05165369649805447,-0.06780155642023346,0.29004830917874397,1.3353231248377888,12221000000.0,-829000000.0,-605000000.0,2770000000.0,561000000.0,-605000000.0,820000000.0,-6.0,-6.0,-2.48099173553719,-0.7378048780487805,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2025-03-31,23197000000.0,5418000000.0,2797000000.0,,5186000000.0,,406000000.0,,,2389000000.0,476000000.0,168000000.0,-21000000.0,170000000.0,9000000.0,0.0,109421035.0,37000000.0,102000000.0,,-65000000.0,406000000.0,,0.6308,,0.0,168000000.0,-0.004049363671423062,-0.0009052894770875545,-0.008790288823775638,0.1992465466722478,0.0703223105902051,0.007242315816700436,0.030042918454935622,-0.027208036835496024,0.0703223105902051,0.07828769764751253,1.9370754379692527,20542000000.0,-1146000000.0,141000000.0,4581000000.0,581000000.0,141000000.0,1358000000.0,-10.0,-10.0,2.879432624113475,0.10382916053019146,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2025-06-30,23713000000.0,5675000000.0,2767000000.0,,5276000000.0,,252000000.0,,,4921000000.0,1011000000.0,401000000.0,178000000.0,347000000.0,-68000000.0,1.0,109686840.0,447000000.0,195000000.0,,252000000.0,252000000.0,,0.6091,,1.0,401000000.0,0.03373768006065201,0.007506431071564121,0.03617150985572038,0.2054460475513107,0.08148750254013412,0.016910555391557374,0.0725397973950796,0.051209103840682786,0.08148750254013412,0.047763457164518575,2.0509577159378387,22852000000.0,-1089000000.0,332000000.0,5038000000.0,869000000.0,332000000.0,1536000000.0,-10.0,-10.0,0.7590361445783133,0.21614583333333334,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2025-09-30,22169000000.0,6090000000.0,3727000000.0,,3954000000.0,,1199000000.0,,,7340000000.0,1529000000.0,-879000000.0,-1184000000.0,524000000.0,-75000000.0,-10.0,109504912.0,894000000.0,259000000.0,,635000000.0,1199000000.0,,0.4746,,-10.0,-879000000.0,-0.2994436014162873,-0.05340791194911814,-0.16130790190735694,0.20831062670299727,-0.11975476839237058,-0.03964996165817132,-0.17058024451775664,0.08651226158038147,-0.11975476839237058,0.3032372281234193,1.6340220016098739,24930000000.0,-2549000000.0,-1007000000.0,5372000000.0,1353000000.0,-1007000000.0,1717000000.0,-22.0,-22.0,-1.1906653426017875,-0.586488060570763,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
2025-12-31,21695000000.0,5693000000.0,3683000000.0,,4049000000.0,,1204000000.0,,,-5106000000.0,-1064000000.0,-476000000.0,-138000000.0,-340000000.0,44000000.0,-1.0,-219082484.0,-232000000.0,-213000000.0,,-445000000.0,1204000000.0,1.5458,0.4851,,-1.0,-476000000.0,-0.03408248950358113,-0.00636091265268495,0.02702702702702703,0.20838229533881708,0.09322365844104974,-0.02194053929476838,-0.09061488673139159,0.08715236976106541,0.09322365844104974,0.2973573721906644,1.545750746673907,9544000000.0,-1165000000.0,-786000000.0,1952000000.0,377000000.0,-786000000.0,701000000.0,-10.0,-10.0,-1.5318066157760815,-1.1212553495007134,0.8445963,67.82,35.13,2.6258,7019.182,1.1435,0.7355
