report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2013-03-31,4448000000.0,2285300000.0,987700000.0,4448000000.0,1436100000.0,1233900000.0,,82600000.0,990200000.0,369700000.0,198700000.0,130900000.0,,47300000.0,0.94,-31900000.0,47600000.0,33700000.0,-79500000.0,1233900000.0,,2.2611,17.856,0.94,232400000.0,0.09114964138987536,0.029428956834532373,0.13219551605736216,0.3733589173904262,0.2006665320137346,0.044671762589928055,0.07441947565543071,-0.08028681074530399,0.23470006059381943,0.8592020054313766,2.313759238635213,3797800000.0,428000000.0,668900000.0,1363600000.0,55400000.0,808200000.0,2.229999999999999,2.229999999999999,1.5267260579064588,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2013-06-30,4349700000.0,2182700000.0,1268900000.0,,1547600000.0,762400000.0,286400000.0,77400000.0,1949600000.0,712600000.0,367200000.0,248900000.0,,84000000.0,1.0,,96500000.0,68000000.0,,1048800000.0,,2.3839,19.046,1.0,435200000.0,0.16082967174980614,0.05722233717267858,0.12766721378744358,0.36551087402544113,0.18834632745178498,0.08441961514587212,0.1414265906639963,,0.2232252769798933,0.6776944947014732,1.7201513121601386,3901500000.0,452900000.0,672600000.0,1391100000.0,,813200000.0,1.619999999999999,1.619999999999999,1.2897196261682242,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2013-09-30,4930800000.0,2610700000.0,2066500000.0,,1324100000.0,771800000.0,942400000.0,109600000.0,2744100000.0,985500000.0,479400000.0,266800000.0,,113100000.0,1.0,,159600000.0,91700000.0,,1714200000.0,,2.6119,25.9035,1.0,571100000.0,0.20149535533569973,0.05410886671534031,0.09722677744980139,0.3591341423417514,0.1747020881163223,0.09722560233633487,0.15778560379159398,,0.20811923763711235,1.294615210331546,1.2633438180498426,3897300000.0,405700000.0,641700000.0,1376000000.0,,773600000.0,0.3599999999999992,0.3599999999999992,2.215873836608066,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2013-12-31,5235200000.0,2945000000.0,1986700000.0,5235200000.0,1519800000.0,1154100000.0,697800000.0,123200000.0,-1809100000.0,-727400000.0,-386300000.0,-352700000.0,42400000.0,-95800000.0,-0.7799999999999998,410700000.0,-81800000.0,-66200000.0,328900000.0,1851900000.0,1.4824,2.5879,34.1191,-0.7799999999999998,-452500000.0,-0.2320700092117384,-0.06737087408312958,0.19495881930241557,0.40207838151567077,0.21353159029351612,-0.07378896699266503,-0.1145712845152297,-0.18180310651705267,0.2501243712343154,1.218515594157126,1.4823576785624402,3874800000.0,293900000.0,659000000.0,1340400000.0,,786200000.0,2.1599999999999997,2.1599999999999997,2.3555075044517935,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2014-03-31,5090700000.0,2752500000.0,1726700000.0,,1633000000.0,1154000000.0,658500000.0,92500000.0,941800000.0,328500000.0,173300000.0,65600000.0,,39300000.0,0.0,,75300000.0,33100000.0,,1812500000.0,,2.7398,44.5971,0.0,206400000.0,0.04017146356399265,0.012886243542145482,0.069653854321512,0.34880016988744955,0.18400934380972606,0.03404246960143006,0.05029748947903062,,0.2191548099384158,1.1099203919167178,1.5940811953437193,3826400000.0,228600000.0,633600000.0,1299200000.0,,760200000.0,1.2199999999999998,1.2199999999999998,2.3842409892133647,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2014-06-30,5127300000.0,2752000000.0,1692900000.0,,1710600000.0,1153700000.0,544200000.0,114400000.0,1929600000.0,686100000.0,356200000.0,174700000.0,,80800000.0,1.0,,120600000.0,65700000.0,,1697900000.0,,2.606,43.1745,1.0,421900000.0,0.10212790833625629,0.03407251379868547,0.09053689883913764,0.35556592039800994,0.1845978441127695,0.06947126167768611,0.10450344726419246,,0.21864635157545606,0.9925757044311937,1.6256128536830292,3806400000.0,154400000.0,622600000.0,1272700000.0,,746900000.0,1.2199999999999998,1.2199999999999998,2.273262819654572,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2014-09-30,5251100000.0,2857300000.0,1741500000.0,,1723200000.0,1151900000.0,580400000.0,124300000.0,2945500000.0,1009800000.0,459500000.0,231000000.0,,88200000.0,1.0,,172600000.0,98000000.0,,1732300000.0,,2.1766,29.5294,1.0,557500000.0,0.13405292479108635,0.043990782883586294,0.07842471566796809,0.34282804277711765,0.15600067900186726,0.08750547504332426,0.13297641441180727,,0.18927177049736887,1.0052808727948004,1.6407120298593167,4007800000.0,118600000.0,602700000.0,1297000000.0,,733300000.0,1.2199999999999998,1.2199999999999998,2.3623346515750714,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2014-12-31,5340500000.0,2934400000.0,1910400000.0,,1530500000.0,1153400000.0,525200000.0,109500000.0,-1779200000.0,-649400000.0,-443600000.0,-163800000.0,59700000.0,-134800000.0,0.0,,-143800000.0,-65600000.0,,1678600000.0,1.536,2.3332,24.7256,0.0,-509200000.0,-0.10702384841555047,-0.030671285460162907,0.0920638489208633,0.3649955035971223,0.24932553956834533,-0.08306338357831664,-0.13823190302577046,,0.28619604316546765,1.096765762822607,1.5360134003350083,4037700000.0,307500000.0,545400000.0,1375000000.0,,676600000.0,1.9999999999999996,1.9999999999999996,2.4809340821755836,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2015-03-31,5311700000.0,3329600000.0,2015600000.0,,1434900000.0,1150900000.0,907300000.0,105200000.0,659400000.0,250700000.0,-96100000.0,-46800000.0,,-49100000.0,0.0,,36900000.0,22800000.0,,2058200000.0,,2.4183,39.1842,0.0,-73300000.0,-0.032615513276186496,-0.008810738558277012,-0.07097361237488627,0.3801941158629057,-0.14573855019714893,-0.018092136227573094,-0.027511379576880136,,-0.11116166211707613,1.4343856714753642,1.6519150625124033,3755300000.0,195100000.0,276000000.0,1297200000.0,,396900000.0,1.9999999999999996,1.9999999999999996,5.185689090450995,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2015-06-30,7075200000.0,3805700000.0,1980600000.0,,2169800000.0,2050900000.0,268300000.0,477500000.0,1546500000.0,556500000.0,4400000.0,695500000.0,,-31300000.0,5.0,,65200000.0,54200000.0,,2319200000.0,,2.1582,8.477,5.0,58600000.0,0.3205364549728085,0.09830110809588422,0.4497251859036534,0.35984481086323955,0.0028451341739411575,0.0006218905472636816,0.0009801737580752952,,0.03789201422567087,1.0688542722831598,1.921488437847117,3372200000.0,715900000.0,-75800000.0,1167600000.0,,33600000.0,6.0,6.0,69.02380952380952,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2015-09-30,6447000000.0,3238100000.0,1455000000.0,,2113700000.0,2048500000.0,121200000.0,173700000.0,2377200000.0,776800000.0,4900000.0,693100000.0,,-56400000.0,5.0,,87400000.0,92200000.0,,2169700000.0,,1.3878,5.8877,5.0,97100000.0,0.3279084070587122,0.10750736776795408,0.2915615009254585,0.32677099108194513,0.002061248527679623,0.0007600434310532031,0.0011439510669094643,,0.04084637388524314,1.0264938259923357,2.2254982817869418,2803900000.0,1178000000.0,-530400000.0,934600000.0,,-426800000.0,10.0,10.0,-5.0836457357075915,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2015-12-31,6325900000.0,2971900000.0,1453300000.0,,1865700000.0,2036300000.0,112600000.0,78600000.0,-1306600000.0,-508600000.0,36600000.0,-852800000.0,81400000.0,184200000.0,-7.0,,-81000000.0,-53500000.0,,2148900000.0,2.0449,1.5962,10.6952,-7.0,-16900000.0,-0.45709385217344695,-0.1348108569531608,0.6526863615490587,0.3892545538037655,-0.028011633246594215,0.00578573799775526,0.009116723957554924,,0.012934333384356345,1.1517928927480303,2.044932223216129,3276500000.0,489000000.0,-50200000.0,1075400000.0,,65500000.0,3.0,3.0,32.807633587786256,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2016-03-31,6390400000.0,2955200000.0,1451300000.0,,1960200000.0,1986200000.0,114200000.0,64300000.0,798800000.0,281400000.0,106500000.0,48300000.0,,30900000.0,0.0,,41800000.0,33600000.0,,2100400000.0,,1.6751,9.2442,0.0,140100000.0,0.024640342822161005,0.007558212318477716,0.06046569854782173,0.35227841762643963,0.13332498748122185,0.01666562343515273,0.026227651086046397,,0.17538808212318477,1.0715233139475564,2.0362433680148833,3415900000.0,584100000.0,152400000.0,1106100000.0,,278900000.0,3.0,3.0,7.531014700609537,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2016-06-30,6282200000.0,2899100000.0,1354100000.0,,1997100000.0,1988900000.0,53200000.0,93600000.0,1609100000.0,582700000.0,231300000.0,113500000.0,,62900000.0,0.0,,55200000.0,67200000.0,,2042100000.0,,2.0994,,0.0,298500000.0,0.0568324069901357,0.018066919232116136,0.07053632465353303,0.3621278975824995,0.14374495059349948,0.036818312056286016,0.057263814616755795,,0.18550742651171462,1.0225326723749437,2.1409792482091428,3478500000.0,2100000.0,379300000.0,1132300000.0,,518800000.0,-2.0,-2.0,3.9361989205859675,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2016-09-30,6209800000.0,2804100000.0,1308800000.0,,2084300000.0,1913300000.0,63200000.0,130700000.0,2416800000.0,862200000.0,346400000.0,193200000.0,,75500000.0,1.0,,102700000.0,101500000.0,,1976500000.0,,2.3528,,1.0,447900000.0,0.09269299045243007,0.031112113111533383,0.07994041708043693,0.3567527308838133,0.14333002317113538,0.05578279493703501,0.08530338849487785,,0.18532770605759682,0.9482799980808905,2.142496943765281,3518100000.0,-497800000.0,720800000.0,1217700000.0,,869600000.0,-6.0,-6.0,2.2728840846366145,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2016-12-31,6139300000.0,2849200000.0,1438200000.0,,1957700000.0,1798800000.0,94200000.0,64200000.0,-1542300000.0,-526500000.0,-262700000.0,-145900000.0,83300000.0,-75400000.0,0.0,,-68900000.0,-65200000.0,,1893000000.0,1.9811,3.003,36.4627,0.0,-327900000.0,-0.07452622975941156,-0.02376492433990846,0.09459897555598781,0.341373273682163,0.17033002658367374,-0.04278989461339241,-0.06822136234970265,,0.2126045516436491,0.9669510139449354,1.9810874704491725,3282400000.0,209100000.0,421500000.0,1199800000.0,,558600000.0,1.0,1.0,3.388829215896885,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2017-03-31,6036300000.0,3554200000.0,1488800000.0,,1877300000.0,1790400000.0,217300000.0,96100000.0,596000000.0,216200000.0,70000000.0,-124200000.0,,9400000.0,0.0,,8700000.0,23600000.0,,2007700000.0,,3.688,254.7861,0.0,93600000.0,-0.0661588451499494,-0.020575518115401818,-0.20838926174496644,0.362751677852349,0.1174496644295302,0.011596507794509882,0.018018018018018018,,0.15704697986577182,1.0694614606083204,2.3872917786136485,3079600000.0,36600000.0,385000000.0,1134600000.0,,512100000.0,1.0,1.0,3.920523335286077,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2017-06-30,5984300000.0,3485800000.0,1541900000.0,,2011900000.0,1592300000.0,192500000.0,113200000.0,1252800000.0,450600000.0,139100000.0,-49500000.0,,12700000.0,0.0,,20900000.0,46100000.0,,1784800000.0,,3.8125,212.5397,0.0,185200000.0,-0.024603608529250958,-0.00827164413548786,-0.039511494252873564,0.3596743295019157,0.11103128991060025,0.023244155540330533,0.03663707956909948,,0.14782886334610473,0.8871216263233759,2.260717296841559,2723300000.0,-126400000.0,292800000.0,1002500000.0,,398800000.0,1.0,1.0,4.475426278836509,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2017-09-30,6056800000.0,3574200000.0,1630600000.0,,2120300000.0,1492900000.0,214200000.0,93800000.0,1899000000.0,716500000.0,216800000.0,5700000.0,,1100000.0,0.0,,37300000.0,71200000.0,,1707100000.0,,4.6105,552.2778,0.0,288000000.0,0.0026882988256378814,0.0009410910051512349,0.0030015797788309636,0.37730384412848866,0.11416535018430753,0.03579447893276978,0.05664419710508439,,0.15165876777251186,0.8051219167098995,2.191953882006623,2205500000.0,-313900000.0,163200000.0,856800000.0,,238900000.0,0.0,0.0,7.1456676433654245,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2017-12-31,9206300000.0,3652700000.0,2209400000.0,,2681800000.0,2993000000.0,192600000.0,283000000.0,-869200000.0,-282000000.0,-166100000.0,703800000.0,80000000.0,240900000.0,3.0,,18800000.0,-27900000.0,,3185600000.0,1.6533,4.4673,24.0006,3.0,-194000000.0,0.2624356775300172,0.07644764997881885,-0.8097100782328578,0.32443626323055685,0.19109526000920388,-0.018041992983065944,-0.02830896137982752,,0.223193741371376,1.18785890073831,1.6532542771793246,2878600000.0,535800000.0,259800000.0,1101300000.0,,372800000.0,3.0,3.0,8.545064377682403,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2018-03-31,10149100000.0,4335600000.0,2686000000.0,,2986600000.0,2993200000.0,328900000.0,359700000.0,1210700000.0,554700000.0,366100000.0,267200000.0,,68700000.0,1.0,,24300000.0,39100000.0,,3322100000.0,,2.9751,10.8792,1.0,405200000.0,0.08946628272952521,0.02632745760707846,0.22069876930701246,0.4581646981085323,0.30238704881473527,0.03607216403424934,0.0580309731006388,,0.33468241513174196,1.1123350967655528,1.6141474311243484,3493300000.0,927200000.0,555900000.0,1439800000.0,,684400000.0,4.0,4.0,4.854032729398013,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2018-06-30,9718200000.0,3993000000.0,2448300000.0,,2996200000.0,2892900000.0,174500000.0,326400000.0,2473000000.0,1098800000.0,540800000.0,396900000.0,,70300000.0,2.0,,53300000.0,82300000.0,,3067400000.0,,3.0468,12.0608,2.0,623100000.0,0.1324677925372138,0.04084089646230783,0.16049332794177112,0.4443186413263243,0.21868176304084108,0.055648165298100474,0.0891879411570684,,0.2519611807521229,1.0237634336826646,1.6309275824041172,4713500000.0,1373600000.0,957600000.0,2088000000.0,,1122300000.0,6.0,6.0,2.7331373073153347,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2018-09-30,9406900000.0,3491200000.0,2271500000.0,,3046400000.0,2593300000.0,149400000.0,176500000.0,3508600000.0,1545000000.0,682600000.0,469700000.0,,100400000.0,3.0,,88600000.0,124700000.0,,2742700000.0,,2.836,11.8159,3.0,807300000.0,0.15418198529411764,0.0499314333095919,0.13387105968192442,0.44034657698227214,0.19455053297611583,0.0725637563915849,0.11791124699866991,,0.23009177449695034,0.9003085609243697,1.5369579572969403,6323100000.0,1837600000.0,1423400000.0,2916500000.0,,1641600000.0,9.0,9.0,1.6707480506822612,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2018-12-31,9974300000.0,4030200000.0,2993400000.0,,3121100000.0,2179000000.0,547700000.0,161700000.0,-2464500000.0,-1111600000.0,-709000000.0,-631700000.0,134500000.0,-150600000.0,-3.0,,-9600000.0,-77900000.0,,2726700000.0,1.3464,2.283,19.4853,-3.0,-786900000.0,-0.20239659094549997,-0.06333276520658092,0.2563197403124366,0.4510448366808683,0.28768512882937713,-0.0710826824940096,-0.12124217654502548,,0.31929397443700547,0.8736342956009099,1.3463619963920626,4727800000.0,502100000.0,880500000.0,2086900000.0,,1048700000.0,3.0,3.0,2.600076284924192,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2019-03-31,9946000000.0,4204100000.000001,3337600000.0,9946000000.0,2761000000.0,2145000000.0,993800000.0,109500000.0,1192100000.0,544700000.0,281800000.0,215700000.0,,36300000.0,1.62,-282900000.0,19100000.0,37300000.0,-302000000.0,3138800000.0,,2.3786,23.065,1.62,319100000.0,0.0781238681637088,0.021687110396139152,0.1809411962083718,0.4569247546346783,0.23638956463383945,0.028332998190227228,0.04776433099427099,-0.25333445180773423,0.2676788859994967,1.136834480260775,1.2596176893576225,4709200000.0,450600000.0,796200000.0,2076900000.0,,962600000.0,3.62,3.62,3.2607521296488677,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2019-06-30,9824500000.0,4097000000.0,3230100000.0,,2763600000.0,2144300000.0,1094200000.0,83400000.0,2398200000.0,1095200000.0,549600000.0,390200000.0,,66900000.0,2.94,,35500000.0,74500000.0,,3238500000.0,,2.5085,22.3874,2.94,624100000.0,0.14119264727167463,0.039717033945747875,0.16270536235509966,0.45667584021349344,0.2291718789091819,0.05594177820754237,0.09156795121707402,,0.2602368442998916,1.1718410768562744,1.2683817838457014,4634400000.0,443900000.0,805000000.0,2073300000.0,,963600000.0,4.5600000000000005,4.5600000000000005,3.3608343711083437,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2019-09-30,9803800000.0,4077600000.0,2521500000.0,,2649200000.0,3032400000.0,553600000.0,419700000.0,3412500000.0,1527600000.0,709500000.0,480600000.0,,75600000.0,3.63,,56800000.0,111100000.0,,3586000000.0,,2.5188,22.1534,3.63,820600000.0,0.18141325683225124,0.04902180787041759,0.14083516483516484,0.44764835164835165,0.2079120879120879,0.0723698973867276,0.11378945342571209,,0.24046886446886448,1.3536161860184206,1.6171326591314694,4538300000.0,454800000.0,831900000.0,2055900000.0,,976900000.0,5.1899999999999995,5.1899999999999995,3.67079537311905,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2019-12-31,9872700000.0,4074800000.0,2723900000.0,,2532300000.0,3031100000.0,227700000.0,339100000.0,-2393000000.0,-1083900000.0,-719300000.0,-609100000.0,160400000.0,-67300000.0,-4.570000000000001,,-17500000.0,-72800000.0,,3258800000.0,1.4959,2.796,26.9987,-4.570000000000001,-792100000.0,-0.240532322394661,-0.061695382215604645,0.2545340576681989,0.45294609277058084,0.3005850396991224,-0.07285747566521823,-0.1242078361623871,,0.3310071040534893,1.2868933380721084,1.495943316568156,4609800000.0,477400000.0,821600000.0,2083600000.0,,971700000.0,3.619999999999999,3.619999999999999,3.3537099927961305,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2020-03-31,10189200000.0,4472000000.0,2456500000.0,,2675400000.0,3531800000.0,250200000.0,436200000.0,1250000000.0,561500000.0,291400000.0,206200000.0,,34700000.0,1.58,,15500000.0,39100000.0,,3782000000.0,,2.2655,22.5999,1.58,330500000.0,0.07707258727666891,0.020237113806775803,0.16496,0.4492,0.23312,0.028598908648372785,0.045126521510205346,,0.2644,1.41362039321223,1.8204762874007734,4667700000.0,467900000.0,831200000.0,2100400000.0,,983100000.0,3.579999999999999,3.579999999999999,3.847014545824433,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
2020-06-30,9993700000.0,4288200000.0,2682900000.0,,2822200000.0,3027500000.0,505900000.0,342700000.0,2405300000.0,1084200000.0,559300000.0,390600000.0,,63900000.0,2.99,,23200000.0,79200000.0,,3533400000.0,,2.7957,27.0142,2.99,638500000.0,0.13840266458791015,0.03908462331268699,0.16239138568993472,0.4507545836278219,0.2325281669646198,0.055965258112610945,0.08800113285921078,,0.2654554525423024,1.2520019842675927,1.5983450743598344,4674800000.0,468300000.0,840900000.0,2089400000.0,,997500000.0,3.6299999999999994,3.6299999999999994,3.5422556390977444,0.48763263,44.78,12.17,4.92706,2219.5488,0.8364,0.6401
