report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda
2011-09-30,11801000000.0,2299000000.0,707000000.0,5398000000.0,6402000000.0,4229000000.0,1032000000.0,3113000000.0,1378000000.0,796000000.0,,417000000.0,1.95,408000000.0,760000000.0,42000000.0,90000000.0,718000000.0,4229000000.0,,1.95,1468000000.0,0.12433614495470166,0.06745191085501229,0.255701895277867,0.44265981368454865,0.11676976527412931,0.12962091995108643,0.2306456794089303,0.4715708319948603,0.6605748203686348,3.251768033946252,,,,,,,,
2011-12-31,11913000000.0,2431000000.0,746000000.0,5394000000.0,6517000000.0,4219000000.0,1048000000.0,4235000000.0,1799000000.0,1132000000.0,,425000000.0,2.8,405000000.0,1100000000.0,58000000.0,119000000.0,1042000000.0,4219000000.0,3.2587,2.8,1918000000.0,0.17369955500997392,0.09502224460673214,0.26729634002361274,0.42479338842975206,0.15101150004197095,0.16756706408345753,0.2460448642266824,0.45289256198347105,0.6473837655362897,3.2587131367292224,,,,,,,,
2012-03-31,11935000000.0,2451000000.0,740000000.0,5367000000.0,6565000000.0,4218000000.0,1044000000.0,1103000000.0,446000000.0,221000000.0,,119000000.0,0.57,390000000.0,248000000.0,21000000.0,30000000.0,227000000.0,4218000000.0,3.2587,0.57,476000000.0,0.033663366336633666,0.018516966904063677,0.20036264732547598,0.4043517679057117,0.037369082530372855,0.04136140220717797,0.20580235720761558,0.4315503173164098,0.6424980959634425,3.312162162162162,,,,,,,,
2012-06-30,12810000000.0,3214000000.0,757000000.0,6337000000.0,6471000000.0,5206000000.0,1698000000.0,2245000000.0,933000000.0,514000000.0,,246000000.0,1.33,387000000.0,389000000.0,24000000.0,61000000.0,365000000.0,5206000000.0,,1.33,994000000.0,0.0794313089167053,0.040124902419984385,0.2289532293986637,0.4155902004454343,0.07283372365339578,0.07990065941594587,0.16258351893095768,0.44276169265033405,0.804512440117447,4.245706737120211,10696000000.0,2663000000.0,4556000000.0,2352000000.0,4856000000.0,6.65,6.65,1.0720757825370675
2012-09-30,12687000000.0,2995000000.0,826000000.0,6420000000.0,6265000000.0,5210000000.0,1553000000.0,3287000000.0,1374000000.0,719000000.0,,381000000.0,1.88,383000000.0,771000000.0,53000000.0,87000000.0,718000000.0,5210000000.0,,1.88,1461000000.0,0.11476456504389465,0.05667218412548278,0.21874049285062366,0.4180103437785214,0.10829983447623552,0.11973856209150327,0.2184362640705811,0.44447824764222693,0.8316041500399042,3.62590799031477,10870000000.0,2586000000.0,4552000000.0,2352000000.0,4849000000.0,6.58,6.58,1.0744483398638895
2012-12-31,12930000000.0,2730000000.0,946000000.0,6637000000.0,6291000000.0,5212000000.0,1201000000.0,-2148000000.0,-898000000.0,-511000000.0,,-184000000.0,-1.2999999999999998,-780000000.0,-309000000.0,-21000000.0,-61000000.0,-330000000.0,5212000000.0,2.8858,-1.2999999999999998,-959000000.0,-0.0812271498966778,-0.03952049497293117,0.2378957169459963,0.4180633147113594,-0.0694508894044857,-0.07806659132400244,0.15363128491620112,0.44646182495344505,0.828485137498013,2.8858350951374208,4487000000.0,943000000.0,1855000000.0,980000000.0,1972000000.0,2.48,2.48,2.6430020283975657
2013-12-31,14979000000.0,2410000000.0,1294000000.0,8746000000.0,6196000000.0,6482000000.0,408000000.0,5535000000.0,1998000000.0,1075000000.0,,659000000.0,2.97,361000000.0,1285000000.0,115000000.0,276000000.0,1170000000.0,6482000000.0,1.8624,2.97,2274000000.0,0.17349903163331182,0.0717671406635957,0.1942186088527552,0.36097560975609755,0.1333867414380132,0.1575958353052532,0.21138211382113822,0.41084010840108404,1.0461588121368626,1.8624420401854713,8919000000.0,1797000000.0,3407000000.0,1923000000.0,3770000000.0,4.880000000000001,4.880000000000001,1.719363395225464
2019-03-31,32444000000.0,4025000000.0,3475000000.0,21704000000.0,8708000000.0,14956000000.0,745000000.0,2707000000.0,774000000.0,384000000.0,182000000.0,153000000.0,,,542000000.0,44000000.0,372000000.0,498000000.0,14956000000.0,1.0585,,1146000000.0,0.044097381717960495,0.01183577857230921,0.14185445142223865,0.28592537864794976,0.02385649118481075,0.0327079107505071,0.18396749168821575,0.4233468784632434,1.7175011483693157,1.158273381294964,9381000000.0,1667000000.0,3248000000.0,2056000000.0,3922000000.0,,,3.8133605303416624
