report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2020-10-31,3530675000.0,1371561000.0,946898000.0,2099356000.0,1431319000.0,,624945000.0,2361356000.0,572822000.0,-30808000.0,-27338000.0,,-4731000.0,0.0,97823948.0,214669000.0,89153000.0,78308000.0,125516000.0,0.0,,,0.6428,0.0,47500000.0,-0.01909986522920467,-0.0077429953195918624,-0.011577246294078487,0.24258180469188043,-0.013046740940374937,-0.008725810220425272,-0.021524202501329193,0.05315420461802456,0.020115560720196362,0.0,1.4484780831726332,2820011000.0,-375773000.0,-478385000.0,314352000.0,22935000.0,-373330000.0,-2.72,-2.72,-0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2021-01-31,3546345000.0,1223332000.0,906132000.0,2068987000.0,1477358000.0,,395635000.0,-891839000.0,27360000.0,362831000.0,271058000.0,3405000.0,92784000.0,2.42,-195055282.0,15581000.0,-45532000.0,-55849000.0,-29951000.0,0.0,1.3501,2040.7231,0.769,2.42,306982000.0,0.18347482465319848,0.07643305995327583,-0.30393153921279514,-0.0306781829455765,-0.40683464167859895,0.10231125285328979,0.2455945004528354,0.03358341584075152,-0.3442123522294943,0.0,1.3500593732480477,3449749000.0,1236000.0,3972000.0,861906000.0,35508000.0,107743000.0,0.009999999999999787,0.009999999999999787,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2021-04-30,3579607000.0,1281029000.0,891600000.0,2045098000.0,1534509000.0,,364247000.0,927415000.0,300651000.0,73503000.0,53547000.0,,19801000.0,0.54,99322220.0,37106000.0,42589000.0,25633000.0,-5483000.0,0.0,,18.2538,0.9308,0.54,99136000.0,0.0348952010056637,0.014958904706578124,0.05773790589973205,0.3241817309403018,0.07925578085323183,0.020533818377268788,0.04790001231664331,-0.005912132109142078,0.10689497150682273,0.0,1.4367754598474651,3788681000.0,193225000.0,276210000.0,1150714000.0,133195000.0,377690000.0,1.9599999999999997,1.9599999999999997,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2021-07-31,3742888000.0,1395413000.0,946365000.0,2073468000.0,1669420000.0,,464811000.0,2085140000.0,735916000.0,239356000.0,180809000.0,,56595000.0,1.82,99463468.0,195193000.0,105624000.0,51223000.0,89569000.0,0.0,,12.6115,0.8709,1.82,290579000.0,0.10830647769884151,0.048307349832535734,0.08671312238027183,0.35293361596823236,0.1147913329560605,0.06394954911822101,0.14337674162283906,0.04295586867068878,0.13935706954928687,0.0,1.47449768324061,4482072000.0,478076000.0,644882000.0,1636749000.0,179651000.0,744197000.0,4.78,4.78,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2021-10-31,3890606000.0,1369253000.0,1049001000.0,2143875000.0,1746731000.0,,236354000.0,3216564000.0,1126654000.0,355258000.0,269664000.0,,83091000.0,2.71,99447551.0,222279000.0,159008000.0,77985000.0,63271000.0,0.0,,10.7729,0.7465,2.71,433243000.0,0.1543821000486051,0.06931156740106811,0.08383604367890705,0.35026630901794586,0.11044642668387758,0.0913117390966857,0.20338449366273342,0.01967036875373846,0.13469124195881071,0.0,1.3052923686440718,5337280000.0,775078000.0,1030948000.0,2190581000.0,117406000.0,1129940000.0,7.49,7.49,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2022-01-31,3791347000.0,1285747000.0,981473000.0,2045607000.0,1745740000.0,,206575000.0,-1680356000.0,-669271000.0,-259551000.0,-193404000.0,1104000.0,-65472000.0,-1.9400000000000004,-198964534.0,-95259000.0,-44792000.0,-49169000.0,-140051000.0,0.0,1.3099,8.9137,0.6089,-1.9400000000000004,-308720000.0,-0.11078625683091411,-0.05101194905135299,0.11509703896079164,0.39829119543715735,0.1544619116425329,-0.06845878259098943,-0.14867677890178377,0.08334602905574771,0.18372297298905707,0.0,1.3100176978887856,4548763000.0,310616000.0,408566000.0,1493950000.0,7306000.0,514238000.0,3.13,3.13,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2022-04-30,3642310000.0,1208119000.0,920155000.0,1946389000.0,1695921000.0,,71640000.0,1051934000.0,323301000.0,46237000.0,31533000.0,,12715000.0,0.33,96347211.0,-79557000.0,73723000.0,26702000.0,-153280000.0,0.0,,8.0336,0.4963,0.33,72939000.0,0.01859343684051321,0.008657417957285349,0.029976215237838114,0.30733962396880415,0.04395427850036219,0.012694416455491159,0.027263652021526946,-0.14571256371597457,0.06933800029279404,0.0,1.3129516222810287,4673282000.0,288602000.0,381300000.0,1516600000.0,-140491000.0,488041000.0,2.92,2.92,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2022-07-31,3653432000.0,1267434000.0,966885000.0,1946240000.0,1707192000.0,,91665000.0,2235322000.0,697853000.0,132055000.0,91006000.0,,36798000.0,0.96,94977505.0,-31663000.0,105652000.0,52383000.0,-137315000.0,0.0,,8.5664,0.4027,0.96,184438000.0,0.05330741943495518,0.024909728715355864,0.04071270268891909,0.31219350053370387,0.059076499940500744,0.036145465414437715,0.07735216659871884,-0.061429628483055235,0.08251070762959431,0.0,1.3108425510789805,4823464000.0,198799000.0,273999000.0,1478537000.0,-367375000.0,381900000.0,2.0599999999999996,2.0599999999999996,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2022-10-31,3720116000.0,1345076000.0,1008444000.0,1981725000.0,1738391000.0,,147431000.0,3410671000.0,1054896000.0,189373000.0,128237000.0,,51866000.0,1.0,94322783.0,-6170000.0,143445000.0,77529000.0,-149615000.0,0.0,,12.9981,0.4637,1.0,266902000.0,0.07376763915597814,0.03447123691841867,0.03759875989211507,0.30929280484690547,0.0555236784785164,0.05090513306574311,0.10893579177526805,-0.04386673472756534,0.07825498267056541,0.0,1.3338132806581229,5017571000.0,57372000.0,108114000.0,1406779000.0,-580261000.0,215559000.0,0.34999999999999987,0.34999999999999987,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2023-01-31,3682912000.0,1237719000.0,890374000.0,1890229000.0,1792683000.0,,201260000.0,-1902683000.0,-648834000.0,-141042000.0,-91077000.0,1315000.0,-39799000.0,-1.29,-191503437.0,260119000.0,-123307000.0,-54275000.0,136812000.0,0.0,1.39,15.8098,0.5265,-1.29,-195317000.0,-0.05080485506918959,-0.02472961612984508,0.04786766897060624,0.3410100368795012,0.07412795510339873,-0.038296326385208225,-0.0786764865846332,-0.07190477867306325,0.10265346355646211,0.0,1.3901113464678887,4795244000.0,159699000.0,226623000.0,1427216000.0,-303398000.0,328962000.0,1.0,1.0,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2023-04-30,3792670000.0,1301241000.0,927676000.0,1941988000.0,1850682000.0,,171655000.0,1113674000.0,371231000.0,71383000.0,52817000.0,,19585000.0,0.0,93821292.0,36277000.0,32904000.0,23879000.0,3373000.0,0.0,,14.0246,0.5226,0.0,95262000.0,0.028539208788976173,0.013926073188545272,0.04742590740198658,0.33333902021596984,0.06409685419611125,0.01882130530734285,0.03857118618973978,0.0030287139683605794,0.08553849690304344,0.0,1.4026890854134417,4856984000.0,180983000.0,251769000.0,1475146000.0,-146745000.0,351285000.0,0.6700000000000002,0.6700000000000002,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2023-07-31,3969936000.0,1365462000.0,957476000.0,2002545000.0,1967391000.0,,224744000.0,2385869000.0,826812000.0,203481000.0,156909000.0,,50990000.0,1.0,94026950.0,211247000.0,78517000.0,47471000.0,132730000.0,0.0,,14.9564,0.6822,1.0,250952000.0,0.07975486316649817,0.03952431474965843,0.0657659745778163,0.34654543061668514,0.08528590630918965,0.051255486234538794,0.10342682262956372,0.055631721607514915,0.1051826399521516,0.0,1.4261057196211706,5007531000.0,246886000.0,323195000.0,1604105000.0,123300000.0,417799000.0,0.7100000000000002,0.7100000000000002,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2023-10-31,4109656000.0,1489050000.0,1048924000.0,2063098000.0,2046558000.0,,206237000.0,3667043000.0,1281219000.0,312459000.0,239923000.0,,77659000.0,2.0,94168058.0,280239000.0,151037000.0,75286000.0,129202000.0,0.0,,11.835,0.6359,2.0,387745000.0,0.1172324458920783,0.058380312123447804,0.06542683028260099,0.3493875037734763,0.08520734553698989,0.07603045121051494,0.15267537006036477,0.03523329287384958,0.10573778382200591,0.0,1.4195976066902845,5263903000.0,358572000.0,446281000.0,1830428000.0,402117000.0,538642000.0,1.7100000000000002,1.7100000000000002,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2024-07-31,4258823000.0,1473871000.0,1010418000.0,2017390000.0,2241433000.0,,209129000.0,2552691000.0,901670000.0,219759000.0,179250000.0,,54184000.0,1.89,94842065.0,163814000.0,98854000.0,56552000.0,64960000.0,0.0,,13.8736,0.8085,1.89,276311000.0,0.07997116130618225,0.04208909362985971,0.07022001487841655,0.3532233239354078,0.08608915062575141,0.05160087658021947,0.09804397454664047,0.02544765504324652,0.10824302667263684,0.0,1.4586745287593847,9719277000.0,628899000.0,807082000.0,3380932000.0,330265000.0,1010270000.0,4.89,4.89,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2024-10-31,4485783000.0,1637332000.0,1125545000.0,2132860000.0,2352923000.0,,182516000.0,3914546000.0,1398989000.0,348450000.0,282161000.0,,87105000.0,2.99,94511989.0,182362000.0,144052000.0,86031000.0,38310000.0,0.0,,10.0535,0.6141,2.99,434481000.0,0.11991935137698939,0.06290117020818885,0.07208013394145835,0.35738218429416846,0.08901415387633713,0.07767874638608242,0.14809239401374374,0.009786575505818554,0.11099141509641221,0.0,1.4547015001621437,12520149000.0,858243000.0,1084149000.0,4408690000.0,365202000.0,1349489000.0,7.88,7.88,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2025-01-31,4519480000.0,1492796000.0,1075679000.0,2047976000.0,2471504000.0,,290481000.0,5550666000.0,1926670000.0,473764000.0,402462000.0,6069000.0,97710000.0,4.26,94448046.0,502834000.0,182581000.0,115425000.0,320253000.0,0.0,1.3878,12.7074,0.9214,4.26,589189000.0,0.16284092601104427,0.08905051023569083,0.07250697483869503,0.34710609501634576,0.08535264056601496,0.1048271040031154,0.19169056574458307,0.05769631968488106,0.10614744248708173,0.0,1.387770887039721,15684946000.0,1103796000.0,1354432000.0,5508548000.0,552725000.0,1687726000.0,11.14,11.14,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2025-04-30,4457076000.0,1439059000.0,1029058000.0,2025269000.0,2431807000.0,,189433000.0,1329501000.0,489064000.0,128227000.0,108347000.0,,29526000.0,1.16,93475835.0,33032000.0,46158000.0,29554000.0,-13126000.0,0.0,,10.8912,0.8611,1.16,157781000.0,0.04455411140768984,0.02430898642966824,0.08149448552502028,0.36785530811936207,0.09644746412375771,0.028769309744774377,0.05272910226839548,-0.009872877117053692,0.1186768569561061,0.0,1.3984236068326568,13347404000.0,972220000.0,1170200000.0,4716393000.0,410397000.0,1457762000.0,10.299999999999999,10.299999999999999,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2025-07-31,4710793000.0,1619312000.0,1096148000.0,2130401000.0,2580392000.0,,332171000.0,2834256000.0,1055225000.0,302614000.0,252212000.0,,68934000.0,2.73,92304624.0,251046000.0,107549000.0,61400000.0,143497000.0,0.0,,14.2028,1.1578,2.73,364014000.0,0.09774173846454337,0.05353918119518306,0.08898702163813008,0.3723111109229371,0.10677017178405902,0.06423844138343587,0.11727442962154587,0.05062951264811647,0.12843370535336257,0.0,1.4772749665191196,13628969000.0,1045182000.0,1253055000.0,4869948000.0,488934000.0,1545465000.0,11.14,11.14,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2025-10-31,4907022000.0,1757996000.0,1165077000.0,2202910000.0,2704112000.0,,306600000.0,4363606000.0,1618552000.0,446933000.0,368652000.0,,104939000.0,4.01,91962187.0,312185000.0,191447000.0,94359000.0,120738000.0,0.0,,11.8546,0.9661,4.01,541292000.0,0.13633015200553822,0.07512743981991521,0.08448333786322597,0.3709207476568691,0.10242285852572391,0.0910802926907603,0.16527902690421106,0.027669317532334495,0.12404694649333602,0.0,1.508909711546962,14078029000.0,1131673000.0,1351538000.0,5089511000.0,571362000.0,1652276000.0,12.159999999999998,12.159999999999998,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
2026-01-31,5007613000.0,1686104000.0,1118094000.0,2192326000.0,2815287000.0,,369206000.0,-2361987000.0,-945088000.0,-272140000.0,-264292000.0,4916000.0,-71421000.0,-2.84,-185934289.0,-21073000.0,-84986000.0,-56784000.0,-106059000.0,0.0,1.508,14.0039,1.056,-2.84,-328924000.0,-0.09387746258196766,-0.05277804015605839,0.11189392659654773,0.4001241327746512,0.11521655284300887,-0.05434525391638691,-0.09666510021891196,0.04490244865869287,0.13925732868131788,0.0,1.5080163206313602,6165376000.0,464919000.0,605634000.0,2217753000.0,145050000.0,734163000.0,5.06,5.06,0.0,1.2623837,84.35,41.89,1.76058,5790.5664,12.455,2.3126,0.9392
