report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,income_tax,eps_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2018-03-31,206935000000.0,123761000000.0,25394000000.0,46110000000.0,160825000000.0,,1329000000.0,12658000000.0,,31146000000.0,7001000000.0,9401000000.0,1142000000.0,13.0,11642000000.0,7299000000.0,4343000000.0,1329000000.0,,42.1905,5.9865,13.0,7001000000.0,0.05845484221980413,0.04542972430956581,0.30183651191164196,0.2247800680665254,0.03383187957571218,0.043175006475325926,0.13944005650805882,0.2247800680665254,0.00826364060314006,4.873631566511775,117251000000.0,16637000000.0,26579000000.0,14130000000.0,26579000000.0,42.0,42.0,0.05000188118439369,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
2018-06-30,211610000000.0,124157000000.0,29903000000.0,49610000000.0,162000000000.0,,,14148000000.0,,63803000000.0,9808000000.0,12596000000.0,2162000000.0,17.0,21774000000.0,12776000000.0,8998000000.0,0.0,,48.3284,6.3612,17.0,9808000000.0,0.07775308641975309,0.0595245971362412,0.19742018400388697,0.1537231791608545,0.04634941637918813,0.06054320987654321,0.14102785135495197,0.1537231791608545,0.0,4.151991438986055,130294000000.0,20283000000.0,25687000000.0,11516000000.0,25687000000.0,47.0,47.0,0.0,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
2018-09-30,221538000000.0,129702000000.0,31301000000.0,51698000000.0,169840000000.0,,,13443000000.0,,97543000000.0,18118000000.0,21788000000.0,3053000000.0,30.0,34984000000.0,18058000000.0,16926000000.0,0.0,,44.5504,6.4383,30.0,18118000000.0,0.12828544512482337,0.09834881600447778,0.2233681555826661,0.18574372328101452,0.08178280926974153,0.10667687235044748,0.17352347169966068,0.18574372328101452,0.0,4.143701479185968,149305000000.0,26389000000.0,25323000000.0,10496000000.0,25323000000.0,55.0,55.0,0.0,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
2018-12-31,232792000000.0,135676000000.0,34620000000.0,55164000000.0,177628000000.0,,,16701000000.0,,-55673000000.0,-8606000000.0,-13049000000.0,-2180000000.0,-17.0,-20429000000.0,-12994000000.0,-33423000000.0,0.0,3.919,23.538,5.2878,-17.0,-8606000000.0,-0.07346251717071633,-0.056054331763978144,0.2343865069243619,0.1545812153108329,-0.03696862435135228,-0.048449568761681716,0.6003448709428268,0.1545812153108329,0.0,3.919006354708261,136819000000.0,30736000000.0,26321000000.0,-3156000000.0,26321000000.0,43.0,43.0,0.0,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
2019-03-31,245349000000.0,138207000000.0,34910000000.0,61877000000.0,183472000000.0,,,19148000000.0,,36339000000.0,6608000000.0,6657000000.0,1489000000.0,9.0,12000000000.0,4638000000.0,7362000000.0,0.0,,29.7201,5.8581,9.0,6608000000.0,0.03628346559693032,0.027132778205739578,0.18319161231734502,0.18184319876716476,0.026933062698441812,0.036016394872242084,0.20259225625361182,0.18184319876716476,0.0,3.958951589802349,142012000000.0,27992000000.0,25928000000.0,-137000000.0,25928000000.0,39.0,39.0,0.0,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
2019-06-30,257101000000.0,147437000000.0,37000000000.0,64909000000.0,192192000000.0,,,16587000000.0,,75283000000.0,15788000000.0,16604000000.0,3689000000.0,23.0,24627000000.0,10764000000.0,13863000000.0,0.0,,21.9593,5.1447,23.0,15788000000.0,0.08639277389277389,0.06458162356428018,0.2205544412417146,0.20971534078078716,0.061407773598702454,0.08214701964701965,0.1841451589336238,0.20971534078078716,0.0,3.984783783783784,153492000000.0,32000000000.0,31908000000.0,4728000000.0,31908000000.0,45.0,45.0,0.0,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
2019-09-30,263044000000.0,148358000000.0,39224000000.0,68075000000.0,194969000000.0,,,16032000000.0,,115782000000.0,24965000000.0,23672000000.0,5249000000.0,33.0,40093000000.0,17496000000.0,22597000000.0,0.0,,25.9348,5.456,33.0,24965000000.0,0.12141417353527997,0.08999254877510987,0.20445319652450294,0.21562073552020175,0.09490807621538602,0.12804599705594222,0.19516850633086316,0.21562073552020175,0.0,3.7823271466449113,171731000000.0,33884000000.0,38755000000.0,10399000000.0,38755000000.0,48.0,48.0,0.0,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
2019-12-31,275909000000.0,152578000000.0,45221000000.0,74467000000.0,201442000000.0,,,18498000000.0,,-65547000000.0,-13130000000.0,-12590000000.0,-5145000000.0,-16.0,-22200000000.0,-9350000000.0,-31550000000.0,0.0,3.3741,26.8744,5.7022,-16.0,-13130000000.0,-0.06249937947399251,-0.04563098702833181,0.1920759149922956,0.20031427830411766,-0.04758815406528964,-0.06518005182633214,0.48133400460738096,0.20031427830411766,0.0,3.374051878552,161857000000.0,34343000000.0,34231000000.0,12272000000.0,34231000000.0,49.0,49.0,0.0,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
2020-03-31,273403000000.0,147018000000.0,40189000000.0,69744000000.0,203659000000.0,,,19644000000.0,683972000.0,41159000000.0,7977000000.0,6836000000.0,921000000.0,9.0,11451000000.0,6005000000.0,5446000000.0,0.0,,23.1413,4.793,9.0,7977000000.0,0.03356591164642859,0.025003383284016634,0.16608761145800433,0.1938093734055735,0.029176709838589922,0.03916841386827982,0.1323161398479069,0.1938093734055735,0.0,3.658165169573764,166677000000.0,34522000000.0,35600000000.0,10356000000.0,35600000000.0,49.0,49.0,0.0,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
2020-06-30,278492000000.0,149069000000.0,43658000000.0,71170000000.0,207322000000.0,,,17742000000.0,681215000.0,79456000000.0,14360000000.0,13795000000.0,2239000000.0,20.0,25444000000.0,11396000000.0,14048000000.0,0.0,,30.6494,5.8212,20.0,14360000000.0,0.06653900695536412,0.04953463654252187,0.17361810310108738,0.1807289569069674,0.05156342013415107,0.06926423630873714,0.17680225533628674,0.1807289569069674,0.0,3.4144715745109715,170850000000.0,31713000000.0,34172000000.0,10541000000.0,34172000000.0,46.0,46.0,0.0,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
2020-09-30,299243000000.0,164369000000.0,48200000000.0,86323000000.0,212920000000.0,,,20129000000.0,,125629000000.0,25573000000.0,25042000000.0,4351000000.0,36.0,42447000000.0,16802000000.0,25645000000.0,0.0,,27.9501,5.8134,36.0,25573000000.0,0.1176122487319181,0.08368449721463828,0.1993329565625771,0.20355968765173646,0.08545897481311175,0.1201061431523577,0.2041328037316225,0.20355968765173646,0.0,3.4101452282157676,180697000000.0,33083000000.0,34780000000.0,13589000000.0,34780000000.0,49.0,49.0,0.0,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
2020-12-31,319616000000.0,174296000000.0,56834000000.0,97072000000.0,222544000000.0,,,26465000000.0,,-63717000000.0,-6686000000.0,-5404000000.0,302000000.0,-7.0,-14218000000.0,-11922000000.0,-26140000000.0,0.0,3.0668,29.4341,6.4937,-7.0,-6686000000.0,-0.02428283844992451,-0.01690778934721666,0.08481253040789742,0.10493274950170284,-0.020918852623147778,-0.030043497016320368,0.4102515812106659,0.10493274950170284,0.0,3.0667558151810534,182527000000.0,40269000000.0,41224000000.0,18999000000.0,41224000000.0,58.0,58.0,0.0,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
2021-03-31,327095000000.0,172137000000.0,55453000000.0,97082000000.0,230013000000.0,,,26622000000.0,,55314000000.0,16437000000.0,17930000000.0,3353000000.0,26.0,19289000000.0,5942000000.0,13347000000.0,0.0,,27.1094,7.0795,26.0,16437000000.0,0.07795211574997934,0.054815879178831836,0.32414940159814876,0.2971580431717106,0.05025145599902169,0.07146117828122758,0.24129515131793036,0.2971580431717106,0.0,3.104196346455557,196682000000.0,51363000000.0,49684000000.0,26900000000.0,49684000000.0,75.0,75.0,0.0,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
2021-06-30,335387000000.0,175697000000.0,55741000000.0,97822000000.0,237565000000.0,,,23630000000.0,,117194000000.0,35798000000.0,36455000000.0,6813000000.0,53.0,41179000000.0,11438000000.0,29741000000.0,0.0,,26.3357,7.524,53.0,35798000000.0,0.15345273925031044,0.10869532808367646,0.31106541290509754,0.3054593238561701,0.10673639705772735,0.15068718035064088,0.2537757905694831,0.3054593238561701,0.0,3.152024542078542,234420000000.0,74023000000.0,71122000000.0,42593000000.0,71122000000.0,108.0,108.0,0.0,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
2021-09-30,347403000000.0,184110000000.0,61782000000.0,102836000000.0,244567000000.0,,,23719000000.0,,182312000000.0,56829000000.0,55391000000.0,10941000000.0,81.0,66718000000.0,18257000000.0,48461000000.0,0.0,,25.2053,7.441,81.0,56829000000.0,0.2264859936132021,0.15944306756130489,0.30382531045679934,0.31171288779674405,0.16358235248400274,0.23236577297836586,0.2658135503971214,0.31171288779674405,0.0,2.9799941730601147,291103000000.0,104372000000.0,102378000000.0,65409000000.0,102378000000.0,153.0,153.0,0.0,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
2021-12-31,359268000000.0,188143000000.0,64254000000.0,107633000000.0,251635000000.0,,,20945000000.0,,-97183000000.0,-30350000000.0,-33743000000.0,-6406000000.0,-48.0,-35534000000.0,-10997000000.0,-46531000000.0,0.0,2.9281,25.2765,7.4595,-48.0,-30350000000.0,-0.13409501857849662,-0.09392152933186368,0.34721093195311936,0.31229741827274315,-0.0844773261186635,-0.12061120273411886,0.4787977321136413,0.31229741827274315,0.0,2.928113424845146,257637000000.0,76033000000.0,78714000000.0,45018000000.0,78714000000.0,112.0,112.0,0.0,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
2022-03-31,357096000000.0,177853000000.0,61948000000.0,103092000000.0,254004000000.0,,,20886000000.0,,68011000000.0,20094000000.0,16436000000.0,2498000000.0,24.0,25106000000.0,9786000000.0,15320000000.0,0.0,,24.7128,6.814,24.0,20094000000.0,0.0647076423993323,0.04602683872124023,0.24166678919586537,0.2954522062607519,0.0562705827004503,0.07910899040959984,0.22525767890488305,0.2954522062607519,0.0,2.871004713630787,270334000000.0,74539000000.0,82371000000.0,46991000000.0,82371000000.0,110.0,110.0,0.0,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
2022-06-30,355185000000.0,172371000000.0,61354000000.0,99766000000.0,255419000000.0,,,17936000000.0,,137696000000.0,39547000000.0,32438000000.0,5510000000.0,2.0,44528000000.0,16614000000.0,27914000000.0,0.0,,19.9624,5.1687,2.0,39547000000.0,0.12699916607613373,0.09132705491504427,0.23557692307692307,0.28720514757146176,0.11134197671635908,0.15483186450498984,0.20272193818266326,0.28720514757146176,0.0,2.809450076604622,290836000000.0,70522000000.0,86120000000.0,45164000000.0,86120000000.0,59.0,59.0,0.0,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
2022-09-30,358255000000.0,166109000000.0,65979000000.0,104629000000.0,253626000000.0,,,21984000000.0,,206788000000.0,56682000000.0,46348000000.0,7833000000.0,3.0,67881000000.0,23890000000.0,43991000000.0,0.0,,18.5659,4.4086,3.0,56682000000.0,0.18274151703689684,0.12937153703367713,0.22413292840977234,0.2741068147087839,0.15821691253436798,0.22348655106337678,0.2127347815153684,0.2741068147087839,0.0,2.517604086148623,315312000000.0,61479000000.0,85973000000.0,40694000000.0,85973000000.0,-19.0,-19.0,0.0,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
2022-12-31,365264000000.0,164795000000.0,69300000000.0,109120000000.0,256144000000.0,,,21879000000.0,,-129659000000.0,-41481000000.0,-35250000000.0,-4485000000.0,-25.0,-46020000000.0,-18805000000.0,-64825000000.0,0.0,2.378,19.0922,4.0483,-25.0,-41481000000.0,-0.1376179024298832,-0.09650554119759955,0.27186697413985916,0.3199238001218581,-0.11356443558631565,-0.16194406271472297,0.49996529357776937,0.3199238001218581,0.0,2.377994227994228,282836000000.0,59972000000.0,74842000000.0,22400000000.0,74842000000.0,4.0,4.0,0.0,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
2023-03-31,369491000000.0,161985000000.0,68854000000.0,108597000000.0,260894000000.0,,,25924000000.0,,69787000000.0,17415000000.0,15051000000.0,3154000000.0,1.0,23509000000.0,6289000000.0,17220000000.0,0.0,,22.7027,4.6733,1.0,17415000000.0,0.05769009636097419,0.04073441572325172,0.21567054035851949,0.24954504420594092,0.047132406472688106,0.06675124763313836,0.2467508275180191,0.24954504420594092,0.0,2.35258663258489,284612000000.0,58587000000.0,72163000000.0,24300000000.0,72163000000.0,-19.0,-19.0,0.0,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
2023-06-30,383044000000.0,168788000000.0,77709000000.0,115903000000.0,267141000000.0,,,25929000000.0,,144391000000.0,39253000000.0,33419000000.0,6689000000.0,2.0,52175000000.0,13177000000.0,38998000000.0,0.0,,24.9222,5.2467,2.0,39253000000.0,0.12509873063288676,0.0872458516515074,0.2314479434313773,0.271852123747325,0.10247647789810048,0.14693738512620677,0.2700860856978621,0.271852123747325,0.0,2.1720521432523903,291307000000.0,59568000000.0,71869000000.0,35384000000.0,71869000000.0,-19.0,-19.0,0.0,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
2023-09-30,396711000000.0,176310000000.0,86295000000.0,123509000000.0,273202000000.0,,,30702000000.0,,221084000000.0,60596000000.0,53108000000.0,8197000000.0,4.0,82831000000.0,21232000000.0,61599000000.0,0.0,,25.3008,5.6822,4.0,60596000000.0,0.1943909634629322,0.13387075226046163,0.24021638834108303,0.27408586781494815,0.15274595360350482,0.22179925476387435,0.2786226049827215,0.27408586781494815,0.0,2.0431079436815573,305603000000.0,66328000000.0,75783000000.0,52992000000.0,75783000000.0,-18.0,-18.0,0.0,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
2023-12-31,402392000000.0,171530000000.0,81814000000.0,119013000000.0,283379000000.0,,,24048000000.0,,-127868000000.0,-32971000000.0,-27783000000.0,-6118000000.0,-2.0,-56769000000.0,-8447000000.0,-65216000000.0,0.0,2.0966,23.7883,5.7108,-2.0,-32971000000.0,-0.0980418450202732,-0.06904461321298634,0.21727875621734913,0.257851847217443,-0.08193751366826378,-0.11634948249517431,0.5100259642756593,0.257851847217443,0.0,2.096584936563424,307394000000.0,73795000000.0,84293000000.0,52601000000.0,84293000000.0,5.0,5.0,0.0,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
2024-03-31,407350000000.0,165471000000.0,76997000000.0,114506000000.0,292844000000.0,,,24493000000.0,,80539000000.0,25472000000.0,23662000000.0,4653000000.0,1.0,28848000000.0,12012000000.0,16836000000.0,0.0,,23.4305,6.069,1.0,25472000000.0,0.08080069934845857,0.05808763962194673,0.2937955524652653,0.3162691366915407,0.06253099300355959,0.08698146453401812,0.20904158233899106,0.3162691366915407,0.0,2.149057755496967,318146000000.0,82406000000.0,92350000000.0,52217000000.0,92350000000.0,5.0,5.0,0.0,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
2024-06-30,414770000000.0,161995000000.0,77913000000.0,114017000000.0,300753000000.0,,,27225000000.0,,165281000000.0,52897000000.0,47281000000.0,8585000000.0,3.78,55488000000.0,25198000000.0,30290000000.0,0.0,,25.8188,6.894,3.78,52897000000.0,0.15720873939744576,0.11399329749017528,0.28606433891372873,0.32004283613966517,0.12753333172601683,0.17588186984003484,0.18326365401951827,0.32004283613966517,0.0,2.079178057577041,339036000000.0,96268000000.0,105994000000.0,43509000000.0,105994000000.0,6.779999999999999,6.779999999999999,0.0,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
2024-09-30,430266000000.0,157541000000.0,80803000000.0,116147000000.0,314119000000.0,,,19959000000.0,,253549000000.0,81418000000.0,73582000000.0,13990000000.0,5.9,86186000000.0,38259000000.0,47927000000.0,0.0,,21.6553,6.0067,5.9,81418000000.0,0.23424880379728702,0.1710151394718616,0.29020820433131267,0.3211134731353703,0.1892271292642226,0.25919476376787143,0.18902460668352075,0.3211134731353703,0.0,1.9496924619135427,371501000000.0,116742000000.0,126816000000.0,29837000000.0,126816000000.0,8.68,8.68,0.0,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
2024-12-31,450256000000.0,163711000000.0,89122000000.0,125172000000.0,325084000000.0,,,23466000000.0,,-149351000000.0,-47397000000.0,-44407000000.0,-7531000000.0,-2.6400000000000006,-45223000000.0,-22934000000.0,-68157000000.0,0.0,1.8369,23.2079,6.6383,-2.6400000000000006,-47397000000.0,-0.1366016168128853,-0.09862611492128923,0.29733312800048206,0.3173530809971142,-0.10526678156426567,-0.1457992395811544,0.4563544937764059,0.3173530809971142,0.0,1.8369313974102914,350018000000.0,100118000000.0,112390000000.0,26896000000.0,112390000000.0,8.04,8.04,0.0,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
2025-03-31,475374000000.0,162052000000.0,91654000000.0,130107000000.0,345267000000.0,,,23264000000.0,,90234000000.0,30606000000.0,34540000000.0,7249000000.0,2.81,36150000000.0,17197000000.0,18953000000.0,0.0,,17.0128,5.2496,2.81,30606000000.0,0.10003852091280081,0.07265858040195719,0.38278254316554733,0.3391847862224882,0.06438299107649977,0.08864444038961151,0.2100427776669548,0.3391847862224882,0.0,1.7680843171056364,359713000000.0,110996000000.0,117524000000.0,29013000000.0,117524000000.0,9.85,9.85,0.0,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
2025-06-30,502053000000.0,166216000000.0,87310000000.0,139137000000.0,362916000000.0,23607000000.0,,21036000000.0,,186662000000.0,61877000000.0,62736000000.0,12986000000.0,5.12,63897000000.0,39643000000.0,24254000000.0,23607000000.0,,18.5112,5.7604,5.12,61877000000.0,0.17286644843434845,0.12495891867990033,0.33609411663863026,0.3314922158768255,0.12324794394217344,0.1600862044432026,0.1299353912419239,0.3314922158768255,0.0650481103065172,1.9037452754552744,381094000000.0,126451000000.0,126504000000.0,22977000000.0,126504000000.0,11.19,11.19,0.18661070005691519,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
2025-09-30,536469000000.0,173947000000.0,99550000000.0,149602000000.0,386867000000.0,21607000000.0,,23090000000.0,,289007000000.0,93105000000.0,97715000000.0,21994000000.0,7.99,112311000000.0,63596000000.0,48715000000.0,21607000000.0,,23.6486,7.6226,7.99,93105000000.0,0.25258034414928127,0.18214472784075128,0.3381059974325881,0.3221548266996993,0.17355150064589006,0.22793372405587625,0.16855993107433384,0.3221548266996993,0.055851235695988544,1.7473329984932195,416552000000.0,150584000000.0,138191000000.0,23765000000.0,138191000000.0,13.28,13.28,0.1563560579198356,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
2025-12-31,595281000000.0,206038000000.0,102745000000.0,180016000000.0,415265000000.0,46547000000.0,,30708000000.0,,-163067000000.0,-56549000000.0,-62821000000.0,-15573000000.0,-5.109999999999999,-47645000000.0,-28989000000.0,-76634000000.0,46547000000.0,2.0053,28.6052,9.3853,-5.109999999999999,-56549000000.0,-0.15127930357723382,-0.1055316732769902,0.3852465550969847,0.34678383731840284,-0.09499547272632589,-0.12245026114522793,0.46995406795979566,0.34678383731840284,0.11208987032376916,2.005333592875566,402836000000.0,132170000000.0,129039000000.0,15288000000.0,129039000000.0,10.81,10.81,0.36072040235897673,1.0870802,349.0,140.53,25.21129,3714000.0,28.1002,9.1044,9.2196
