report_date,total_assets,total_liabilities,total_equity,long_term_debt,cash,revenue,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,total_debt,bf_pe,bf_ps,eps,roe,roa,net_margin,debt_equity,revenue_ttm,net_income_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2014-12-31,,,,,,-4635000000.0,-1304000000.0,-256000000.0,-474000000.0,-2.0,-1005900000.0,,0.0,,0.4832,-2.0,,,0.2813376483279396,,9565000000.0,-1244000000.0,479000000.0,-2.0,-2.0,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2015-03-31,,,,,,2335000000.0,154000000.0,116000000.0,91000000.0,0.0,498900000.0,,0.0,,0.4151,0.0,,,0.06595289079229122,,9578000000.0,-1274000000.0,468000000.0,-2.0,-2.0,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2015-06-30,,,,,,4292000000.0,-39000000.0,210000000.0,161000000.0,0.0,499100000.0,,0.0,,0.4318,0.0,,,-0.009086672879776329,,9133000000.0,-1673000000.0,431000000.0,-2.0,-2.0,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2015-09-30,,,,,,6392000000.0,-323000000.0,315000000.0,27000000.0,0.0,499000000.0,,0.0,,0.2662,0.0,,,-0.05053191489361702,,8384000000.0,-1512000000.0,385000000.0,-2.0,-2.0,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2015-12-31,,,,,,-4471000000.0,-407000000.0,-222000000.0,-288000000.0,-1.0,-999600000.0,,0.0,,0.2164,-1.0,,,0.09103108924178037,,8548000000.0,-615000000.0,419000000.0,-1.0,-1.0,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2016-03-31,,,,,,1785000000.0,53000000.0,105000000.0,23000000.0,0.0,499400000.0,,0.0,,0.1653,0.0,,,0.02969187675070028,,7998000000.0,-716000000.0,408000000.0,-1.0,-1.0,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2016-06-30,,,,,,4021000000.0,225000000.0,185000000.0,133000000.0,0.0,499900000.0,,0.0,,0.1543,0.0,,,0.05595622979358369,,7727000000.0,-452000000.0,383000000.0,-1.0,-1.0,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2016-09-30,,,,,,6171000000.0,-155000000.0,262000000.0,355000000.0,0.0,498300000.0,,0.0,,0.2951,0.0,,,-0.02511748501053314,,7506000000.0,-284000000.0,330000000.0,-1.0,-1.0,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2016-12-31,,,,,,-3608000000.0,-400000000.0,-215000000.0,-153000000.0,0.0,-999300000.0,,0.0,,0.2294,0.0,,,0.11086474501108648,,8369000000.0,-277000000.0,337000000.0,0.0,0.0,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2017-03-31,,,,,,2171000000.0,155000000.0,62000000.0,116000000.0,0.0,501000000.0,,0.0,,0.234,0.0,,,0.0713956701980654,,8755000000.0,-175000000.0,294000000.0,0.0,0.0,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2017-06-30,,,,,,4394000000.0,357000000.0,136000000.0,246000000.0,0.0,501100000.0,,0.0,,0.2149,0.0,,,0.08124715521165225,,9128000000.0,-43000000.0,245000000.0,0.0,0.0,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2017-09-30,,,,,,6609000000.0,464000000.0,209000000.0,348000000.0,0.0,501200000.0,,0.0,4.9185,0.1908,0.0,,,0.07020729308518686,,9566000000.0,576000000.0,192000000.0,0.0,0.0,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2017-12-31,105297000000.0,89969000000.0,13418000000.0,4224000000.0,2875000000.0,-4879000000.0,-159000000.0,-123000000.0,-917000000.0,1.0,-1001900000.0,2554000000.0,4224000000.0,1.9734,0.1942,1.0,-0.011849754061708153,-0.0015100145303284995,0.03258864521418323,0.3148010135638694,8295000000.0,817000000.0,284000000.0,1.0,1.0,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2018-03-31,103773000000.0,88911000000.0,13018000000.0,4654000000.0,,2115000000.0,112000000.0,76000000.0,63000000.0,0.0,502700000.0,109000000.0,4654000000.0,1.7785,0.167,0.0,0.00860347211553234,0.0010792788104805682,0.052955082742316785,0.35750499308649564,8239000000.0,774000000.0,298000000.0,1.0,1.0,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2018-06-30,102477000000.0,87736000000.0,12910000000.0,4047000000.0,,4274000000.0,302000000.0,153000000.0,174000000.0,0.0,502600000.0,561000000.0,4047000000.0,2.9893,0.2895,0.0,0.023392718822618126,0.0029470027420787103,0.07065980346279832,0.3134779240898528,8119000000.0,719000000.0,315000000.0,1.0,1.0,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2018-09-30,102121000000.0,87500000000.0,12798000000.0,4051000000.0,,6417000000.0,448000000.0,225000000.0,237000000.0,0.0,502900000.0,973000000.0,4051000000.0,2.5878,0.2726,0.0,0.03500546960462572,0.004386952732542768,0.06981455508804738,0.31653383341147057,7927000000.0,703000000.0,331000000.0,1.0,1.0,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2018-12-31,100923000000.0,86734000000.0,12450000000.0,4025000000.0,,-4376000000.0,-743000000.0,-155000000.0,-323000000.0,0.0,-1004000000.0,-10000000.0,4025000000.0,19.6095,0.2953,0.0,-0.05967871485943775,-0.007362048294244127,0.16978976234003657,0.3232931726907631,8430000000.0,119000000.0,299000000.0,0.0,0.0,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2019-03-31,102188000000.0,87306000000.0,13074000000.0,4035000000.0,,2204000000.0,174000000.0,72000000.0,112000000.0,0.34,508600000.0,134000000.0,4035000000.0,11.065,0.2558,0.34,0.01330885727397889,0.001702743962109054,0.07894736842105263,0.3086278109224415,8519000000.0,181000000.0,295000000.0,0.34,0.34,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2019-06-30,104306000000.0,88714000000.0,13757000000.0,4044000000.0,,4360000000.0,342000000.0,145000000.0,219000000.0,0.0,508700000.0,795000000.0,4044000000.0,11.6491,0.2323,0.0,0.024860071236461438,0.0032788142580484343,0.07844036697247707,0.2939594388311405,8605000000.0,221000000.0,287000000.0,0.34,0.34,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2019-09-30,105653000000.0,89508000000.0,14387000000.0,3706000000.0,,6058000000.0,360000000.0,179000000.0,169000000.0,0.71,509500000.0,1608000000.0,3706000000.0,71.4597,0.2754,0.71,0.025022589838048236,0.00340738076533558,0.05942555298778475,0.2575936609439077,8246000000.0,133000000.0,241000000.0,1.05,1.05,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2019-12-31,101342000000.0,86710000000.0,14185000000.0,3277000000.0,,-4526000000.0,-533000000.0,-157000000.0,-305000000.0,-0.38,-1017100000.0,-458000000.0,3277000000.0,6.4585,0.2875,-0.38,-0.03757490306661967,-0.0052594186023563775,0.11776403004860804,0.2310186817060275,8096000000.0,343000000.0,239000000.0,0.67,0.67,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2020-03-31,98844000000.0,84010000000.0,14449000000.0,2851000000.0,,1837000000.0,-66000000.0,52000000.0,-10000000.0,-0.13,504300000.0,680000000.0,2851000000.0,16.2702,0.2243,-0.13,-0.004567790158488477,-0.0006677188296709967,-0.03592814371257485,0.19731469305834315,7729000000.0,103000000.0,219000000.0,0.2,0.2,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2020-06-30,103637000000.0,88549000000.0,14643000000.0,2817000000.0,,3975000000.0,-507000000.0,96000000.0,36000000.0,-0.99,511100000.0,1299000000.0,2817000000.0,,0.156,-0.99,-0.0346240524482688,-0.004892075224099501,-0.12754716981132075,0.19237861094038106,7344000000.0,-746000000.0,170000000.0,-0.79,-0.79,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2020-09-30,104925000000.0,89693000000.0,14756000000.0,3570000000.0,,6395000000.0,-89000000.0,145000000.0,186000000.0,-0.17,511200000.0,1452000000.0,3570000000.0,,0.2557,-0.17,-0.0060314448359989154,-0.000848224922563736,-0.013917122752150117,0.24193548387096775,7681000000.0,-1195000000.0,136000000.0,-1.67,-1.67,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2020-12-31,105747000000.0,89927000000.0,15318000000.0,3548000000.0,,-3549000000.0,840000000.0,-91000000.0,58000000.0,1.6400000000000001,-1015000000.0,-1471000000.0,3548000000.0,10.7368,0.2306,1.6400000000000001,0.05483744614179397,0.007943487758517971,-0.23668639053254437,0.2316229272751012,8658000000.0,178000000.0,202000000.0,0.3500000000000001,0.3500000000000001,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2021-03-31,98558000000.0,83800000000.0,14758000000.0,2922000000.0,,1985000000.0,187000000.0,51000000.0,59000000.0,0.37,513800000.0,-247000000.0,2922000000.0,3.9019,0.1987,0.37,0.01267109364412522,0.0018973599301933886,0.09420654911838791,0.197994308171839,8806000000.0,431000000.0,201000000.0,0.8500000000000002,0.8500000000000002,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2021-06-30,100650000000.0,85486000000.0,15164000000.0,2924000000.0,,4026000000.0,427000000.0,94000000.0,134000000.0,0.83,514400000.0,229000000.0,2924000000.0,1.7775,0.2325,0.83,0.028158797151147455,0.004242424242424243,0.10606060606060606,0.19282511210762332,8857000000.0,1365000000.0,199000000.0,2.6700000000000004,2.6700000000000004,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2021-09-30,99875000000.0,83823000000.0,15276000000.0,2412000000.0,,6096000000.0,741000000.0,129000000.0,201000000.0,1.44,514400000.0,290000000.0,2412000000.0,1.8876,0.2306,1.44,0.048507462686567165,0.00741927409261577,0.12155511811023623,0.15789473684210525,8558000000.0,2195000000.0,183000000.0,4.28,4.28,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2021-12-31,99171000000.0,82905000000.0,15510000000.0,1899000000.0,,-4275000000.0,-451000000.0,-114000000.0,-131000000.0,-0.8799999999999997,-1027900000.0,165000000.0,1899000000.0,2.2731,0.2623,-0.8799999999999997,-0.029078014184397163,-0.0045477004366195764,0.10549707602339181,0.12243713733075436,7832000000.0,904000000.0,160000000.0,1.7600000000000005,1.7600000000000005,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2022-03-31,93487000000.0,78335000000.0,14407000000.0,1819000000.0,,1892000000.0,149000000.0,26000000.0,58000000.0,0.29,517400000.0,-92000000.0,1819000000.0,2.0148,0.25,0.29,0.010342194766432984,0.001593804486185245,0.07875264270613108,0.12625806899423891,7739000000.0,866000000.0,135000000.0,1.6800000000000006,1.6800000000000006,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2022-06-30,89068000000.0,76497000000.0,11820000000.0,1773000000.0,,3773000000.0,330000000.0,52000000.0,131000000.0,0.64,515800000.0,337000000.0,1773000000.0,2.0463,0.2371,0.64,0.027918781725888325,0.003705034355773117,0.08746355685131195,0.15,7486000000.0,769000000.0,93000000.0,1.4900000000000004,1.4900000000000004,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2022-09-30,85939000000.0,75890000000.0,9291000000.0,1622000000.0,,5612000000.0,434000000.0,78000000.0,183000000.0,0.85,513700000.0,645000000.0,1622000000.0,2.5258,0.239,0.85,0.046711871703799375,0.005050093671092286,0.07733428367783321,0.17457754816489077,7002000000.0,462000000.0,42000000.0,0.9000000000000005,0.9000000000000005,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2022-12-31,86442000000.0,75703000000.0,9984000000.0,1611000000.0,,-3770000000.0,-304000000.0,-50000000.0,-133000000.0,-0.5899999999999999,-1035900000.0,159000000.0,1611000000.0,3.6983,0.3484,-0.5899999999999999,-0.030448717948717948,-0.003516808958608084,0.08063660477453581,0.16135817307692307,7507000000.0,609000000.0,106000000.0,1.1900000000000004,1.1900000000000004,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2023-03-31,91178000000.0,82953000000.0,7432000000.0,1600000000.0,,1854000000.0,62000000.0,29000000.0,39000000.0,0.12,500100000.0,17000000.0,1600000000.0,4.1274,0.3252,0.12,0.008342303552206673,0.000679988593739718,0.03344120819848975,0.21528525296017223,7469000000.0,522000000.0,109000000.0,1.0200000000000005,1.0200000000000005,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2023-06-30,89844000000.0,81577000000.0,7460000000.0,1601000000.0,,3746000000.0,259000000.0,58000000.0,110000000.0,0.53,489100000.0,,1601000000.0,4.1926,0.3205,0.53,0.03471849865951743,0.0028827745870620186,0.06914041644420715,0.2146112600536193,7442000000.0,451000000.0,115000000.0,0.9100000000000003,0.9100000000000003,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2023-09-30,85466000000.0,76588000000.0,8056000000.0,1602000000.0,,5577000000.0,288000000.0,88000000.0,140000000.0,0.6,481400000.0,,1602000000.0,5.8079,0.3632,0.6,0.03574975173783516,0.003369761074579365,0.05164066702528241,0.19885799404170804,7407000000.0,305000000.0,125000000.0,0.6600000000000003,0.6600000000000003,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2023-12-31,90817000000.0,82482000000.0,7480000000.0,1584000000.0,,-3689000000.0,-533000000.0,-57000000.0,-185000000.0,-1.09,-995700000.0,,1584000000.0,39.6409,0.4111,-1.09,-0.07125668449197861,-0.00586894524152967,0.14448359989156953,0.21176470588235294,7488000000.0,76000000.0,118000000.0,0.15999999999999992,0.15999999999999992,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2024-03-31,89192000000.0,80313000000.0,8006000000.0,1579000000.0,,1864000000.0,139000000.0,30000000.0,66000000.0,0.31,450300000.0,,1579000000.0,29.9588,0.3807,0.31,0.017361978516112916,0.0015584357341465603,0.07457081545064377,0.19722707969023232,7498000000.0,153000000.0,119000000.0,0.35000000000000003,0.35000000000000003,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2024-06-30,87543000000.0,78190000000.0,8459000000.0,1564000000.0,,3633000000.0,215000000.0,60000000.0,98000000.0,0.48,445500000.0,,1564000000.0,82.8935,0.3656,0.48,0.02541671592386807,0.002455935940052317,0.059179741260666115,0.18489183118571936,7385000000.0,109000000.0,121000000.0,0.3,0.3,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2024-12-31,86871000000.0,77440000000.0,8494000000.0,1518000000.0,,7295000000.0,299000000.0,115000000.0,158000000.0,0.68,439400000.0,,1518000000.0,9.9831,0.4154,0.68,0.035201318577819635,0.003441885093989939,0.04098697738176833,0.17871438662585354,9103000000.0,120000000.0,148000000.0,0.38000000000000006,0.38000000000000006,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2025-03-31,87256000000.0,77575000000.0,8710000000.0,1519000000.0,,1786000000.0,54000000.0,26000000.0,36000000.0,0.13,422900000.0,34000000.0,1519000000.0,13.7784,0.413,0.13,0.006199770378874856,0.0006188686164848263,0.030235162374020158,0.17439724454649827,14578000000.0,707000000.0,231000000.0,1.6,1.6,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2025-06-30,87336000000.0,77557000000.0,8788000000.0,1520000000.0,,3582000000.0,105000000.0,52000000.0,71000000.0,0.25,420200000.0,40000000.0,1520000000.0,17.0607,0.4499,0.25,0.011948111060537095,0.0012022533663094256,0.02931323283082077,0.1729631315430132,16296000000.0,673000000.0,253000000.0,1.54,1.54,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2025-09-30,88486000000.0,78665000000.0,8812000000.0,1520000000.0,,5517000000.0,221000000.0,79000000.0,80000000.0,0.53,417900000.0,127000000.0,1520000000.0,16.6039,0.5071,0.53,0.025079437131184747,0.0024975702370996543,0.04005800253761102,0.17249205628688152,18180000000.0,679000000.0,272000000.0,1.5900000000000003,1.5900000000000003,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
2025-12-31,88083000000.0,78316000000.0,8750000000.0,1513000000.0,,-3584000000.0,-157000000.0,-52000000.0,-103000000.0,-0.37,-847000000.0,126000000.0,1513000000.0,16.1722,0.5005,-0.37,-0.017942857142857142,-0.0017824097726008425,0.04380580357142857,0.17291428571428571,7301000000.0,223000000.0,105000000.0,0.5400000000000003,0.5400000000000003,0.93233496,9.28,5.99,3.53612,3252.0564,14.5832,0.4122,0.4514
