report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,9117000000.0,1630000000.0,850000000.0,6055000000.0,3062000000.0,,,571000000.0,,1248000000.0,752000000.0,187000000.0,89000000.0,34000000.0,68000000.0,0.35,255100000.0,987000000.0,55000000.0,932000000.0,0.0,,17.2439,1.5997,0.35,187000000.0,0.02906596995427825,0.009761983108478665,0.07131410256410256,0.6025641025641025,0.14983974358974358,0.020511133048151803,0.06107119529719138,0.7467948717948718,0.14983974358974358,0.0,1.9176470588235295,,,,,,,,,,,,0.35745555,36.12,25.03,11.12494,34387.938,16.5406,1.4914,2.0712
2010-09-30,8790000000.0,1299000000.0,984000000.0,6205000000.0,2585000000.0,,,224000000.0,,4224000000.0,2535000000.0,757000000.0,416000000.0,94000000.0,257000000.0,1.68,247300000.0,1539000000.0,170000000.0,1369000000.0,0.0,,16.0082,1.5205,1.68,757000000.0,0.1609284332688588,0.04732650739476678,0.09848484848484848,0.6001420454545454,0.17921401515151514,0.08612059158134243,0.29284332688588005,0.3241003787878788,0.17921401515151514,0.0,1.3201219512195121,,,,,,,,,,,,0.35745555,36.12,25.03,11.12494,34387.938,16.5406,1.4914,2.0712
2010-12-31,8859000000.0,1309000000.0,1338000000.0,6400000000.0,2459000000.0,,,315000000.0,,5636000000.0,3393000000.0,1025000000.0,528000000.0,128000000.0,294000000.0,2.17,242646739.0,2535000000.0,246000000.0,2289000000.0,0.0,0.9783,15.1223,1.4167,2.17,1025000000.0,0.21472143147620984,0.059600406366407045,0.0936834634492548,0.6020227111426544,0.1818665720369056,0.11570154644993792,0.4168361122407483,0.406139105748758,0.1818665720369056,0.0,0.9783258594917787,,,,,,,,,,,,0.35745555,36.12,25.03,11.12494,34387.938,16.5406,1.4914,2.0712
2011-03-31,9314000000.0,1773000000.0,1413000000.0,6884000000.0,2430000000.0,,,657000000.0,,1331000000.0,784000000.0,202000000.0,114000000.0,27000000.0,64000000.0,0.5,226300000.0,51000000.0,54000000.0,-3000000.0,0.0,,14.8721,1.4381,0.5,202000000.0,0.04691358024691358,0.012239639252737813,0.08564988730277986,0.5890308039068369,0.1517655897821187,0.021687781833798582,0.0831275720164609,-0.002253944402704733,0.1517655897821187,0.0,1.2547770700636942,12439000000.0,1147000000.0,2171000000.0,7464000000.0,4587000000.0,2171000000.0,283000000.0,4.699999999999999,4.699999999999999,0.0,7.671378091872792,0.35745555,36.12,25.03,11.12494,34387.938,16.5406,1.4914,2.0712
2011-06-30,9228000000.0,1695000000.0,1561000000.0,6891000000.0,2337000000.0,,,550000000.0,,2913000000.0,1704000000.0,492000000.0,286000000.0,55000000.0,158000000.0,1.27,225300000.0,256000000.0,104000000.0,152000000.0,0.0,,17.125,1.6053,1.27,492000000.0,0.12237911852802738,0.030992631122670134,0.09818056985925164,0.5849639546858908,0.16889804325437693,0.053315994798439535,0.21052631578947367,0.05217988328184003,0.16889804325437693,0.0,1.085842408712364,14104000000.0,1344000000.0,2476000000.0,8416000000.0,3807000000.0,2476000000.0,304000000.0,5.62,5.62,0.0,8.144736842105264,0.35745555,36.12,25.03,11.12494,34387.938,16.5406,1.4914,2.0712
2011-09-30,9189000000.0,1695000000.0,1726000000.0,6933000000.0,2256000000.0,2210000000.0,,651000000.0,,4442000000.0,2561000000.0,753000000.0,440000000.0,85000000.0,240000000.0,1.97,222900000.0,580000000.0,148000000.0,432000000.0,2210000000.0,,15.0593,1.42,1.97,753000000.0,0.1950354609929078,0.04788333877462183,0.09905447996398019,0.5765420981539847,0.1695182350292661,0.08194580476656872,0.16860725481415137,0.09725348941918055,0.1695182350292661,0.9796099290780141,0.9820393974507532,14322000000.0,1368000000.0,2472000000.0,8442000000.0,2870000000.0,2472000000.0,295000000.0,5.91,5.91,0.8940129449838188,8.379661016949152,0.35745555,36.12,25.03,11.12494,34387.938,16.5406,1.4914,2.0712
2011-12-31,9283000000.0,1757000000.0,1915000000.0,7020000000.0,2263000000.0,2256000000.0,,701000000.0,,-2783000000.0,-1631000000.0,-423000000.0,-234000000.0,-53000000.0,-142000000.0,-1.0,-453300000.0,-127000000.0,-91000000.0,-218000000.0,2256000000.0,0.9175,13.4209,1.3778,-1.0,-423000000.0,-0.1034025629695095,-0.025207368307659163,0.08408192597915919,0.5860582105641394,0.15199425080848006,-0.04556716578692233,-0.09360477981854393,0.07833273445921667,0.15199425080848006,0.9969067609368095,0.9174934725848564,5903000000.0,606000000.0,1024000000.0,3418000000.0,363000000.0,1024000000.0,114000000.0,2.74,2.74,2.203125,8.982456140350877,0.35745555,36.12,25.03,11.12494,34387.938,16.5406,1.4914,2.0712
2012-03-31,8784000000.0,1261000000.0,1412000000.0,6524000000.0,2260000000.0,2247000000.0,,192000000.0,,1362000000.0,778000000.0,192000000.0,102000000.0,32000000.0,61000000.0,0.48,213900000.0,-325000000.0,51000000.0,-376000000.0,2247000000.0,,14.4859,1.4501,0.48,192000000.0,0.04513274336283186,0.011612021857923498,0.07488986784140969,0.5712187958883994,0.14096916299559473,0.02185792349726776,0.04260039937874418,-0.27606461086637296,0.14096916299559473,0.9942477876106195,0.8930594900849859,5934000000.0,594000000.0,1014000000.0,3412000000.0,-10000000.0,1014000000.0,119000000.0,2.7199999999999998,2.7199999999999998,2.2159763313609466,8.521008403361344,0.35745555,36.12,25.03,11.12494,34387.938,16.5406,1.4914,2.0712
2012-06-30,8907000000.0,1391000000.0,1734000000.0,6612000000.0,2295000000.0,2020000000.0,,303000000.0,,2983000000.0,1714000000.0,492000000.0,280000000.0,63000000.0,154000000.0,1.31,214000000.0,-41000000.0,89000000.0,-130000000.0,2020000000.0,,15.3718,1.5441,1.31,492000000.0,0.12200435729847495,0.031435949253396205,0.09386523633925578,0.5745893395910158,0.16493462956754945,0.05523745368811048,0.11402085747392816,-0.04358028830036876,0.16493462956754945,0.8801742919389978,0.8021914648212226,6004000000.0,588000000.0,1014000000.0,3422000000.0,-292000000.0,1014000000.0,127000000.0,2.76,2.76,1.9921104536489151,7.984251968503937,0.35745555,36.12,25.03,11.12494,34387.938,16.5406,1.4914,2.0712
2012-09-30,8989000000.0,1396000000.0,1736000000.0,6671000000.0,2318000000.0,2065000000.0,,383000000.0,,4511000000.0,2616000000.0,800000000.0,459000000.0,94000000.0,256000000.0,2.15,213300000.0,264000000.0,143000000.0,121000000.0,2065000000.0,,14.881,1.5574,2.15,800000000.0,0.19801553062985333,0.05106240961174769,0.10175127466193748,0.5799157614719574,0.17734426956328975,0.08899766381132496,0.18252338580880675,0.026823320771447574,0.17734426956328975,0.8908541846419327,0.804147465437788,6073000000.0,607000000.0,1061000000.0,3477000000.0,-603000000.0,1061000000.0,136000000.0,2.9400000000000004,2.9400000000000004,1.9462770970782282,7.801470588235294,0.35745555,36.12,25.03,11.12494,34387.938,16.5406,1.4914,2.0712
2012-12-31,8928000000.0,1335000000.0,1232000000.0,6648000000.0,2280000000.0,2554000000.0,,366000000.0,,-2861000000.0,-1613000000.0,-392000000.0,-212000000.0,-64000000.0,-122000000.0,-0.98,-428900000.0,560000000.0,-90000000.0,470000000.0,2554000000.0,1.0836,14.4194,1.5129,-0.98,-392000000.0,-0.09298245614035087,-0.023745519713261647,0.0740999650471863,0.5637888850052429,0.13701502970989166,-0.04390681003584229,-0.08109226313611916,-0.16427822439706397,0.13701502970989166,1.1201754385964913,1.083603896103896,5995000000.0,629000000.0,1092000000.0,3495000000.0,85000000.0,1092000000.0,125000000.0,2.9600000000000004,2.9600000000000004,2.338827838827839,8.736,0.35745555,36.12,25.03,11.12494,34387.938,16.5406,1.4914,2.0712
2013-03-31,8872000000.0,1280000000.0,1212000000.0,6633000000.0,2239000000.0,,,208000000.0,,1380000000.0,790000000.0,197000000.0,106000000.0,34000000.0,60000000.0,0.0,206300000.0,60000000.0,29000000.0,31000000.0,0.0,,15.0417,1.5835,0.0,197000000.0,0.047342563644484144,0.011947700631199279,0.07681159420289856,0.572463768115942,0.1427536231884058,0.02220468890892696,0.08798570790531487,0.02246376811594203,0.1427536231884058,0.0,1.056105610561056,6013000000.0,633000000.0,1097000000.0,3507000000.0,492000000.0,1097000000.0,127000000.0,2.4800000000000004,2.4800000000000004,0.0,8.637795275590552,0.35745555,36.12,25.03,11.12494,34387.938,16.5406,1.4914,2.0712
2013-06-30,8709000000.0,1213000000.0,1064000000.0,6405000000.0,2304000000.0,2521000000.0,69000000.0,113000000.0,,2991000000.0,1725000000.0,482000000.0,261000000.0,65000000.0,202000000.0,1.0,206000000.0,276000000.0,61000000.0,215000000.0,2590000000.0,,15.5248,1.5776,1.0,482000000.0,0.11328125,0.029968997588701342,0.08726178535606821,0.5767301905717152,0.16115011701771983,0.05534504535537949,0.09848794442174091,0.07188231360748913,0.16115011701771983,1.1241319444444444,1.1400375939849625,6021000000.0,614000000.0,1087000000.0,3518000000.0,837000000.0,1087000000.0,129000000.0,2.1700000000000004,2.1700000000000004,2.3827046918123274,8.426356589147288,0.35745555,36.12,25.03,11.12494,34387.938,16.5406,1.4914,2.0712
2013-09-30,8129000000.0,1059000000.0,956000000.0,5821000000.0,2308000000.0,2521000000.0,1000000.0,119000000.0,,4534000000.0,2618000000.0,782000000.0,468000000.0,94000000.0,-162000000.0,2.0,205500000.0,616000000.0,111000000.0,505000000.0,2522000000.0,,14.1418,1.4992,2.0,782000000.0,0.2027729636048527,0.05757165703038504,0.10322011468901632,0.5774150860167623,0.17247463608292898,0.09619879443966048,0.1619047619047619,0.1113806793118659,0.17247463608292898,1.0927209705372618,1.1077405857740585,6044000000.0,623000000.0,1069000000.0,3520000000.0,1221000000.0,1069000000.0,129000000.0,2.0200000000000005,2.0200000000000005,2.3592142188961645,8.286821705426357,0.35745555,36.12,25.03,11.12494,34387.938,16.5406,1.4914,2.0712
