report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-12-31,31140686000.0,2625139000.0,2937073000.0,31140686000.0,,10143905000.0,602000000.0,82323000.0,,-4879691000.0,-849617000.0,-410676000.0,-311469000.0,-182789000.0,-0.8500000000000001,-975765000.0,-909944000.0,0.0,-909944000.0,10745905000.0,0.8938,14.3867,1.2954,-0.8500000000000001,-849617000.0,,-0.013187763429488996,0.08416024703203542,0.174112869032076,-0.0272831818798083,-0.07906425750088057,0.18647574200907394,0.174112869032076,,0.8937942638810816,10128223000.0,905229000.0,1822683000.0,1822683000.0,601582000.0,1.85,1.85,5.895652178683841,3.029816384133834,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2013-03-31,31587675000.0,2704671000.0,2526517000.0,31587675000.0,9155113000.0,10642009000.0,425000000.0,112960000.0,,2782849000.0,454624000.0,236570000.0,139613000.0,118434000.0,0.48,490531000.0,642328000.0,,,11067009000.0,,15.2619,1.4256,0.48,454624000.0,0.02584020535847018,0.007489313474321867,0.08501000233932923,0.16336639178050982,0.01439244895358712,0.022481518012798064,,0.16336639178050982,1.208833686705997,1.0705136755462163,10332993000.0,957906000.0,1897145000.0,1897145000.0,589365000.0,1.9500000000000002,1.9500000000000002,5.833507191068684,3.218964478718621,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2013-06-30,32266262000.0,2818200000.0,2696810000.0,,9300245000.0,,354000000.0,58821000.0,,5361762000.0,856860000.0,433427000.0,286441000.0,217327000.0,0.0,494303000.0,1074225000.0,,,354000000.0,,14.3574,1.3213,0.0,856860000.0,0.046603826028239044,0.013432823424045835,0.08083667272064668,0.15980940593782417,0.026555911558642894,0.08875473949542403,,0.15980940593782417,0.03806351338056148,1.045012440624293,10842008000.0,1024380000.0,1968153000.0,1968153000.0,572055000.0,1.2000000000000002,1.2000000000000002,0.17986406544613148,3.44049610614364,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2013-09-30,33126652000.0,3120741000.0,2839061000.0,,9547286000.0,,302000000.0,101834000.0,,8184100000.0,1521973000.0,798179000.0,431199000.0,410676000.0,1.0,495767000.0,2002908000.0,,,302000000.0,,14.6381,1.2899,1.0,1521973000.0,0.08360271180731361,0.024094768164316757,0.09752801163231144,0.18596705807602545,0.04594406340852073,0.15452622657114434,,0.18596705807602545,0.03163202610668624,1.0992159027227664,11449020000.0,1057500000.0,1983840000.0,1983840000.0,545784000.0,0.6299999999999999,0.6299999999999999,0.15223001854988305,3.634844553889451,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2013-12-31,33907490000.0,3218040000.0,3654498000.0,33907490000.0,9565950000.0,10910754000.0,759000000.0,107144000.0,,-5413789000.0,-985902000.0,-519942000.0,-282054000.0,-262461000.0,0.42999999999999994,-984069000.0,-1135425000.0,,,11669754000.0,0.8807,14.6605,1.2834,0.42999999999999994,-985902000.0,-0.05435340975020777,-0.015334134139684182,0.09604031483310488,0.18210942465618812,-0.02907623064992425,-0.046426621881713925,,0.18210942465618812,1.2199263010992112,0.8805696432177552,10914922000.0,948234000.0,1847555000.0,1847555000.0,575199000.0,1.91,1.91,6.316322924080745,3.212027489616637,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2014-03-31,34198752000.0,3129346000.0,3467748000.0,,9747424000.0,,765000000.0,132313000.0,,3202604000.0,493992000.0,261221000.0,139094000.0,135771000.0,0.0,499746000.0,592649000.0,,,765000000.0,,15.6288,1.35,0.0,493992000.0,0.02679897786327957,0.007638319667337568,0.08156518882759155,0.15424698151878907,0.014444737632531152,0.046991255299443785,,0.15424698151878907,0.07848227388077096,0.9024144776379368,11334677000.0,972885000.0,1886923000.0,1886923000.0,574680000.0,1.43,1.43,0.4054219488553587,3.283432518967077,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2014-06-30,34717644000.0,3123820000.0,3059929000.0,,9920772000.0,,777800000.0,99540000.0,,5887700000.0,891200000.0,456385000.0,278494000.0,240029000.0,0.0,501612000.0,1039511000.0,,,777800000.0,,16.6565,1.4238,0.0,891200000.0,0.04600297234932926,0.013145621286974427,0.07751498887511252,0.1513664079351869,0.025669944654078486,0.08330083678457274,,0.1513664079351869,0.0784011566841774,1.0208798962328864,11860615000.0,995843000.0,1921263000.0,1921263000.0,566733000.0,1.43,1.43,0.40483785926237065,3.3900672803595344,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2014-09-30,35363441000.0,3196594000.0,3470869000.0,,10154660000.0,,697000000.0,137868000.0,,8757507000.0,1556880000.0,824967000.0,421713000.0,435998000.0,1.0,503213000.0,2004341000.0,,,697000000.0,,15.7556,1.3453,1.0,1556880000.0,0.08124023847179522,0.023328244556291906,0.09420112367595024,0.1777766206752675,0.044025127532131274,0.14346929409878303,,0.1777766206752675,0.06863843791914254,0.9209780029151201,12434022000.0,1022631000.0,1956170000.0,1956170000.0,557247000.0,1.43,1.43,0.3563085007949207,3.510418180806716,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2014-12-31,36957884000.0,3364380000.0,4064583000.0,,10214482000.0,,1019500000.0,79608000.0,,-6161676000.0,-993942000.0,-521267000.0,-272693000.0,-287983000.0,1.0,-1000454000.0,-988309000.0,,,1019500000.0,0.8276,17.7854,1.5631,1.0,-993942000.0,-0.05103215219332708,-0.014104351861702905,0.0845982489179892,0.16131033179933513,-0.026893909835314166,-0.08847637462833749,,0.16131033179933513,0.09980927079806885,0.8277306675740168,11686135000.0,1021306000.0,1948130000.0,1948130000.0,566608000.0,2.0,2.0,0.5233223655505536,3.438232428769096,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2015-03-31,36878651000.0,3057446000.0,3774528000.0,,10214870000.0,,969000000.0,133044000.0,,2962219000.0,350845000.0,152066000.0,144940000.0,83580000.0,0.0,507393000.0,985394000.0,,,969000000.0,,19.3344,1.5514,0.0,350845000.0,0.014886728857048597,0.004123415468749114,0.05133516461814606,0.11843992628499109,0.009513498744842917,0.03137062573152227,,0.11843992628499109,0.09486170651217295,0.8100207496142564,11445750000.0,912151000.0,1804983000.0,1804983000.0,572454000.0,2.0,2.0,0.5368471614414096,3.1530620800972655,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2015-06-30,37268809000.0,3048922000.0,3537251000.0,,10269066000.0,,451000000.0,135597000.0,,5477353000.0,773690000.0,348997000.0,289162000.0,193461000.0,0.0,507747000.0,1509045000.0,,,451000000.0,,17.8493,1.4564,0.0,773690000.0,0.033985271883538386,0.00936431856462062,0.06371636080420598,0.14125253566823245,0.02075971893816086,0.07217213028352625,,0.14125253566823245,0.04391830766303381,0.8619467490432542,11035403000.0,804763000.0,1687473000.0,1687473000.0,583122000.0,2.0,2.0,0.2672635354758269,2.8938592610122753,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2015-09-30,38029696000.0,3344422000.0,3085020000.0,,10544830000.0,,64000000.0,404409000.0,,8378665000.0,1559502000.0,775460000.0,441728000.0,432490000.0,1.0,507976000.0,2489922000.0,,,64000000.0,,18.4816,1.5989,1.0,1559502000.0,0.07353935530492194,0.02039090714792987,0.09255173706073701,0.18612774230739623,0.04100748004927518,0.14700037610179445,,0.18612774230739623,0.006069324967780419,1.0840843819489014,10656561000.0,755256000.0,1690095000.0,1690095000.0,603137000.0,2.0,2.0,0.037867693827861745,2.8021742987082536,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2015-12-31,39053535000.0,2910445000.0,4058297000.0,,10600920000.0,,846000000.0,84940000.0,,-5793751000.0,-683525000.0,-292038000.0,-280548000.0,-166812000.0,0.0,-1014948000.0,-1958522000.0,,,846000000.0,0.7171,18.5111,1.6647,0.0,-683525000.0,-0.027548363726921814,-0.007477889005438304,0.05040568709286954,0.11797624716699077,-0.017502256837953336,-0.05971256897051783,,0.11797624716699077,0.07980439433558596,0.7171591926367143,11024486000.0,984485000.0,2000512000.0,2000512000.0,595282000.0,1.0,1.0,0.42289173971463306,3.360612281238136,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2016-03-31,39069844000.0,2732617000.0,3188568000.0,,10671634000.0,,183000000.0,101491000.0,,2772273000.0,489870000.0,241312000.0,156443000.0,128650000.0,0.0,509150000.0,790063000.0,,,183000000.0,,19.7845,1.9732,0.0,489870000.0,0.022612469655537287,0.006176425992384305,0.08704481845763386,0.17670337661550647,0.012538314716588067,0.04513003386387786,,0.17670337661550647,0.017148264267683844,0.8570044609366964,10834540000.0,1073731000.0,2139537000.0,2139537000.0,606785000.0,1.0,1.0,0.08553252409282942,3.526021572715212,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2016-06-30,39490164000.0,2704099000.0,3506381000.0,,10703134000.0,,447000000.0,76711000.0,,5272122000.0,921451000.0,438107000.0,319423000.0,233047000.0,0.0,509311000.0,1412539000.0,,,447000000.0,,21.1868,2.115,0.0,921451000.0,0.04093259039828895,0.011094079021804011,0.08309879778958074,0.17477801158622658,0.023333683800350894,0.08264035212491616,,0.17477801158622658,0.04176346853174033,0.7711937179673287,10629309000.0,1162841000.0,2287298000.0,2287298000.0,637046000.0,1.0,1.0,0.19542709345262402,3.5904754130784906,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2016-09-30,40324750000.0,3076163000.0,3453972000.0,,10987942000.0,,366000000.0,353385000.0,,8312269000.0,1748505000.0,895902000.0,485280000.0,471459000.0,1.0,509396000.0,2412854000.0,,,366000000.0,,18.9132,1.9194,1.0,1748505000.0,0.08153501356304939,0.022217174316021798,0.10778067937887958,0.2103523117454452,0.04336059120019343,0.15399981786061617,,0.2103523117454452,0.03330924025627365,0.8906160791112377,10562913000.0,1283283000.0,2476301000.0,2476301000.0,680598000.0,1.0,1.0,0.14780109526265184,3.638419448778868,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2016-12-31,41155277000.0,2842081000.0,3247043000.0,,11020849000.0,,392000000.0,84476000.0,,-5249744000.0,-945971000.0,-451942000.0,-314239000.0,-251939000.0,1.0,-1018392000.0,-1563157000.0,,,392000000.0,0.8753,18.3666,1.8709,1.0,-945971000.0,-0.0410079114594529,-0.010981386420992865,0.08608838830998235,0.18019373897089078,-0.022985412052991407,-0.0828864904810359,,0.18019373897089078,0.03556894754660009,0.8752828342587394,11106920000.0,1123379000.0,2213855000.0,2213855000.0,646907000.0,2.0,2.0,0.1770667003936572,3.422215248868848,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2017-03-31,41285341000.0,2633154000.0,3707976000.0,,11070111000.0,,605000000.0,73985000.0,,2946422000.0,486219000.0,239277000.0,165934000.0,116664000.0,0.0,508774000.0,718155000.0,,,605000000.0,,20.1321,2.0156,0.0,486219000.0,0.02161468841640341,0.0057956890800538625,0.08120934475781134,0.1650201498631221,0.011777037278195183,0.04164577107660904,,0.1650201498631221,0.05465166519107171,0.7101324280416055,11281069000.0,1121344000.0,2210204000.0,2210204000.0,656398000.0,2.0,2.0,0.273730388688103,3.367170527637196,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2017-06-30,41860989000.0,2756550000.0,3690704000.0,,11123155000.0,,784000000.0,61382000.0,,5591350000.0,945911000.0,466533000.0,330129000.0,219053000.0,0.0,508955000.0,1291819000.0,,,784000000.0,,20.2347,2.0548,0.0,945911000.0,0.04194250642016586,0.011144815522633734,0.08343834673200569,0.16917399196973898,0.02259647998283079,0.07944055485966212,,0.16917399196973898,0.07048359930253602,0.7468900242338589,11600297000.0,1149770000.0,2234664000.0,2234664000.0,667104000.0,2.0,2.0,0.350835740854106,3.349798532162901,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2017-09-30,42468794000.0,2898874000.0,3340406000.0,,11439377000.0,,514000000.0,167841000.0,,8608247000.0,1764270000.0,958674000.0,497932000.0,423844000.0,1.0,509052000.0,2367180000.0,,,514000000.0,,20.2849,2.1255,1.0,1764270000.0,0.08380473866714945,0.02257361016656136,0.11136692522879513,0.20495113581197194,0.04154273841635343,0.14759594715367882,,0.20495113581197194,0.044932516866958754,0.8678208577041234,11896275000.0,1212542000.0,2250429000.0,2250429000.0,679756000.0,2.0,2.0,0.2284008960069391,3.3106423481366845,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2017-12-31,43030000000.0,2973000000.0,4088000000.0,,11455000000.0,,814000000.0,83000000.0,,-5742019000.0,-1006400000.0,-516484000.0,-330995000.0,-217561000.0,1.0,-1017781000.0,-1251154000.0,,,814000000.0,0.7273,21.1649,2.1453,1.0,-1006400000.0,-0.045088083806198165,-0.012002881710434581,0.08994815238333416,0.17526936082935288,-0.023388333720660005,-0.08202787513244764,,0.17526936082935288,0.07106067219554779,0.7272504892367906,11404000000.0,1148000000.0,2190000000.0,2190000000.0,663000000.0,2.0,2.0,0.37168949771689497,3.3031674208144794,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2018-03-31,43159000000.0,2782000000.0,4122000000.0,,11561000000.0,,1025000000.0,116000000.0,,2951000000.0,480000000.0,291000000.0,171000000.0,59000000.0,0.0,509000000.0,887000000.0,,,1025000000.0,,19.0695,2.0196,0.0,480000000.0,0.025170832972926216,0.006742510252786209,0.09861064046086072,0.1626567265333785,0.011121666396348387,0.03813761322103925,,0.1626567265333785,0.08866015050601159,0.6749150897622513,11408578000.0,1199723000.0,2183781000.0,2183781000.0,668066000.0,2.0,2.0,0.4693694102110056,3.2688102672490444,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2018-06-30,44240000000.0,3056000000.0,4178000000.0,,11650000000.0,,682000000.0,332000000.0,,5609000000.0,930000000.0,556000000.0,346000000.0,114000000.0,1.0,510000000.0,1437000000.0,,,682000000.0,,19.2175,2.0969,1.0,930000000.0,0.04772532188841202,0.012567811934900542,0.09912640399358175,0.16580495632019968,0.021021699819168172,0.07541355822251054,,0.16580495632019968,0.05854077253218884,0.7314504547630445,11426228000.0,1289190000.0,2167870000.0,2167870000.0,683937000.0,3.0,3.0,0.31459450981839315,3.1696925301599417,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2018-09-30,44835000000.0,3003000000.0,3838000000.0,,12165000000.0,,437000000.0,213000000.0,,8657000000.0,1626000000.0,1047000000.0,523000000.0,187000000.0,2.0,510000000.0,2493000000.0,,,437000000.0,,19.4079,2.1109,2.0,1626000000.0,0.08606658446362515,0.023352291736366677,0.12094258981171306,0.18782488159870625,0.036266309802609566,0.1290271385494366,,0.18782488159870625,0.035922729140978216,0.7824387701928087,11474981000.0,1377516000.0,2029600000.0,2029600000.0,709005000.0,4.0,4.0,0.2153133622388648,2.86260322564721,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2018-12-31,45987000000.0,3094000000.0,4460000000.0,,12222000000.0,,1038000000.0,147000000.0,,-5680000000.0,-1071000000.0,-633000000.0,-340000000.0,-179000000.0,-1.0,-1018000000.0,-1695000000.0,,,1038000000.0,0.6937,20.0772,2.2113,-1.0,-1071000000.0,-0.05179185076092293,-0.013764759605975601,0.11144366197183099,0.188556338028169,-0.02328919042338052,-0.08076923076923077,,0.188556338028169,0.08492881688757978,0.6937219730941704,11537000000.0,1261000000.0,1965000000.0,1965000000.0,700000000.0,2.0,2.0,0.5282442748091603,2.807142857142857,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2019-03-31,47850000000.0,2909000000.0,4424000000.0,47850000000.0,12329000000.0,16118000000.0,1252000000.0,94000000.0,,3141000000.0,486000000.0,315000000.0,189000000.0,25000000.0,0.61,516000000.0,793000000.0,,,17370000000.0,,22.2568,2.4575,0.61,486000000.0,0.025549517398004703,0.0065830721003134795,0.10028653295128939,0.15472779369627507,0.010156739811912226,0.0163641873463753,,0.15472779369627507,1.4088733879471165,0.6575497287522604,11727000000.0,1285000000.0,1971000000.0,1971000000.0,718000000.0,2.61,2.61,8.812785388127853,2.745125348189415,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2019-06-30,48584000000.0,2939000000.0,5060000000.0,,12366000000.0,,1597000000.0,353000000.0,,5718000000.0,896000000.0,553000000.0,379000000.0,49000000.0,1.0,517000000.0,1334000000.0,,,1597000000.0,,24.314,2.6478,1.0,896000000.0,0.04471939188096393,0.011382348098139304,0.09671213711087794,0.15669814620496678,0.01844228552609913,0.06416959106209268,,0.15669814620496678,0.12914442827106581,0.5808300395256917,11836000000.0,1282000000.0,1937000000.0,1937000000.0,751000000.0,2.61,2.61,0.8244708311822406,2.5792276964047938,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2019-09-30,50240000000.0,3600000000.0,5021000000.0,,13141000000.0,,933000000.0,864000000.0,,,1654000000.0,1080000000.0,578000000.0,121000000.0,2.0,518000000.0,2557000000.0,,,933000000.0,,25.8261,2.901,2.0,1654000000.0,0.08218552621566091,0.021496815286624203,,,0.03292197452229299,0.11752167116669035,,,0.07099916292519595,0.716988647679745,,1315000000.0,1965000000.0,1965000000.0,806000000.0,2.61,2.61,0.47480916030534354,2.437965260545906,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2019-12-31,50448000000.0,3113000000.0,4568000000.0,,13239000000.0,,595000000.0,248000000.0,,,-932000000.0,-576000000.0,-373000000.0,-67000000.0,-0.9699999999999998,-1031000000.0,-1421000000.0,,,595000000.0,0.6815,24.8144,2.9763,-0.9699999999999998,-932000000.0,-0.043507817811012914,-0.011417697431018078,,,-0.018474468759911197,-0.06737024721700159,,,0.04494297152352897,0.6814798598949212,,1372000000.0,2104000000.0,2104000000.0,773000000.0,2.64,2.64,0.28279467680608367,2.721862871927555,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2020-03-31,51133000000.0,2983000000.0,5839000000.0,,13302000000.0,,1765000000.0,244000000.0,,,455000000.0,295000000.0,199000000.0,-6000000.0,0.0,527000000.0,669000000.0,,,1765000000.0,,23.4166,2.8506,0.0,455000000.0,0.022177116223124342,0.005769268378542233,,,0.008898363092327851,0.030198446937014668,,,0.1326868140129304,0.5108751498544272,,1352000000.0,2073000000.0,2073000000.0,783000000.0,2.0300000000000002,2.0300000000000002,0.8514230583695128,2.6475095785440614,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2020-06-30,53456000000.0,4390000000.0,5473000000.0,,13385000000.0,,1410000000.0,1625000000.0,525204978.0,,877000000.0,582000000.0,407000000.0,-19000000.0,1.0,527000000.0,1148000000.0,,,1410000000.0,,23.4284,2.9517,1.0,877000000.0,0.04348150915203586,0.010887458844657288,,,0.016406016162825502,0.059276782696857044,,,0.10534180052297348,0.802119495706194,,1381000000.0,2054000000.0,2054000000.0,811000000.0,2.0300000000000002,2.0300000000000002,0.6864654333008764,2.532675709001233,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
2020-09-30,53708000000.0,3837000000.0,4393000000.0,,13777000000.0,,500000000.0,885000000.0,525452824.0,,1690000000.0,1185000000.0,628000000.0,24000000.0,2.0,527000000.0,2174000000.0,,,500000000.0,,24.5456,3.2117,2.0,1690000000.0,0.08601292008419831,0.022063752141208013,,,0.03146644820138527,0.11837220704629824,,,0.036292371343543586,0.8734350102435693,,1486000000.0,2090000000.0,2090000000.0,861000000.0,2.0300000000000002,2.0300000000000002,0.23923444976076555,2.427409988385598,0.43339252,84.23,65.21,4.62641,52352.184,25.9426,1.8596,3.5828
