report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2011-06-30,1212775000.0,301327000.0,90936000.0,749695000.0,463080000.0,632498000.0,,78746000.0,,107530000.0,32943000.0,20133000.0,11935000.0,180000.0,0.3,67463440.0,27984000.0,3404000.0,24580000.0,632498000.0,,21.2441,2.1591,0.3,32943000.0,0.04347628919409174,0.016600770959163902,,,,0.027163323782234957,0.030069059437119038,,,1.3658503930206445,3.3136161696137942,,,,,,,,,,,,1.834594,241.091,99.5,0.8939,11785.04,73.8624,3.0401,2.7999
2011-09-30,1260376000.0,362522000.0,99543000.0,758515000.0,501861000.0,632498000.0,,138720000.0,,196189000.0,77121000.0,57512000.0,17830000.0,306000.0,,,89015000.0,4461000.0,84554000.0,632498000.0,,16.7039,1.8538,,77121000.0,0.11459746822327298,0.04563082762604175,,,,0.06118888331735926,0.06798641347227817,,,1.26030514425309,3.641863315351155,,,,,,,,,,,,1.834594,241.091,99.5,0.8939,11785.04,73.8624,3.0401,2.7999
2011-12-31,1552793000.0,383265000.0,165390000.0,783904000.0,768889000.0,575000000.0,,93126000.0,,294654000.0,112981000.0,324643000.0,23718000.0,-237677000.0,,,169712000.0,12060000.0,157652000.0,575000000.0,2.3174,5.846,2.396,,112981000.0,0.422223493898339,0.20907036546403804,,,,0.07275985916989579,0.08407018734434168,,,0.7478322618739506,2.3173408307636496,,,,,,,,,,,,1.834594,241.091,99.5,0.8939,11785.04,73.8624,3.0401,2.7999
2012-03-31,1571717000.0,425924000.0,167241000.0,770944000.0,800773000.0,559588000.0,,91730000.0,,111005000.0,59493000.0,30060000.0,5674000.0,19044000.0,0.44,68637927.0,38584000.0,2138000.0,36446000.0,559588000.0,,4.7432,1.7241,0.44,59493000.0,0.03753872820387301,0.019125580495725377,,,,0.0378522342126477,0.04373324433734869,,,0.6988097750548532,2.546767838030148,,432348000.0,282538000.0,709378000.0,303232000.0,282538000.0,59157000.0,,,1.9805760641046515,4.776070456581639,1.834594,241.091,99.5,0.8939,11785.04,73.8624,3.0401,2.7999
2012-06-30,1491775000.0,358956000.0,167427000.0,1087169000.0,404606000.0,875513000.0,13000000.0,10307000.0,,198434000.0,96651000.0,39395000.0,15568000.0,25408000.0,0.57,68599867.0,59707000.0,5504000.0,54203000.0,888513000.0,,4.1036,1.3566,0.57,96651000.0,0.09736632674750251,0.026408137956461263,,,,0.06478926111511454,0.07474254109637242,,,2.1959956105445793,2.1439552760307476,,451610000.0,346246000.0,800282000.0,332855000.0,346246000.0,62790000.0,,,2.566132171924008,5.514349418697245,1.834594,241.091,99.5,0.8939,11785.04,73.8624,3.0401,2.7999
2012-12-31,1603847000.0,522553000.0,294859000.0,1140219000.0,463628000.0,799018000.0,12550000.0,108023000.0,,440400000.0,223555000.0,93223000.0,49114000.0,63129000.0,,,235594000.0,22392000.0,213202000.0,811568000.0,1.7721,25.142,1.992,,223555000.0,0.20107284288265592,0.05812462161290946,,,,0.1393867370141915,0.17531030523935143,,,1.7504723614622069,1.7722131595101387,,487321000.0,492680000.0,1044493000.0,461503000.0,492680000.0,94074000.0,,,1.6472517658520744,5.237153730042307,1.834594,241.091,99.5,0.8939,11785.04,73.8624,3.0401,2.7999
2013-03-31,1591726000.0,525195000.0,258131000.0,1076132000.0,515594000.0,770702000.0,12532000.0,54337000.0,,153462000.0,96525000.0,50674000.0,15675000.0,28750000.0,0.0,69554941.0,38266000.0,4322000.0,33944000.0,783234000.0,,21.1916,1.8822,0.0,96525000.0,0.09828275736335179,0.03183588130117872,,,,0.06064171848672448,0.07431699963351575,,,1.5190906022956048,2.0346064595108686,,213352000.0,476224000.0,903301000.0,337795000.0,476224000.0,86031000.0,,,1.6446756148367154,5.535493019957922,1.834594,241.091,99.5,0.8939,11785.04,73.8624,3.0401,2.7999
2013-06-30,1675367000.0,611069000.0,244527000.0,1469426000.0,205941000.0,1177329000.0,24047000.0,126598000.0,,284415000.0,172958000.0,78928000.0,29938000.0,47285000.0,1.0,69801498.0,74318000.0,10051000.0,64267000.0,1201376000.0,,20.0779,1.9197,1.0,172958000.0,0.38325539839080125,0.04711087182688927,,,,0.10323588801737171,0.1228991051767299,,,5.833593116475107,2.498983752305471,,262220000.0,589689000.0,1076711000.0,365616000.0,589689000.0,110295000.0,,,2.0373044096125246,5.346470828233374,1.834594,241.091,99.5,0.8939,11785.04,73.8624,3.0401,2.7999
2013-09-30,1733055000.0,615960000.0,240896000.0,1475715000.0,257340000.0,,18013000.0,116521000.0,,423878000.0,260247000.0,126021000.0,42432000.0,74237000.0,1.0,69627215.0,155213000.0,14257000.0,140956000.0,18013000.0,,18.8989,2.0102,1.0,260247000.0,0.4897062252273257,0.07271609960445571,,,,0.15016661329271142,0.9451395118266371,,,0.06999689127224683,2.556954038257173,,348846000.0,753285000.0,1302155000.0,452369000.0,753285000.0,137159000.0,,,0.023912596162143147,5.492056664163489,1.834594,241.091,99.5,0.8939,11785.04,73.8624,3.0401,2.7999
2013-12-31,1798205000.0,654179000.0,250845000.0,1481134000.0,317071000.0,1175349000.0,9575000.0,150147000.0,,-292195000.0,-178265000.0,-81084000.0,-33610000.0,-46095000.0,0.5099999999999998,-139316125.0,-7853000.0,2140000.0,-9993000.0,1184924000.0,2.6085,22.2395,2.6134,0.5099999999999998,-178265000.0,-0.2557282122931457,-0.045091633045175605,,,,-0.09913497070689938,-0.11868548164274847,,,3.7370935847176185,2.6079012936275388,,174539000.0,351465000.0,569560000.0,229174000.0,351465000.0,54435000.0,2.51,2.51,3.3713854864638013,6.456599614218793,1.834594,241.091,99.5,0.8939,11785.04,73.8624,3.0401,2.7999
