report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2021-03-28,2282762000.0,786652000.0,440706000.0,2282762000.0,1352868000.0,,,275242000.0,473045000.0,,51658000.0,41109000.0,9461000.0,0.24,168165000.0,32929000.0,6394000.0,14717000.0,26535000.0,0.0,,75.9083,4.5383,0.24,66375000.0,0.03038655655984176,0.01800844766121041,0.08690293735268315,,0.10920314135018867,0.0226296039622177,0.03818406525987753,0.05609402910928136,0.1403143464152459,0.0,1.7849813708004882,1813048000.0,108358000.0,200594000.0,203359000.0,262262000.0,0.84,0.84,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2021-06-27,2348007000.0,881238000.0,446517000.0,,1416782000.0,,,320871000.0,971542000.0,,124943000.0,95426000.0,27700000.0,0.57,168312000.0,110434000.0,14677000.0,29203000.0,95757000.0,0.0,,53.5519,3.9022,0.57,154146000.0,0.06735404600001976,0.04064127577132436,0.09822117829182886,,0.1286027778521155,0.053212362654796175,0.08818787929265053,0.09856187380473515,0.15866117985635206,0.0,1.9735821928392423,1937204000.0,147268000.0,269411000.0,202036000.0,329466000.0,1.41,1.41,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2021-09-26,2469412000.0,925654000.0,526594000.0,,1467527000.0,,,323990000.0,1480645000.0,,173919000.0,150082000.0,48000000.0,0.89,168492000.0,209557000.0,23750000.0,43529000.0,185807000.0,0.0,,54.0307,4.3462,0.89,217448000.0,0.10226864650531131,0.06077641155060395,0.1013625818477758,,0.11746164678231447,0.07042931677662537,0.1185116185255876,0.12549058011879957,0.14686032100874957,0.0,1.7578134198262798,2143568000.0,207256000.0,347608000.0,210396000.0,404824000.0,2.3,2.3,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2021-12-26,2564108000.0,952708000.0,559152000.0,,1538720000.0,,,319973000.0,-850355000.0,,-82486000.0,-66646000.0,-14631000.0,-0.3899999999999999,-336436000.0,-83822000.0,-10184000.0,-29947000.0,-94006000.0,0.0,1.7038,36.359,3.8546,-0.3899999999999999,-112433000.0,-0.043312623479255484,-0.02599188489720402,0.07837432601678122,,0.09700184040782966,-0.03216947180071978,-0.053606894041800975,0.11054912360131945,0.1322188968136837,0.0,1.7038443929378773,2074877000.0,219971000.0,268034000.0,214093000.0,325536000.0,1.31,1.31,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2022-03-27,2529266000.0,487015000.0,593013000.0,,1493071000.0,,,169171000.0,537425000.0,6284000.0,,4725000.0,1100000.0,0.03,168257000.0,-14659000.0,8580000.0,18685000.0,-23239000.0,0.0,,42.8857,3.6804,0.03,,0.0031646184273889186,0.0018681309122883872,0.008791924454575058,0.011692794343396753,,,,-0.04324138251849095,,0.0,0.8212551832759147,2139257000.0,183587000.0,,164319000.0,,1.1,1.1,,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2022-06-26,2512861000.0,473338000.0,534277000.0,,1538129000.0,,,161342000.0,1093105000.0,,57945000.0,66502000.0,25000000.0,0.4,167816000.0,16148000.0,19005000.0,39390000.0,-2857000.0,0.0,,25.9138,2.254,0.4,97335000.0,0.043235645384749916,0.026464655227646895,0.060837705435433924,,0.05300954620095965,0.02305937335968842,0.03767239288772268,-0.002613655595757041,0.08904451082009505,0.0,0.8859411878108172,2260820000.0,154663000.0,,65705000.0,,0.9300000000000002,0.9300000000000002,,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2022-09-25,2515392000.0,543208000.0,555758000.0,,1540353000.0,,,190050000.0,1640785000.0,,108960000.0,103119000.0,39200000.0,0.0,167418000.0,85024000.0,27809000.0,61150000.0,57215000.0,0.0,,26.839,2.0776,0.0,170110000.0,0.0669450444151438,0.0409952007480345,0.06284735660065152,,0.06640723799888468,0.04331730402259369,0.07073703235557044,0.03487050405750906,0.10367598436114421,0.0,0.9774182287974262,2420960000.0,107700000.0,,-62887000.0,,0.04000000000000015,0.04000000000000015,,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2022-12-31,2533752000.0,655675000.0,571210000.0,,1597967000.0,,,221385000.0,-962994000.0,,35062000.0,-441000.0,-3206000.0,0.57,-336350000.0,64174000.0,-18433000.0,-36571000.0,45741000.0,0.0,1.1479,30.8855,2.3269,0.57,-1509000.0,-0.0002759756615749887,-0.00017405018328549914,0.00045794677848460115,,-0.036409364959698605,0.01383797625024075,0.021941629583089012,-0.04749873830989601,0.0015669879563112543,0.0,1.1478703103937256,2308321000.0,173905000.0,,76860000.0,,1.0,1.0,,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2023-03-31,2472287000.0,634407000.0,540454000.0,,1574785000.0,,,235350000.0,560739000.0,,27900000.0,22321000.0,9400000.0,0.0,165398000.0,50730000.0,5985000.0,20840000.0,44745000.0,0.0,,33.4252,2.7453,0.0,48740000.0,0.014173998355331046,0.009028482534592465,0.03980639834218772,,0.04975576872662683,0.011285097563511032,0.01771670418501573,0.07979648285566011,0.08692100959626493,0.0,1.1738408819251962,2331635000.0,191501000.0,229867000.0,144844000.0,314676000.0,0.97,0.97,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2023-06-30,2479069000.0,674774000.0,532052000.0,,1605215000.0,,,245630000.0,1151592000.0,,83675000.0,68895000.0,23800000.0,0.0,165325000.0,119782000.0,10792000.0,42698000.0,108990000.0,0.0,,32.65,2.2151,0.0,126373000.0,0.04291948430584065,0.027790674644392714,0.05982587583102349,,0.07266028246114943,0.033752590186073884,0.05212697364527493,0.0946428943584186,0.10973765013998013,0.0,1.2682482163397564,2390122000.0,193894000.0,255597000.0,256691000.0,343714000.0,0.57,0.57,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2023-09-30,2546530000.0,658090000.0,554009000.0,,1653235000.0,,,235566000.0,1749937000.0,,147242000.0,122510000.0,40200000.0,0.0,165436000.0,224100000.0,16539000.0,64173000.0,207561000.0,0.0,,31.4628,2.2779,0.0,211415000.0,0.07410319767002271,0.0481086026867934,0.07000823458215924,,0.08414131480161857,0.05782064220723887,0.08906295838159729,0.11861055569429071,0.12081292069371641,0.0,1.1878687891351944,2499274000.0,213285000.0,293879000.0,407037000.0,385019000.0,0.57,0.57,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2023-12-31,2714595000.0,781653000.0,611559000.0,,1763219000.0,,,289472000.0,-1036116000.0,,17455000.0,18661000.0,-3564000.0,1.0,-330496000.0,-33994000.0,-10647000.0,-41596000.0,-44641000.0,0.0,1.2781,31.4716,2.6837,1.0,-24141000.0,0.010583483957466428,0.006874321952261756,-0.018010531639314518,,-0.01684656930305101,0.006430056785634689,0.009899507661838943,0.04308494415683186,0.023299514726150355,0.0,1.2781317910455083,2426152000.0,232387000.0,276272000.0,316655000.0,362387000.0,1.0,1.0,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2024-03-31,2622822000.0,681160000.0,544717000.0,,1747962000.0,,,206817000.0,594015000.0,,48319000.0,40417000.0,15200000.0,0.0,165630000.0,53079000.0,6424000.0,20706000.0,46655000.0,0.0,,25.8426,2.3343,0.0,69025000.0,0.023122356206828294,0.015409738060760509,0.06804036935094232,,0.08134306372734695,0.01842252352618668,0.027643049448443386,0.07854178766529464,0.11620076934084156,0.0,1.250484196380873,2459428000.0,250483000.0,296691000.0,318565000.0,382672000.0,1.0,1.0,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2024-06-30,2673368000.0,716153000.0,543129000.0,,1804986000.0,,,222946000.0,1219112000.0,,127729000.0,105957000.0,36800000.0,0.0,165716000.0,133310000.0,14054000.0,41243000.0,119256000.0,0.0,,31.3683,3.3894,0.0,168972000.0,0.058702394367601746,0.03963427406926394,0.08691326145587937,,0.10477216203269264,0.04777830811171526,0.07076453778588865,0.09782202127450144,0.1386025238042116,0.0,1.318568885108326,2526948000.0,287545000.0,340745000.0,328831000.0,425271000.0,1.0,1.0,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2024-09-30,2762101000.0,794980000.0,589598000.0,,1852052000.0,,,204620000.0,1859290000.0,,204456000.0,170100000.0,57700000.0,1.0,165834000.0,258816000.0,21115000.0,61865000.0,237701000.0,0.0,,32.6551,3.6059,1.0,266321000.0,0.09184407349253693,0.06158355541669186,0.09148653518278482,,0.10996455636291272,0.07402191302924839,0.11039430858312833,0.12784503762188792,0.14323801020819776,0.0,1.3483424299268314,2636301000.0,335135000.0,397959000.0,358971000.0,480177000.0,2.0,2.0,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2024-12-31,2841479000.0,936322000.0,613529000.0,,1927209000.0,,,199448000.0,-1086498000.0,,-29408000.0,-22649000.0,-20102000.0,0.0,-331378000.0,-34693000.0,-12420000.0,-40878000.0,-47113000.0,0.0,1.5261,29.0439,3.3001,0.0,-70286000.0,-0.011752228222263386,-0.007970848983927033,0.020845873623329264,,0.027066777849568062,-0.010349539799519898,-0.015259372491514931,0.04336225193235514,0.06469040900213346,0.0,1.526125089441575,2585919000.0,293825000.0,351096000.0,356499000.0,434032000.0,1.0,1.0,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2025-03-31,2735065000.0,801574000.0,554853000.0,,1884856000.0,,,182597000.0,635910000.0,,58634000.0,49551000.0,14400000.0,0.0,164908000.0,99088000.0,9237000.0,21378000.0,89851000.0,0.0,,26.7809,3.0876,0.0,80012000.0,0.026289010937705585,0.018116936891810615,0.07792140397226023,,0.09220487175858219,0.021437881732244025,0.031107946707865215,0.14129515182966143,0.1258228365649227,0.0,1.444660117184191,2627814000.0,302959000.0,361411000.0,399695000.0,445019000.0,1.0,1.0,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2025-06-30,2805036000.0,855002000.0,577985000.0,,1935708000.0,,,198242000.0,1321783000.0,,165185000.0,132496000.0,43100000.0,0.0,164787000.0,212726000.0,19573000.0,42774000.0,193153000.0,0.0,,28.4911,3.3949,0.0,207959000.0,0.06844834034885428,0.04723504439871717,0.10024035715393526,,0.12497134552343311,0.05888872727480146,0.08533570145910437,0.14613064322963754,0.15733217933654767,0.0,1.4792806041679283,2730485000.0,329498000.0,398867000.0,473592000.0,484006000.0,1.0,1.0,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2025-09-30,2887126000.0,938298000.0,615489000.0,,1980252000.0,,,249339000.0,2022604000.0,,269973000.0,214143000.0,69500000.0,1.0,164726000.0,420334000.0,27451000.0,64115000.0,392883000.0,0.0,,27.6611,3.3994,1.0,334088000.0,0.10813926712357821,0.07417168492126773,0.10587490185918746,,0.13347793240792563,0.09350925453201557,0.13633264857199992,0.19424613023607193,0.16517716765120607,0.0,1.5244756608160341,2893799000.0,373541000.0,464384000.0,628774000.0,551773000.0,1.0,1.0,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
2025-12-31,2997090000.0,1028067000.0,666695000.0,,2041363000.0,,,255445000.0,-1155379000.0,,-62235000.0,-52209000.0,-19725000.0,1.0,-329478000.0,-147659000.0,-22277000.0,-43260000.0,-169936000.0,0.0,1.542,32.7642,3.9896,1.0,-105495000.0,-0.02557555907499058,-0.01741989730038137,0.045187769554405954,,0.05386544155640703,-0.020765142187922286,-0.03048698345174278,0.14708247250469325,0.0913077007631262,0.0,1.5420349635140507,2824918000.0,343981000.0,431557000.0,505951000.0,516564000.0,2.0,2.0,0.0,0.9912738,87.1,51.03,1.9164,12746.103,37.0547,5.521,4.512
